paper_id,title,abstract,true_com,true_ful,v2_com,v2_ful,p4_com_raw,p4_com_clean,p4_ful_raw,p4_ful_clean
26940364,,,,,"[""d"", ""dbPHCC""]",[],"[""and"", ""biomarkers"", ""carcinoma"", ""database"", ""dbPHCC"", ""for"", ""hepatocellular"", ""models"", ""of"", ""prognostic""]","[""and"", ""biomarkers"", ""carcinoma"", ""database"", ""dbPHCC"", ""for"", ""hepatocellular"", ""models"", ""of"", ""prognostic""]",[],[]
26941783,,,,,,,"[""by"", ""comprehensive""]","[""by"", ""comprehensive""]",[],[]
26944085,,,,,"[""l"", ""LNCat""]",[],,,,
26944514,,,,,,,"[""sp"", ""spegazzinii"", ""Wickerhamomyces""]","[""sp"", ""spegazzinii"", ""Wickerhamomyces""]",[],[]
26946289,,,,,"[""dbPEC"", ""dbPTB""]","[""birth"", ""Database for Preeclampsia""]","[""birth"", ""Database"", ""for"", ""Preeclampsia"", ""preterm""]","[""birth"", ""Database"", ""for"", ""Preeclampsia"", ""preterm""]",[],[]
26947033,,,,,,,"[""body"", ""full"", ""lumbar"", ""model"", ""spine""]","[""body"", ""full"", ""lumbar"", ""model"", ""spine""]",[],[]
26948029,,,,,"[""bibliome""]",[],"[""bibliome"", ""CHO""]","[""bibliome"", ""CHO""]",[],[]
26949480,,,,,"[""SNP2Structure""]",[],"[""database"", ""SNP"", ""Structure""]","[""database"", ""SNP"", ""Structure""]",[],[]
26949515,,,,,,,"[""HD"", ""UPR""]","[""HD"", ""UPR""]",[],[]
26953092,,,,,"[""HemoPI-1""]",[],"[""Hemolytik"", ""HemoPI""]","[""Hemolytik"", ""HemoPI""]",[],[]
26954507,,,,,,,"[""CLOUD"", ""CLUSTOM"", ""clustomcloud""]","[""CLOUD"", ""CLUSTOM"", ""clustomcloud""]",[],[]
26954922,,,,,,,"[""Care"", ""Palliative"", ""Swedish""]","[""Care"", ""Palliative"", ""Swedish""]",[],[]
26955062,,,,,,,"[""Administration"", ""Normative"", ""Study""]","[""Administration"", ""Normative"", ""Study""]",[],[]
26955310,,,,,,,"[""and"", ""Evaluation"", ""Health"", ""II"", ""Physiologic""]","[""and"", ""Evaluation"", ""Health"", ""II"", ""Physiologic""]",[],[]
26955500,,,,,,,"[""Informatics""]","[""Informatics""]",[],[]
26956591,,,,,,,"[""aureus"", ""Staphylococcus""]","[""aureus"", ""Staphylococcus""]",[],[]
26956673,,,,,,,"[""CoeViz"", ""POLYVIEW""]","[""CoeViz"", ""POLYVIEW""]",[],[]
26968363,,,,,,,"[""complex"", ""small"", ""tubulin""]","[""complex"", ""small"", ""tubulin""]",[],[]
26969411,,,,,,,"[""HiView""]","[""HiView""]",[],[]
26969678,,,,,,,"[""CON"", ""PDP""]","[""CON"", ""PDP""]",[],[]
26970777,,,,,,,"[""Effector"", ""geffector""]","[""Effector"", ""geffector""]",[],[]
26973684,,,,,"[""FragariaCyc""]",[],"[""FragariaCyc""]","[""FragariaCyc""]",[],[]
26975196,,,,,,,"[""Zoysia""]","[""Zoysia""]",[],[]
26975659,,,,,,,"[""NetDecoder""]","[""NetDecoder""]",[],[]
26975833,,,,,"[""REGene""]","[""Gene database""]","[""database"", ""Gene"", ""REgeneration""]","[""database"", ""Gene"", ""REgeneration""]",[],[]
26980280,,,,,,,"[""Cut"", ""cutoff"", ""divergence"", ""Index"", ""out""]","[""Cut"", ""cutoff"", ""divergence"", ""Index"", ""out""]",[],[]
26980512,,,,,,,"[""Ensembl""]","[""Ensembl""]",[],[]
26980513,,,,,,,"[""DNA"", ""Elements"", ""ENCODE"", ""of""]","[""DNA"", ""Elements"", ""ENCODE"", ""of""]",[],[]
26980515,,,,,"[""2P2I"", ""2P2Idb""]",[],"[""Idb""]","[""Idb""]",[],[]
26980516,,,,,"[""DemaDb""]",[],"[""DemaDb""]","[""DemaDb""]",[],[]
26980517,,,,,,,"[""HerDing""]","[""HerDing""]",[],[]
26980518,,,,,"[""Fish Karyome"", ""Karyome""]",[],"[""Fish"", ""Karyome"", ""version""]","[""Fish"", ""Karyome"", ""version""]",[],[]
26980519,,,,,"[""PhyloPro"", ""PhyloPro2""]",[],"[""PhyloPro""]","[""PhyloPro""]",[],[]
26980520,,,,,"[""PolyQ"", ""PolyQ 2""]",[],"[""PolyQ""]","[""PolyQ""]",[],[]
26981387,,,,,,,"[""69317""]","[""69317""]",[],[]
26981420,,,,,,,"[""Linc"", ""YY""]","[""Linc"", ""YY""]",[],[]
26983023,,,,,,,"[""Comparative"", ""Genomic""]","[""Comparative"", ""Genomic""]",[],[]
26984843,,,,,,,"[""database"", ""HapMap""]","[""database"", ""HapMap""]",[],[]
26986515,,,,,,,"[""53"", ""MutaGene""]","[""53"", ""MutaGene""]",[],[]
26987840,,,,,,,"[""EP"", ""sim""]","[""EP"", ""sim""]",[],[]
26989145,,,,,,,"[""TargetMine""]","[""TargetMine""]",[],[]
26989147,,,,,"[""HistoneDB""]",[],"[""database"", ""HistoneDB""]","[""database"", ""HistoneDB""]",[],[]
26989148,,,,,"[""Wikidata""]",[],"[""Wikidata""]","[""Wikidata""]",[],[]
26989149,,,,,"[""INRA"", ""R-S"", ""R-Syst::diatom""]",[],"[""::"", ""diatom"", ""Syst""]","[""::"", ""diatom"", ""Syst""]",[],[]
26989151,,,,,"[""KinetochoreDB""]",[],"[""KinetochoreDB""]","[""KinetochoreDB""]",[],[]
26989152,,,,,"[""SGD""]","[""Saccharomyces Genome Database""]","[""Database"", ""Genome"", ""Saccharomyces""]","[""Database"", ""Genome"", ""Saccharomyces""]",[],[]
26989153,,,,,,,"[""environment"", ""High"", ""integrated"", ""performance"", ""virtual""]","[""environment"", ""High"", ""integrated"", ""performance"", ""virtual""]",[],[]
26989154,,,,,"[""CSCdb""]","[""CSCs database""]","[""CSCs"", ""database""]","[""CSCs"", ""database""]",[],[]
26989155,,,,,"[""dbWGFP""]",[],"[""dbWGFP"", ""genome"", ""human"", ""nucleotide"", ""single"", ""variants"", ""whole""]","[""dbWGFP"", ""genome"", ""human"", ""nucleotide"", ""single"", ""variants"", ""whole""]",[],[]
26992782,,,,,,,"[""Explorer"", ""Zisland""]","[""Explorer"", ""Zisland""]",[],[]
26994912,,,,,,,"[""InterPro""]","[""InterPro""]",[],[]
26995712,,,,,"[""ODCs""]","[""Orphan Disease Connections""]","[""Connections"", ""Disease"", ""Orphan""]","[""Connections"", ""Disease"", ""Orphan""]",[],[]
26998997,,,,,,,"[""miTALOS""]","[""miTALOS""]",[],[]
26999001,,,,,,,"[""analysis"", ""based"", ""pangenome"", ""PanPhlAn"", ""phylogenomic""]","[""analysis"", ""based"", ""pangenome"", ""PanPhlAn"", ""phylogenomic""]",[],[]
27000288,,,,,,,"[""Animation"", ""Associations"", ""Cancer"", ""Map""]","[""Animation"", ""Associations"", ""Cancer"", ""Map""]",[],[]
27000293,,,,,,,"[""Bayesian"", ""Hubness"", ""Nearest"", ""Neighbor"", ""PyHubs""]","[""Bayesian"", ""Hubness"", ""Nearest"", ""Neighbor"", ""PyHubs""]",[],[]
27000774,,,,,,,"[""ADSVM"", ""Mem""]","[""ADSVM"", ""Mem""]",[],[]
27001666,,,,,,,"[""Clustering"", ""Protein"", ""Quaternary""]","[""Clustering"", ""Protein"", ""Quaternary""]",[],[]
27003708,,,,,,,"[""MaxReport""]","[""MaxReport""]",[],[]
27006731,,,,,,,"[""Airway"", ""bodies"", ""foreign""]","[""Airway"", ""bodies"", ""foreign""]",[],[]
27007584,,,,,,,"[""Cochrane"", ""Library"", ""of"", ""Reviews"", ""Systematic""]","[""Cochrane"", ""Library"", ""of"", ""Reviews"", ""Systematic""]",[],[]
27008011,,,,,"[""GEO""]","[""Gene Expression Omnibus""]","[""Database"", ""Expression"", ""Gene"", ""Omnibus""]","[""Database"", ""Expression"", ""Gene"", ""Omnibus""]",[],[]
27009626,,,,,,,"[""IntSplice""]","[""IntSplice""]",[],[]
27009807,,,,,"[""RDO"", ""RGD"", ""RGD;h""]","[""Rat Genome Database""]","[""Database"", ""disease"", ""Genome"", ""ontology"", ""Rat"", ""RGD"", ""the""]","[""Database"", ""disease"", ""Genome"", ""ontology"", ""Rat"", ""RGD"", ""the""]",[],[]
27009818,,,,,,,"[""CPVIP""]","[""CPVIP""]",[],[]
27010073,,,,,"[""dbPAF""]",[],"[""dbPAF""]","[""dbPAF""]",[],[]
27010673,,,,,"[""SM-TF""]",[],"[""factor"", ""molecule"", ""SM"", ""small"", ""TF"", ""transcription""]","[""factor"", ""molecule"", ""SM"", ""small"", ""TF"", ""transcription""]",[],[]
27011267,,,,,"[""AlgaeBase""]",[],"[""AlgaeBase""]","[""AlgaeBase""]",[],[]
27012178,,,,,,,"[""MEGAHIT""]","[""MEGAHIT""]",[],[]
27013430,,,,,,,"[""GrippeNet""]","[""GrippeNet""]",[],[]
27013597,,,,,,,"[""data"", ""ehdviz"", ""electronic"", ""healthcare"", ""visualization""]","[""data"", ""ehdviz"", ""electronic"", ""healthcare"", ""visualization""]",[],[]
27013647,,,,,,,"[""Assessment"", ""Enriched"", ""Multiple"", ""MuSERA"", ""Region"", ""Sample""]","[""Assessment"", ""Enriched"", ""Multiple"", ""MuSERA"", ""Region"", ""Sample""]",[],[]
27016142,,,,,,,"[""tRNAmodpred""]","[""tRNAmodpred""]",[],[]
27016700,,,,,,,"[""Chemical"", ""Disease"", ""Extraction"", ""Relation"", ""SysTem""]","[""Chemical"", ""Disease"", ""Extraction"", ""Relation"", ""SysTem""]",[],[]
27017950,,,,,"[""NeisseraBase"", ""NeisseriaBase""]",[],"[""NeisseraBase"", ""NeisseriaBase""]","[""NeisseraBase"", ""NeisseriaBase""]",[],[]
27023095,,,,,,,"[""Integrative"", ""NMR"", ""Tutorial"", ""Video""]","[""Integrative"", ""NMR"", ""Tutorial"", ""Video""]",[],[]
27025440,,,,,,,"[""GenoMatrix""]","[""GenoMatrix""]",[],[]
27026615,,,,,"[""PheKB""]","[""Phenotype KnowledgeBase""]","[""KnowledgeBase"", ""Phenotype""]","[""KnowledgeBase"", ""Phenotype""]",[],[]
27026632,,,,,,,"[""Kuopio""]","[""Kuopio""]",[],[]
27027346,,,,,"[""FOXODB""]",[],"[""FOXODB""]","[""FOXODB""]",[],[]
27031623,,,,,,,"[""and"", ""Database"", ""Genetics"", ""Genomics"", ""Maize""]","[""and"", ""Database"", ""Genetics"", ""Genomics"", ""Maize""]",[],[]
27035433,,,,,,,"[""fusion"", ""network"", ""similarity"", ""weighted""]","[""fusion"", ""network"", ""similarity"", ""weighted""]",[],[]
27037912,,,,,"[""GAMDB""]","[""Gerontology-Autophagic-MicroRNA Database""]","[""Autophagic"", ""Database"", ""Gerontology"", ""MicroRNA""]","[""Autophagic"", ""Database"", ""Gerontology"", ""MicroRNA""]",[],[]
27043825,,,,,"[""CPAD""]","[""Curated Protein Aggregation Database""]","[""Aggregation"", ""Curated"", ""Database"", ""Protein""]","[""Aggregation"", ""Curated"", ""Database"", ""Protein""]",[],[]
27044653,,,,,,,"[""SoftPanel""]","[""SoftPanel""]",[],[]
27045519,,,,,,,"[""and"", ""China"", ""Dialysis"", ""Outcomes"", ""Patterns"", ""Practice"", ""Study""]","[""and"", ""China"", ""Dialysis"", ""Outcomes"", ""Patterns"", ""Practice"", ""Study""]",[],[]
27045824,,,,,"[""GPKB""]","[""Genomic and Proteomic Knowledge Base""]","[""and"", ""Base"", ""Genomic"", ""Knowledge"", ""Proteomic""]","[""and"", ""Base"", ""Genomic"", ""Knowledge"", ""Proteomic""]",[],[]
27048349,,,,,"[""GeneCards"", ""HIPED"", ""VarElect""]","[""Human Integrated Protein Expression Database""]","[""Database"", ""Expression"", ""GeneCards"", ""Integrated"", ""Protein""]","[""Database"", ""Expression"", ""GeneCards"", ""Integrated"", ""Protein""]",[],[]
27050040,,,,,,,"[""Cell"", ""Finder""]","[""Cell"", ""Finder""]",[],[]
27050421,,,,,"[""C-terminome"", ""erminome""]",[],"[""Terminome""]","[""Terminome""]",[],[]
27052996,,,,,,,"[""Factor"", ""Information"", ""System"", ""Transcription""]","[""Factor"", ""Information"", ""System"", ""Transcription""]",[],[]
27053566,,,,,"[""Vaxar""]",[],"[""Vaxar""]","[""Vaxar""]",[],[]
27054153,,,,,,,"[""PeptideAtlas""]","[""PeptideAtlas""]",[],[]
27067409,,,,,,,"[""SuperPhy""]","[""SuperPhy""]",[],[]
27069559,,,,,"[""MD-CTS""]","[""arshfield Dictionary of Clinical and Translational Science"", ""reference""]","[""and"", ""Clinical"", ""Dictionary"", ""Marshfield"", ""of"", ""reference"", ""Science"", ""Translational""]","[""and"", ""Clinical"", ""Dictionary"", ""Marshfield"", ""of"", ""reference"", ""Science"", ""Translational""]",[],[]
27070572,,,,,,,"[""Acid"", ""Amino"", ""Changes"", ""Energy"", ""Folding"", ""free"", ""Single""]","[""Acid"", ""Amino"", ""Changes"", ""Energy"", ""Folding"", ""free"", ""Single""]",[],[]
27071849,,,,,,,"[""Kaiju""]","[""Kaiju""]",[],[]
27074702,,,,,,,"[""Health""]","[""Health""]",[],[]
27076334,,,,,"[""DNAVaxDB""]",[],"[""DNAVaxDB""]","[""DNAVaxDB""]",[],[]
27076997,,,,,,,"[""FOVEA""]","[""FOVEA""]",[],[]
27080514,,,,,,,"[""CDROM"", ""Classification"", ""Duplicate"", ""gene"", ""Mechanisms"", ""of"", ""RetentiOn""]","[""CDROM"", ""Classification"", ""Duplicate"", ""gene"", ""Mechanisms"", ""of"", ""RetentiOn""]",[],[]
27081154,,,,,"[""3CDB"", ""3CDB;h""]",[],"[""chromatin"", ""determined"", ""functional"", ""interactions""]","[""chromatin"", ""determined"", ""functional"", ""interactions""]",[],[]
27081555,,,,,"[""iJGVD""]","[""integrative Japanese Genome Variation Database""]","[""Database"", ""Genome"", ""integrative"", ""Japanese"", ""Variation""]","[""Database"", ""Genome"", ""integrative"", ""Japanese"", ""Variation""]",[],[]
27084938,,,,,"[""DeepBlue"", ""DeepBlue Epigenomic Data Server""]",[],"[""data"", ""DeepBlue"", ""epigenomic"", ""server""]","[""data"", ""DeepBlue"", ""epigenomic"", ""server""]",[],[]
27084939,,,,,,,"[""NBench"", ""RBscore"", ""rbscorenbench""]","[""NBench"", ""RBscore"", ""rbscorenbench""]",[],[]
27084943,,,,,,,"[""MAGIC"", ""web""]","[""MAGIC"", ""web""]",[],[]
27084948,,,,,,,"[""mtDNA"", ""Server""]","[""mtDNA"", ""Server""]",[],[]
27085803,,,,,,,"[""ProViz""]","[""ProViz""]",[],[]
27085938,,,,,,,"[""Yi""]","[""Yi""]",[],[]
27086506,,,,,,,"[""HiQuant""]","[""HiQuant""]",[],[]
27086844,,,,,,,"[""Hazardous"", ""Journal"", ""Materials"", ""of""]","[""Hazardous"", ""Journal"", ""Materials"", ""of""]",[],[]
27087309,,,,,"[""Kalium""]",[],"[""Kalium"", ""kaliumdb""]","[""Kalium"", ""kaliumdb""]",[],[]
27087830,,,,,,,"[""Bloom"", ""Filter"", ""Trie""]","[""Bloom"", ""Filter"", ""Trie""]",[],[]
27090005,,,,,,,"[""Catalog"", ""Ring""]","[""Catalog"", ""Ring""]",[],[]
27090940,,,,,,,"[""Functional"", ""Phosphosites"", ""Predict""]","[""Functional"", ""Phosphosites"", ""Predict""]",[],[]
27091369,,,,,,,"[""Assessment"", ""Generation"", ""of"", ""Risk""]","[""Assessment"", ""Generation"", ""of"", ""Risk""]",[],[]
27091416,,,,,,,"[""Decitabine""]","[""Decitabine""]",[],[]
27092463,,,,,,,"[""Bank"", ""Data"", ""Td""]","[""Bank"", ""Data"", ""Td""]",[],[]
27092486,,,,,,,"[""miRbase""]","[""miRbase""]",[],[]
27092947,,,,,,,"[""MFlux""]","[""MFlux""]",[],[]
27095192,,,,,,,"[""Interactive"", ""Life"", ""Of"", ""Tree""]","[""Interactive"", ""Life"", ""Of"", ""Tree""]",[],[]
27095195,,,,,,,"[""Pharmit""]","[""Pharmit""]",[],[]
27096413,,,,,,,"[""QSoas""]","[""QSoas""]",[],[]
27097230,,,,,"[""SignaFish"", ""SignaLink""]",[],"[""SignaFish"", ""SignaLink""]","[""SignaFish"", ""SignaLink""]",[],[]
27098035,,,,,,,"[""API"", ""GIANT""]","[""API"", ""GIANT""]",[],[]
27098040,,,,,,,"[""and"", ""genes"", ""metabolites""]","[""and"", ""genes"", ""metabolites""]",[],[]
27098042,,,,,,,"[""gprofiler"", ""Profiler""]","[""gprofiler"", ""Profiler""]",[],[]
27098585,,,,,"[""Grape-CRISPR""]",[],"[""CRISPR"", ""Grape""]","[""CRISPR"", ""Grape""]",[],[]
27098848,,,,,,,"[""and"", ""movement"", ""polymorphic"", ""TEs"", ""their""]","[""and"", ""movement"", ""polymorphic"", ""TEs"", ""their""]",[],[]
27099553,,,,,,,"[""Analysis"", ""Portal""]","[""Analysis"", ""Portal""]",[],[]
27102089,,,,,"[""GAT""]","[""gene-set activity toolbox"", ""set activity toolbox""]","[""activity"", ""Gene"", ""set"", ""toolbox""]","[""activity"", ""Gene"", ""set"", ""toolbox""]",[],[]
27102804,,,,,,,"[""Multipass""]","[""Multipass""]",[],[]
27105317,,,,,,,"[""Follow"", ""Health"", ""Professionals""]","[""Follow"", ""Health"", ""Professionals""]",[],[]
27105844,,,,,,,"[""EXPLoRA"", ""web""]","[""EXPLoRA"", ""web""]",[],[]
27105845,,,,,,,"[""Companion""]","[""Companion""]",[],[]
27105847,,,,,,,"[""SuperLooper""]","[""SuperLooper""]",[],[]
27105848,,,,,,,"[""miRNet""]","[""miRNet""]",[],[]
27106060,,,,,,,"[""Coffee"", ""PSI"", ""TM""]","[""Coffee"", ""PSI"", ""TM""]",[],[]
27110275,,,,,,,"[""SparseMFEFold""]","[""SparseMFEFold""]",[],[]
27110440,,,,,,,"[""Identification"", ""Initiative"", ""Resource""]","[""Identification"", ""Initiative"", ""Resource""]",[],[]
27112575,,,,,,,"[""CompNet""]","[""CompNet""]",[],[]
27113915,,,,,"[""Hipposeq""]",[],"[""Hipposeq""]","[""Hipposeq""]",[],[]
27114492,,,,,"[""UbiNet""]",[],"[""UbiNet""]","[""UbiNet""]",[],[]
27114493,,,,,"[""CollecTF""]",[],"[""CollecTF""]","[""CollecTF""]",[],[]
27114926,,,,,,,"[""Analysis"", ""BCC"", ""Defect""]","[""Analysis"", ""BCC"", ""Defect""]",[],[]
27115029,,,,,,,"[""FreeSurfer"", ""Qdec""]","[""FreeSurfer"", ""Qdec""]",[],[]
27115628,,,,,"[""ProTherm""]",[],"[""ProTherm""]","[""ProTherm""]",[],[]
27120770,,,,,,,"[""EPA"", ""ToxCast""]","[""EPA"", ""ToxCast""]",[],[]
27122320,,,,,,,"[""mpiWrapper""]","[""mpiWrapper""]",[],[]
27127885,,,,,"[""GCGene""]","[""astric Cancer Gene database""]","[""Cancer"", ""database"", ""Gastric"", ""Gene""]","[""Cancer"", ""database"", ""Gastric"", ""Gene""]",[],[]
27128319,,,,,,,"[""Biomedical"", ""for"", ""Investigations"", ""Ontology""]","[""Biomedical"", ""for"", ""Investigations"", ""Ontology""]",[],[]
27128735,,,,,,,"[""Episode"", ""Hospital"", ""Statistics""]","[""Episode"", ""Hospital"", ""Statistics""]",[],[]
27129717,,,,,,,"[""Algorithm"", ""and"", ""Annotate"", ""Blast"", ""Cluster"", ""Results""]","[""Algorithm"", ""and"", ""Annotate"", ""Blast"", ""Cluster"", ""Results""]",[],[]
27130330,,,,,,,"[""DOC"", ""Plus""]","[""DOC"", ""Plus""]",[],[]
27130811,,,,,,,"[""42015025070""]","[""42015025070""]",[],[]
27131070,,,,,,,"[""Brugada"", ""Drug"", ""induced"", ""syndrome""]","[""Brugada"", ""Drug"", ""induced"", ""syndrome""]",[],[]
27131357,,,,,,,"[""Online"", ""PHYLOViZ""]","[""Online"", ""PHYLOViZ""]",[],[]
27131358,,,,,,,"[""Affinity"", ""Analogous"", ""And"", ""Mapping"", ""Nuclei"", ""Onto"", ""Residue""]","[""Affinity"", ""Analogous"", ""And"", ""Mapping"", ""Nuclei"", ""Onto"", ""Residue""]",[],[]
27131376,,,,,,,"[""ARchiving"", ""Compressed"", ""for""]","[""ARchiving"", ""Compressed"", ""for""]",[],[]
27131377,,,,,,,"[""Dali""]","[""Dali""]",[],[]
27131380,,,,,,,"[""Bioinformatics"", ""MPI"", ""Toolkit""]","[""Bioinformatics"", ""MPI"", ""Toolkit""]",[],[]
27131383,,,,,,,"[""LassoProt""]","[""LassoProt""]",[],[]
27131783,,,,,,,"[""Endeavour""]","[""Endeavour""]",[],[]
27131784,,,,,,,"[""biomedical"", ""Clustering"", ""data"", ""dimensional"", ""Integrated"", ""Multi"", ""of""]","[""biomedical"", ""Clustering"", ""data"", ""dimensional"", ""Integrated"", ""Multi"", ""of""]",[],[]
27131786,,,,,,,"[""Evolview""]","[""Evolview""]",[],[]
27134638,,,,,,,"[""ExactSearch""]","[""ExactSearch""]",[],[]
27136074,,,,,,,"[""Rhinoceros""]","[""Rhinoceros""]",[],[]
27137891,,,,,,,"[""RNAex""]","[""RNAex""]",[],[]
27138013,,,,,"[""StreptoBase""]",[],"[""StreptoBase""]","[""StreptoBase""]",[],[]
27139377,,,,,,,"[""ChromNet""]","[""ChromNet""]",[],[]
27139400,,,,,"[""ALTMEDA"", ""KATIS""]",[],"[""ALTMEDA"", ""KATIS""]","[""ALTMEDA"", ""KATIS""]",[],[]
27139435,,,,,"[""NetPath""]",[],"[""factor"", ""inhibitory"", ""macrophage"", ""migration""]","[""factor"", ""inhibitory"", ""macrophage"", ""migration""]",[],[]
27140084,,,,,,,"[""Henke""]","[""Henke""]",[],[]
27140204,,,,,,,"[""EVEREST""]","[""EVEREST""]",[],[]
27141960,,,,,,,"[""SimpleSynteny""]","[""SimpleSynteny""]",[],[]
27141961,,,,,"[""Enrichr""]",[],"[""Enrichr""]","[""Enrichr""]",[],[]
27142340,,,,,,,"[""IsoFunc""]","[""IsoFunc""]",[],[]
27143038,,,,,,,"[""QUADrATiC""]","[""QUADrATiC""]",[],[]
27145998,,,,,,,"[""analysis"", ""driven"", ""hypothesis"", ""kinase"", ""perturbation""]","[""analysis"", ""driven"", ""hypothesis"", ""kinase"", ""perturbation""]",[],[]
27148435,,,,,,,"[""Biobanking""]","[""Biobanking""]",[],[]
27148975,,,,,"[""SpinachDB""]",[],"[""SpinachDB""]","[""SpinachDB""]",[],[]
27150809,,,,,,,"[""KeyPathwayMiner"", ""KeyPathwayMinerWeb""]","[""KeyPathwayMiner"", ""KeyPathwayMinerWeb""]",[],[]
27150811,,,,,,,"[""StructMAn""]","[""StructMAn""]",[],[]
27151197,,,,,,,"[""pathwAX""]","[""pathwAX""]",[],[]
27151202,,,,,,,"[""CSM"", ""lig""]","[""CSM"", ""lig""]",[],[]
27152146,,,,,"[""NCRO""]","[""Non"", ""Non-Coding RNA Ontology"", ""oding RNA""]","[""Coding"", ""Non"", ""Ontology"", ""RNA""]","[""Coding"", ""Non"", ""Ontology"", ""RNA""]",[],[]
27153213,,,,,,,"[""Health""]","[""Health""]",[],[]
27153568,,,,,,,"[""Browser"", ""Genome"", ""Integrated""]","[""Browser"", ""Genome"", ""Integrated""]",[],[]
27153572,,,,,,,"[""Explorer"", ""Omics"", ""Visual""]","[""Explorer"", ""Omics"", ""Visual""]",[],[]
27153575,,,,,,,"[""Correlation"", ""Cross"", ""Dynamic"", ""modal"", ""multi""]","[""Correlation"", ""Cross"", ""Dynamic"", ""modal"", ""multi""]",[],[]
27153576,,,,,,,"[""Analysis"", ""by"", ""Incorporating"", ""Pathway"", ""Randomization"", ""Structure""]","[""Analysis"", ""by"", ""Incorporating"", ""Pathway"", ""Randomization"", ""Structure""]",[],[]
27153577,,,,,,,"[""hasenauer"", ""janhasenauer""]","[""hasenauer"", ""janhasenauer""]",[],[]
27153580,,,,,,,"[""chromPlot""]","[""chromPlot""]",[],[]
27153583,,,,,,,"[""FRODOCK"", ""protein""]","[""FRODOCK"", ""protein""]",[],[]
27153587,,,,,,,"[""jSplice""]","[""jSplice""]",[],[]
27153589,,,,,,,"[""DeltaNet""]","[""DeltaNet""]",[],[]
27153591,,,,,,,"[""DUDes""]","[""DUDes""]",[],[]
27153594,,,,,,,"[""HLaffy""]","[""HLaffy""]",[],[]
27153595,,,,,,,"[""MGEScan""]","[""MGEScan""]",[],[]
27153597,,,,,,,"[""gEVAL""]","[""gEVAL""]",[],[]
27153599,,,,,,,"[""HilbertCurve""]","[""HilbertCurve""]",[],[]
27153607,,,,,,,"[""GenomeRunner""]","[""GenomeRunner""]",[],[]
27153608,,,,,"[""ProbOnto"", ""Results""]",[],"[""ProbOnto""]","[""ProbOnto""]",[],[]
27153612,,,,,,,"[""ProbFold""]","[""ProbFold""]",[],[]
27153613,,,,,,,"[""cell"", ""Control"", ""Quality"", ""RNA"", ""seq"", ""Single""]","[""cell"", ""Control"", ""Quality"", ""RNA"", ""seq"", ""Single""]",[],[]
27153618,,,,,,,"[""Contact"", ""predictor"", ""Residue""]","[""Contact"", ""predictor"", ""Residue""]",[],[]
27153619,,,,,,,"[""ProtPOS""]","[""ProtPOS""]",[],[]
27153620,,,,,,,"[""MOCAT""]","[""MOCAT""]",[],[]
27153621,,,,,,,"[""Memdock""]","[""Memdock""]",[],[]
27153623,,,,,,,"[""EL"", ""iDHS""]","[""EL"", ""iDHS""]",[],[]
27153624,,,,,,,"[""Cytoscape"", ""DyNet""]","[""Cytoscape"", ""DyNet""]",[],[]
27153629,,,,,,,"[""Dimension"", ""Impact"", ""Multi"", ""Non"", ""of"", ""on"", ""Protein"", ""Stability"", ""variations""]","[""Dimension"", ""Impact"", ""Multi"", ""Non"", ""of"", ""on"", ""Protein"", ""Stability"", ""variations""]",[],[]
27153630,,,,,"[""TOPDOM""]",[],"[""TOPDOM""]","[""TOPDOM""]",[],[]
27153631,,,,,"[""MINTbase""]",[],"[""MINTbase""]","[""MINTbase""]",[],[]
27153635,,,,,,,"[""TreeQTL""]","[""TreeQTL""]",[],[]
27153636,,,,,,,"[""cmstultz"", ""Mollack""]","[""cmstultz"", ""Mollack""]",[],[]
27153640,,,,,"[""e23D""]",[],"[""23""]","[""23""]",[],[]
27153644,,,,,,,"[""OREMPRO""]","[""OREMPRO""]",[],[]
27153650,,,,,"[""DisGeNET-RDF""]",[],"[""DisGeNET"", ""RDF""]","[""DisGeNET"", ""RDF""]",[],[]
27153654,,,,,,,"[""rnaQUAST""]","[""rnaQUAST""]",[],[]
27153658,,,,,,,"[""APPAGATO""]","[""APPAGATO""]",[],[]
27153660,,,,,,,"[""BRAT"", ""nova""]","[""BRAT"", ""nova""]",[],[]
27153666,,,,,,,"[""XLinkDB""]","[""XLinkDB""]",[],[]
27153670,,,,,,,"[""Przytycka""]","[""Przytycka""]",[],[]
27153672,,,,,,,"[""Correlated"", ""ENmix"", ""on"", ""Probes"", ""Regression""]","[""Correlated"", ""ENmix"", ""on"", ""Probes"", ""Regression""]",[],[]
27153675,,,,,,,"[""TreeDom""]","[""TreeDom""]",[],[]
27153676,,,,,,,"[""Ribomap""]","[""Ribomap""]",[],[]
27153678,,,,,,,"[""dSpAn""]","[""dSpAn""]",[],[]
27153681,,,,,,,"[""OpenSegSPIM""]","[""OpenSegSPIM""]",[],[]
27153682,,,,,,,"[""RIPPER""]","[""RIPPER""]",[],[]
27153687,,,,,,,"[""information"", ""Specific"", ""Tissue""]","[""information"", ""Specific"", ""Tissue""]",[],[]
27153690,,,,,,,"[""ORFanFinder""]","[""ORFanFinder""]",[],[]
27153693,,,,,,,"[""XIBD""]","[""XIBD""]",[],[]
