name_modification_flags,ID,best_name,best_name_prob,best_common,best_common_prob,best_full,best_full_prob,article_count,extracted_url,extracted_url_status,extracted_url_country,extracted_url_coordinates,wayback_url,publication_date,affiliation,authors,grant_ids,grant_agencies,num_citations,affiliation_countries,best_name_original,url_validation,paper_titles,source_batch,qc_manual_review,qc_fix_applied,qc_confidence,qc_issue_category,was_merged
TITLE_CAPITALIZED,34718710,Natural Products Atlas,0.0,,0.0,natural products atlas,0.0,1,https://www.npatlas.org,200,,,,2022-01-01,"Department of Chemistry, Simon Fraser University, Burnaby, British Columbia V5A 1S6, Canada.","Alsup TA, Clark TN, Duncan KR, Fergusson CH, Fewer DP, Hughes AH, Iskakova D, Janssen EM, Linington RG, McCadden CA, McMann E, Parra J, Poynton EF, Rudolf JD, Soldatou S, van Santen JA","2-1-4-17-1-037, AT008718, BB/R022054/1, GM124461, K99 GM124461, R00 GM124461","Biotechnology and Biological Sciences Research Council, Industrial Biotechnology Innovation Centre, Ministry of Science, NIGMS NIH HHS, National Institutes of Health, Natural Sciences and Engineering Research Council of Canada, Programa de Innovación y Capital Humano para la Competitividad, Technology and Telecommunications of Costa Rica",184.0,Canada,Natural Products Atlas,ok,The Natural Products Atlas 2.0: a database of microbially-derived natural products.,2022-2025,,,,,True
TITLE_CAPITALIZED,35685370,DisPhaseDB,0.0,,0.0,disphasedb,0.0,1,http://disphasedb.leloir.org.ar,200,,,,2022-05-12,"Fundación Instituto Leloir. Av. Patricias Argentinas 435, C1405BWE Buenos Aires, Argentina.","Alonso M, Iserte JA, Marino-Buslje C, Martínez-Pérez E, Navarro AM, Orti F, Simonetti FL",,Consejo Nacional de Investigaciones Científicas y Técnicas,8.0,Argentina,DisPhaseDB,ok,DisPhaseDB: An integrative database of diseases related variations in liquid-liquid phase separation proteins.,2022-2025,,,,,False
"CAPITALIZED,TITLE_CAPITALIZED",34718715,OncoDB,0.0,oncodb,0.0,,0.0,1,http://oncodb.org,200,,,,2022-01-01,"Department of Pharmacology and Regenerative Medicine, University of Illinois at Chicago, USA.","Cho M, Tang G, Wang X","R01 DE026471, R01DE026471, R35 GM141535, R35GM141535","NIDCR NIH HHS, NIGMS NIH HHS, National Institutes of Health",230.0,"Andorra, United States",OncoDB,ok,OncoDB: an interactive online database for analysis of gene expression and viral infection in cancer.,2022-2025,,,,,False
TITLE_CAPITALIZED,34718719,MetazExp,0.0,,0.0,metazexp,0.0,1,https://bioinfo.njau.edu.cn/metazExp,200,,,,2022-01-01,"College of Information Management, Nanjing Agricultural University, Nanjing, Jiangsu 210095, China.","Duan R, Huang S, Huang W, Jie W, Lang K, Liu J, Tan S, Yin F","KYXK2021006, MICL02560","Fundamental Research Funds for the Central Universities, Michigan State University, USDA",8.0,China,MetazExp,ok,MetazExp: a database for gene expression and alternative splicing profiles and their analyses based on 53 615 public RNA-seq samples in 72 metazoan species.,2022-2025,,,,,False
"PIPE_CLEANED,TITLE_CAPITALIZED",34718720,BrainBase,0.0,,0.0,brainbase | a curated knowledgebase for brain diseases,0.0,1,https://ngdc.cncb.ac.cn/brainbase,200,,,,2022-01-01,"National Genomics Data Center & CAS Key Laboratory of Genome Sciences and Information, Beijing Institute of Genomics, Chinese Academy of Sciences, Beijing 100101, China.","Chen R, Feng C, Li Q, Li Z, Liu L, Liu X, Ma L, Niu G, Teng X, Xu T, Zhang R, Zhang Y, Zhang Z, Zhu T, Zou D","2017YFC0907502, 2019104, 31871328, 32030021, XDA19050302, XDB38030400","National Key Research and Development Program of China, National Natural Science Foundation of China, Strategic Priority Research Program of the Chinese Academy of Sciences, Youth Innovation Promotion Association of Chinese Academy of Sciences",14.0,"Andorra, China",BrainBase,ok,BrainBase: a curated knowledgebase for brain diseases.,2022-2025,,,,,False
TITLE_CAPITALIZED,34718726,RNAInter,0.0,,0.0,rnainter,0.0,1,http://www.rnainter.org,200,,,,2022-01-01,"Affiliated Foshan Maternity & Child Healthcare Hospital, Southern Medical University (Foshan Maternity & Child Healthcare Hospital), Foshan 528000, China.","Chen W, Cheng J, Cui T, He J, Hu Y, Huang Y, Kang J, Li L, Lin J, Su X, Tan P, Tang Q, Wang D, Wang M, Yang N, Yu S, Zhang Y, Zheng H","2019A1515010784, 2019YFA0801800, 2020M682623, 2020M682785, 31771471, 62002153, 81770104, 82070109, XRCZX2020027","China Postdoctoral Science Foundation, Foshan Medicine Dengfeng Project, Fujian Medical University Research Foundation of Talented Scholars, Guangdong Basic and Applied Basic Research Foundation, National Key Research and Development Project of China, National Natural Science Foundation of China, Postdoctoral research funding of Affiliated Foshan Maternity and Child Healthcare Hospital",165.0,China,RNAInter,ok,RNAInter v4.0: RNA interactome repository with redefined confidence scoring system and improved accessibility.,2022-2025,,,,,False
CAPITALIZED,34718734,RPS,0.0,rps,0.0,,0.0,1,http://rps.renlab.org,200,,,,2022-01-01,"School of Life Sciences, State Key Laboratory of Oncology in South China, Cancer Center, Collaborative Innovation Center for Cancer Medicine, Sun Yat-sen University, Guangzhou 510060, China.","Cai J, Chen T, Li H, Liu M, Luo X, Ren J, Xie Y, Zuo Z","2017ZT07S096, 2020A1515011219, 2021B1515020108, 31771462, 31801105, 81772614, 91753137, U1611261","Guangdong Basic and Applied Basic Research Foundation, National Natural Science Foundation of China, Program for Guangdong Introducing Innovative and Entrepreneurial Teams",23.0,"China, Senegal",RPS,ok,RPS: a comprehensive database of RNAs involved in liquid-liquid phase separation.,2022-2025,,,,,False
TITLE_CAPITALIZED,34718740,RNAPhaSep,0.0,,0.0,rnaphasep,0.0,1,http://www.rnaphasep.cn,200,,,,2022-01-01,"Department of Intelligent Medical Engineering, School of Medical Technology and Engineering, Fujian Medical University, Fuzhou 350122, China.","Cui T, Fu H, Guo Y, Han X, He J, Hu K, Ke Y, Li W, Lin H, Liu G, Lu H, Ning L, Shao H, Shen X, Wang D, Wu X, Zhao X, Zheng J, Zhu H","2017YFA0105001, 2019A1515010784, 2019YFA0801800, 2020M682623, 2020M682785, 62002153, 81770104, 82070109, 82074580, XRCZX2020021","China Postdoctoral Science Foundation, Fujian Medical University Research Foundation of Talented Scholars, Guangdong Basic and Applied Basic Research Foundation, National Key Research and Development Project of China, National Natural Science Foundation of China",20.0,"Andorra, China",RNAPhaSep,ok,RNAPhaSep: a resource of RNAs undergoing phase separation.,2022-2025,,,,,False
TITLE_CAPITALIZED,34718741,qPTMplants,0.0,,0.0,qptmplants,0.0,1,http://qptmplants.omicsbio.info,200,,,,2022-01-01,"School of Life Sciences, Zhengzhou University, Zhengzhou 450001, China.","Cao B, Cheng B, Cheng H, Guo WF, Jia C, Liu ZX, Shi Y, Wang P, Wang Z, Xue H, Zhang Q","2017ZT07S096, 2019TQ05Y351, 202002021, 2021M692915, 212102310083, 31601067, 62002329, 91953123, U2004152","China Postdoctoral Research Foundation, Guangdong Innovative and Entrepreneurial Research Team Program, Henan Postdoctoral Foundation, Key Scientific and Technological Projects of Henan Province, National Natural Science Foundation of China, Tip-top Scientific and Technical Innovative Youth Talents of Guangdong Special Support Program",24.0,China,qPTMplants,ok,qPTMplants: an integrative database of quantitative post-translational modifications in plants.,2022-2025,,,,,False
TITLE_CAPITALIZED,34718745,CompoDynamics,0.0,,0.0,compodynamics,0.0,1,https://ngdc.cncb.ac.cn/compodynamics/,200,,,,2022-01-01,"National Genomics Data Center & CAS Key Laboratory of Genome Sciences and Information, Beijing Institute of Genomics, Chinese Academy of Sciences, Beijing 100101, China.","Du Q, Feng C, Jiang S, Ma L, Zhang Z","2019104, 2019FY100102, 31871328, 32030021, 32100520, XDA19050302, XDB38030400","Chinese Academy of Sciences, MOST, National Natural Science Foundation of China, Youth Innovation Promotion Association of Chinese Academy of Sciences",6.0,"Andorra, China",CompoDynamics,ok,CompoDynamics: a comprehensive database for characterizing sequence composition dynamics.,2022-2025,,,,,False
"CAPITALIZED,DISAMBIGUATED",34718752,EWAS,0.0,ewas,0.0,,0.0,1,https://ngdc.cncb.ac.cn/ewas,200,,,,2022-01-01,"National Genomics Data Center, Beijing Institute of Genomics, Chinese Academy of Sciences / China National Center for Bioinformation, Beijing 100101, China.","Bao Y, Jia Y, Kang H, Li M, Li R, Li Z, Ma Y, Wang G, Xiong Z, Yang F, Zhang Z, Zhao W, Zheng X, Zong W, Zou D","2016YFE0206600, 2017YFC0907502, 2017YFC0908403, 31871328, 32030021, ANSO-PA-2020–07, WX145XQ07-04, XDA19050302, XDB38030200, XDB38030400","Chinese Academy of Sciences, Genomics Data Center Construction of Chinese Academy of Sciences, National Key Research and Development Program of China, National Natural Science Foundation of China, The Open Biodiversity and Health Big Data Programme of IUBS, The Professional Association of the Alliance of International Science Organizations",89.0,China,EWAS (ngdc),ok,"EWAS Open Platform: integrated data, knowledge and toolkit for epigenome-wide association study.",2022-2025,NO,YES,HIGH,HAS_BRACKETS,False
CAPITALIZED,36029479,SLOAD,0.0,sload,0.0,,0.0,1,http://www.tmliang.cn/SLOAD,200,,,,2022-08-01,"Department of Bioinformatics, Smart Health Big Data Analysis and Location Services Engineering Lab of Jiangsu Province, School of Geographic and Biologic Information, Nanjing University of Posts and Telecommunications, No. 9, Wenyuan Road, Qixia District, Nanjing, Jiangsu 210023, China.","Dou Y, Guo L, Liang T, Luo L, Wang J, Xia D, Xiang Y, Yin Z, Zhang Y","22KJA180006, 61771251, 62171236, BE2022799, NY220041, SKLB2022-K03","NUPTSF, National Natural Science Foundation of China, Qinglan Project, Southeast University, State Key Laboratory of Bioelectronics, the Priority Academic Program Development of Jiangsu Higher Education Institution, the key project of social development in Jiangsu Province, the key projects of Natural Science Research in Universities of Jiangsu Province",8.0,"Andorra, China",SLOAD,ok,SLOAD: a comprehensive database of cancer-specific synthetic lethal interactions for precision cancer therapy via multi-omics analysis.,2022-2025,,,,,False
"PIPE_CLEANED,TITLE_CAPITALIZED",40338521,CancerPPD2,0.0,,0.0,cancerppd2 | cancerppd,0.0,1,http://webs.iiitd.edu.in/raghava/cancerppd2/,200,,,,2025-05-01,"Department of Computational Biology, Indraprastha Institute of Information Technology, Okhla Phase 3, New Delhi 110020, India.","Chauhan M, Gupta A, Raghava GPS, Tomer R",,"All India Council for Technical Education (AICTE), Department of Science and Technology, INSPIRE, Indraprastha Institute of Information Technology, dbt",1.0,India,CancerPPD2,ok,CancerPPD2: an updated repository of anticancer peptides and proteins.,2022-2025,,,,,False
TITLE_CAPITALIZED,37897338,PlantPAN,0.0,,0.0,plantpan,0.0,1,http://PlantPAN.itps.ncku.edu.tw/,200,,,,2024-01-01,"Institute of Tropical Plant Sciences and Microbiology, College of Biosciences and Biotechnology, National Cheng Kung University, Tainan 701, Taiwan.","Chang WC, Chiu YH, Chow CN, Lee TY, Tseng KC, Wang HT, Wu NY, Yang CW","111-2311-B-006-006, 112-2311-B-006-003","National Cheng Kung University, National Science and Technology Council",63.0,Andorra,PlantPAN,ok,PlantPAN 4.0: updated database for identifying conserved non-coding sequences and exploring dynamic transcriptional regulation in plant promoters.,2022-2025,,,,,False
TITLE_CAPITALIZED,37897356,COV2Var,0.0,,0.0,cov2var,0.0,1,http://biomedbdc.wchscu.cn/COV2Var/,200,,,,2024-01-01,"Department of Laboratory Medicine and West China Biomedical Big Data Center, West China Hospital, Sichuan University, Chengdu 610041, China.","Feng Y, Kim P, Wang Y, Wen J, Yang L, Yi J, Zhao W, Zhou X","139170052, 2022YFS0228, 2023YFS0200, 2217515, 2326879, R01 CA241930, R01 GM123037, R01CA241930, R01GM123037, R35 GM138184, R35GM138184, U01 AR069395, U01AR069395-01A1","Center of Excellence-International Collaboration Initiative, NCI NIH HHS, NIAMS NIH HHS, NIGMS NIH HHS, NIH, NIH HHS, NSF, Sichuan University, West China Hospital",16.0,"Andorra, China",COV2Var,ok,"COV2Var, a function annotation database of SARS-CoV-2 genetic variation.",2022-2025,,,,,False
TITLE_CAPITALIZED,37897364,PlantPAD,0.0,,0.0,plantpad,0.0,1,http://plantpad.samlab.cn,200,,,,2024-01-01,"State Key Laboratory of Public Big Data, College of Computer Science and Technology, Guizhou University, Guiyang 550025, China.","Bai Q, Chen D, Chen P, Dong X, Dong Y, Gao Y, Gao Z, Hao G, Huang Y, Li S, Liu Y, Wang Q, Wang S, Wang Y, Wu X, Yang J, Yang X, Zhang T, Zhao K",32125033,National Natural Science Foundation of China,6.0,"Andorra, China",PlantPAD,ok,PlantPAD: a platform for large-scale image phenomics analysis of disease in plant science.,2022-2025,,,,,False
"PIPE_CLEANED,CAPITALIZED,TITLE_CAPITALIZED",34850103,QTLdb,0.0,qtldb | corrdb,0.0,,0.0,1,https://www.animalgenome.org/QTLdb,200,,,,2022-01-01,"Department of Animal Science, Iowa State University, 2255 Kildee Hall, Ames, IA 50011, USA.","Hu ZL, Park CA, Reecy JM",2016-67015-24767,"Bioinformatics Coordination Project, National Animal Genome Research Program, USDA-AFRI, United States Department of Agriculture",234.0,United States,QTLdb,ok,Bringing the Animal QTLdb and CorrDB into the future: meeting new challenges and providing updated services.,2022-2025,,,,,False
TITLE_CAPITALIZED,34850110,ConsensusPathDB,0.0,,0.0,consensuspathdb,0.0,1,http://consensuspathdb.org,200,,,,2022-01-01,"R&D Digital Technologies Department, Bayer AG, Berlin 13353, Germany.","Herwig R, Kamburov A","161L0242A, 811034","European Commission Horizon 2020 Framework Programme, Federal Ministry of Education and Research, Max Planck Society",63.0,Germany,ConsensusPathDB,ok,ConsensusPathDB 2022: molecular interactions update as a resource for network biology.,2022-2025,,,,,False
CAPITALIZED,34850116,PLSDB,0.0,plsdb,0.0,,0.0,1,https://www.ccb.uni-saarland.de/plsdb,200,,,,2022-01-01,"Chair for Clinical Bioinformatics, Saarland University, 66123 Saarbrücken, Germany.","Fehlmann T, Hartung A, Hirsch P, Keller A, Kern F, Müller R, Schmartz GP",,"Helmholtz-Institute for Pharmaceutical Research Saarland, Saarland University",173.0,Germany,PLSDB,ok,PLSDB: advancing a comprehensive database of bacterial plasmids.,2022-2025,,,,,False
CAPITALIZED,38028612,DASES,0.0,dases,0.0,,0.0,1,http://www.hxdsjzx.cn/DASES,200,,,,2023-11-10,"Department of Thoracic Surgery and West China Biomedical Big Data Center, West China Hospital, Sichuan University, Chengdu, China.","Chen Y, Gao J, Kuang Y, Li C, Luan S, Yang Y, Ying Z, Yu H, Yuan Y",,,1.0,"Andorra, China",DASES,ok,DASES: a database of alternative splicing for esophageal squamous cell carcinoma.,2022-2025,,,,,False
TITLE_CAPITALIZED,34850127,MirGeneDB,0.0,,0.0,mirgenedb,0.0,1,http://www.mirgenedb.org/,200,,,,2022-01-01,"The Arctic University Museum of Norway, UiT- The Arctic University of Norway, Tromsø, Norway.","Aparicio-Puerta E, Aslanzadeh M, Chabot PJ, Domanska D, Friedländer MR, Fromm B, Hackenberg M, Hovig E, Høye E, Johansen M, Kang W, Mármol-Sánchez E, Ovchinnikov V, Peterson KJ, Tarbier M, Umu SU, Urgese G, Zhong X","2018014, 20_SG_BF, 758397, A-BIO-481-UGR18, AGL2017-88702-C2-2-R, FEDER 18","Dartmouth College, European Research Council, NASA Ames, National Science Foundation, School of Life Sciences University of Nottingham, South-Eastern Norway Regional Health Authority, Spanish Government, Swedish Research Council, Tromsø forskningsstiftelse, University of Granada",122.0,Norway,MirGeneDB,ok,MirGeneDB 2.1: toward a complete sampling of all major animal phyla.,2022-2025,,,,,False
TITLE_CAPITALIZED,34850133,PRODORIC,0.0,prodoric,0.0,,0.0,1,https://www.prodoric.de,200,,,,2022-01-01,"Institute of Microbiology and Braunschweig Integrated Centre of Systems Biology (BRICS), Technische Universität Braunschweig, Rebenring 56, Braunschweig D-38106, Germany.","Dudek CA, Jahn D",,,49.0,"Andorra, Germany",PRODORIC,ok,PRODORIC: state-of-the-art database of prokaryotic gene regulation.,2022-2025,,,,,False
TITLE_CAPITALIZED,34669962,UbiBrowser,0.0,,0.0,ubibrowser,0.0,1,http://ubibrowser.ncpsb.org.cn,200,,,,2022-01-01,"State Key Laboratory of Proteomics, Beijing Proteome Research Center, National Center for Protein Sciences (Beijing), Beijing Institute of Lifeomics, Beijing 102206, China.","Cui CP, Diao L, He F, He M, Jiang P, Kong X, Li D, Li H, Li Y, Ling X, Liu X, Liu Y, Liu Z, Tang L, Wang X, Wang Y, Xia S, Zhang L, Zhang X","2020YFE0202200, 31871341, 32088101","Beijing Talents Foundation, National Key Research and Development Program of China, National Natural Science Foundation of China",130.0,China,UbiBrowser,ok,UbiBrowser 2.0: a comprehensive resource for proteome-wide known and predicted ubiquitin ligase/deubiquitinase-substrate interactions in eukaryotic species.,2022-2025,,,,,False
TITLE_CAPITALIZED,36930969,CycPeptMPDB,0.0,,0.0,cycpeptmpdb,0.0,1,http://cycpeptmpdb.com,200,,,,2023-03-17,"Department of Computer Science, School of Computing, Tokyo Institute of Technology, Meguro-ku, Tokyo 152-8550, Japan.","Akiyama Y, Fujie T, Li J, Ohue M, Sugita M, Yanagisawa K","20K19917, 22H03684, JP22ama121026, JPMJFR216J, JPMJSP2106","Japan Agency for Medical Research and Development, Japan Science and Technology Agency, Japan Society for the Promotion of Science",35.0,Japan,CycPeptMPDB,ok,CycPeptMPDB: A Comprehensive Database of Membrane Permeability of Cyclic Peptides.,2022-2025,,,,,False
"CAPITALIZED,TITLE_CAPITALIZED",38864430,AMLdb,0.0,amldb,0.0,,0.0,1,https://project.iith.ac.in/cgntlab/amldb,200,,,,2024-12-01,"Department of Biotechnology, Indian Institute of Technology Hyderabad, Kandi, Telangana 502284, India.","Korra BT, Kumar A, Kumar R, Kundal K, Nishana M, R K, Sengupta A, Sharma S, Singh S, Suresh V, Vinod Kumar K",,Indian Institute of Technology Hyderabad,,India,AMLdb,ok,AMLdb: a comprehensive multi-omics platform to identify biomarkers and drug targets for acute myeloid leukemia.,2022-2025,,,,,False
CAPITALIZED,40224325,CNSA,0.0,cnsa,0.0,china national genebank sequence archive,0.0,1,https://db.cngb.org/cnsa/,200,,,,2025-02-06,"Guangdong Provincial Genomics Data Center, BGI Research, Beishan Road, Yantian District, Shenzhen 518120, China.","Cai J, Chen F, Du W, He Z, Hu Q, Hua C, Li L, Li X, Li Z, Ma K, Ma X, Tan C, Tong J, Wang B, Wang J, Wang W, Wei X, Xu X, Xu Z, Yang F, Yang T, Yang W, You L, Zeng W, Zhang L, Zhang M",,,2.0,China,CNSA,ok,The China National GeneBank Sequence Archive (CNSA) 2024 update.,2022-2025,,,,,False
"PIPE_CLEANED,DISAMBIGUATED,SMART_CAPITALIZED",38995543,Channelsdb2,0.0,,0.0,channelsdb | moleonline,0.0,1,https://channelsdb2.biodata.ceitec.cz/,200,,,,2024-01-01,"Department of Physical Chemistry, Faculty of Science, Palacký University Olomouc, Olomouc, Czech Republic.","Bazgier V, Berka K, Raček T, Sehnal D, Svobodová R, Špačková A",,,,,Channelsdb (channelsdb2),ok,"Analysis and Visualization of Protein Channels, Tunnels, and Pores with MOLEonline and ChannelsDB 2.0.",2022-2025,NO,YES,MEDIUM,HAS_BRACKETS,True
TITLE_CAPITALIZED,37275273,CrypticProteinDB,0.0,,0.0,crypticproteindb,0.0,1,https://www.maherlab.com/crypticproteindb,200,,,,2023-06-01,"Department of Internal Medicine, Washington University School of Medicine, St. Louis, MO 63108, USA.","Maher CA, Othoum G",R01 CA203995,"NCI NIH HHS, National Cancer Institute, National Institutes of Health",5.0,United States,CrypticProteinDB,ok,CrypticProteinDB: an integrated database of proteome and immunopeptidome derived non-canonical cancer proteins.,2022-2025,,,,,False
TITLE_CAPITALIZED,35227289,PSnpBind,0.0,,0.0,psnpbind,0.0,1,https://psnpbind.org,200,,,,2022-02-28,"Department of Bioinformatics-BiGCaT, NUTRIM, Maastricht University, Maastricht, The Netherlands. a.ammar@maastrichtuniversity.nl.","Ammar A, Cavill R, Evelo C, Willighagen E",,,9.0,Netherlands,PSnpBind,ok,PSnpBind: a database of mutated binding site protein-ligand complexes constructed using a multithreaded virtual screening workflow.,2022-2025,,,,,False
TITLE_CAPITALIZED,38913867,GenBase,0.0,,0.0,genbase,0.0,1,https://ngdc.cncb.ac.cn/genbase,200,,,,2024-09-01,"National Genomics Data Center, Beijing Institute of Genomics, Chinese Academy of Sciences and China National Center for Bioinformation, Beijing 100101, China.","Bai X, Bao Y, Bu C, Chen M, Hao L, Jia Y, Tang B, Xiao J, Xu T, Zhang Z, Zhao W, Zhao X, Zheng X",,,18.0,"Andorra, China",GenBase,ok,GenBase: A Nucleotide Sequence Database.,2022-2025,,,,,False
TITLE_CAPITALIZED,35833709,Xenopus,0.0,,0.0,xenopus,0.0,1,http://www.xenbase.org/entry/zahn.do,200,,,,2022-07-14,"www.natalya.com, Cambridge, MA, USA.","Adams DS, Buchholz DR, Grzymkowski J, Horb M, James-Zorn C, Moody SA, Nascone-Yoder NM, Ponferrada VG, Vize PD, Zahn N, Zorn AM","P40 OD010997, P40-OD010997, P41 HD064556, R01 HD095937, R24 OD030008, R24-OD030008, T32 GM133366","Cincinnati Children&apos;s Hospital Medical Center, Eunice Kennedy Shriver National Institute of Child Health and Human Development, NICHD NIH HHS, NIGMS NIH HHS, NIH HHS, National Institute of Child Health and Human Development",110.0,"Comoros, United States",Xenopus,ok,Normal Table of Xenopus development: a new graphical resource.,2022-2025,,,,,False
TITLE_CAPITALIZED,38176651,GlyComb,0.0,,0.0,glycomb,0.0,1,https://glycomb.glycosmos.org,200,,,,2024-01-03,"Department of Bioinformatics, Graduate School of Engineering, Soka University, Tokyo, Japan.","Aoki-Kinoshita KF, Fujita A, Shiota M, Takahashi Y, Yamada I",JPMJND2204,"Japan Science and Technology Agency, National Bioscience Database Center",3.0,Japan,GlyComb,ok,GlyComb: A novel glycoconjugate data repository that bridges glycomics and proteomics.,2022-2025,,,,,False
TITLE_CAPITALIZED,39700425,FunCoup,0.0,,0.0,funcoup,0.0,1,https://apps.cytoscape.org/apps/funcoup,200,,,,2024-12-01,"Department of Biochemistry and Biophysics, Stockholm University, Science for Life Laboratory, 171 21 Solna, Sweden.","Buzzao D, Guala D, Sonnhammer ELL, Steininger L",2019-04095,Swedish Research Council,,"Andorra, Sweden",FunCoup,ok,The FunCoup Cytoscape App: multi-species network analysis and visualization.,2022-2025,,,,,False
TITLE_CAPITALIZED,36177882,Ribocentre,0.0,,0.0,ribocentre,0.0,1,https://www.ribocentre.org,200,,,,2023-01-01,"Guangdong Provincial Key Laboratory of Malignant Tumor Epigenetics and Gene Regulation, Guangdong-Hong Kong Joint Laboratory for RNA Medicine, Sun Yat-Sen Memorial Hospital, Sun Yat-Sen University, Guangzhou 510120, China.","Chen X, Deng J, He Y, Huang L, Huang Y, Jiang T, Li M, Liao W, Lilley DMJ, Lin X, Miao Z, Peng X, Shi Y","11722, 18604, 2020B1212030004, 2020B1212060018, 2021YFF1200900, 2021YFF1200903, 2022A1515010328, 32171191, 32270707, A18604","Cancer Research UK, Guangdong Science and Technology Department, Guangzhou Laboratory, National Key Research and Development Program of China, National Natural Science Foundation of China",23.0,"Andorra, China, Hong Kong, Senegal",Ribocentre,ok,Ribocentre: a database of ribozymes.,2022-2025,,,,,False
"PIPE_CLEANED,TITLE_CAPITALIZED",37881887,DichroPipeline,0.0,,0.0,dichropipeline | circular dichroism,0.0,1,https://pcddb.cryst.bbk.ac.uk/,200,,,,2023-12-01,"School of Biological and Behavioural Sciences, Queen Mary University of London, London, UK.","Janes RW, Wallace BA","BB/P024092(B.A.Wallace), BB/P024092/1, BB/P024106(R.W.Janes), BB/P024106/1","Biotechnology and Biological Sciences Research Council, International Union of Pure and Applied Chemistry, Royal Society",2.0,"Andorra, United Kingdom",DichroPipeline,ok,"DichroPipeline: A suite of online and downloadable tools and resources for protein circular dichroism spectroscopic data analyses, interpretations, and their interoperability with other bioinformatics tools and resources.",2022-2025,,,,,False
CAPITALIZED,34850907,JASPAR,0.0,jaspar,0.0,,0.0,1,http://jaspar.genereg.net/,200,,,,2022-01-01,"Centre for Molecular Medicine Norway (NCMM), Nordic EMBL Partnership, University of Oslo, 0318 Oslo, Norway.","Aguirre A, Ballester B, Baranasic D, Blanc-Mathieu R, Boddie P, Castro-Mondragon JA, Fornes O, Hammal F, Khan A, Lemma RB, Lenhard B, Leung TY, Lucas J, Manosalva Pérez N, Mathelier A, Parcy F, Rauluseviciute I, Riudavets-Puig R, Sandelin A, Schmelter D, Turchi L, Vandepoele K, Wasserman WW","106954/Z/15/Z, 187615, 197884, 288404, 5U41HG002371-20, 6110-00207B, 7014-00120B, ANR-10-LABX-49-01, ANR-17-EURE-0003, BB/L00741X/1, BB/N023358/1, BOF24Y2019001901, MC_EX_MR/S300007/1, MC_UP_1102/1, NNF19OC0058262, NNF20OC0059951, PJT-162120, R204-A12359, RGPIN-2017-06824, U41 HG002371, UD99999945","BC Children&apos;s Hospital Foundation and Research Institute, Biotechnology and Biological Sciences Research Council, CBH-EUR-GS, CIHR, CNRS Prime80, Canadian Institutes of Health Research, Carlsberg Foundation, Danish Cancer Foundation, Danish Independent Research Fund, European Research Council, GRAL program, Ghent University, Helse Sør-Øst, Institut National de la Santé et de la Recherche Médicale, Medical Research Council, NHGRI, NHGRI NIH HHS, Natural Sciences and Engineering Research Council of Canada, Norwegian Cancer Society, Norwegian Research Council, Novo Nordisk Fonden, Novo Nordisk Foundation, Provence-Alpes-Côte d’Azur Regional Council, University of Oslo, Wellcome Trust",1487.0,Norway,JASPAR,ok,JASPAR 2022: the 9th release of the open-access database of transcription factor binding profiles.,2022-2025,,,,,False
CAPITALIZED,38783079,IEDB,0.0,iedb,0.0,,0.0,1,https://nextgen-tools.iedb.org,200,,,,2024-07-01,"Bioinformatics Core, La Jolla Institute for Immunology, La Jolla, CA 92037, USA.","Bennett J, Blazeska N, Gambiez A, Greenbaum JA, Ha B, Kim H, Kim K, Koşaloğlu-Yalçın Z, Mahita J, Marrama D, Nielsen M, Peters B, Richardson E, Sette A, Trevizani R, Yan Z, de Almeida Mendes MF","75N93019C00001, U24 CA248138, U24CA248138","CEDAR, IEDB, NCI NIH HHS, NIH HHS, National Institutes of Health",17.0,United States,IEDB,ok,Next-generation IEDB tools: a platform for epitope prediction and analysis.,2022-2025,,,,,False
CAPITALIZED,37030102,EPEK,0.0,epek,0.0,ectopic pregnancy expression knowledgebase,0.0,1,https://cb.imsc.res.in/epek,200,,,,2023-04-05,"Indian Institute of Science Education and Research (IISER) Mohali, Punjab, India.","Chivukula N, Dhanakoti GB, Natarajan A, Ravichandran J, Sahoo AK, Samal A",,"Department of Atomic Energy, Government of India, Max-Planck-Gesellschaft",,"Andorra, India",EPEK,ok,EPEK: Creation and analysis of an Ectopic Pregnancy Expression Knowledgebase.,2022-2025,,,,,False
CAPITALIZED,36653322,ENCD,0.0,encd,0.0,,0.0,1,http://www.bio-server.cn/ENCD/,200,,,,2023-01-01,,"Hao M, Hasi W, Kuang H, Li D, Li M, Qi Y, Shan Y, Wang P, Wang Y, Xia T, Xu R, Yang K, Zhang C, Zhao K","32070622, 81900742",National Natural Science Foundation of China,2.0,,ENCD,ok,ENCD: a manually curated database of experimentally supported endocrine system disease and lncRNA associations.,2022-2025,,,,,False
TITLE_CAPITALIZED,35637632,PlantcircBase,0.0,,0.0,plantcircbase,0.0,1,http://ibi.zju.edu.cn/plantcircbase/,200,,,,2022-05-30,"Institute of Crop Science & Institute of Bioinformatics, Zhejiang University, Hangzhou 310058, China; Shandong (Linyi) Institute of Modern Agriculture of Zhejiang University, Linyi 310014, China.","Chu Q, Du T, Fan L, Li X, Mao W, Xu X, Ye CY, Zhu QH","31871589, 32101729, 91740108, BX20200301","National Natural Science Foundation of China, National Postdoctoral Program for Innovative Talents",12.0,China,PlantcircBase,ok,PlantcircBase 7.0: Full-length transcripts and conservation of plant circRNAs.,2022-2025,,,,,False
