ID,best_name,best_name_prob,best_common,best_common_prob,best_full,best_full_prob,article_count,extracted_url,extracted_url_status,extracted_url_country,extracted_url_coordinates,wayback_url,publication_date,affiliation,authors,grant_ids,grant_agencies,num_citations,affiliation_countries,best_name_original,name_modification_flags,url_validation
31601051,mir2diabetes,0.9984965,,0.9984965,mir2diabetes,0.9984965,1,http://mir2diabetes.yoonlab.or.kr,"HTTPConnectionPool(host='mir2diabetes.yoonlab.or.kr', port=80): Max retries exceeded with url: / (Ca",,,http://web.archive.org/web/20210922111510/http://mir2diabetes.yoonlab.or.kr/,2019-10-09,"College of Medicine, Gachon University, Incheon 21565, Korea. oscarpark@gachon.ac.kr.","Lee DH, Lee K, Moon S, Nam S, Park IB, Park S",HI16C1997,Korean Health Industry Development Institute,3.0,,mir2diabetes,,ok
31995493,koniq-10k,0.99849224,,0.99849224,koniq-10k,0.99849224,1,http://database.mmsp-kn.de/koniq-10k-database.html,200,United States,"(37.8085,-122.2668)",,2020-01-24,,"Hosu V, Lin H, Saupe D, Sziranyi T","251654672 – TRR 161 (Project A05), OTKA 120499","Deutsche Forschungsgemeinschaft, Hungarian Scientific Research Fund",48.0,,koniq-10k,,ok
21948792,bmug@sbase,0.99849105,,0.99849105,bμg@sbase,0.99849105,1,http://bugs.sgul.ac.uk/bugsbase/,"HTTPConnectionPool(host='bugs.sgul.ac.uk', port=80): Max retries exceeded with url: /bugsbase/ (Caus",,,http://web.archive.org/web/20140722113759/http://bugs.sgul.ac.uk/bugsbase/,2011-09-24,"Bacterial Microarray Group, Centre for Infection & Immunity, Division of Clinical Sciences, St George's, University of London, Cranmer Terrace, London SW17 0RE, UK. awitney@sgul.ac.uk","Brooks LA, Butcher PD, Hinds J, Stoker NG, Tyler RH, Waldron DE, Withers M, Witney AA, Wren BW","062511, 080039, 086547, G0300020","Medical Research Council, Wellcome Trust",3.0,United Kingdom,bμg@sbase,CHARS_SANITIZED,ok
27329782,raacfdb,0.9984833,,0.9984833,raacfdb,0.9984833,1,http://www.beta.vit.ac.in/raacfdb/index.html,"HTTPConnectionPool(host='www.beta.vit.ac.in', port=80): Max retries exceeded with url: /raacfdb/inde",,,http://web.archive.org/web/20160304012525/http://beta.vit.ac.in:80/raacfdb/index.html,2016-06-18,"Department of Integrative Biology, School of Bio Sciences and Technology, VIT University, Vellore, Tamil Nadu, India.","Agrawal A, Mohamed Thoufic Ali AM, Mohana Priya A, Sajitha Lulu S, Vino S",,VIT University,6.0,"Andorra, India",raacfdb,,ok
29059382,dreambase,0.99847865,,0.99847865,dreambase,0.99847865,1,http://rna.sysu.edu.cn/dreamBase,403,,,http://web.archive.org/web/20250711122153/https://rna.sysu.edu.cn/dreamBase/,2018-01-01,"Key Laboratory of Gene Engineering of the Ministry of Education, State Key Laboratory for Biocontrol, Sun Yat-sen University, Guangzhou 510275, PR China.","Chen ZR, Liu S, Qu LH, Wang ZL, Yang JH, Zhang DY, Zheng LL, Zhou KR",,,40.0,"China, Senegal",dreambase,,ok
31752429,hsf1base,0.9984697,,0.9984697,hsf1base,0.9984697,1,http://hsf1base.org,200,United States,"(37.7823,-122.391)",,2019-11-19,"Department of Genetics, Institute of Biology, Eötvös Loránd University, Pázmány Péter stny. 1/C, H-1117 Budapest, Hungary.","Barna J, Bohár B, Deák V, Fazekas D, Hotzi B, Kovács D, Sigmond T, Vellai T",BBS/E/T/000PR9819,Biotechnology and Biological Sciences Research Council,68.0,Hungary,hsf1base,,ok
29209195,pred+ct,0.9984398,pred+ct,0.9984398,,0.9984398,1,http://archive.ics.uci.edu/ml/datasets/EEG+Database,200,United States,"(33.6454,-117.8419)",,2017-11-21,"Department of Psychology, University of New Mexico, Albuquerque, NM, United States.","Cavanagh JF, Mueen A, Napolitano A, Wu C","1P20GM109089-01A1, P20 GM109089","NIGMS NIH HHS, National Institutes of Health",33.0,"Mexico, United States",pred+ct,,ok
34502531,ogt-pin,0.9984336,ogt-pin,0.9984336,,0.9984336,1,https://oglcnac.org/ogt-pin/,404,,,http://web.archive.org/web/20250417185644/https://oglcnac.org/ogt-pin,2021-09-06,"Lombardi Comprehensive Cancer Center, Department of Oncology, Georgetown University Medical Center, Washington, DC 20057, USA.","Chen S, Hou C, Li Y, Ma J, Wu C",P30 CA051008,"NCI NIH HHS, National Institutes of Health, Office of Extramural Research",21.0,United States,ogt-pin,,ok
26791496,genosol,0.9984137,,0.9984137,genosol,0.9984137,1,http://www.dijon.inra.fr/plateforme_genosol,404,,,http://web.archive.org/web/20191217063512/https://www2.dijon.inra.fr/plateforme_genosol/,2016-01-01,"INRA, UMR Agroécologie, 17 Rue de Sully, 21065, Dijon Cedex, France.","Dequiedt S, Maron PA, Ranjard L",,,,France,genosol,,ok
32354365,precise,0.9984063,precise,0.9984063,,0.9984063,1,https://www.ichom.org/portfolio/pregnancy-and-childbirth/,200,Canada,"(43.6532,-79.3832)",,2020-04-30,"Department of Women and Children's Health, School of Life Course Sciences, Faculty of Life Sciences and Medicine, King's College London, Becket House, Room BH.05.11, 1 Lambeth Palace Road, London, SE1 7EU, UK. Laura.A.Magee@kcl.ac.uk.","Chin P, Craik R, D'Alessandro U, Daniele M, Etyang AK, Li L, Magee LA, Ogochukwu O, Roca A, Sevene E, Strang A, Tchavana C, Temmerman M, Tu D, Tumtaweetikul W, von Dadelszen P","MR/P012019/1, MR/P027938/1, MR/S019669/1, RP-2014-05-019","Medical Research Council, National Institute for Health Research (NIHR)",8.0,"Andorra, United Kingdom",precise,,ok
32601290,benbioden,0.99840415,,0.99840415,benbioden,0.99840415,1,http://data.eol.ucar.edu/,200,United States,"(40.05,-105.217)",,2020-06-29,"NIOZ Royal Netherlands Institute for Sea Research, Department of Estuarine and Delta Systems, and Utrecht University, P.O. Box 140, 4400 AC, Yerseke, The Netherlands. t.stratmann@uu.nl.","Archambault P, Belley R, Burd BJ, Cusson M, Gilkinson K, Kenchington E, Liao JX, Martínez Arbizu P, Ramey-Balci PA, Scrosati RA, Snelgrove PVR, Soetaert K, Stratmann T, Wei CL, van Oevelen D","019.182EN.012, 678760, 856.18.003, 864.13.007, NWO-ALW grant 856.18.003","Dutch Research Council (NWO), EC | Horizon 2020 Framework Programme (EU Framework Programme for Research and Innovation H2020)",9.0,"Andorra, Netherlands",benbioden,,ok
22195116,adepedia,0.9983966,,0.9983966,adepedia,0.9983966,1,http://adepedia.org/,"HTTPSConnectionPool(host='adepedia.org', port=443): Max retries exceeded with url: / (Caused by Read",,,http://web.archive.org/web/20241224222010/https://adepedia.org/,2011-10-22,"Department of Health Sciences Research, Mayo Clinic College of Medicine, 200 First Street, SW, Rochester, MN, USA.","Chute CG, Jiang G, Solbrig HR","RR 24150, UL1 RR024150",NCRR NIH HHS,13.0,United States,adepedia,,ok
26038690,UNOVIS,0.9983906,unovis,0.9983906,,0.9983906,1,http://www.medit.hia.rwth-aachen.de/UnoViS,200,France,"(48.5848,7.7419)",,2015-06-02,"Chair of Medical Information Technology, RWTH Aachen University, Pauwelsstr. 20, 52074 Aachen, Germany.","Antink CH, Czaplik M, Eilebrecht B, Leonhardt S, Walocha R, Wartzek T",,,11.0,Germany,unovis,CAPITALIZED,ok
27633273,ZIKAVR,0.9983599,zikavr,0.9983599,,0.9983599,1,http://bioinfo.imtech.res.in/manojk/zikavr/,200,India,"(28.0175,73.3193)",,2016-09-16,"Bioinformatics Centre, Institute of Microbial Technology, Council of Scientific and Industrial Research (CSIR), Sector 39A, Chandigarh, 160036, India.","Bhardwaj A, Dar SA, Dhanda SK, Gupta AK, Kaur G, Kaur K, Khan MS, Kumar M, Monga I, Nagpal G, Qureshi A, Raghava GP, Rajput A, Sehgal M, Sharma S, Singh S, Thakur A, Usmani SS",,,29.0,"Andorra, India",zikavr,CAPITALIZED,ok
25998807,nmrshiftdb2,0.9983384,,0.9983384,nmrshiftdb2,0.9983384,1,https://nmrshiftdb.nmr.uni-koeln.de/,"HTTPSConnectionPool(host='nmrshiftdb.nmr.uni-koeln.de', port=443): Max retries exceeded with url: / ",,,http://web.archive.org/web/20250906031238/https://nmrshiftdb.nmr.uni-koeln.de/,2015-05-21,"Department of Computer Science, University of Leicester, Leicester, UK.","Kuhn S, Schlörer NE",,,73.0,United Kingdom,nmrshiftdb2,,ok
26092453,USCCN,0.99832463,usccn,0.99832463,,0.99832463,1,http://usccn.org,403,,,http://web.archive.org/web/20250930142408/https://usccn.org/,2015-06-19,"Phaff Yeast Culture Collection, Food Science and Technology, University of California, Davis, Davis, California, USA.","Bennett AR, Boundy-Mills K, Brown DR, Cady SL, Cho J, Eisen JA, Hess M, Inderbitzin P, Kang S, McCluskey K, Mukherjee S, Nobles D, Ryan M, Sitepu IR, Torok T, Wertz JE",,,16.0,"Andorra, United States",usccn,CAPITALIZED,ok
27140145,DABAM,0.998298,dabam,0.998298,,0.998298,1,http://ftp.esrf.eu/pub/scisoft/dabam/readme.html,"HTTPSConnectionPool(host='ftp.esrf.eu', port=443): Max retries exceeded with url: /pub/scisoft/dabam",,,http://web.archive.org/web/20250207000352/http://ftp.esrf.eu/pub/scisoft/dabam/readme.html,2016-04-20,"ESRF - The European Synchrotron, 71 Avenue des Martyrs, 38000 Grenoble, France.","Bianchi D, Cocco D, Glass M, Idir M, Metz J, Raimondi L, Rebuffi L, Reininger R, Sanchez Del Rio M, Shi X, Siewert F, Spielmann-Jaeggi S, Takacs P, Tomasset M, Tonnessen T, Vivo A, Yashchuk V",,,8.0,France,dabam,CAPITALIZED,ok
27782103,SYNS,0.99829763,syns,0.99829763,,0.99829763,1,https://syns.soton.ac.uk,200,United Kingdom,"(50.8976,-1.4004)",,2016-10-26,"Centre for Vision and Cognition, Psychology, University of Southampton, UK.","Adams WJ, Elder JH, Graf EW, Leyland J, Lugtigheid AJ, Muryy A","EP/K005952/1, fsf010001","Engineering and Physical Sciences Research Council, Natural Environment Research Council",53.0,"Andorra, United Kingdom",syns,CAPITALIZED,ok
31831740,mimic-cxr,0.99828213,mimic-cxr,0.99828213,,0.99828213,1,https://mimic-cxr.mit.edu,200,United States,"(42.3649,-71.0987)",,2019-12-12,"Institute of Medical Engineering & Science, Massachusetts Institute of Technology, Cambridge, MA, USA. aewj@mit.edu.","Berkowitz SJ, Deng CY, Greenbaum NR, Horng S, Johnson AEW, Lungren MP, Mark RG, Pollard TJ","NIH-R01-EB017205, R01 EB017205, R01 GM104987","NIBIB NIH HHS, NIGMS NIH HHS, Philips, U.S. Department of Health &amp; Human Services | National Institutes of Health, U.S. Department of Health &amp; Human Services | National Institutes of Health (NIH)",494.0,United States,mimic-cxr,,ok
30335154,ZFLNC,0.9982619,zflnc,0.9982619,,0.9982619,1,http://zflnc.org,502,,,http://web.archive.org/web/20211231200049/http://zflnc.org/,2018-01-01,"CAS Key Laboratory of Tropical Plant Resources and Sustainable Use, Xishuangbanna Tropical Botanical Garden, Chinese Academy of Sciences, Kunming, China.","Chen W, Hu X, Huang S, Li J, Liu C, Xiang S, Xu X, Zhang X","15CY006, 20134486, 2017KF003, 31471220, 81770389, 91440113","Cooperative Innovation Center of Engineering and New Products for Developmental Biology of Hunan Province, Department of Science and Technology of Yunnan Province, Education Department of Hunan Province, National Natural Science Foundation of China, National Tropical Botanical Garden, State Key Laboratory of Developmental Biology of Freshwater Fish",29.0,"Andorra, China",zflnc,CAPITALIZED,ok
34028497,neurocirc,0.99824953,,0.99824953,neurocirc,0.99824953,1,https://voineagulab.github.io/NeuroCirc/,200,United States,"(37.7823,-122.391)",,2021-10-01,"Department of Biotechnology and Biomolecular Sciences, University of New South Wales, Sydney, NSW 2052, Australia.","Alinejad-Rokny H, Gokool A, Voineagu I, Walsh K",FT170100359,"ARC Future Fellowship, UNSW Scientia fellowship",6.0,"Andorra, Australia",neurocirc,,review
21227933,artade2db,0.9982472,artade2db,0.9982472,,0.9982472,1,http://artade.org,"HTTPConnectionPool(host='artade.org', port=80): Max retries exceeded with url: / (Caused by NameReso",,,http://web.archive.org/web/20211126051415/http://artade.org/,2011-01-12,"RIKEN BASE (Bioinformatics And Systems Engineering) Division, Yokohama, Kanagawa, 230-0045 Japan.","Hanada K, Harada E, Iida K, Ishida J, Ishii M, Kawaguchi S, Kobayashi N, Matsui A, Morosawa T, Okamoto M, Seki M, Tanaka M, Toyoda T, Yoshida Y",,,14.0,"Andorra, Japan",artade2db,,ok
25380779,polypronline,0.99824667,,0.99824667,polypronline,0.99824667,1,http://www.dsimb.inserm.fr/dsimb_tools/polyproline,200,France,"(48.8558,2.3494)",,2014-11-07,"Inserm U1134, Paris, France, Université Paris Diderot, Sorbonne Paris Cité, UMR_S 1134, Paris, France, Institut National de la Transfusion Sanguine, Paris, France and Laboratory of Excellence GR-Ex, Paris, France Inserm U1134, Paris, France, Université Paris Diderot, Sorbonne Paris Cité, UMR_S 1134, Paris, France, Institut National de la Transfusion Sanguine, Paris, France and Laboratory of Excellence GR-Ex, Paris, France Inserm U1134, Paris, France, Université Paris Diderot, Sorbonne Paris Cité, UMR_S 1134, Paris, France, Institut National de la Transfusion Sanguine, Paris, France and Laboratory of Excellence GR-Ex, Paris, France.","Chebrek R, Gelly JC, Leonard S, de Brevern AG",,,32.0,"Andorra, France",polypronline,,ok
25233118,BIOSWR,0.9982461,bioswr,0.9982461,,0.9982461,1,http://inb.bsc.es/BioSWR/and,200,Spain,"(40.9701,-5.6634)",,2014-09-18,"Barcelona Supercomputing Center, Life-Sciences Department, National Institute of Bioinformatics, Computational Bioinformatics Node, Barcelona, Spain.","Gelpi JL, Repchevsky D",,,1.0,Spain,bioswr,CAPITALIZED,ok
23590173,cammednp,0.9982306,,0.9982306,cammednp,0.9982306,1,http://african-compounds.org/,200,Germany,"(48.0089,7.8464)",,2013-04-16,"Department of Pharmaceutical Sciences, Martin-Luther University of Halle-Wittenberg, Wolfgang-Langenbeck Str. 4, 06120, Halle Saale, Germany. ntiekfidele@gmail.com","Cho-Ngwa F, Efange SM, Hanna JN, Lifongo LL, Mbah JA, Mbaze LM, Megnassan E, Ntie-Kang F, Onguéné PA, Owono Owono LC, Scharfe M, Sippl W",,,36.0,"Comoros, Germany",cammednp,,ok
31243428,mitpeptidedb,0.9982304,,0.9982304,mitpeptidedb,0.9982304,1,http://bit.ly/MiTPeptideDB,200,United States,"(40.7399,-73.9905)",,2020-01-01,"Bioinformatics Platform, Center for Applied Medical Research, University of Navarra, Pamplona 31008, Spain.","Garin-Muga A, Guruceaga E, Segura V","33/2015, DPI2015-68982-R, PT13/0001/0002, PT17/0019/0013","Departamento de Salud of Gobierno de Navarra, Ministerio de Economía y Competitividad, PRB3-ISCIII, PRBB-ISCIII, ProteoRed-ISCIII platform, The Bioinformatics Platform of CIMA",8.0,Spain,mitpeptidedb,,ok
32311220,soiltemp,0.9982144,,0.9982144,soiltemp,0.9982144,1,https://soiltemp.weebly.com/,404,,,http://web.archive.org/web/20230605035415/https://soiltemp.weebly.com/,2020-06-24,"Research Group PLECO (Plants and Ecosystems), University of Antwerp, Wilrijk, Belgium.","Aalto J, Alatalo JM, Altman J, Andrews C, Ardö J, Aschero V, Ashcroft MB, Bader MY, Bailey JJ, Barančok P, Barros A, Basham EW, Bauters M, Benito Alonso JL, Björk RG, Björkman MP, Blonder B, Boeckx P, Boike J, Brůna J, Buchmann N, Candan O, Canessa R, Cannone N, Carbognani M, Cesarz S, Cremonese E, Curasi SR, Dahlberg CJ, Daskalova GN, De Boeck HJ, De Frenne P, De Smedt P, Descombes P, Di Cecco V, Dick J, Dimarco RD, Dolezal J, Dorrepaal E, Eisenhauer N, Fazlioglu F, Fernández Calzado MR, Finger Higgens R, Forte TGW, Frei ER, Fuentes-Lillo E, García RA, Gharun M, Ghosn D, Gigauri K, Gottschall F, Govaert S, Guglielmin M, Géron C, Haase P, Haesen S, Haider S, Halbritter AH, Hederová L, Heinesch B, Homeier J, Hrbacek F, Hylander K, Høye TT, Jessen Graae B, Jimenez JJ, Jump AS, Kanka R, Kazakis G, Kemppinen J, Klinges D, Klupar I, Kollár J, Koontz A, Kopecký M, Kreyling J, Lamprecht A, Larson C, Larson K, Laska K, Lembrechts JJ, Lenoir J, Lorite J, Luoto M, Macek M, Maclean IMD, Malfasi F, Man M, Matula R, Mazzolari AC, Medinets S, Medinets V, Meeussen C, Merinero S, Milbau A, Moyano FE, Muffler L, Myers-Smith IH, Máliš F, Niittynen P, Nijs I, Nuñez MA, Okello J, Palaj A, Pauchard A, Pauli H, Pearse WD, Pellissier L, Petraglia A, Phartyal SS, Pitteloud C, Plichta R, Portillo-Estrada M, Pușcaș M, Pärtel M, Randall K, Ratier Backes A, Rew L, Rixen C, Rocha A, Rossi C, Roupsard O, Sallo Bravo J, Scheffers B, Schmeddes J, Scholten T, Seipel T, Senior RA, Siebicke L, Simpson E, Sitková Z, Smiljanic M, Smith SW, Somers B, Speed JDM, Stanisci A, Steinbauer K, Stemkovski M, Stephan JG, Svoboda M, Svátek M, Teuber L, Thomas AD, Thomas HJD, Tielbörger K, Tomaselli M, Trouillier M, Turtureanu PD, Ueyama M, Urban J, Ursu TM, Van Meerbeek K, Vangansbeke P, Varlagin A, Vedel Sørensen M, Verryckt LT, Vitale L, Vittoz P, Walz J, Wedegärtner REM, Weigel R, Wild J, Wilmking M, Winkler M, Wipf S, Zellweger F, Zhang J, Zhang Z, Zong S, de Pablo MA, van den Brink L, Čiliak M","00017523, 12P1819N, 1523208, 17-07378S, 17-13998S, 17-19376S, 172198, 17523, 17‐07378S, 17‐13998S, 17‐19376S, 19-04-01234-a, 19‐04‐01234‐a, 20-05840Y, 2017-70006-27272, 2017‐70006‐27272, 20‐05840Y, 262064, 41971124, 641918, 9480-14, 9480‐14, ABI-1759965, ANR-19-CE32-0005-01, CF16-0896, CF16‐0896, EF-1802605, ERC-2562013-SyG-610028, EVK2-CT-2000-0006, FZT 118, INTER-TRANSFER LTT17017, LTAUSA18007, LTAUSA19137, MONB00363, NE/L002558/1, NE/M016323/1, PRG609, QUEX-CAS-QP-RD-18/19, QUEX‐CAS‐QP‐RD‐18/19, RVO 67985939, VEGA 2/0132/18, W47014118, WOG W001919N, WW-240R-17, WW‐240R‐17","Agence Nationale de la Recherche (ANR), Agentúra na Podporu Výskumu a Vývoja, Carlsberg Foundation, Carlsbergfondet, Czech Academy of Sciences, Czech Science Foundation, DFG GraKo 2010 Response, Deutsche Forschungsgemeinschaft, EU Horizon 2020, Eesti Teadusagentuur, Estonian Research Council, European Regional Development Fund, European Research Council, European Union FP-5 project GLORIA-Europe, Flexible Pool project, Fondation Mariétan, Fonds Wetenschappelijk Onderzoek, German Centre for Integrative Biodiversity Research (iDiv) Halle-Jena-Leipzig, German Research Foundation, Grantová Agentura České Republiky, Helsingin Yliopisto, Leverhulme Trust Research Fellowship, Lund University, Lunds Universitet, Mendel University, Mendelova Univerzita v Brně, Ministry of Education, Ministry of Education and Science of Ukraine, Ministry of Research and Innovation, Ministry of Youth and Sports of the Czech Republic, National Geographic Society, National Institute of Food and Agriculture, National Natural Science Foundation of China, National Science Foundation, Natural Environment Research Council, Natural Environmental Research Council, Norges Forskningsråd, Qatar Petroleum, RFBR, Research Commission and Staff of the Swiss National Park, Research Council of Norway, Russian Foundation for Basic Research, Slovak Research and Development Agency, Slovak Scientific Grant Agency, Société académique de Genève, Swiss Federal Office for the Environment (FOEN); Foundation Dr. Joachim de Giacomi, Swiss Federal Office of Education and Science, Swiss MAVA Foundation project, Swiss National Science Foundation, Toward INMS, UK Natural Environmental Research Council ShrubTundra, Universidad de Alcalá, University of Alcalá, University of Helsinki, Villum Fonden, Villum Foundation, Youth and Sport of the Czech Republic, Youth and Sports of the Czech Republic, program Inter-Excellence, subprogram Inter-Action",76.0,"Andorra, Belgium",soiltemp,,ok
22645317,DBCAN,0.9981644,dbcan,0.9981644,,0.9981644,1,http://csbl.bmb.uga.edu/dbCAN/annotate.php,"HTTPConnectionPool(host='csbl.bmb.uga.edu', port=80): Max retries exceeded with url: /dbCAN/annotate",,,http://web.archive.org/web/20190425142739/http://csbl.bmb.uga.edu:80/dbCAN/annotate.php,2012-05-29,"Computational System Biology Laboratory, Department of Biochemistry and Molecular Biology, Institute of Bioinformatics, BioEnergy Science Center, University of Georgia, Athens, GA, USA.","Chen X, Mao F, Mao X, Xu Y, Yang J, Yin Y",,,1279.0,"Andorra, Georgia, United States",dbcan,CAPITALIZED,ok
22027158,mycodb.es,0.9981435,,0.9981435,mycodb.es,0.9981435,1,http://mycodb.es,200,Germany,"(51.4576,7.02246)",,2011-10-19,"Centro de Vigilancia Sanitaria Veterinaria (VISAVET), Universidad Complutense de Madrid, 28040 Madrid, Spain.","Aranaz A, Bezos J, Casal C, Castellanos E, Domínguez L, Fernández-de-Mera IG, González S, Mateos A, Rodriguez-Campos S, Romero B, Sáez-Llorente JL, de Juan L, Álvarez J",AP2006-01630,"Cultura y Deporte, Ministerio de Educación, Ministerio de Medio Ambiente y Medio Rural y Marino",27.0,Spain,mycodb.es,,ok
33575627,aychr-db,0.998142,,0.998142,aychr-db,0.998142,1,https://www.oagr.org.au,"HTTPSConnectionPool(host='www.oagr.org.au', port=443): Max retries exceeded with url: / (Caused by N",,,http://web.archive.org/web/20210212011020/http://www.oagr.org.au/,2020-10-09,"University of Sheffield, Department of Animal and Plant Sciences, Sheffield S10 2TN, UK.","Brimacombe CS, Elhaik E, Freeman L",MR/R025126/1,"Crafoord Foundation, Medical Research Council",10.0,"Andorra, United Kingdom",aychr-db,,ok
29365045,dincrna,0.99813634,,0.99813634,dincrna,0.99813634,1,http://bio-annotation.cn:18080/DincRNAClient/,"HTTPConnectionPool(host='bio-annotation.cn', port=18080): Max retries exceeded with url: /DincRNACli",,,http://web.archive.org/web/20210516214640/http://www.bio-annotation.cn:18080/DincRNAClient/,2018-06-01,"Department of College of Bioinformatics Science and Technology, Harbin Medical University, Harbin, Heilongjiang Sheng 150081, China.","Cheng L, Hu Y, Jiang Q, Sun J, Zhou M","2016M590291, 61502125","China Postdoctoral Science Foundation, National Natural Science Foundation of China",150.0,"Andorra, China",dincrna,,ok
24203343,mespeus,0.99813324,,0.99813324,mespeus,0.99813324,1,http://mespeus.bch.ed.ac.uk/MESPEUS_10/,"HTTPConnectionPool(host='mespeus.bch.ed.ac.uk', port=80): Max retries exceeded with url: /MESPEUS_10",,,http://web.archive.org/web/20160901002225/http://mespeus.bch.ed.ac.uk:80/MESPEUS_10/,2014-01-01,"Centre for Translational and Chemical Biology, University of Edinburgh, Edinburgh, UK.","Harding MM, Hsin KY",,,20.0,"Andorra, United Kingdom",mespeus,,ok
31680133,scnbase,0.9981197,,0.9981197,scnbase,0.9981197,1,https://scnbase.org/,200,United States,"(42.0514,-93.6908)",,2019-01-01,"Genome Informatics Facility, Iowa State University, Osborne Dr, Ames, IA 50011, USA.","Baber L, Baum TJ, Juvale PS, Maier TR, Masonbrink R, Seetharam AS, Severin AJ","ACI-1445606, ACI-1548562","Hatch Act and State of Iowa Funds, National Science Foundation, North Central Soybean Research Program",9.0,United States,scnbase,,ok
21685684,biocars,0.99811643,,0.99811643,biocars,0.99811643,1,https://biocars.uchicago.edu/,200,,,,2011-05-12,"Center for Advanced Radiation Sources, The University of Chicago, Chicago, IL 60637, USA. graber@cars.uchicago.edu","Anderson S, Anfinrud P, Brewer H, Chen YS, Cho HS, Dashdorj N, Graber T, Henning RW, Kosheleva I, Macha G, Meron M, Moffat K, Pahl R, Ren Z, Ruan S, Schotte F, Srajer V, Viccaro PJ, Westferro F","P41 RR007707, RR007707",NCRR NIH HHS,91.0,United States,biocars,,ok
32707870,MIRTIL,0.9980887,mirtil,0.9980887,,0.9980887,1,https://www.lbbc.ibb.unesp.br/mirtil,"HTTPSConnectionPool(host='www.lbbc.ibb.unesp.br', port=443): Max retries exceeded with url: /mirtil ",,,http://web.archive.org/web/20221124042444/http://www.lbbc.ibb.unesp.br/mirtil/,2020-07-22,"Department of Biophysics and Pharmacology, Institute of Biosciences of Botucatu, São Paulo State University-UNESP, Botucatu SP CEP:18618-689, Brazil.","Acencio ML, Bovolenta LA, Lemke N, Martins C, Moxon S, Oliveira AC, Pinhal D","2010/20684-3, 2011/06465-0, 2012/13450-1, 2012/15589-7, 2013/03644-6, 2014/08420-1, 2015/19176-7",Fundação de Amparo à Pesquisa do Estado de São Paulo,5.0,"Andorra, Brazil",mirtil,CAPITALIZED,ok
31117939,ecrbpome,0.998084,,0.998084,ecrbpome,0.998084,1,http://caps.ncbs.res.in/ecrbpome,200,India,"(12.9753,77.591)",,2019-05-22,"National Centre for Biological Sciences, Tata Institute of Fundamental Research, Bellary Road, Bangalore, Karnataka, 560 065, India.","Ghosh P, Guita N, Joshi A, Offmann B, Sowdhamini R",SB/S2/JCB-071/2015,"Department of Science and Technology, JC Bose fellowship",2.0,India,ecrbpome,,ok
30615482,index-db,0.99807644,,0.99807644,index-db,0.99807644,1,http://indexdb.ncbs.res.in,503,,,http://web.archive.org/web/20240916161450/http://indexdb.ncbs.res.in/,2019-01-07,"1 Accelerator Program for Discovery in Brain Disorders Using Stem Cells (ADBS), National Centre for Biological Sciences, Tata Institute of Fundamental Research (NCBS-TIFR), Bengaluru, India.","Ahmed P H, Jain S, More RP, Mukherjee O, Rao MS, V V, Viswanath B",,,8.0,India,index-db,,ok
34143875,u-limb,0.99806523,u-limb,0.99806523,,0.99806523,1,https://motion-database.humanoids.kit.edu/,200,Germany,"(49.0096,8.41217)",,2021-06-01,"Research Center ""Enrico Piaggio"" and Dipartimento di Ingegneria dell'Informazione, University of Pisa Largo Lucio Lazzarino 1, 56122 Pisa, Italy.","Averta G, Barontini F, Bianchi M, Bicchi A, Catrambone V, Haddadin S, Handjaras G, Held JPO, Hu T, Jakubowitz E, Kanzler CM, Kühn J, Lambercy O, Leo A, Obermeier A, Ricciardi E, Schwarz A, Valenza G",,Horizon 2020 Framework Programme,15.0,"Andorra, Italy",u-limb,,ok
"26507857, 30395307",bloodspot,0.99805605,,0.99805605,bloodspot,0.99805605,2,http://www.bloodspot.eu,200,Denmark,"(55.674,12.5696)",,2015-10-26,"The Finsen Laboratory, Rigshospitalet, Faculty of Health Sciences, University of Copenhagen, Denmark Biotech Research and Innovation Centre (BRIC), University of Copenhagen, Copenhagen, Denmark The Bioinformatics Centre, Department of Biology, Faculty of Natural Sciences, University of Copenhagen, Denmark Danish Stem Cell Centre (DanStem) Faculty of Health Sciences, University of Copenhagen, Denmark.; Centre for Genomic Medicine, Rigshospitalet, University of Copenhagen Copenhagen, DK-2100 Copenhagen, Denmark.","Bagger FO, Kinalis S, Laursen LG, Porse BT, Pundhir S, Rapin N, Sasivarevic D, Sohi SH, Sønderby CK, Winther O","NNF10SA1016550, NNF15CC0027852, Porse group, R182-2014-3881, R193-2015-1611","Lundbeck Foundation, Novo Nordisk Fonden, Novo Nordisk Foundation, Novo Nordisk Foundation Section for Basic Stem Cell Biology",431.0,"Andorra, Denmark",bloodspot,,ok
28205556,hrgfish,0.99803734,,0.99803734,hrgfish,0.99803734,1,http://mail.nbfgr.res.in/HRGFish,403,,,http://web.archive.org/web/20250710224459/https://mail.nbfgr.res.in/HRGFish/,2017-02-13,"Molecular Biology and Biotechnology Division, ICAR- National Bureau of Fish Genetic Resources, Lucknow- 226002, Uttar Pradesh, India.","Kumar R, Kushwaha B, Nagpure NS, Pathak AK, Rashid I, Singh M, Srivastava P",,,22.0,"Andorra, India",hrgfish,,ok
34309639,mustard,0.9978569,mustard,0.9978569,,0.9978569,1,http://clingen.igib.res.in/mustard/,200,India,"(31.7126,76.9328)",,2021-07-01,"Indraprastha Institute of Information Technology, Okhla Industrial Estate, Phase III, Delhi 110020, India.","Mittal G, Pandhare K, R I A, Scaria V, Vatsyayan A",IndiGen (2019),"Council of Scientific and Industrial Research, India",,India,mustard,,ok
