pmid,publication_date,affiliation,authors,grant_ids,grant_agencies,num_citations,title
40106419,2025-05-01,"State Key Laboratory of Membrane Biology, Institute of Zoology, Chinese Academy of Sciences, Beijing 100101, China.","Kang Z, Zhu T, Zou D, Liu M, Zhang Y, Wang L, Zhang Z, Liu F",,,1,HemAtlas: A Multi-omics Hematopoiesis Database.
40860433,2025-05-25,"National Local Joint Engineering Research Center for Precision Surgery & Regenerative Medicine, Shaanxi Provincial Center for Regenerative Medicine and Surgical Engineering The First Affiliated Hospital of Xi'an Jiaotong University, Xi'an Jiaotong University Xi'an China.","Dai X, Wang M, Liu Y",,,0,A Hiplot-based web service for cold atmospheric plasma high-throughput data integration and analysis on breast cancer.
35580059,2022-07-01,"Interfaculty Institute of Microbiology and Infection Medicine Tübingen (IMIT), University of Tübingen, Auf der Morgenstelle 28, 72076 Tübingen, Germany.","Mungan MD, Harbig TA, Perez NH, Edenhart S, Stegmann E, Nieselt K, Ziemert N","TRR261, DZIF TTU09.716, 031 A535A, 390838134, INST 37/935-1 FUGG","German Research Foundation, German Center for Infection Research, Zentrum für Datenverarbeitung of the University of Tübingen, Federal Ministry of Education and Research, Germany’s Excellence Strategy, German Research Foundation",9,"Secondary Metabolite Transcriptomic Pipeline (SeMa-Trap), an expression-based exploration tool for increased secondary metabolite production in bacteria."
34893873,2022-01-01,"Laboratory of Bioinformatics and Protein Engineering, International Institute of Molecular and Cell Biology in Warsaw, ul. Ks. Trojdena 4, PL-02-109 Warsaw, Poland.","Boccaletto P, Stefaniak F, Ray A, Cappannini A, Mukherjee S, Purta E, Kurkowska M, Shirvanizadeh N, Destefanis E, Groza P, Avşar G, Romitelli A, Pir P, Dassi E, Conticello SG, Aguilo F, Bujnicki JM","190337, 2020/37/B/NZ2/02456, CA16120, PPN/SEL/2020/1/00003/U/00001, 956810, H2020-MSCA-ITN-2020, AMP 21-1030","Cancerfonden, Polish National Science Center, Knut and Alice Wallenberg Foundation, European Commission, Polish National Agency for Academic Exchange, IIMCB, European Commission, European Commission, Cancer Research Foundation in Northern Sweden",576,MODOMICS: a database of RNA modification pathways. 2021 update.
34591960,2022-01-01,"State Key Laboratory of Membrane Biology, Institute of Zoology, Chinese Academy of Sciences, Beijing 100101, China.","Kang W, Jin T, Zhang T, Ma S, Yan H, Liu Z, Ji Z, Cai Y, Wang S, Song M, Ren J, Hu B, Zhou Q, Zhang W, Qu J, Bao Y, Liu GH",,,20,Regeneration Roadmap: database resources for regenerative biology.
35609987,2022-07-01,"Centre of New Technologies, University of Warsaw, Banacha 2c, Warsaw, Poland.","Niemyska W, Rubach P, Gren BA, Nguyen ML, Garstka W, Bruno da Silva F, Rawdon EJ, Sulkowska JI","UMO-2018/31/B/NZ1/04016, 1720342, 2057","National Science Centre, National Science Foundation, European Biology Organization",20,AlphaKnot: server to analyze entanglement in structures predicted by AlphaFold methods.
34551435,2022-01-01,"School of Computer Science and Information Security, Guilin University of Electronic Technology, Guilin 541004, China.","Dai W, Li J, Li Q, Cai J, Su J, Stubenrauch C, Wang J","LR19C060001, WIBEZD2017009-05","Zhejiang Provincial Natural Science Foundation of China, Chinese Academy of Sciences",6,PncsHub: a platform for annotating and analyzing non-classically secreted proteins in Gram-positive bacteria.
39731018,2024-12-27,"Institute of Biochemistry and Biophysics, Polish Academy of Sciences, Warsaw, 02-106, Poland. joannazl@ibb.waw.pl.","Ziemska-Legiecka J, Jarnot P, Szymańska S, Błaszczyk D, Staśczak A, Langer-Macioł H, Lucińska K, Widzisz K, Janas A, Słowik H, Śliwińska W, Gruca A, Grynberg M","2020/39/B/ST6/03447, SBM - 08/07/2021","Narodowym Centrum Nauki, IBB PAS minigrant",1,LCRAnnotationsDB: a database of low complexity regions functional and structural annotations.
35148171,2022-02-01,"Marie-Josée and Henry R. Kravis Center for Molecular Oncology, Memorial Sloan Kettering Cancer Center, New York, NY.","de Bruijn I, Li X, Sumer SO, Gross B, Sheridan R, Ochoa A, Wilson M, Wang A, Zhang H, Lisman A, Abeshouse A, Zhang E, Thum A, Sadagopan A, Heins Z, Kandoth C, Rodenburg S, Tan S, Lukasse P, van Hagen S, Fijneman RJA, Meijer GA, Schultz N, Gao J",P30 CA008748,NCI NIH HHS,8,Genome Nexus: A Comprehensive Resource for the Annotation and Interpretation of Genomic Variants in Cancer.
34850110,2022-01-01,"R&D Digital Technologies Department, Bayer AG, Berlin 13353, Germany.","Kamburov A, Herwig R","161L0242A, 811034","Federal Ministry of Education and Research, European Commission Horizon 2020 Framework Programme, Max Planck Society",63,ConsensusPathDB 2022: molecular interactions update as a resource for network biology.
35013825,2022-01-10,"Nowinski Brain Foundation, Warsaw West County, P.O. Box 56, 05-092, Lomianki, Poland. info@nowinbrain.org.",Nowinski WL,,,7,"NOWinBRAIN: a Large, Systematic, and Extendable Repository of 3D Reconstructed Images of a Living Human Brain Cum Head and Neck."
34669962,2022-01-01,"State Key Laboratory of Proteomics, Beijing Proteome Research Center, National Center for Protein Sciences (Beijing), Beijing Institute of Lifeomics, Beijing 102206, China.","Wang X, Li Y, He M, Kong X, Jiang P, Liu X, Diao L, Zhang X, Li H, Ling X, Xia S, Liu Z, Liu Y, Cui CP, Wang Y, Tang L, Zhang L, He F, Li D","2020YFE0202200, 32088101, 31871341","Beijing Talents Foundation, National Key Research and Development Program of China, National Natural Science Foundation of China, National Natural Science Foundation of China",130,UbiBrowser 2.0: a comprehensive resource for proteome-wide known and predicted ubiquitin ligase/deubiquitinase-substrate interactions in eukaryotic species.
29973294,2018-07-04,"Department of Translational Research in Psychiatry, Max Planck Institute of Psychiatry, Kraepelinstr. 2-10, 80804, Munich, Germany.","Roeh S, Wiechmann T, Sauer S, Ködel M, Binder EB, Provençal N","Fellowship, FKZ 01KR1301B, 281338, Fellowship","Canadian Institutes of Health Research, Bundesministerium für Bildung und Forschung, European Research Council, CIHR",24,HAM-TBS: high-accuracy methylation measurements via targeted bisulfite sequencing.
40073641,2025-03-07,"Department of Chemistry, University of Memphis, Memphis, TN, 38152, USA. Electronic address: bldrdge1@memphis.edu.","Eldridge BK, Baker DTA, Wang Y",,,0,PolyCrit: An Online Collaborative Platform for Polymer Characterization.
39935019,2025-03-01,"Department of Applied Sciences, Indian Institute of Information Technology, Allahabad (IIIT-A), Prayagraj, Uttar Pradesh, India.","Mondal RK, Tripathi P, Mondal RP, Sen D, Arya A, Karmakar D, Pal O, Dey A, Samanta SK",,,0,IAMPDB: A Knowledgebase of Manually Curated Insects-Derived Antimicrobial Peptides.
39427574,2024-10-16,"Department of Chemistry, Faculty of Science, University of British Columbia, Vancouver Campus, 2036 Main Mall, Vancouver V6T 1Z1, BC, Canada.","Chen Y, Wang Y, Hidalgo Delgado D, Yu H, Zhao T, Fang M, Huan T",,"Natural Sciences and Engineering Research Council of Canada, Canada Foundation for Innovation, The University of British Columbia",0,Constructing HairDB to facilitate exposome research using human hair.
38868513,2023-12-04,"Medical Research Institute, Guangdong Provincial People's Hospital (Guangdong Academy of Medical Sciences) Southern Medical University Guangzhou China.","Zhang X, Li M, Ye S, Shen K, Yuan H, Bakhtyar S, Peng Q, Liu Y, Wang Y, Li M, Zhang C, Wang Y, Bai X, Liu S, Zhao K, Shen B, Repsilber D, Hu G, Zhang H, Sun XF",,,4,CBD2: A functional biomarker database for colorectal cancer.
36988160,2023-05-01,"National Institute of Immunology, Aruna Asaf Ali Marg, New Delhi 110067, India.","Khanduja A, Kumar M, Mohanty D","3191, BT/PR40325/BTIS/137/1/2020, MeitY/R&amp;D/HPC/2(1)/2014/","National Institute of Immunology, Department of Biotechnology, Government of India, National Supercomputing Mission, MeiTY, India, Department of Biotechnology, National Supercomputing Mission, MeiTY, India, Senior Research Fellowship from CSIR, India",7,ProsmORF-pred: a machine learning-based method for the identification of small ORFs in prokaryotic genomes.
38954836,2024-07-01,"Research and Development Department, Coyote Bioscience (Beijing) Co., Ltd., Building 22, Zone 3, Gaolizhang Road, Haidian District, Beijing, 10095, China.","Zhang Z, Ren J, Ren L, Zhang L, Ai Q, Long H, Ren Y, Yang K, Feng H, Li S, Li X",2022YFC2602400,National key research and development program of China,0,MiPRIME: an integrated and intelligent platform for mining primer and probe sequences of microbial species.
36409390,2022-11-18,"Department of Biology, School of Life Sciences, Southern University of Science and Technology, Shenzhen, 518055, China.","Zhang H, Jia J, Zhai J",,,9,"Plant Intron-Splicing Efficiency Database (PISE): exploring splicing of ∼1,650,000 introns in Arabidopsis, maize, rice, and soybean from ∼57,000 public RNA-seq libraries."
35266505,2022-04-01,"Computer Science Department, IBISC, Université Paris-Saclay (Univ. Évry), Évry-Courcouronnes 91020, France.","Bourgeais V, Zehraoui F, Hanczar B",,,8,GraphGONet: a self-explaining neural network encapsulating the Gene Ontology graph for phenotype prediction on gene expression.
40123802,2025-02-27,"College of Computer Science and Engineering, Guilin University of Technology, Guilin, China.","Shi K, He Q, Zhao P, Li L, Liu Q, Wu Z, Wang Y, Dong H, Yu J","62162019, YCSW2024357, ZY22096025","National Natural Science Foundation of China, Guangxi Innovation-Driven Development Project, Scientific Research and Technology Development Program of Guangxi, Guangxi Key Laboratory of Embedded Technology and Intelligent System",1,BGMDB: A curated database linking gut microbiota dysbiosis to brain disorders.
39932005,2025-03-01,"Division of Oncology and Center for Childhood Cancer Research, Children's Hospital of Philadelphia, Philadelphia, PA 19104, United States.","Shraim R, Mooney B, Conkrite KL, Hamilton AK, Morin GB, Sorensen PH, Maris JM, Diskin SJ, Sacan A","U54-CA232568, R01-CA237562, U54-CA232568, R35-CA220500, R35 CA220500","National Institutes of Health, National Institutes of Health, NIH HHS, National Institutes of Health, NCI NIH HHS",1,ImmunoTar-integrative prioritization of cell surface targets for cancer immunotherapy.
37851409,2023-11-01,"European Molecular Biology Laboratory, Genome Biology Unit, Heidelberg, Germany.","Weber T, Cosenza MR, Korbel J","336045, 773026","European Research Council, European Research Council",4,MosaiCatcher v2: a single-cell structural variations detection and analysis reference framework based on Strand-seq.
40996715,2025-01-01,"Department of Agricultural Sciences, University of Naples Federico II, piazza Carlo di Borbone 1, 80055 Portici, Napoli, Italy.","Fruggiero I, Maisto A, Passaro S, Gentile D, Nunziata A, D'Agostino N",,"Italian Ministry of Agriculture, Italy-Rural Development Programme",0,"A new database of chestnut DNA fingerprints for genetic diversity assessment, precise varietal identification, and traceability."
39530242,2025-01-01,"Fang Zongxi Center for Marine Evo-Devo & MOE Key Laboratory of Marine Genetics and Breeding, College of Marine Life Sciences, Ocean University of China, Qingdao 266003, China.","Liu F, Cai B, Lian S, Chang X, Chen D, Pu Z, Bao L, Wang J, Lv J, Zheng H, Bao Z, Zhang L, Wang S, Li Y","GML20220018, LSKJ202202804, LSKJ202202804, 2022YFD2400301, 32222085, 842341005, 32130107, 2022YFD2400301, GML20220018, 2021ZLGX03","Southern Marine Science and Engineering Guangdong Laboratory (Guangzhou), Science &amp; Technology Innovation Project of Laoshan Laboratory, Science & Technology Innovation Project of Laoshan Laboratory, National Key R&D Program of China, National Natural Science Foundation of China, Fundamental Research Funds for the Central Universities, Taishan Scholar Project of Shandong Province, National Natural Science Foundation of China, National Key R&amp;D Program of China, Southern Marine Science and Engineering Guangdong Laboratory, Key Research and Development Program of Shandong Province",7,MolluscDB 2.0: a comprehensive functional and evolutionary genomics database for over 1400 molluscan species.
35524573,2022-07-01,"Exploratory Diagnostic Sciences, Berliner Institut für Gesundheitsforschung, Berlin 10117, Germany.","Steinhaus R, Proft S, Seelow E, Schalau T, Robinson PN, Seelow D","RM1 HG010860, TP09, RM1HG010860, FOR2841 TP05, R24 OD011883","NHGRI NIH HHS, Deutsche Forschungsgemeinschaft, NIH NHGRI, Deutsche Forschungsgemeinschaft, NIH HHS",9,Deep phenotyping: symptom annotation made simple with SAMS.
38262680,2024-05-01,"Department of Biological Sciences, Carnegie Mellon University, Pittsburgh, PA 15213, USA.","Telmer CA, Karimi K, Chess MM, Agalakov S, Arshinoff BI, Lotay V, Wang DZ, Chu S, Pells TJ, Vize PD, Hinman VF, Ettensohn CA","P41 HD095831, P41 HD095831","NICHD, NICHD NIH HHS",24,Echinobase: a resource to support the echinoderm research community.
39155985,2024-08-02,"Department of Plants, Soils, and Climate, College of Agriculture and Applied Sciences, Logan, UT, United States.","Kataria R, Duhan N, Kaundal R",,,0,Navigating the human-monkeypox virus interactome: HuPoxNET atlas reveals functional insights.
36177882,2023-01-01,"Guangdong Provincial Key Laboratory of Malignant Tumor Epigenetics and Gene Regulation, Guangdong-Hong Kong Joint Laboratory for RNA Medicine, Sun Yat-Sen Memorial Hospital, Sun Yat-Sen University, Guangzhou 510120, China.","Deng J, Shi Y, Peng X, He Y, Chen X, Li M, Lin X, Liao W, Huang Y, Jiang T, Lilley DMJ, Miao Z, Huang L","2020B1212060018, 2021YFF1200903, 32171191, A18604, 11722, 2022A1515010328, 2020B1212030004, 2021YFF1200900, 32270707, 18604","Guangdong Science and Technology Department, National Key Research and Development Program of China, National Natural Science Foundation of China, Cancer Research UK, Cancer Research UK, Guangdong Science and Technology Department, Guangdong Science and Technology Department, National Key Research and Development Program of China, National Natural Science Foundation of China, Guangzhou Laboratory, Cancer Research UK",23,Ribocentre: a database of ribozymes.
38585015,2024-01-10,"School of Life Sciences/Library, North China University of Science and Technology, Tangshan, Hebei 063210, China.","Wu T, Liu Z, Yu T, Zhou R, Yang Q, Cao R, Nie F, Ma X, Bai Y, Song X",,,16,"Flowering genes identification, network analysis, and database construction for 837 plants."
35264663,2022-03-09,"Computational Biology Research Lab, Department of Computer Science, National University of Computer & Emerging Sciences (NUCES-FAST), Islamabad, 44800, Pakistan.","Kamran AB, Naveed H",,,7,GOntoSim: a semantic similarity measure based on LCA and common descendants.
38646468,2024-03-30,"NovaMechanics MIKE, Piraeus 18545, Greece.","Varsou DD, Kolokathis PD, Antoniou M, Sidiropoulos NK, Tsoumanis A, Papadiamantis AG, Melagraki G, Lynch I, Afantitis A",,"H2020, Horizon Europe",11,In silico assessment of nanoparticle toxicity powered by the Enalos Cloud Platform: Integrating automated machine learning and synthetic data for enhanced nanosafety evaluation.
36201535,2022-10-06,"Novo Nordisk Foundation Center for Protein Research, University of Copenhagen, Denmark.","Locard-Paulet M, Palasca O, Jensen LJ","PI Lars Juhl Jensen, NNF14CC0001","Novo Nordisk Foundation Center for Protein Research, Novo Nordisk Fonden",29,Identifying the genes impacted by cell proliferation in proteomics and transcriptomics studies.
35839778,2022-07-14,"Wellcome Sanger Institute, Wellcome Genome Campus, Cambridge CB10 1SA, UK; Instituto Superior Técnico (IST), Universidade de Lisboa, 1049-001 Lisboa, Portugal; INESC-ID, 1000-029 Lisboa, Portugal.","Gonçalves E, Poulos RC, Cai Z, Barthorpe S, Manda SS, Lucas N, Beck A, Bucio-Noble D, Dausmann M, Hall C, Hecker M, Koh J, Lightfoot H, Mahboob S, Mali I, Morris J, Richardson L, Seneviratne AJ, Shepherd R, Sykes E, Thomas F, Valentini S, Williams SG, Wu Y, Xavier D, MacKenzie KL, Hains PG, Tully B, Robinson PJ, Zhong Q, Garnett MJ, Reddel RR",206194,"Wellcome Trust, Wellcome Trust",138,Pan-cancer proteomic map of 949 human cell lines.
40035691,2025-03-04,"Department of Grain Science and Industry, Kansas State University, Manhattan, Kansas 66506, United States.","Du Z, Fu W, Guo X, Caragea D, Li Y",2419880,"National Science Foundation, Plant Protein Innovation Center",1,FusionESP: Improved Enzyme-Substrate Pair Prediction by Fusing Protein and Chemical Knowledge.
39591252,2024-11-18,"Toxicology Research Center, Medical Basic Sciences Research Institute, Ahvaz Jundishapur University of Medical Sciences, Ahvaz 61357-15794, Iran.","Baradaran M, Salabi F, Mahdavinia M, Mohammadi E, Vazirianzadeh B, Avella I, Kazemi SM, Lüddecke T",TRC-0113,Ahvaz Jundishapur University of Medical Sciences,5,ScorpDb: A Novel Open-Access Database for Integrative Scorpion Toxinology.
39470730,2025-01-01,"Translational Genome Mining for Natural Products, Interfaculty Institute of Microbiology and Infection Medicine Tübingen (IMIT), Interfaculty Institute for Biomedical Informatics (IBMI), University of Tübingen, Auf der Morgenstelle 28, 72076 Tübingen, Germany.","Bağcı C, Nuhamunada M, Goyat H, Ladanyi C, Sehnal L, Blin K, Kautsar SA, Tagirdzhanov A, Gurevich A, Mantri S, von Mering C, Udwary D, Medema MH, Weber T, Ziemert N","NNF20SA0035588, 161L0284C, 161L0284C, NNF20CC0035580, Natural Products, 101064285, TTU09.716, 101064285, DE-AC02-05CH11231, TTU09.716","Saarland University, Novo Nordisk Foundation, Federal Ministry of Research and Education, Federal Ministry of Research and Education (BMBF), Novo Nordisk Foundation, NNF Center for Biosustainability, Office of Science, Horizon Europe—Research and Innovation Framework Programme, German Centre for Infection Research (DZIF), National Agri-Food Biotechnology Institute, Horizon Europe-Research and Innovation Framework Programme, Department of Energy, German Centre for Infection Research",17,BGC Atlas: a web resource for exploring the global chemical diversity encoded in bacterial genomes.
36707995,2023-02-01,"Department of Computer Science and Engineering, University of Minnesota, Minneapolis, MN 55455, USA.","Chang D, Gupta VK, Hur B, Cunningham KY, Sung J","UL1TR002494, UL1 TR002377, UL1 TR002494, UL1TR002377","National Institutes of Health, NCATS NIH HHS, NCATS NIH HHS, National Institutes of Health",4,GMWI-webtool: a user-friendly browser application for assessing health through metagenomic gut microbiome profiling.
36453866,2023-01-01,"Vrije Universiteit Brussel (VUB), Universitair Ziekenhuis Brussel (UZ Brussel), Clinical Sciences, Research Group Reproduction and Genetics, Centre for Medical Genetics, Brussels 1090, Belgium.","Vo Ngoc LDT, Osei R, Dohr K, Olsen C, Seneca S, Gheldof A",,"Universitair Ziekenhuis Brussel, Wetenschappelijk Fonds Willy Gepts",0,EDIR: exome database of interspersed repeats.
35641682,2022-05-31,"School of Nursing, Peking University Health Science Center, Room 510, 38 Xueyuan Road, Haidian District, Beijing, 100191, China.","Gong B, Li N, Li Q, Yan X, Chen J, Li L, Wu X, Wu C",7202086,"Excellent Doctoral Innovation Fund of Peking University Health Science Center, Beijing Natural Science Foundation",7,The Mandarin Chinese auditory emotions stimulus database: A validated set of Chinese pseudo-sentences.
36539202,2023-01-01,"Department of Plant Biotechnology and Bioinformatics, Ghent University, 9052 Ghent, Belgium.","Almeida-Silva F, Zhao T, Ullrich KK, Schranz ME, Van de Peer Y","833522, 833522, 833522","European Research Council, European Union’s Horizon 2020 Research and Innovation Program, European Union's Horizon 2020 Research and Innovation Program",11,syntenet: an R/Bioconductor package for the inference and analysis of synteny networks.
37986218,2024-01-01,"Signalling Research Centres BIOSS and CIBSS, University of Freiburg, Schänzlestr. 18, 79104, Freiburg, Germany.","Icking LS, Riedlberger AM, Krause F, Widder J, Frederiksen AS, Stockert F, Spädt M, Edel N, Armbruster D, Forlani G, Franchini S, Kaas P, Kırpat Konak BM, Krier F, Lefebvre M, Mazraeh D, Ranniger J, Gerstenecker J, Gescher P, Voigt K, Salavei P, Gensch N, Di Ventura B, Öztürk MA","101002044, 390939984, 390939984, EXC2189","European Research Council, Centre for Integrative Biological Signalling Studies, Project ID, CIBSS–Centre for Integrative Biological Signalling Studies, Deutsche Forschungsgemeinschaft",21,iNClusive: a database collecting useful information on non-canonical amino acids and their incorporation into proteins for easier genetic code expansion implementation.
36408909,2023-01-01,"MOE Key Laboratory of Gene Function and Regulation, State Key Laboratory of Biocontrol, School of Life Sciences, Sun Yat-sen University, Guangzhou 510275, P.R. China.","Lei HT, Wang ZH, Li B, Sun Y, Mei SQ, Yang JH, Qu LH, Zheng LL","2021A1515010542, 2022A1515011321, 2022YFC3400400, 32270604, 31900903","Guangdong Province, Guangdong Province, National Key Research and Development Program of China, National Natural Science Foundation of China, Guangdong Province Key Laboratory of Computational Science, National Natural Science Foundation of China, Guangdong Province Computational Science Innovative Research Team",22,tModBase: deciphering the landscape of tRNA modifications and their dynamic changes from epitranscriptome data.
35227770,2022-02-25,"National Center for Biotechnology Information, National Library of Medicine, National Institutes of Health, Bethesda, MD 20894, USA.","Kim S, Cheng T, He S, Thiessen PA, Li Q, Gindulyte A, Bolton EE",Z99 LM999999,"U.S. National Library of Medicine, Intramural NIH HHS, National Institutes of Health",44,"PubChem Protein, Gene, Pathway, and Taxonomy Data Collections: Bridging Biology and Chemistry through Target-Centric Views of PubChem Data."
38066711,2023-11-01,"Loschmidt Laboratories, Department of Experimental Biology, Faculty of Science, Masaryk University, Brno, Czech Republic.","Stourac J, Borko S, Khan RT, Pokorna P, Dobias A, Planas-Iglesias J, Mazurenko S, Pinto G, Szotkowska V, Sterba J, Slaby O, Damborsky J, Bednar D","TEAMING-CZ.02.1.01/0.0/0.0/17_043/0009632, FIT-S-23-8209, LX22NPO5102, NU20-03-00240, TN02000109, 857560, CZECRIN LM2023049","Czech Ministry of Education, Brno University of Technology, National Institute for Cancer Research, Czech Ministry of Health, Technology Agency of the Czech Republic, European Union, Czech Ministry of Education",3,PredictONCO: a web tool supporting decision-making in precision oncology by extending the bioinformatics predictions with advanced computing and machine learning.
40580317,2025-06-28,"Institute of Physiology of the Czech Academy of Sciences, Videnska 1083, Prague, 14200, Czech Republic.","Rudl Kulhava L, Houdek P, Novakova M, Hricko J, Paucova M, Kuda O, Sladek M, Fiehn O, Sumova A, Cajka T",,,1,"Circadian ontogenetic metabolomics atlas: an interactive resource with insights from rat plasma, tissues, and feces."
34751403,2022-01-01,"National Center for Biotechnology Information, National Library of Medicine, National Institutes Health, Bethesda, MD 20894, USA.","Lee BD, Neri U, Oh CJ, Simmonds P, Koonin EV","787514, ERC-AdG 787514","European Research Council, Edmond J. Safra Center for Bioinformatics at Tel-Aviv University, European Research Council, National Institutes of Health",15,ViroidDB: a database of viroids and viroid-like circular RNAs.
37387129,2023-06-01,"Department of Computer Science and Engineering, University at Buffalo, Buffalo, NY 14260, United States.","Mikalsen AJ, Zola J",CNS-1910193,National Science Foundation,5,Coriolis: enabling metagenomic classification on lightweight mobile devices.
38150626,2023-12-01,"Department of Computer Science and Engineering, Shanghai Jiao Tong University, No. 800 Dong Chuan Road, Shanghai 200240, China.","Qian H, Zhou J, Tu S, Xu L","62172273, 2021SHZDZX0102","National Natural Science Foundation of China, Shanghai Municipal Science and Technology Major Project",1,DrugGen: a database of de novo-generated molecular binders for specified target proteins.
38659008,2024-04-25,"Genomics and Bioinformatics Unit, Department of Infectious Diseases, National Institute of Health Doutor Ricardo Jorge (INSA), Lisbon, Portugal.","Santos JD, Sobral D, Pinheiro M, Isidro J, Bogaardt C, Pinto M, Eusébio R, Santos A, Mamede R, Horton DL, Gomes JP, Borges V","101102733, 101102733, 773830, 773830, EU4H-2022-DGA-MS-IBA-1, EU4H-2022-DGA-MS-IBA-1","EU4Health Programme, EU4Health Programme (DURABLE), European Union’s Horizon 2020 Research and Innovation program, European Union's Horizon 2020 Research and Innovation program, EU4H programme, EU4H programme (GENEO)",9,INSaFLU-TELEVIR: an open web-based bioinformatics suite for viral metagenomic detection and routine genomic surveillance.
35183229,2022-02-19,"Institute for Integrative Biology of the Cell (I2BC), CEA, CNRS, Université Paris-Saclay, 91198, Gif-sur-Yvette, France.","Poinsignon T, Gallopin M, Camadro JM, Poulain P, Lelandais G",,,1,Additional insights into the organization of transcriptional regulatory modules based on a 3D model of the Saccharomyces cerevisiae genome.
39050757,2024-07-09,"Department of Pharmaceutical Sciences, University of Vienna, Vienna, Austria.","Digles D, Ingles-Prieto A, Dvorak V, Mocking TAM, Goldmann U, Garofoli A, Homan EJ, Di Silvio A, Azzollini L, Sassone F, Fogazza M, Bärenz F, Pommereau A, Zuschlag Y, Ooms JF, Tranberg-Jensen J, Hansen JS, Stanka J, Sijben HJ, Batoulis H, Bender E, Martini R, IJzerman AP, Sauer DB, Heitman LH, Manolova V, Reinhardt J, Ehrmann A, Leippe P, Ecker GF, Huber KVM, Licher T, Scarabottolo L, Wiedmer T, Superti-Furga G",,,5,Advancing drug discovery through assay development: a survey of tool compounds within the human solute carrier superfamily.
39250076,2024-01-01,"Department of Ecology and Evolution, University of Lausanne, 1015 Lausanne, Switzerland.","Zancolli G, von Reumont BM, Anderluh G, Caliskan F, Chiusano ML, Fröhlich J, Hapeshi E, Hempel BF, Ikonomopoulou MP, Jungo F, Marchot P, de Farias TM, Modica MV, Moran Y, Nalbantsoy A, Procházka J, Tarallo A, Tonello F, Vitorino R, Zammit ML, Antunes A",,"European Cooperation in Science and Technology, Fundação para a Ciência e a Tecnologia",3,Web of venom: exploration of big data resources in animal toxin research.
36549590,2022-12-20,"Centre for Cancer Drug Discovery, The Institute of Cancer Research, London, United Kingdom; Signalling Programme, The Babraham Institute, Cambridge, United Kingdom. Electronic address: rahul.samant@babraham.ac.uk.","Samant RS, Batista S, Larance M, Ozer B, Milton CI, Bludau I, Wu E, Biggins L, Andrews S, Hervieu A, Johnston HE, Al-Lazikhani B, Lamond AI, Clarke PA, Workman P","BBS/E/B/000C0433, BB/P013384/1, C35696/A23187, C309/A11566, C309/A31322, 22897, BB/V010948/1, C309/A10705","Biotechnology and Biological Sciences Research Council, Biotechnology and Biological Sciences Research Council, Cancer Research UK, Cancer Research UK, Cancer Research UK, Cancer Research UK, Wellcome Trust, Cancer Research UK, Biotechnology and Biological Sciences Research Council, Cancer Research UK, Biotechnology and Biological Sciences Research Council",4,Native Size-Exclusion Chromatography-Based Mass Spectrometry Reveals New Components of the Early Heat Shock Protein 90 Inhibition Response Among Limited Global Changes.
37202885,2024-01-01,"Department of Bioinformatics, Alagappa University, Karaikudi, 630003, Tamil Nadu, India.","Loganathan L, Jeyaraman J, Muthusamy K","BT/PR40154/BTIS/137/34/2021, SR/FST/LSI-667/2016(C)","Bioinformatics Institute, Department of Education and Skills",1,HTNpedia: A Knowledge Base for Hypertension Research.
39413200,2025-01-01,"Laboratoire Léon Brillouin, UMR 12 CEA/CNRS, Bâtiment 563, Site de Saclay, 91191 Gif-sur-Yvette, France.","Balduzzi E, Geinguenaud F, Sordyl D, Maiti S, Farsani MA, Nikolaev G, Arluison V, Bujnicki JM","2020/37/B/NZ2/02456, ANR-18-IDEX-0001","National Science Centre, Poland, Université de Paris, IIMCB",5,NAIRDB: a database of Fourier transform infrared (FTIR) data for nucleic acids.
40160219,2025-03-29,"Institute for Research in Biomedicine (IRB Barcelona), The Barcelona Institute for Science and Technology (BIST), 08028 Barcelona, Catalonia, Spain.",Pons C,,,0,Qarles: a web server for the quick characterization of large sets of genes.
35771624,2022-08-01,"Protein Bioinformatics Lab, Department of Biotechnology, Bhupat and Jyoti Mehta School of Biosciences, Indian Institute of Technology Madras, Chennai, Tamil Nadu 600036, India.","Rawat P, Sharma D, Prabakaran R, Ridha F, Mohkhedkar M, Janakiraman V, Gromiha MM",CR1718CSE001RBEIBRAV,"Indian Institute of Technology Madras, Robert Bosch Center for Data Science and Artificial Intelligence, Robert Bosch Center for Data Science and Artificial Intelligence (RBCDSAI)",3,Ab-CoV: a curated database for binding affinity and neutralization profiles of coronavirus-related antibodies.
35662455,2022-03-12,"Department of Clinical Biochemistry and Pharmacology, Faculty of Health Sciences, Ben-Gurion University of the Negev, Beer-Sheva, Israel.","Ziv M, Gruber G, Sharon M, Vinogradov E, Yeger-Lotem E",317/19,Israel Science Foundation,11,The TissueNet v.3 Database: Protein-protein Interactions in Adult and Embryonic Human Tissue contexts.
