ID,extracted_url,text,best_common,best_common_prob,best_full,best_full_prob,best_name,best_name_prob,article_count,duplicate_urls,duplicate_names,low_prob,review_low_prob,review_dup_urls,review_dup_names,review_notes_low_prob,review_notes_dup_urls,review_notes_dup_names,publication_date
24253302,http://wallace.uab.es/multitask,"MultitaskProtDB: a database of multitasking proteins. We have compiled MultitaskProtDB, available online at http://wallace.uab.es/multitask, to provide a repository where the many multitasking proteins found in the literature can be stored. Multitasking or moonlighting is the capability of some proteins to execute two or more biological functions. Usually, multitasking proteins are experimentally revealed by serendipity. This ability of proteins to perform multitasking functions helps us to understand one of the ways used by cells to perform many complex functions with a limited number of genes. Even so, the study of this phenomenon is complex because, among other things, there is no database of moonlighting proteins. The existence of such a tool facilitates the collection and dissemination of these important data. This work reports the database, MultitaskProtDB, which is designed as a friendly user web page containing >288 multitasking proteins with their NCBI and UniProt accession numbers, canonical and additional biological functions, monomeric/oligomeric states, PDB codes when available and bibliographic references. This database also serves to gain insight into some characteristics of multitasking proteins such as frequencies of the different pairs of functions, phylogenetic conservation and so forth.",MultitaskProtDB,0.998039424,NA,0,MultitaskProtDB,0.998039424,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/18/2013
29136215,http://wallace.uab.es/multitaskII,"MultitaskProtDB-II: an update of a database of multitasking/moonlighting proteins. Multitasking, or moonlighting, is the capability of some proteins to execute two or more biological functions. MultitaskProtDB-II is a database of multifunctional proteins that has been updated. In the previous version, the information contained was: NCBI and UniProt accession numbers, canonical and additional biological functions, organism, monomeric/oligomeric states, PDB codes and bibliographic references. In the present update, the number of entries has been increased from 288 to 694 moonlighting proteins. MultitaskProtDB-II is continually being curated and updated. The new database also contains the following information: GO descriptors for the canonical and moonlighting functions, three-dimensional structure (for those proteins lacking PDB structure, a model was made using Itasser and Phyre), the involvement of the proteins in human diseases (78% of human moonlighting proteins) and whether the protein is a target of a current drug (48% of human moonlighting proteins). These numbers highlight the importance of these proteins for the analysis and explanation of human diseases and target-directed drug design. Moreover, 25% of the proteins of the database are involved in virulence of pathogenic microorganisms, largely in the mechanism of adhesion to the host. This highlights their importance for the mechanism of microorganism infection and vaccine design. MultitaskProtDB-II is available at http://wallace.uab.es/multitaskII.",MultitaskProtDB-I,0.860877524,NA,0,MultitaskProtDB-I,0.860877524,1,NA,NA,low_prob_best_name,remove,NA,NA,FALSE POS: PARTIAL NAME,NA,NA,1/1/2018
31652812,http://leb.snu.ac.kr/mmdb,"Introducing Murine Microbiome Database (MMDB): A Curated Database with Taxonomic Profiling of the Healthy Mouse Gastrointestinal Microbiome. . The gut microbiota modulates overall metabolism, the immune system and brain development of the host. The majority of mammalian gut microbiota consists of bacteria. Among various model animals, the mouse has been most widely used in pre-clinical biological experiments. The significant compositional differences in taxonomic profiles among different mouse strains due to gastrointestinal locations, genotypes and vendors have been well documented. However, details of such variations are yet to be elucidated. This study compiled and analyzed 16S rRNA gene-based taxonomic profiles of 554 healthy mouse samples from 14 different projects to construct a comprehensive database of the microbiome of a healthy mouse gastrointestinal tract. The database, named Murine Microbiome Database, should provide researchers with useful taxonomic information and better biological insight about how each taxon, such as genus and species, is associated with locations in the gastrointestinal tract, genotypes and vendors. The database is freely accessible over the Internet at http://leb.snu.ac.kr/mmdb/.",MMDB,0.96417357,Murine Microbiome Database,0.973936637,Murine Microbiome Database,0.973936637,1,NA,NA,low_prob_best_name,do not remove,NA,NA,NA,NA,NA,10/23/2019
30837356,http://bioinfnrcb.byethost7.com/nrcbbio,"MusatransSSRDB (a transcriptome derived SSR database) - An advanced tool for banana improvement. . Availability of transcriptome datasets for use in accelerated molecular-based breeding in Musa species is limited. Illumina Hiseq technology was employed to determine differential gene expression between the contrasting cultivars for three different stresses (Eumusae leaf spot -Mycosphaerella eumusae, root lesion nematode - Pratylenchus coffeae and moisture deficit stress) under challenged and unchallenged conditions. An average of 34.72 million of reads was assembled into ~47629 contigs, and ~5,466 simple sequence repeats (SSR) from each library were identified. GO annotation and KEGG pathway analysis were carried for all the transcripts and the SSR, SNPs were also detected. Based on this information, a MusatransSSRDB has been developed. Currently, the database consists of 32,800 SSRs with the unique information like putative function of the SSR-containing genes and their metabolic pathway and expression profiling under various stress conditions. This database provides information on in silico polymorphic SSRs (2830 SSRs) between the contrasting cultivars for each stress and within stress. Information on in silico polymorphic SSRs specific to differentially expressed genes under challenged condition for each stress can also be accessed. This database facilitates the retrieval of results by navigating the tabs for cultivars, stress and polymorphism. This database was developed using HTML, Java and PHP; datasets are stored in MySQL database and accessible in the public domain (http://bioinfnrcb.byethost7.com/nrcbbio/). This unique information facilitates the banana breeder to select the SSR primers based on specific objectives. MusatransSSRDB along with other genomics databases will facilitate the genetic dissection and breeding for complex traits in banana. Thus, this database is a step forward in economizing cost, time, manpower and other resources. Keywords.",MusatransSSRDB,0.983545184,NA,0,MusatransSSRDB,0.983545184,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/1/2019
30907069,http://tubulinmutations.bio.uci.edu,"""The Missing Link"": The Tubulin Mutation Database Connects Over 1500 Missense Mutations With Phenotypes Across Eukaryotes. As outlined in their recent paper (A Tubulin Mutation Database: A Resource for the Cytoskeletal Community), Catherine Pham and Naomi Morrissette from the University of California, Irvine, scoured the literature and catalogued data for 489 point mutations for ÃÂ°ÃÂÃÂÃÂ-tubulin, 729 for ÃÂÃÂ²-tubulin, and 343 for ÃÂ°ÃÂÃÂÃÂ, ÃÂ¡ÃÂºÃÂ, ÃÂ°ÃÂÃÂÃÂ, and ÃÂ°ÃÂÃÂÃÂ tubulins to create the tubulin mutation database (http://tubulinmutations.bio.uci.edu). The database is a searchable catalog of missense mutations and phenotypes that is expected to grow with biannual updates. Data entries regarding the species and isoform, as well as links to available sequences and the original study which characterized the mutant are intuitively displayed and color coded (Pham & Morrissette, 2019). This database represents a unique opportunity for clinicians and cell biologists to rapidly connect sequence data to mutant phenotypes and gather primary literature which promises to facilitate discoveries on topics including microtubule dynamics, antimitotic drug use and resistance, and evolution. We expect that many researchers will find this tool of great use to their research. This article is protected by copyright. All rights reserved.",NA,0,Mutation,0.560572505,Mutation,0.560572505,1,NA,NA,low_prob_best_name,remove,NA,NA,FALSE POS: PARTIAL NAME,NA,NA,2/1/2019
26590264,http://www.mutationaligner.org,"MutationAligner: a resource of recurrent mutation hotspots in protein domains in cancer. The MutationAligner web resource, available at http://www.mutationaligner.org, enables discovery and exploration of somatic mutation hotspots identified in protein domains in currently (mid-2015) more than 5000 cancer patient samples across 22 different tumor types. Using multiple sequence alignments of protein domains in the human genome, we extend the principle of recurrence analysis by aggregating mutations in homologous positions across sets of paralogous genes. Protein domain analysis enhances the statistical power to detect cancer-relevant mutations and links mutations to the specific biological functions encoded in domains. We illustrate how the MutationAligner database and interactive web tool can be used to explore, visualize and analyze mutation hotspots in protein domains across genes and tumor types. We believe that MutationAligner will be an important resource for the cancer research community by providing detailed clues for the functional importance of particular mutations, as well as for the design of functional genomics experiments and for decision support in precision medicine. MutationAligner is slated to be periodically updated to incorporate additional analyses and new data from cancer genomics projects.",MutationAligner,0.997395098,NA,0,MutationAligner,0.997395098,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/20/2015
22730453,http://www.MuteinDB.org,"MuteinDB: the mutein database linking substrates, products and enzymatic reactions directly with genetic variants of enzymes. Mutational events as well as the selection of the optimal variant are essential steps in the evolution of living organisms. The same principle is used in laboratory to extend the natural biodiversity to obtain better catalysts for applications in biomanufacturing or for improved biopharmaceuticals. Furthermore, single mutation in genes of drug-metabolizing enzymes can also result in dramatic changes in pharmacokinetics. These changes are a major cause of patient-specific drug responses and are, therefore, the molecular basis for personalized medicine. MuteinDB systematically links laboratory-generated enzyme variants (muteins) and natural isoforms with their biochemical properties including kinetic data of catalyzed reactions. Detailed information about kinetic characteristics of muteins is available in a systematic way and searchable for known mutations and catalyzed reactions as well as their substrates and known products. MuteinDB is broadly applicable to any known protein and their variants and makes mutagenesis and biochemical data searchable and comparable in a simple and easy-to-use manner. For the import of new mutein data, a simple, standardized, spreadsheet-based data format has been defined. To demonstrate the broad applicability of the MuteinDB, first data sets have been incorporated for selected cytochrome P450 enzymes as well as for nitrilases and peroxidases. Database URL: http://www.MuteinDB.org.",MuteinDB,0.990509152,NA,0,MuteinDB,0.990509152,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/21/2012
31588509,http://www.innovebioinfo.com/Databases/Mutationdb_About.php,"MutEx: a multifaceted gateway for exploring integrative pan-cancer genomic data. Somatic mutation and gene expression dysregulation are considered two major tumorigenesis factors. While independent investigations of either factor pervade, studies of associations between somatic mutations and gene expression changes have been sporadic and nonsystematic. Utilizing genomic data collected from 11ÃÂÃÂ 315 subjects of 33 distinct cancer types, we constructed MutEx, a pan-cancer integrative genomic database. This database records the relationships among gene expression, somatic mutation and survival data for cancer patients. MutEx can be used to swiftly explore the relationship between these genomic/clinic features within and across cancer types and, more importantly, search for corroborating evidence for hypothesis inception. Our database also incorporated Gene Ontology and several pathway databases to enhance functional annotation, and elastic net and a gene expression composite score to aid in survival analysis. To demonstrate the usability of MutEx, we provide several application examples, including top somatic mutations associated with the most extensive expression dysregulation in breast cancer, differential mutational burden downstream of DNA mismatch repair gene mutations and composite gene expression score-based survival difference in breast cancer. MutEx can be accessed at http://www.innovebioinfo.com/Databases/Mutationdb_About.php.",MutEx,0.993316352,NA,0,MutEx,0.993316352,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/1/2020
29401218,http://www.iitm.ac.in/bioinfo/MutHTP,"MutHTP: mutations in human transmembrane proteins. Motivation:Existing sources of experimental mutation data do not consider the structural environment of amino acid substitutions and distinguish between soluble and membrane proteins. They also suffer from a number of further limitations, including data redundancy, lack of disease classification, incompatible information content, and ambiguous annotations (e.g. the same mutation being annotated as disease and benign). Results:We have developed a novel database, MutHTP, which contains information on 183 395 disease-associated and 17 827 neutral mutations in human transmembrane proteins. For each mutation site MutHTP provides a description of its location with respect to the membrane protein topology, structural environment (if available) and functional features. Comprehensive visualization, search, display and download options are available. Availability and implementation:The database is publicly available at http://www.iitm.ac.in/bioinfo/MutHTP/. The website is implemented using HTML, PHP and javascript and supports recent versions of all major browsers, such as Firefox, Chrome and Opera. Supplementary information:Supplementary data are available at Bioinformatics online.",MutHTP,0.994622827,mutations in human transmembrane proteins,0.955130294,MutHTP,0.994622827,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/1/2018
27907895,http://zhaobioinfo.org/mutLBSgeneDB,"mutLBSgeneDB: mutated ligand binding site gene DataBase. Mutations at the ligand binding sites (LBSs) can influence protein structure stability, binding affinity with small molecules, and drug resistance in cancer patients. Our recent analysis revealed that ligand binding residues had a significantly higher mutation rate than other parts of the protein. Here, we built mutLBSgeneDB (mutated Ligand Binding Site gene DataBase) available at http://zhaobioinfo.org/mutLBSgeneDB We collected and curated over 2300 genes (mutLBSgenes) having ÃÂ¢ÃÂÃÂ¼12 000 somatic mutations at ÃÂ¢ÃÂÃÂ¼10 000 LBSs across 16 cancer types and selected 744 drug targetable genes (targetable_mutLBSgenes) by incorporating kinases, transcription factors, pharmacological genes, and cancer driver genes. We analyzed LBS mutation information, differential gene expression network, drug response correlation with gene expression, and protein stability changes for all mutLBSgenes using integrated genetic, genomic, transcriptomic, proteomic, network and functional information. We calculated and compared the binding affinities of 20 carefully selected genes with their drugs in wild type and mutant forms. mutLBSgeneDB provides a user-friendly web interface for searching and browsing through seven categories of annotations: Gene summary, Mutated information, Protein structure related information, Differential gene expression and gene-gene network, Phenotype information, Pharmacological information, and Conservation information. mutLBSgeneDB provides a useful resource for functional genomics, protein structure, drug and disease research communities.",mutLBSgeneDB,0.983370721,mutated ligand binding site gene DataBase,0.615566436,mutLBSgeneDB,0.983370721,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/7/2016
33600011,http://brb.nci.nih.gov/splicing,"MutSpliceDB: A database of splice sites variants with RNA-seq based evidence on effects on splicing. Splice site variants may lead to transcript alterations, causing exons inclusion, exclusion, truncation, or intron retention. Interpreting the consequences of a specific splice site variant is not straightforward, especially if the variant is located outside of the canonical splice sites. We developed MutSpliceDB: https://brb.nci.nih.gov/splicing, a public resource to facilitate the interpretation of splice sites variants effects on splicing based on manually reviewed RNA-seq BAM files from samples with splice site variants.",MutSpliceDB,0.996531308,NA,0,MutSpliceDB,0.996531308,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/1/2021
30053238,http://lms.snu.edu.in/mutTCPDB/index.php,"mutTCPdb: a comprehensive database for genomic variants of a tropical country neglected disease-tropical calcific pancreatitis. Tropical calcific pancreatitis (TCP) is a juvenile, non-alcoholic form of chronic pancreatitis with its exclusive presence in tropical regions associated with the low economic status. TCP initiates in the childhood itself and then proliferates silently. mutTCPdb is a manually curated and comprehensive disease specific single nucleotide variant (SNV) database. Extensive search strategies were employed to create a repository while SNV information was collected from published articles. Several existing databases such as the dbSNP, Uniprot, miRTarBase2.0, HGNC, PFAM, KEGG, PROSITE, MINT, BIOGRID 3.4 and Ensemble Genome Browser 87 were queried to collect information specific to the gene. mutTCPdb is running on the XAMPP web server with MYSQL database in the backend for data storage and management. Currently, the mutTCPdb enlists 100 variants of all 11 genes identified in TCP, out of which 45 are non-synonymous (missense, nonsense, deletions and insertions), 46 are present in non-coding regions (UTRs, promoter region and introns) and 9 are synonymous variants. The database is highly curated for disease-specific gene variants and provides complete information on function, transcript information, pathways, interactions, miRNAs and PubMed references along with remarks. It is an informative portal for clinicians and researchers for a better understanding of the disease, as it may help in identifying novel targets and diagnostic markers, hence, can be a source to improve the strategies for TCP management.Database URL: http://lms.snu.edu.in/mutTCPDB/index.php.",mutTCPdb,0.996738315,NA,0,mutTCPdb,0.996738315,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/1/2018
"24311565, 29106611",http://bioinformatics.charite.de/mvoc,"mVOC: a database of microbial volatiles. Scents are well known to be emitted from flowers and animals. In nature, these volatiles are responsible for inter- and intra-organismic communication, e.g. attraction and defence. Consequently, they influence and improve the establishment of organisms and populations in ecological niches by acting as single compounds or in mixtures. Despite the known wealth of volatile organic compounds (VOCs) from species of the plant and animal kingdom, in the past, less attention has been focused on volatiles of microorganisms. Although fast and affordable sequencing methods facilitate the detection of microbial diseases, however, the analysis of signature or fingerprint volatiles will be faster and easier. Microbial VOCs (mVOCs) are presently used as marker to detect human diseases, food spoilage or moulds in houses. Furthermore, mVOCs exhibited antagonistic potential against pathogens in vitro, but their biological roles in the ecosystems remain to be investigated. Information on volatile emission from bacteria and fungi is presently scattered in the literature, and no public and up-to-date collection on mVOCs is available. To address this need, we have developed mVOC, a database available online at http://bioinformatics.charite.de/mvoc.",mVOC,0.945702612,NA,0,mVOC,0.945702612,2,NA,NA,low_prob_best_name,do not remove,NA,NA,NA,NA,NA,1/1/2018
29177508,http://mvp.medgenius.info,"MVP: a microbe-phage interaction database. Phages invade microbes, accomplish host lysis and are of vital importance in shaping the community structure of environmental microbiota. More importantly, most phages have very specific hosts; they are thus ideal tools to manipulate environmental microbiota at species-resolution. The main purpose of MVP (Microbe Versus Phage) is to provide a comprehensive catalog of phage-microbe interactions and assist users to select phage(s) that can target (and potentially to manipulate) specific microbes of interest. We first collected 50 782 viral sequences from various sources and clustered them into 33 097 unique viral clusters based on sequence similarity. We then identified 26 572 interactions between 18 608 viral clusters and 9245 prokaryotes (i.e. bacteria and archaea); we established these interactions based on 30 321 evidence entries that we collected from published datasets, public databases and re-analysis of genomic and metagenomic sequences. Based on these interactions, we calculated the host range for each of the phage clusters and accordingly grouped them into subgroups such as 'species-', 'genus-' and 'family-' specific phage clusters. MVP is equipped with a modern, responsive and intuitive interface, and is freely available at: http://mvp.medgenius.info.",MVP,0.808669806,Microbe Versus,0.708312586,MVP,0.808669806,1,NA,NA,low_prob_best_name,do not remove,NA,NA,NA,NA,NA,1/1/2018
26166372,http://bioinf.xmu.edu.cn/MVsCarta,"MVsCarta: A protein database of matrix vesicles to aid understanding of biomineralization. Matrix vesicles (MVs) are membranous nanovesicles released by chondrocytes, osteoblasts, and odontoblasts. They play a critical role in modulating mineralization. Here, we present a manually curated database of MV proteins, namely MVsCara to provide comprehensive information on MVs of protein components. In the current version, the database contains 2,713 proteins of six organisms identified in bone, cartilage, tooth tissues, and cells capable of producing a mineralized bone matrix. The MVsCarta database is now freely assessed at http://bioinf.xmu.edu.cn/MVsCarta. The search and browse methods were developed for better retrieval of data. In addition, bioinformatic tools like Gene Ontology (GO) analysis, network visualization and protein-protein interaction analysis were implemented for a functional understanding of MVs components. Similar database hasn't been reported yet. We believe that this free web-based database might serve as a useful repository to elucidate the novel function and regulation of MVs during mineralization, and to stimulate the advancement of MV studies.",MVsCarta,0.977910161,NA,0,MVsCarta,0.977910161,1,NA,NA,low_prob_best_name,do not remove,NA,NA,NA,NA,NA,6/1/2015
28454513,http://bicresources.jcbose.ac.in/ssaha4/mycbase,"MYCbase: a database of functional sites and biochemical properties of Myc in both normal and cancer cells. Background Myc is an essential gene having multiple functions such as in cell growth, differentiation, apoptosis, genomic stability, angiogenesis, and disease biology. A large number of researchers dedicated to Myc biology are generating a substantial amount of data in normal and cancer cells/tissues including Burkitt's lymphoma and ovarian cancer. Results MYCbase ( http://bicresources.jcbose.ac.in/ssaha4/mycbase ) is a collection of experimentally supported functional sites in Myc that can influence the biological cellular processes. The functional sites were compiled according to their role which includes mutation, methylation pattern, post-translational modifications, protein-protein interactions (PPIs), and DNA interactions. In addition, biochemical properties of Myc are also compiled, which includes metabolism/pathway, protein abundance, and modulators of protein-protein interactions. The OMICS data related to Myc- like gene expression, proteomics expression using mass-spectrometry and miRNAs targeting Myc were also compiled in MYCbase. The mutation and pathway data from the MYCbase were analyzed to look at the patterns and distributions across different diseases. There were few proteins/genes found common in Myc-protein interactions and Myc-DNA binding, and these can play a significant role in transcriptional feedback loops. Conclusion In this report, we present a comprehensive integration of relevant information regarding Myc in the form of MYCbase. The data compiled in MYCbase provides a reliable data resource for functional sites at the residue level and biochemical properties of Myc in various cancers.",MYCbase,0.986929297,NA,0,MYCbase,0.986929297,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4/28/2017
24592289,http://mycobacteriarv.igib.res.in,"Integrative immunoinformatics for Mycobacterial diseases in R platform. The sequencing of genomes of the pathogenic Mycobacterial species causing pulmonary and extrapulmonary tuberculosis, leprosy and other atypical mycobacterial infections, offer immense opportunities for discovering new therapeutics and identifying new vaccine candidates. Enhanced RV, which uses additional algorithms to Reverse Vaccinology (RV), has increased potential to reduce likelihood of undesirable features including allergenicity and immune cross reactivity to host. The starting point for MycobacRV database construction includes collection of known vaccine candidates and a set of predicted vaccine candidates identified from the whole genome sequences of 22 mycobacterium species and strains pathogenic to human and one non-pathogenic Mycobacterium tuberculosis H37Ra strain. These predicted vaccine candidates are the adhesins and adhesin-like proteins obtained using SPAAN at PadÃÂÃÂ >ÃÂÃÂ 0.6 and screening for putative extracellular or surface localization characteristics using PSORTb v.3.0 at very stringent cutoff. Subsequently, these protein sequences were analyzed through 21 publicly available algorithms to obtain Orthologs, Paralogs, BetaWrap Motifs, Transmembrane Domains, Signal Peptides, Conserved Domains, and similarity to human proteins, T cell epitopes, B cell epitopes, Discotopes and potential Allergens predictions. The Enhanced RV information was analysed in R platform through scripts following well structured decision trees to derive a set of nonredundant 233 most probable vaccine candidates. Additionally, the degree of conservation of potential epitopes across all orthologs has been obtained with reference to the M. tuberculosis H37Rv strain, the most commonly used strain in M. tuberculosis studies. Utilities for the vaccine candidate search and analysis of epitope conservation across the orthologs with reference to M. tuberculosis H37Rv strain are available in the mycobacrvR package in R platform accessible from the ""Download"" tab of MycobacRV webserver. MycobacRV an immunoinformatics database of known and predicted mycobacterial vaccine candidates has been developed and is freely available at http://mycobacteriarv.igib.res.in.",MycobacRV,0.986873567,NA,0,MycobacRV,0.986873567,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/15/2014
33653882,http://msrdb.org,"A Mycobacterial Systems Resource for the Research Community. . Functional characterization of bacterial proteins lags far behind the identification of new protein families. This is especially true for bacterial species that are more difficult to grow and genetically manipulate than model systems such as Escherichia coli and Bacillus subtilis To facilitate functional characterization of mycobacterial proteins, we have established a Mycobacterial Systems Resource (MSR) using the model organism Mycobacterium smegmatis This resource focuses specifically on 1,153 highly conserved core genes that are common to many mycobacterial species, including Mycobacterium tuberculosis, in order to provide the most relevant information and resources for the mycobacterial research community. The MSR includes both biological and bioinformatic resources. The biological resource includes (i) an expression plasmid library of 1,116 genes fused to a fluorescent protein for determining protein localization; (ii) a library of 569 precise deletions of nonessential genes; and (iii) a set of 843 CRISPR-interference (CRISPRi) plasmids specifically targeted to silence expression of essential core genes and genes for which a precise deletion was not obtained. The bioinformatic resource includes information about individual genes and a detailed assessment of protein localization. We anticipate that integration of these initial functional analyses and the availability of the biological resource will facilitate studies of these core proteins in many Mycobacterium species, including the less experimentally tractable pathogens M. abscessus, M. avium, M. kansasii, M. leprae, M. marinum, M. tuberculosis, and M. ulceransIMPORTANCE Diseases caused by mycobacterial species result in millions of deaths per year globally, and present a substantial health and economic burden, especially in immunocompromised patients. Difficulties inherent in working with mycobacterial pathogens have hampered the development and application of high-throughput genetics that can inform genome annotations and subsequent functional assays. To facilitate mycobacterial research, we have created a biological and bioinformatic resource (https://msrdb.org/) using Mycobacterium smegmatis as a model organism. The resource focuses specifically on 1,153 proteins that are highly conserved across the mycobacterial genus and, therefore, likely perform conserved mycobacterial core functions. Thus, functional insights from the MSR will apply to all mycobacterial species. We believe that the availability of this mycobacterial systems resource will accelerate research throughout the mycobacterial research community.",MSR,0.835704486,Mycobacterial Systems Resource,0.923476199,Mycobacterial Systems Resource,0.923476199,1,NA,NA,low_prob_best_name,do not remove,NA,NA,NA,NA,NA,3/2/2021
25754864,http://mycoclap.fungalgenomics.ca,"mycoCLAP, the database for characterized lignocellulose-active proteins of fungal origin: resource and text mining curation support. . Enzymes active on components of lignocellulosic biomass are used for industrial applications ranging from food processing to biofuels production. These include a diverse array of glycoside hydrolases, carbohydrate esterases, polysaccharide lyases and oxidoreductases. Fungi are prolific producers of these enzymes, spurring fungal genome sequencing efforts to identify and catalogue the genes that encode them. To facilitate the functional annotation of these genes, biochemical data on over 800 fungal lignocellulose-degrading enzymes have been collected from the literature and organized into the searchable database, mycoCLAP (http://mycoclap.fungalgenomics.ca). First implemented in 2011, and updated as described here, mycoCLAP is capable of ranking search results according to closest biochemically characterized homologues: this improves the quality of the annotation, and significantly decreases the time required to annotate novel sequences. The database is freely available to the scientific community, as are the open source applications based on natural language processing developed to support the manual curation of mycoCLAP. Database URL: http://mycoclap.fungalgenomics.ca.",mycoCLAP,0.991243362,NA,0,mycoCLAP,0.991243362,1,NA,21622642,NA,NA,NA,"merge all ""dup name"" IDs",NA,NA,NA,3/8/2015
21622642,http://mycoCLAP.fungalgenomics.ca,"Curation of characterized glycoside hydrolases of fungal origin. Fungi produce a wide range of extracellular enzymes to break down plant cell walls, which are composed mainly of cellulose, lignin and hemicellulose. Among them are the glycoside hydrolases (GH), the largest and most diverse family of enzymes active on these substrates. To facilitate research and development of enzymes for the conversion of cell-wall polysaccharides into fermentable sugars, we have manually curated a comprehensive set of characterized fungal glycoside hydrolases. Characterized glycoside hydrolases were retrieved from protein and enzyme databases, as well as literature repositories. A total of 453 characterized glycoside hydrolases have been cataloged. They come from 131 different fungal species, most of which belong to the phylum Ascomycota. These enzymes represent 46 different GH activities and cover 44 of the 115 CAZy GH families. In addition to enzyme source and enzyme family, available biochemical properties such as temperature and pH optima, specific activity, kinetic parameters and substrate specificities were recorded. To simplify comparative studies, enzyme and species abbreviations have been standardized, Gene Ontology terms assigned and reference to supporting evidence provided. The annotated genes have been organized in a searchable, online database called mycoCLAP (Characterized Lignocellulose-Active Proteins of fungal origin). It is anticipated that this manually curated collection of biochemically characterized fungal proteins will be used to enhance functional annotation of novel GH genes. Database URL: http://mycoCLAP.fungalgenomics.ca/.",mycoCLAP,0.783426881,Characterized,0.764837186,mycoCLAP,0.783426881,1,NA,25754864,low_prob_best_name,do not remove,NA,"merge all ""dup name"" IDs",NA,NA,NA,5/26/2011
24297253,http://jgi.doe.gov/fungi,"MycoCosm portal: gearing up for 1000 fungal genomes. MycoCosm is a fungal genomics portal (http://jgi.doe.gov/fungi), developed by the US Department of Energy Joint Genome Institute to support integration, analysis and dissemination of fungal genome sequences and other 'omics' data by providing interactive web-based tools. MycoCosm also promotes and facilitates user community participation through the nomination of new species of fungi for sequencing, and the annotation and analysis of resulting data. By efficiently filling gaps in the Fungal Tree of Life, MycoCosm will help address important problems associated with energy and the environment, taking advantage of growing fungal genomics resources.",MycoCosm,0.99669534,NA,0,MycoCosm,0.99669534,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/1/2013
23275726,http://www.bicjbtdrc-mgims.in/MycoProtease-DB,"MycoProtease-DB: Useful resource for Mycobacterium tuberculosis complex and nontuberculous mycobacterial proteases. Unlabelled MycoProtease-DB is an online MS SQL and CGI-PERL driven relational database that domiciles protease information of Mycobacterium tuberculosis (MTB) complex and Nontuberculous Mycobacteria (NTM), whose complete genome sequence is available. Our effort is to provide comprehensive information on proteases of 5 strains of Mycobacterium tuberculosis (H(37)Rv, H(37)Ra, CDC1551, F11 and KZN 1435), 3 strains of Mycobacterium bovis (AF2122/97, BCG Pasteur 1173P2 and BCG Tokyo 172) and 4 strains of NTM (Mycobacterium avium 104, Mycobacterium smegmatis MC2 155, Mycobacterium avium paratuberculosis K-10 and Nocardia farcinica IFM 10152) at gene, protein and structural level. MycoProtease-DB currently hosts 1324 proteases, which include 906 proteases from MTB complex with 237distinct proteases & 418 from NTM with 404 distinct proteases. Flexible database design and easy expandability & retrieval of information are the main features of MycoProtease-DB. All the data were validated with various online resources and published literatures for reliable serving as comprehensive resources of various Mycobacterial proteases. Availability The Database is publicly available at http://www.bicjbtdrc-mgims.in/MycoProtease-DB/",MycoProtease-DB,0.981270339,NA,0,MycoProtease-DB,0.981270339,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/8/2012
22563442,http://mycorrdb.uohbif.in,"MycoRRdb: a database of computationally identified regulatory regions within intergenic sequences in mycobacterial genomes. The identification of regulatory regions for a gene is an important step towards deciphering the gene regulation. Regulatory regions tend to be conserved under evolution that facilitates the application of comparative genomics to identify such regions. The present study is an attempt to make use of this attribute to identify regulatory regions in the Mycobacterium species followed by the development of a database, MycoRRdb. It consist the regulatory regions identified within the intergenic distances of 25 mycobacterial species. MycoRRdb allows to retrieve the identified intergenic regulatory elements in the mycobacterial genomes. In addition to the predicted motifs, it also allows user to retrieve the Reciprocal Best BLAST Hits across the mycobacterial genomes. It is a useful resource to understand the transcriptional regulatory mechanism of mycobacterial species. This database is first of its kind which specifically addresses cis-regulatory regions and also comprehensive to the mycobacterial species. Database URL: http://mycorrdb.uohbif.in.",MycoRRdb,0.989182293,NA,0,MycoRRdb,0.989182293,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4/26/2012
