original_record_num,record_index,database_name,long_database_name,pmids,pmid_count,original_url
3700,1407,,malignant portal vein thrombosis with no obvious liver parenchymal mass on fluorodeoxyglucose positron emission tomography/computed tomography,38390545,1,
3701,1408,,a large eeg database with users' profile information for motor imagery brain-computer interface research,37670009,1,
3702,1409,,breedingaidb,38571312,1,
3703,1410,idsem,,36572678,1,
3706,1411,,first microsatellite markers database,35328546,1,
3708,1412,,supercapacitor materials database generated using web scrapping and natural language processing,39965271,1,
3709,1413,,scepitools,37769837,1,
3710,1414,,esktides,38720552,1,
3711,1415,,tool for oral tongue cancer prognostication,35886221,1,
3712,1416,,endurance time during constant work rate cycle ergometry in copd,36066494,1,
3713,1417,,brain data initiatives in universiti sains malaysia,37344699,1,
3714,1418,prism,,36279873,1,
3715,1419,,simul-db | a database of single and multi-target cas9 guides for hazelnut editing,39737003,1,
3717,1420,iridia-af,,37853076,1,
3718,1421,,complete genome sequence resource of,36444142,1,
3719,1422,cmr,,38066222,1,
3721,1423,,review of gnss/gps | hydrologic loading applications and their implications for water resource research,36247691,1,
3722,1424,,missing data in orthopaedic clinical outcomes research,40507586,1,
3723,1425,,brain mri arterial territories atlas,36739282,1,
3724,1426,scdb,,39213302,1,
3725,1427,,hepatocellular carcinoma with portal vein tumor thrombus patients treated with transarterial chemoembolization plus molecular targeted therapies,38508935,1,
3726,1428,,adiposetissue.org,39983713,1,
3727,1429,pgcp,,40327796,1,
3728,1430,,pan-cancer patient-derived xenograft histology image repository with genomic and pathologic annotations enables deep learning analysis,39082680,1,
3729,1431,,echinodermata: ophiuroidea,35953768,1,
3730,1432,pugtdb,,36609142,1,
3731,1433,,simplistic software for analyzing mass spectra | experimental-theoretical database for identifying poisonous and explosive substances,40557783,1,
3732,1434,,madagascar terrestrial camera survey database,35315058,1,
3734,1435,,ssr marker database,38543656,1,
3735,1436,,a large-scale database of t-cell receptor beta sequences and binding associations from natural and synthetic exposure to sars-cov-2,40034696,1,
3736,1437,,dinosource | a comprehensive database of dinoflagellate genomic resources,40214971,1,
3738,1438,,mitigating winner-take-all resource competition through antithetic control mechanism,39641579,1,
3739,1439,,eye movement database of passage reading in vertically written traditional mongolian,40133402,1,
3740,1440,,adjuvaredb,38659057,1,
3741,1441,,malignant transformation rate of oral premalignant disorders,40346862,1,
3742,1442,,treatment patterns in women age 80 and over with dcis,35595612,1,
3743,1443,,generating large-scale,38905257,1,
3744,1444,,datatri,36824504,1,
3745,1445,,isoybean,35579453,1,
3746,1446,,photomechanical azopolymers and digital polarization optics,40740612,1,
3747,1447,development,,36005997,1,
3751,1448,,lessons learned establishing the palliative care research cooperative's qualitative data repository,38825257,1,
3753,1449,,global impact of covid-19 vaccines,37367491,1,
3755,1450,,prokaryotes,39890791,1,
3756,1451,historeco,,40382360,1,
3757,1452,,african development corridors database,36351928,1,
3759,1453,,fibroblast-activation protein pet and histopathology,36581374,1,
3760,1454,,database-driven spatially resolved lipidomics highlights heterogeneous metabolic alterations in type 2 diabetic mice,38088904,1,
3763,1455,,mosquito wing image repository for advancing research on geometric morphometric- and ai-based identification,40301348,1,
3764,1456,,resource to infer molecular paths linking cancer mutations to perturbation of cell metabolism,35664677,1,
3765,1457,,micotoxilico,37368656,1,
3767,1458,metadb,,38679729,1,
3768,1459,,hybrid spectral library and protein sequence database search strategy for bottom-up and top-down proteomic data analysis,36206157,1,
3769,1460,,standard for artificial intelligence benchmarking,40154847,1,
3770,1461,famfac,,38106962,1,
3771,1462,,world health organization repository of systematic reviews on interventions in environment,39434138,1,
3772,1463,,atlas florae europaeae notes,38434751,1,
3774,1464,,protein secondary structure patterns in short-range cross-link atlas,40433759,1,
3777,1465,,global building occupant behavior database,35764639,1,
3778,1466,teagvd,,36518520,1,
3780,1467,,bamboobase | a comprehensive database of bamboo omics and systematics,38419327,1,
3781,1468,,dirac electronic behavior database of under-stress transition metal dichalcogenides for broad applications,39763119,1,
3782,1469,,naturally occurring plant-based anticancerous candidates as potential erk2 inhibitors,39075025,1,
3783,1470,,mapping o- and n-glycosylation in transmembrane and interface regions of proteins,39796186,1,
3784,1471,,caeciliantraits,40074756,1,
3785,1472,,large postmortem database of covid-19 patients can inform disease research and public policy decision making,38452801,1,
3786,1473,,cocon-database | tool to assess nanomaterial hazard,35159786,1,
3788,1474,,genome sequence resource of the avocado scab pathogen elsinoe perseae,37191557,1,
3789,1475,,chronic freshwater ecotoxicity database and biotic ligand model for nickel for regulatory applications in europe,36650904,1,
3790,1476,,unveiling potential inhibitors targeting vp37 protein in silico from herb and marine databases,40271912,1,
3791,1477,iccdrs,,40173611,1,
3792,1478,,host-pathogen interaction databases,39600198,1,
3793,1479,,deep learning for antimicrobial peptides,39927895,1,
3794,1480,quandb,,38863005,1,
3795,1481,fairer,,36470968,1,
3796,1482,,hyperspectral reflectance database of plastic debris with different fractional abundance in river systems,39567545,1,
3797,1483,,database of amphibia distribution in west siberia,35586258,1,
3798,1484,,renal disease in cats and dogs-lessons learned from text-mined trends in humans,39682316,1,
3799,1485,,conjugated polymer process ontology | experimental data repository for organic field-effect transistors,38027538,1,
3800,1486,,microscopy image dataset for deep learning-based quantitative assessment of pulmonary vascular changes,38879569,1,
3801,1487,,stage specific transcriptomic analysis and database for zebrafish oogenesis,35733854,1,
3802,1488,,database of lung cancer-related genes for the identification of subtype-specific prognostic biomarkers,36979050,1,
3803,1489,,genome engineering toolbox,37192099,1,
3804,1490,htd | hppd,,39895511,1,
3805,1491,,neuromorphological atlas of human prenatal brain development,37240827,1,
3806,1492,,lung cancer computational biology and resources,34751162,1,
3807,1493,,quality by digital design for developing platform rna vaccine and therapeutic manufacturing processes,38814403,1,
3808,1494,,multidimensional protein solubility optimization with an ultrahigh-throughput microfluidic platform,36930285,1,
3809,1495,,worldwide population str database constructed using high-coverage massively parallel sequencing data obtained,36553472,1,
3810,1496,,clsoilmaps,37717016,1,
3811,1497,,a comprehensive review of current virus databases,37766241,1,
3812,1498,,spindrop | a droplet microfluidic platform to maximise single-cell sequencing information content,37553326,1,
3813,1499,,genome sequence resource and annotation of,35226813,1,
3814,1500,,digital world of cytogenetic and cytogenomic web resources,38913321,1,
3815,1501,,modular droplet-based microfluidic platform for functional phenotypic screening of natural killer cells,40256918,1,
3816,1502,,first genome sequence resource of | causal agent of foxtail millet stinking smut disease,36537834,1,
3817,1503,,european data collection framework,35358188,1,
3818,1504,,adeno-associated virus toolkit to target diverse brain cells,35440143,1,
3819,1505,,chloroplast cell-free systems from different plant species,39028299,1,
3820,1506,,data collection strategy based on oselm,35178077,1,
3821,1507,,mapping pituitary neuroendocrine tumors,39814754,1,
3822,1508,,crispr platform for targeted in vivo screens,36587138,1,
3823,1509,tat-hum,,38504077,1,
3824,1510,,maizenetome,37553832,1,
3825,1511,,first federally endangered lichen,37504687,1,
3826,1512,,ultrasensitive surface-enhanced raman scattering platform for protein detection via active delivery to nanogaps as a hotspot,39093951,1,
3827,1513,,medicinal plant genome database,35669712,1,
3828,1514,,genome sequence resource of | causative agent of apple replant disease,36587236,1,
3829,1515,,cesnet-timeseries24,40011509,1,
3830,1516,,more resilient culture collections,35456792,1,
3831,1517,,lefood-set,40388400,1,
3832,1518,,fair-compliant,40175438,1,
3833,1519,,hybirdrag,40404823,1,
3834,1520,,enzyme catalysis for sustainable value creation using renewable biobased resources,39683928,1,
3835,1521,,automated native mass spectrometry analysis,37291876,1,
3836,1522,,marine resources offer new compounds and strategies for the treatment of skin and soft tissue infections,37504918,1,
3838,1523,,linear motif database resources to identify sh2 domain binders,37668974,1,
3839,1524,,fungalroot,35915959,1,
3840,1525,,changing landscape of cancer vaccines-novel proteomics platform for new antigen compositions,35457221,1,
3841,1526,,molecular toolbox for linkage type-specific analysis of ubiquitin signaling,40192223,1,
3842,1527,,optimally fabricated platform guides cancer-specific activation of chemotherapeutic drugs and toxicity-free cancer treatment,35670274,1,
3843,1528,,nanomaterial surface modification toolkit: principles,37931382,1,
3844,1529,imse,,35965308,1,
3846,1530,ppfab,,38865446,1,
3847,1531,,marine microbial-derived resource exploration,35736155,1,
3848,1532,,sequencing data analysis on the maser platform,35867230,1,
3849,1533,,electron microscopy of ctenophores,38668966,1,
3850,1534,,disease prediction using graph machine learning based on,37046958,1,
3851,1535,,physical layer authentication in wireless networks-based machine learning approaches,36850412,1,
3852,1536,,toolkit for single-nucleus characterization of glioblastoma,40553287,1,
3853,1537,,and comparison of antimicrobial resistance gene databases,35326803,1,
3854,1538,,three-dimensional structure databases of biological macromolecules,35507259,1,
3855,1539,,brightfield vs fluorescent staining dataset-a test bed image set for machine learning based virtual staining,36949058,1,
3856,1540,,genome resource of raspberry root rot pathogen &lt;i&gt;phytophthora gonapodyides&lt;/i&gt,38751380,1,
3857,1541,,combat environmental antibiotic resistance,39226538,1,
3858,1542,,promoting collaborative scholarship during the covid-19 pandemic through an innovative covid-19 data explorer and repository at yale school of medicine,39226547,1,
3859,1543,,chemical ecology of floral resources in conservation biological control,36130040,1,
3860,1544,,fluorescence detection platform of metal-organic frameworks for biomarkers,37473653,1,
3861,1545,,genome assembly and annotation of the dark-branded bushbrown butterfly mycalesis mineus,38505885,1,
3862,1546,,wgs data collections,36769353,1,
3863,1547,,bioluminescent microbial bioreporters,39997013,1,
3864,1548,,robust discovery platform,35343960,1,
3865,1549,,aryl-modified pentamethyl cyanine dyes,38063803,1,
3866,1550,elsi,,36703942,1,
3867,1551,,a genomics,36261617,1,
3868,1552,,﻿catalog,37457653,1,
3869,1553,darg,an integrated knowledge base for analyzing addictive drug-related genes,39669549,1,
3870,1554,,universal amplification-free nucleic acid test platform,39784310,1,
3871,1555,,toolbox for bio-organic applications,35164045,1,
3872,1556,,japan monkey centre primates brain imaging repository of high-resolution postmortem magnetic resonance imaging,37031828,1,
3873,1557,,rice gene index,36966359,1,
3874,1558,,binning metagenomic contigs using unsupervised clustering and reference databases,35639335,1,
3875,1559,,arabidopsis leaf quantitative atlas,38572078,1,
3876,1560,,heuristic pairwise alignment in database environments,36360242,1,
3877,1561,,toolkit for heterochromatin repair studies,35328082,1,
3878,1562,,complete genome sequences of four strains of,35491948,1,
3879,1563,,metabolic potential and resource allocation in fission yeast,35950759,1,
3880,1564,,demand nanoliter sampling probe,35786947,1,
3881,1565,,photo-enhanced chemo-transistor platform for ultrasensitive assay of small molecules,37097713,1,
3882,1566,,materials cloud 2d database,37310789,1,
3883,1567,,first genome of the balearic shearwater,35524941,1,
3884,1568,,cancersrt,39277030,1,
3885,1569,,light-bulb sea squirt clavelina lepadiformis,38441487,1,
3886,1570,,organoidportal | web server and single-cell transcriptome database featuring reference atlases of organoids,39113237,1,
3887,1571,,waste to resource,37835298,1,
3888,1572,,hu</sup | publicly available database,35820117,1,
3889,1573,,compendium on food crop plants,35328657,1,
3890,1574,,catalytic hairpin assembly-based self-ratiometric gel electrophoresis detection platform for reliable nucleic acid analysis,38785706,1,
3891,1575,,design of multi-cancer vocs profiling platform,40211116,1,
3892,1576,,seventy years of dose-response models,38802101,1,
3893,1577,,electrochemical aptamer-based sensors,34837195,1,
3894,1578,,soyomics,36950735,1,
3895,1579,,coiled-coil interaction toolbox for engineering mammalian cells,38441756,1,
3896,1580,nccih,,36311883,1,
3897,1581,,utilizing electrochemical biosensors,37835747,1,
3898,1582,,personalised recommendation of pe network course environment resources using data mining analysis,36017244,1,
3900,1583,,silk hydrogel platform enable the design of aligned and gradient cues for regenerative medicine,40211606,1,
3901,1584,,bnaomics | a comprehensive platform combining pan-genome and multi-omics data from brassica napus,37098652,1,
3902,1585,,toannopridb,39736494,1,
3903,1586,,ecological predictors of zoonotic vector status among dermacentor ticks,36066562,1,
3904,1587,,emergence of oligonucleotide building blocks,39704048,1,
3905,1588,,metabolic signatures from genebank collections,36623924,1,
3906,1589,,human pangenome project,35444317,1,
3907,1590,,diagnosis of urinary tract cancers on a,37738107,1,
3908,1591,cgg,,37934729,1,
3909,1592,,camel proteins and enzymes,35903143,1,
3910,1593,,database of underwater radiated noise from small vessels in the coastal area,39966414,1,
3911,1594,,musculoskeletal organs-on-chips,38491868,1,
3912,1595,,allen brain atlas,37394145,1,
3913,1596,,visible light bioluminescence imaging platform for animal cell imaging,35821461,1,
3914,1597,,biomodified lignin platform,37050308,1,
3915,1598,,ai-driven,39458764,1,
3916,1599,,biological control agent isolated,36378587,1,
3917,1600,,solar evaporators for saline water,40114309,1,
3918,1601,,biosensors integration in blood-brain barrier-on-a-chip,35559649,1,
3919,1602,,tandem cytometry platform for single-cell analysis of protein and metabolites,40130787,1,
3920,1603,,topdownapp | an open,37787899,1,
3921,1604,,multifaceted applications of seaweed and its derived compounds in biomedicine and nutraceuticals,39655722,1,
3922,1605,,critical review on artificial intelligence-based microplastics imaging technology,36673905,1,
3923,1606,,fluorescent enzyme cascade detects low abundance protein modifications suitable for the assembly of functionally annotated modificatome databases,35920326,1,
3924,1607,,recruitnet,36428233,1,
3925,1608,,database for plant transcription factor binding sites,36264496,1,
3926,1609,mace,an open access database of electron impact mass spectra of natural products,39574222,1,
3927,1610,,nanopore/illumina hybrid whole-genome sequence resource of,36510424,1,
3928,1611,,specific protein modification enabled by cyclopropenone reagents,35658467,1,
3929,1612,,bsfbase | the comprehensive genomic resource for a natural recycler,37526240,1,
3930,1613,,formulae differences commence a database for interlaboratory studies of natural organic matter,37018345,1,
3931,1614,,develop targeted protein drug carriers,38804201,1,
3932,1615,,beyond earth,39590761,1,
3933,1616,,modular microfluidic organoid platform using lego-like bricks,38247306,1,
3934,1617,,dna damage response as an auxiliary indicator of senescence in cancer,40082352,1,
3935,1618,,micronano synergetic three-dimensional bioelectronics,38837178,1,
3936,1619,spsed,signal peptide secretion efficiency database,35118058,1,
3937,1620,,genome resources for four,36265142,1,
3938,1621,,molluscdb,39656671,1,
3939,1622,,utilizing large functional and population genomics resources for crispr/cas perturbation experiment design,36773138,1,
3940,1623,,multimodal mass spectrometry imaging in atlas building,40246671,1,
3941,1624,,target genes in mouse tissues,36232747,1,
3942,1625,,superband,40328768,1,
3943,1626,,yeast intracellular state during bioprocesses,35069506,1,
3944,1627,tecrr,,39444035,1,
3945,1628,mpod,,34954899,1,
3946,1629,,global database of pitted cones on mars for research on martian volcanism,39198432,1,
3947,1630,,global atlas of methane metabolism marker genes in soil,38739716,1,
3948,1631,,freestanding metal-organic frameworks and their derivatives,35446541,1,
3949,1632,,data precision marketing approach under iot cloud platform information mining,35069719,1,
3950,1633,,perspectives on microbial electron transfer networks for environmental biotechnology,35495710,1,
3951,1634,lsd,,37789481,1,
3952,1635,,circgpa | circrna functional annotation based on probability-generating functions,36167495,1,
3953,1636,,association of biomolecular resource facilities proteome informatics research group study on metaproteomics,37969874,1,
3955,1637,,ticksialofam,36555254,1,
3956,1638,,macrocycle-assisted platform approach to protein cross-linking via chemically inactive residues,39968831,1,
3957,1639,,synthetic data resource and benchmarks for time cell analysis and detection algorithms,36823166,1,
3958,1640,,chromosome-level reference genomes for two strains of caenorhabditis briggsae,35348662,1,
3959,1641,,gene co-expression network tools and databases for crop improvement,35807577,1,
3960,1642,,toolkit for engineering proteins in living cells,36135325,1,
3961,1643,,current development of data resources and bioinformatics tools for anticoronavirus peptide,38265399,1,
3962,1644,,korean network of microbial culture collections,39445132,1,
3963,1645,,toolbox for fine-tuned gene expression,39068339,1,
3964,1646,,merit-plus,38199998,1,
3965,1647,,biomedical data repository concepts and management principles,38871749,1,
3966,1648,,iconic mexican fungal resource,37298890,1,
3967,1649,,ancient yi script handwriting sample repository,39477968,1,
3968,1650,,arecaceaemdb,36217556,1,
3969,1651,,advanced methods for natural products discovery,37233502,1,
3970,1652,,plant public rna-seq database,35218297,1,
3971,1653,cpbd,citrus pan-genome to breeding database,36004795,1,
3972,1654,,global availability of plant dna barcodes,40018971,1,
3973,1655,,toolbox for assessing neuronal network reconstruction,38790353,1,
3974,1656,,causal agent of camellia flower blight,36513026,1,
3975,1657,,functional allele validation by gene editing to leverage the wealth of genetic resources for crop improvement,35743007,1,
3976,1658,,predicting lncrna-protein interactions by heterogenous network embedding,35186016,1,
3977,1659,,ferritin vaccine platform for animal and zoonotic viruses,39460279,1,
3978,1660,,genome atlas of genetic variants and their pathological effects in cancer,40134047,1,
3979,1661,,fishsct,36971993,1,
3980,1662,,covid-19 data exchange platform of the german university medicine,35612174,1,
3981,1663,pscidb,plant stem cell informatics database,38217287,1,
3982,1664,,field of optical immunosensors focusing on a label-free | white light reflectance spectroscopy-based immunosensing platform,35890791,1,
3983,1665,,first complete genome resource,36415136,1,
3984,1666,,review on human action recognition in smart living,37300008,1,
3985,1667,bjuir,a multi-omics database with various tools for accelerating functional genomics research in brassica juncea,38676307,1,
3986,1668,,expression of concern | disgenet | interaction database,39888724,1,
3987,1669,maf,,40036254,1,
3988,1670,,fishsed,37758906,1,
3989,1671,,bio-inorganic chemistry,36005821,1,
3991,1672,ppiseq,,39823405,1,
3992,1673,,map disease relationships challenges classical disease views,38840452,1,
3993,1674,,field collection of indigenous grapevines,36235429,1,
3994,1675,,sclpred-ecl,38791479,1,
3995,1676,,tailored metal-based catalysts,39348603,1,
3996,1677,seer,,39102880,1,
3997,1678,,structure-activity predictions from computational mining of protein databases to assist modular design of antimicrobial peptides,35531270,1,
3998,1679,,biomolecular toolbox for precision nanomotors,36055646,1,
3999,1680,,categories in social interaction: unlocking the resources of conversation analysis and membership categorization for psychological science,39348849,1,
4000,1681,ipd,,38988407,1,
4001,1682,,south texas alzheimer's disease research center postmortem repository,39987858,1,
4002,1683,,uncovering endolysins against methicillin-resistant,38906534,1,
4003,1684,,data health care platform with multisource heterogeneous data integration and massive high-dimensional data governance for large hospitals,35416792,1,
4005,1685,,inorganic halide perovskite quantum dots,36580150,1,
4006,1686,,digital ecosystem platform,39086980,1,
4007,1687,,catalogue of structural variation across ancestrally diverse asian genomes,39496583,1,
4008,1688,,propedia | interaction database,36875148,1,
4009,1689,,multimodal 3d mouse brain atlas,36809643,1,
4010,1690,,toolkit for precise,36367334,1,
4011,1691,,lifespan disparity dataset | an open,38906878,1,
4012,1692,clair,,38431773,1,
4013,1693,,guinea pig preimplantation embryos,37284942,1,
4014,1694,,comparative proteomic atlas of two,39808083,1,
4015,1695,,yanhuang,39759003,1,
4016,1696,,regulatory network,40070311,1,
4017,1697,,review of natural organisms and bioinspired strategies,38104272,1,
4019,1698,,mapping mouse metabolic tissue atlas by mid-infrared imaging with heavy water labeling,35319171,1,
4020,1699,happy,,35417484,1,
4021,1700,,biological data resources and machine learning frameworks for hematology research,40037787,1,
4022,1701,,versatile coating platform for metal oxide nanoparticles,35483044,1,
4023,1702,,black phosphorous aptamer-based platform for biomarker detection,35220933,1,
4024,1703,,comparison of database searching programs for the analysis of single-cell proteomics data,36892105,1,
4025,1704,,﻿annotated catalogue of orthoptera,36761115,1,
4026,1705,,ecotoxxplorer,34762316,1,
4027,1706,,cultivable endophyte resources in medicinal plants and effects on hosts,37629552,1,
4028,1707,,cucumber-db,38907525,1,
4029,1708,,optimal neutron spectrum database for in-reactor &lt;sup&gt;238&lt;/sup&gt;pu production,39874183,1,
4030,1709,,primer genetic toolkit for exploring mitochondrial biology and disease using zebrafish,35893052,1,
4031,1710,,cancer mutations converge on a collection of protein assemblies to predict resistance to replication stress,38236062,1,
4032,1711,,automated annotation,40382431,1,
4033,1712,vpi-md,,39776224,1,
4034,1713,,genetic mapping of behavioral traits using the collaborative cross resource,36614124,1,
4035,1714,,latin american natural product databases,36139041,1,
4036,1715,,from dormant collections to repositories for the study of habitat changes,38137911,1,
4037,1716,ilabdb,,37777465,1,
4038,1717,hortdb,,39415970,1,
4039,1718,,pagerank | finder based algorithm for multimedia resources in preschool education,35909855,1,
4040,1719,,network pharmacology approach for medicinal plants,35631398,1,
4041,1720,,normalizing large scale sensor-based mwd data,38400367,1,
4042,1721,,cataloguing protein complexes in planta using turboid-catalyzed proximity labeling,37450157,1,
4043,1722,rlkdb,,38384129,1,
4044,1723,,streamlined high-throughput plasma proteomics platform for clinical proteomics with improved proteome coverage,36975161,1,
4045,1724,,catching nucleosome by its decorated tails determines its functional states,35910215,1,
4046,1725,,composition of garments available in the nordic retail mass market and post-consumer textile waste market,40235705,1,
4047,1726,remind,brain resection multimodal imaging database,38744868,1,
4048,1727,,tool to evaluate genome annotation accuracy following de novo genome assembly,37761836,1,
4049,1728,,atlas of tumor metabolism uncovers gene-metabolite interactions,37417838,1,
4050,1729,adgap,,40383374,1,
4051,1730,,a health care clinical data platform for rapid deployment of artificial intelligence and machine learning algorithms for cancer care and oncology clinical trials,39466099,1,
4052,1731,,causal pathogen of foliage blight and shoot dieback of,36074693,1,
4053,1732,,quantum-chemical bonding database for solid-state materials,37696882,1,
4054,1733,,toolkit to probe amyloid oligomer inhibition in neurodegenerative diseases,38712695,1,
4055,1734,,systematic guidelines for effective utilization of covid-19 databases in genomic,36992400,1,
4056,1735,,nbatlas,39368085,1,
4057,1736,,coronary artery disease diagnostics,38172163,1,
4058,1737,,inkjet-printed graphene multielectrode arrays | lt;i&gt;in,40285727,1,
4059,1738,,world health organization covid-19 surveillance database,36419127,1,
4060,1739,,electricity-driven microbial metabolism of carbon and nitrogen,36877891,1,
4061,1740,,genome and genetic engineering of the house cricket,37189337,1,
4062,1741,,nearest neighbors approach and interactive browser for network analysis of a comprehensive non-small-cell lung cancer data set,35944232,1,
4064,1742,,biological activity of monoterpene-based scaffolds,40286078,1,
4065,1743,,nighttime chlorophyll fluorescence imaging of dark-adapted plants using a robotic field phenotyping platform,35895206,1,
4066,1744,,utilizing public molecular biological databases for ccn family research,36370350,1,
4067,1745,,drosophila genetic resources for elucidating pirna pathway,35796961,1,
4068,1746,,indian wheat genomics initiative for harnessing the potential of wheat germplasm resources for breeding disease-resistant,35846116,1,
4069,1747,,circular bioeconomy in action: transforming food wastes into renewable food resources,39335935,1,
4070,1748,,benchmarking platform for assessing protein language models on function-related prediction tasks,40728618,1,
4071,1749,,cartomark,39516209,1,
4072,1750,,melting point database for organometallic compounds,39352375,1,
4073,1751,,cyprus herp atlas,37206112,1,
4074,1752,,plantgir,39712867,1,
4075,1753,,membrane surface as a platform that organizes cellular and biochemical processes,37419118,1,
4076,1754,,real network environment dataset for traffic analysis,40335514,1,
4077,1755,,ivenomdb,35633312,1,
4078,1756,,and development trends,40564982,1,
4079,1757,,structured knowledge base enhances effective use of large language models for metadata curation,40417549,1,
4080,1758,,bayesian networks in radiology,38074791,1,
4081,1759,,bioactive peptides for boosting stem cell culture platform,36764131,1,
4082,1760,,global scientometric visualization analysis,36141618,1,
4083,1761,,semantic representation of context for description of named rivers,36059758,1,
4084,1762,tspdb,,39664372,1,
4085,1763,,biovars,39910176,1,
4086,1764,,representing nih genetic test registry data in the fhir genomic study resource,37387049,1,
4087,1765,hardship,,36879195,1,
4088,1766,,functional annotation of metagenomes and microbial genomes,37010293,1,
4089,1767,,preclinical research strategy development for rnai-based therapies in oncology using patient-centered information from public databases of | human protein atlas,34978699,1,
4090,1768,,retention database for prediction,37305293,1,
4091,1769,,plant leaf,37092397,1,
4092,1770,year22,,39500899,1,
4093,1771,,regulatory network | structure-function analysis,36535428,1,
4094,1772,,structure searchable database of analytical methods,40549586,1,
4095,1773,pride,,37567758,1,
4096,1774,,negatively competitive incoherent feedforward loops mitigate winner-take-all resource competition,36355441,1,
4097,1775,,microbioraman | an open-access web repository for microbiological raman spectroscopy data,38714759,1,
4098,1776,,dielectric ceramics database automatically constructed by data mining in the literature,39042485,1,
4100,1777,,hollygtd,37469783,1,
4101,1778,,powerful microbial base-editing toolbox,37224027,1,
4102,1779,,magnoliidsgdb,39861947,1,
4103,1780,,gossypium herbaceum l.,36454094,1,
4104,1781,,cross-platform transcriptomic data integration,37191528,1,
4105,1782,,chinese seed trait database,40501113,1,
4106,1783,,schema for digitized surface swab site metadata in open-source dna sequence databases,36847566,1,
4107,1784,,dsnetax,38600668,1,
4108,1785,,cell-free gene expression platform for discovering and characterizing stop codon suppressing trnas,37257197,1,
4109,1786,g-rex,,38263280,1,
4111,1787,,honghu microbial catalog,40318372,1,
4112,1788,,ionsolvr,35864118,1,
4114,1789,,sysmpra,40270544,1,
4118,1790,dipex,,36787439,1,
4122,1791,,neuronbridge,36820523,1,
4124,1792,,cattlegtex,35953587,1,
4126,1793,fa-cclr,,36912284,1,
4127,1794,smylr,,40399309,1,
4128,1795,,virtualdhoc,39936186,1,
4129,1796,rira,,40233746,1,
4131,1797,mri-qamper,,37987347,1,
4133,1798,welcome,,35561342,1,
4135,1799,ispi,,36280721,1,
4136,1800,ghs-ucdb,,38233444,1,
4137,1801,,mitelman db,36695636,1,
4138,1802,,united states groundwater well database,38575591,1,
4141,1803,beb,,36675905,1,
4142,1804,postdiv,,38057322,1,
4143,1805,cgtdb,,37567397,1,
4144,1806,,pympute,40382465,1,
4145,1807,b.o.v.i.d,,35817763,1,
4147,1808,,early-life gut virome,38424077,1,
4150,1809,mrca,,38812536,1,
4151,1810,ngc,,36861131,1,
4152,1811,,µsudaqua[db,36100598,1,
4153,1812,,brosupport,39828940,1,
4154,1813,mskkp,,37831357,1,
4155,1814,caaxr,,36240175,1,
4156,1815,,daphniahistology reference atlas,39671929,1,
4157,1816,,glyco@expasy,35129172,1,
4158,1817,rinetx,,37193038,1,
4159,1818,raptor,,37123247,1,
4163,1819,,iprub22,37647283,1,
4164,1820,arclim,,36658147,1,
4165,1821,,synthetic tabular neural generator,39375404,1,
4166,1822,,heatcrd,38605060,1,
4167,1823,gbm-x,,36939557,1,
4168,1824,cldnet,,40044760,1,
4170,1825,mia,,37697055,1,
4173,1826,hage,,37099501,1,
4174,1827,,global microbial smorfs catalog,39214983,1,
4175,1828,,accurate mouse brain image analysis,37357231,1,
4176,1829,,macaque genotype and phenotype database,34999909,1,
4178,1830,heca,,39198675,1,
4179,1831,iped,,40000654,1,
4180,1832,,wheat phytohormone metabolic regulatory network,39827367,1,
4181,1833,ebisc,,38067184,1,
4185,1834,,protein event detection dataset,38609331,1,
4189,1835,ez device,,39718483,1,
4191,1836,,microscore,37202560,1,
4194,1837,,landform classification and characteristics dataset for the loess plateau,39587138,1,
4195,1838,,bgm-gdb,38594229,1,
4196,1839,,entomofun 1,39709508,1,
4197,1840,wfd-has,,39515655,1,
4198,1841,,cirrmri600,40436863,1,
4199,1842,,plant-level us multi-model wind and generation,38065988,1,
4200,1843,,goed clinical study database,35816925,1,
4201,1844,,split-seq,38282330,1,
4202,1845,indra,,36938926,1,
4203,1846,odc-sci,,37917105,1,
4205,1847,dartag,,39202407,1,
4206,1848,ovd,,35663034,1,
4207,1849,tess,,39091896,1,
4209,1850,,gis viewer,38489299,1,
4210,1851,esrc,,36450810,1,
4211,1852,ipdm,,37537202,1,
4212,1853,lcm,,35904158,1,
4213,1854,liana,,35680885,1,
4216,1855,ctrf,,37567984,1,
4217,1856,,blockcryptoaudit,39792931,1,
4218,1857,hep3d,,38307948,1,
4221,1858,,lifelong neural network for gene regulation,38609714,1,
4222,1859,,pgxtools,38540411,1,
4224,1860,ecgdl,,37468574,1,
4225,1861,rvd,,37644066,1,
4226,1862,ga_v2,,36293549,1,
4228,1863,,pstcsome,36261023,1,
4230,1864,,chicken multi-kingdom microbiome catalog,40078943,1,
4232,1865,rba,,38561149,1,
4233,1866,,mopredascentury,38937480,1,
4234,1867,,public-chinese operational loss data,39198483,1,
4235,1868,4d2,,37487099,1,
4236,1869,,acd_lotus,37583258,1,
4238,1870,cepest,,38863081,1,
4239,1871,,δtrim-tpd,38479385,1,
4241,1872,,variantspark,37848535,1,
4245,1873,crm-ras,,40269195,1,
4246,1874,,optimized resource allocation using deep learning,40456783,1,
4247,1875,dwtp,,38686696,1,
4248,1876,,chinese mammography database,36882402,1,
4251,1877,,safrisenti,40471940,1,
