publication_id,pubmed_id,pmc_id,title,publication_date,authors,affiliation,affiliation_countries,citation_count,keywords,email,resource_id,resource_short_name,resource_full_name,is_global_core_biodata_resource,id,title_meta,abstract,publication_date_meta,hasDbCrossReferences,hasData,hasSuppl,isOpenAccess,inPMC,inEPMC,hasPDF,hasBook,citedByCount,pubYear,pubType,keywords_meta,meshTerms,journalTitle,journalISSN,authorAffiliations,text
752,30942868,PMC6446219,Digital expression explorer 2: a repository of uniformly processed RNA sequencing data.,2019-04-01,"Ziemann M, Kaspi A, El-Osta A.","Deakin University, Geelong, Australia, School of Life and Environmental Sciences, 75 Pigdons Road, Waurn Ponds, VIC 3216, Australia.; Epigenetics in Human Health and Disease, Central Clinical School, Faculty of Medicine, Monash University, 99 Commercial Road, Melbourne, VIC 3004, Australia.; Hong Kong Institute of Diabetes and Obesity, Prince of Wales Hospital, The Chinese University of Hong Kong, 3/F Lui Che Woo Clinical Sciences Building, 30-32 Ngan Shing Street, Sha Tin, Hong Kong SAR.",Australia; Hong Kong,47,"'Reproducibility of Results'; 'Gene Expression Profiling'; 'methods'; 'Sequence Analysis, RNA'; 'Computational Biology'; 'methods'; 'Quality Control'; 'Software'; 'Meta-Analysis as Topic'; 'Workflow'; 'High-Throughput Nucleotide Sequencing'; 'Transcriptome'; 'Transcriptome'; 'Gene Expression'; 'Rna-seq'; 'Data Reuse'",,4744,DEE2,Expression Explorer,0,30942868.0,Digital expression explorer 2: a repository of uniformly processed RNA sequencing data.,"<h4>Background</h4>RNA sequencing (RNA-seq) is an indispensable tool in the study of gene regulation. While the technology has brought with it better transcript coverage and quantification, there remain considerable barriers to entry for the computational biologist to analyse large data sets. There is a real need for a repository of uniformly processed RNA-seq data that is easy to use.<h4>Findings</h4>To address these obstacles, we developed Digital Expression Explorer 2 (DEE2), a web-based repository of RNA-seq data in the form of gene-level and transcript-level expression counts. DEE2 contains >5.3 trillion assigned reads from 580,000 RNA-seq data sets including species Escherichia coli, yeast, Arabidopsis, worm, fruit fly, zebrafish, rat, mouse, and human. Base-space sequence data downloaded from the National Center for Biotechnology Information Sequence Read Archive underwent quality control prior to transcriptome and genome mapping using open-source tools. Uniform data processing methods ensure consistency across experiments, facilitating fast and reproducible meta-analyses.<h4>Conclusions</h4>The web interface allows users to quickly identify data sets of interest using accession number and keyword searches. The data can also be accessed programmatically using a specifically designed R package. We demonstrate that DEE2 data are compatible with statistical packages such as edgeR or DESeq. Bulk data are also available for download. DEE2 can be found at http://dee2.io.",2019-04-01,N,Y,Y,Y,Y,Y,Y,N,47.0,2019.0,"[""Research Support, Non-U.S. Gov't"", ""research-article"", ""Journal Article""]","[""Transcriptome"", ""Gene Expression"", ""Rna-seq"", ""Data Reuse""]","[""Reproducibility of Results"", ""Gene Expression Profiling"", ""Sequence Analysis, RNA"", ""Computational Biology"", ""Quality Control"", ""Software"", ""Meta-Analysis as Topic"", ""Workflow"", ""High-Throughput Nucleotide Sequencing"", ""Transcriptome""]",GigaScience,2047-217X,,"Digital expression explorer 2: a repository of uniformly processed RNA sequencing data. <h4>Background</h4>RNA sequencing (RNA-seq) is an indispensable tool in the study of gene regulation. While the technology has brought with it better transcript coverage and quantification, there remain considerable barriers to entry for the computational biologist to analyse large data sets. There is a real need for a repository of uniformly processed RNA-seq data that is easy to use.<h4>Findings</h4>To address these obstacles, we developed Digital Expression Explorer 2 (DEE2), a web-based repository of RNA-seq data in the form of gene-level and transcript-level expression counts. DEE2 contains >5.3 trillion assigned reads from 580,000 RNA-seq data sets including species Escherichia coli, yeast, Arabidopsis, worm, fruit fly, zebrafish, rat, mouse, and human. Base-space sequence data downloaded from the National Center for Biotechnology Information Sequence Read Archive underwent quality control prior to transcriptome and genome mapping using open-source tools. Uniform data processing methods ensure consistency across experiments, facilitating fast and reproducible meta-analyses.<h4>Conclusions</h4>The web interface allows users to quickly identify data sets of interest using accession number and keyword searches. The data can also be accessed programmatically using a specifically designed R package. We demonstrate that DEE2 data are compatible with statistical packages such as edgeR or DESeq. Bulk data are also available for download. DEE2 can be found at http://dee2.io."
3472,28025347,PMC5199199,HEDD: the human epigenetic drug database.,2016-01-01,"Qi Y, Wang D, Wang D, Jin T, Yang L, Wu H, Li Y, Zhao J, Du F, Song M, Wang R.","Department of Bioscience, School of Life Science, Jilin Normal University, Siping, China; Department of Computer Science and Technology, Computer College, Jilin Normal University, Siping, China.; Department of Social Physical Education, Physical Education College, Jilin Normal University, Siping, China.; Department of Biotechnology, School of Life Science, Jilin Normal University, Siping, China.; Department of Bioscience, School of Life Science, Jilin Normal University, Siping, China.",China,27,"'Humans'; 'Pharmacogenetics'; 'methods'; 'Epigenesis, Genetic'; 'Databases, Genetic'",Qi Y: qiyunfeng911@outlook.com,7987,HEDD,Human Enhancer Disease Database,0,28025347.0,HEDD: the human epigenetic drug database.,"Epigenetic drugs are chemical compounds that target disordered post-translational modification of histone proteins and DNA through enzymes, and the recognition of these changes by adaptor proteins. Epigenetic drug-related experimental data such as gene expression probed by high-throughput sequencing, co-crystal structure probed by X-RAY diffraction and binding constants probed by bio-assay have become widely available. The mining and integration of multiple kinds of data can be beneficial to drug discovery and drug repurposing. HEMD and other epigenetic databases store comprehensively epigenetic data where users can acquire segmental information of epigenetic drugs. However, some data types such as high-throughput datasets are not provide by these databases and they do not support flexible queries for epigenetic drug-related experimental data. Therefore, in reference to HEMD and other epigenetic databases, we developed a relatively comprehensive database for human epigenetic drugs. The human epigenetic drug database (HEDD) focuses on the storage and integration of epigenetic drug datasets obtained from laboratory experiments and manually curated information. The latest release of HEDD incorporates five kinds of datasets: (i) drug, (ii) target, (iii) disease, (vi) high-throughput and (v) complex. In order to facilitate data extraction, flexible search options were built in HEDD, which allowed an unlimited condition query for specific kinds of datasets using drug names, diseases and experiment types.Database URL: http://hedds.org/.",2016-12-26,N,N,N,Y,Y,Y,Y,N,31.0,2016.0,"[""Research Support, Non-U.S. Gov't"", ""research-article"", ""Journal Article""]",,"[""Humans"", ""Pharmacogenetics"", ""Epigenesis, Genetic"", ""Databases, Genetic""]",Database : the journal of biological databases and curation,1758-0463,,"HEDD: the human epigenetic drug database. Epigenetic drugs are chemical compounds that target disordered post-translational modification of histone proteins and DNA through enzymes, and the recognition of these changes by adaptor proteins. Epigenetic drug-related experimental data such as gene expression probed by high-throughput sequencing, co-crystal structure probed by X-RAY diffraction and binding constants probed by bio-assay have become widely available. The mining and integration of multiple kinds of data can be beneficial to drug discovery and drug repurposing. HEMD and other epigenetic databases store comprehensively epigenetic data where users can acquire segmental information of epigenetic drugs. However, some data types such as high-throughput datasets are not provide by these databases and they do not support flexible queries for epigenetic drug-related experimental data. Therefore, in reference to HEMD and other epigenetic databases, we developed a relatively comprehensive database for human epigenetic drugs. The human epigenetic drug database (HEDD) focuses on the storage and integration of epigenetic drug datasets obtained from laboratory experiments and manually curated information. The latest release of HEDD incorporates five kinds of datasets: (i) drug, (ii) target, (iii) disease, (vi) high-throughput and (v) complex. In order to facilitate data extraction, flexible search options were built in HEDD, which allowed an unlimited condition query for specific kinds of datasets using drug names, diseases and experiment types.Database URL: http://hedds.org/."
1334,21498547,PMC3077825,The Laccase Engineering Database: a classification and analysis system for laccases and related multicopper oxidases.,2011-01-01,"Sirim D, Wagner F, Wang L, Schmid RD, Pleiss J.","Institute of Technical Biochemistry, University of Stuttgart, Allmandring 31, 70569 Stuttgart, Germany.",Germany,42,"'Animals'; 'Humans'; 'Copper'; 'metabolism'; 'Laccase'; 'classification'; 'metabolism'; 'chemistry'; 'Protein Engineering'; 'Phylogeny'; 'Binding Sites'; 'Protein Structure, Secondary'; 'Structure-Activity Relationship'; 'Databases, Protein'",,7365,LccED,The Laccase Engineering Database,0,21498547.0,The Laccase Engineering Database: a classification and analysis system for laccases and related multicopper oxidases.,"Laccases and their homologues form the protein superfamily of multicopper oxidases (MCO). They catalyze the oxidation of many, particularly phenolic substances, and, besides playing an important role in many cellular activities, are of interest in biotechnological applications. The Laccase Engineering Database (LccED, http://www.lcced.uni-stuttgart.de) was designed to serve as a tool for a systematic sequence-based classification and analysis of the diverse multicopper oxidase protein family. More than 2200 proteins were classified into 11 superfamilies and 56 homologous families. For each family, the LccED provides multiple sequence alignments, phylogenetic trees and family-specific HMM profiles. The integration of structures for 14 different proteins allows a comprehensive comparison of sequences and structures to derive biochemical properties. Among the families, the distribution of the proteins regarding different kingdoms was investigated. The database was applied to perform a comprehensive analysis by MCO- and laccase-specific patterns. The LccED combines information of sequences and structures of MCOs. It serves as a classification tool to assign new proteins to a homologous family and can be applied to investigate sequence-structure-function relationship and to guide protein engineering. Database URL: http://www.lcced.uni-stuttgart.de.",2011-04-15,Y,Y,N,Y,Y,Y,Y,N,72.0,2011.0,"[""Research Support, Non-U.S. Gov't"", ""research-article"", ""Journal Article""]",,"[""Animals"", ""Humans"", ""Copper"", ""Laccase"", ""Protein Engineering"", ""Phylogeny"", ""Binding Sites"", ""Protein Structure, Secondary"", ""Structure-Activity Relationship"", ""Databases, Protein""]",Database : the journal of biological databases and curation,1758-0463,,"The Laccase Engineering Database: a classification and analysis system for laccases and related multicopper oxidases. Laccases and their homologues form the protein superfamily of multicopper oxidases (MCO). They catalyze the oxidation of many, particularly phenolic substances, and, besides playing an important role in many cellular activities, are of interest in biotechnological applications. The Laccase Engineering Database (LccED, http://www.lcced.uni-stuttgart.de) was designed to serve as a tool for a systematic sequence-based classification and analysis of the diverse multicopper oxidase protein family. More than 2200 proteins were classified into 11 superfamilies and 56 homologous families. For each family, the LccED provides multiple sequence alignments, phylogenetic trees and family-specific HMM profiles. The integration of structures for 14 different proteins allows a comprehensive comparison of sequences and structures to derive biochemical properties. Among the families, the distribution of the proteins regarding different kingdoms was investigated. The database was applied to perform a comprehensive analysis by MCO- and laccase-specific patterns. The LccED combines information of sequences and structures of MCOs. It serves as a classification tool to assign new proteins to a homologous family and can be applied to investigate sequence-structure-function relationship and to guide protein engineering. Database URL: http://www.lcced.uni-stuttgart.de."
1878,23125372,PMC3531222,Non-B DB v2.0: a database of predicted non-B DNA-forming motifs and its associated tools.,2013-01-01,"Cer RZ, Donohue DE, Mudunuri US, Temiz NA, Loss MA, Starner NJ, Halusa GN, Volfovsky N, Yi M, Luke BT, Bacolla A, Collins JR, Stephens RM.","Advanced Biomedical Computing Center, Information Systems Program, SAIC-Frederick, Inc., Frederick, MD 21702, United States",United States,131,"'Animals'; 'Dogs'; 'Humans'; 'Mice'; 'Rats'; 'DNA'; 'chemistry'; 'Repetitive Sequences, Nucleic Acid'; 'Computer Graphics'; 'Internet'; 'Software'; 'User-Computer Interface'; 'Databases, Nucleic Acid'; 'Molecular Sequence Annotation'; 'Nucleotide Motifs'",,5799,non-B,,0,23125372.0,Non-B DB v2.0: a database of predicted non-B DNA-forming motifs and its associated tools.,"The non-B DB, available at http://nonb.abcc.ncifcrf.gov, catalogs predicted non-B DNA-forming sequence motifs, including Z-DNA, G-quadruplex, A-phased repeats, inverted repeats, mirror repeats, direct repeats and their corresponding subsets: cruciforms, triplexes and slipped structures, in several genomes. Version 2.0 of the database revises and re-implements the motif discovery algorithms to better align with accepted definitions and thresholds for motifs, expands the non-B DNA-forming motifs coverage by including short tandem repeats and adds key visualization tools to compare motif locations relative to other genomic annotations. Non-B DB v2.0 extends the ability for comparative genomics by including re-annotation of the five organisms reported in non-B DB v1.0, human, chimpanzee, dog, macaque and mouse, and adds seven additional organisms: orangutan, rat, cow, pig, horse, platypus and Arabidopsis thaliana. Additionally, the non-B DB v2.0 provides an overall improved graphical user interface and faster query performance.",2012-11-03,N,N,N,Y,Y,Y,Y,N,137.0,2013.0,"[""Research Support, Non-U.S. Gov't"", ""research-article"", ""Journal Article"", ""Research Support, N.I.H., Extramural""]",,"[""Animals"", ""Dogs"", ""Humans"", ""Mice"", ""Rats"", ""DNA"", ""Repetitive Sequences, Nucleic Acid"", ""Computer Graphics"", ""Internet"", ""Software"", ""User-Computer Interface"", ""Databases, Nucleic Acid"", ""Molecular Sequence Annotation"", ""Nucleotide Motifs""]",Nucleic acids research,0305-1048,,"Non-B DB v2.0: a database of predicted non-B DNA-forming motifs and its associated tools. The non-B DB, available at http://nonb.abcc.ncifcrf.gov, catalogs predicted non-B DNA-forming sequence motifs, including Z-DNA, G-quadruplex, A-phased repeats, inverted repeats, mirror repeats, direct repeats and their corresponding subsets: cruciforms, triplexes and slipped structures, in several genomes. Version 2.0 of the database revises and re-implements the motif discovery algorithms to better align with accepted definitions and thresholds for motifs, expands the non-B DNA-forming motifs coverage by including short tandem repeats and adds key visualization tools to compare motif locations relative to other genomic annotations. Non-B DB v2.0 extends the ability for comparative genomics by including re-annotation of the five organisms reported in non-B DB v1.0, human, chimpanzee, dog, macaque and mouse, and adds seven additional organisms: orangutan, rat, cow, pig, horse, platypus and Arabidopsis thaliana. Additionally, the non-B DB v2.0 provides an overall improved graphical user interface and faster query performance."
956,26806463,PMC4726333,Essential proteins and possible therapeutic targets of Wolbachia endosymbiont and development of FiloBase--a comprehensive drug target database for Lymphatic filariasis.,2016-01-01,"Sharma OP, Kumar MS.","Centre for Bioinformatics, School of Life Science, Pondicherry University, Pondicherry-605014, India.",India,12,"'Animals'; 'Humans'; 'Brugia malayi'; 'microbiology'; 'pathogenicity'; 'Wolbachia'; 'genetics'; 'pathogenicity'; 'Elephantiasis, Filarial'; 'drug therapy'; 'genetics'; 'parasitology'; 'Bacterial Proteins'; 'biosynthesis'; 'genetics'; 'Proteome'; 'drug effects'; 'genetics'; 'Sequence Analysis, DNA'; 'Symbiosis'; 'Gene Expression Regulation'; 'genetics'; 'Genome, Bacterial'; 'Expressed Sequence Tags'; 'Databases, Genetic'; 'Host-Pathogen Interactions'; 'genetics'",,4944,FiloBase,,0,26806463.0,Essential proteins and possible therapeutic targets of Wolbachia endosymbiont and development of FiloBase--a comprehensive drug target database for Lymphatic filariasis.,"Lymphatic filariasis (Lf) is one of the oldest and most debilitating tropical diseases. Millions of people are suffering from this prevalent disease. It is estimated to infect over 120 million people in at least 80 nations of the world through the tropical and subtropical regions. More than one billion people are in danger of getting affected with this life-threatening disease. Several studies were suggested its emerging limitations and resistance towards the available drugs and therapeutic targets for Lf. Therefore, better medicine and drug targets are in demand. We took an initiative to identify the essential proteins of Wolbachia endosymbiont of Brugia malayi, which are indispensable for their survival and non-homologous to human host proteins. In this current study, we have used proteome subtractive approach to screen the possible therapeutic targets for wBm. In addition, numerous literatures were mined in the hunt for potential drug targets, drugs, epitopes, crystal structures, and expressed sequence tag (EST) sequences for filarial causing nematodes. Data obtained from our study were presented in a user friendly database named FiloBase. We hope that information stored in this database may be used for further research and drug development process against filariasis. URL: http://filobase.bicpu.edu.in.",2016-01-25,N,Y,Y,Y,Y,Y,Y,N,14.0,2016.0,"[""Research Support, Non-U.S. Gov't"", ""research-article"", ""Journal Article""]",,"[""Animals"", ""Humans"", ""Brugia malayi"", ""Wolbachia"", ""Elephantiasis, Filarial"", ""Bacterial Proteins"", ""Proteome"", ""Sequence Analysis, DNA"", ""Symbiosis"", ""Gene Expression Regulation"", ""Genome, Bacterial"", ""Expressed Sequence Tags"", ""Databases, Genetic"", ""Host-Pathogen Interactions""]",Scientific reports,2045-2322,,"Essential proteins and possible therapeutic targets of Wolbachia endosymbiont and development of FiloBase--a comprehensive drug target database for Lymphatic filariasis. Lymphatic filariasis (Lf) is one of the oldest and most debilitating tropical diseases. Millions of people are suffering from this prevalent disease. It is estimated to infect over 120 million people in at least 80 nations of the world through the tropical and subtropical regions. More than one billion people are in danger of getting affected with this life-threatening disease. Several studies were suggested its emerging limitations and resistance towards the available drugs and therapeutic targets for Lf. Therefore, better medicine and drug targets are in demand. We took an initiative to identify the essential proteins of Wolbachia endosymbiont of Brugia malayi, which are indispensable for their survival and non-homologous to human host proteins. In this current study, we have used proteome subtractive approach to screen the possible therapeutic targets for wBm. In addition, numerous literatures were mined in the hunt for potential drug targets, drugs, epitopes, crystal structures, and expressed sequence tag (EST) sequences for filarial causing nematodes. Data obtained from our study were presented in a user friendly database named FiloBase. We hope that information stored in this database may be used for further research and drug development process against filariasis. URL: http://filobase.bicpu.edu.in."
3525,30357384,PMC6323989,BitterDB: taste ligands and receptors database in 2019.,2019-01-01,"Dagan-Wiener A, Di Pizio A, Nissim I, Bahia MS, Dubovski N, Margulis E, Niv MY.","The Institute of Biochemistry, Food and Nutrition, The Robert H Smith Faculty of Agriculture, Food and Environment, The Hebrew University, 76100 Rehovot, Israel.; The Fritz Haber Center for Molecular Dynamics, The Hebrew University, Jerusalem 91904, Israel.",Israel,113,"'Animals'; 'Chickens'; 'Cats'; 'Humans'; 'Mice'; 'Receptors, G-Protein-Coupled'; 'genetics'; 'metabolism'; 'chemistry'; 'Ligands'; 'Taste'; 'Computational Biology'; 'methods'; 'trends'; 'Species Specificity'; 'Mutation'; 'Polymorphism, Single Nucleotide'; 'Internet'; 'Databases, Factual'; 'Aversive Agents'; 'metabolism'; 'chemistry'; 'Taste Receptors, Type 2'",,4295,BitterDB,,0,30357384.0,BitterDB: taste ligands and receptors database in 2019.,"BitterDB (http://bitterdb.agri.huji.ac.il) was introduced in 2012 as a central resource for information on bitter-tasting molecules and their receptors. The information in BitterDB is frequently used for choosing suitable ligands for experimental studies, for developing bitterness predictors, for analysis of receptors promiscuity and more. Here, we describe a major upgrade of the database, including significant increase in content as well as new features. BitterDB now holds over 1000 bitter molecules, up from the initial 550. When available, quantitative sensory data on bitterness intensity as well as toxicity information were added. For 270 molecules, at least one associated bitter taste receptor (T2R) is reported. The overall number of ligand-T2R associations is now close to 800. BitterDB was extended to several species: in addition to human, it now holds information on mouse, cat and chicken T2Rs, and the compounds that activate them. BitterDB now provides a unique platform for structure-based studies with high-quality homology models, known ligands, and for the human receptors also data from mutagenesis experiments, information on frequently occurring single nucleotide polymorphisms and links to expression levels in different tissues.",2019-01-01,N,N,N,Y,Y,Y,Y,N,134.0,2019.0,"[""Research Support, Non-U.S. Gov't"", ""research-article"", ""Journal Article""]",,"[""Animals"", ""Chickens"", ""Cats"", ""Humans"", ""Mice"", ""Receptors, G-Protein-Coupled"", ""Ligands"", ""Taste"", ""Computational Biology"", ""Species Specificity"", ""Mutation"", ""Polymorphism, Single Nucleotide"", ""Internet"", ""Databases, Factual"", ""Aversive Agents"", ""Taste Receptors, Type 2""]",Nucleic acids research,0305-1048,,"BitterDB: taste ligands and receptors database in 2019. BitterDB (http://bitterdb.agri.huji.ac.il) was introduced in 2012 as a central resource for information on bitter-tasting molecules and their receptors. The information in BitterDB is frequently used for choosing suitable ligands for experimental studies, for developing bitterness predictors, for analysis of receptors promiscuity and more. Here, we describe a major upgrade of the database, including significant increase in content as well as new features. BitterDB now holds over 1000 bitter molecules, up from the initial 550. When available, quantitative sensory data on bitterness intensity as well as toxicity information were added. For 270 molecules, at least one associated bitter taste receptor (T2R) is reported. The overall number of ligand-T2R associations is now close to 800. BitterDB was extended to several species: in addition to human, it now holds information on mouse, cat and chicken T2Rs, and the compounds that activate them. BitterDB now provides a unique platform for structure-based studies with high-quality homology models, known ligands, and for the human receptors also data from mutagenesis experiments, information on frequently occurring single nucleotide polymorphisms and links to expression levels in different tissues."
6379,35024864,PMC9214644,PlantNexus: A Gene Co-expression Network Database and Visualization Tool for Barley and Sorghum.,2022-04-01,"Zhou Y, Sukul A, Mishler-Elmore JW, Faik A, Held MA.","Department of Chemistry and Biochemistry, Ohio University, Athens, OH 45701, United States; Department of Environmental and Plant Biology, Ohio University, Athens, OH 45701, United States; Molecular and Cellular Biology Program, Ohio University, Athens, OH 45701, United States",United States,5,'Hordeum'; 'genetics'; 'Sorghum'; 'genetics'; 'Genomics'; 'Gene Regulatory Networks'; 'Edible Grain'; 'genetics'; 'Sorghum'; 'Database'; 'Barley'; 'Rna-seq'; 'Transcriptomics'; 'Gene Co-expression',,6379,PlantNexus,,0,,,,,,,,,,,,,,,,,,,,,PlantNexus: A Gene Co-expression Network Database and Visualization Tool for Barley and Sorghum.
1786,31240103,PMC6572862,MDR: an integrative DNA N6-methyladenine and N4-methylcytosine modification database for Rosaceae.,2019-01-01,"Liu ZY, Xing JF, Chen W, Luan MW, Xie R, Huang J, Xie SQ, Xiao CL.","1Hainan Key Laboratory for Biology of Tropical Ornamental Plant Germplasm, Institute of Tropical Agriculture and Forestry, Hainan University, 570228 Haikou, China.; 2State Key Laboratory of Ophthalmology, Zhongshan Ophthalmic Center, Sun Yat-sen University, 510060 Guangzhou, China.; 3Inner Mongolia Academy of Agricultural and Animal Husbandry Sciences, 010031 Huhhot, China.; 4Department of Agronomy, College of Agriculture, Purdue University, West Lafayette, IN 47907 United States",China; United States,35,'DNA sequencing'; 'DNA methylation'; 'Plant Genetics',,5698,MDR,,0,31240103.0,MDR: an integrative DNA N6-methyladenine and N4-methylcytosine modification database for Rosaceae.,"Eukaryotic DNA methylation has been receiving increasing attention for its crucial epigenetic regulatory function. The recently developed single-molecule real-time (SMRT) sequencing technology provides an efficient way to detect DNA N6-methyladenine (6mA) and N4-methylcytosine (4mC) modifications at a single-nucleotide resolution. The family Rosaceae contains horticultural plants with a wide range of economic importance. However, little is currently known regarding the genome-wide distribution patterns and functions of 6mA and 4mC modifications in the Rosaceae. In this study, we present an integrated DNA 6mA and 4mC modification database for the Rosaceae (MDR, http://mdr.xieslab.org). MDR, the first repository for displaying and storing DNA 6mA and 4mC methylomes from SMRT sequencing data sets for Rosaceae, includes meta and statistical information, methylation densities, Gene Ontology enrichment analyses, and genome search and browse for methylated sites in NCBI. MDR provides important information regarding DNA 6mA and 4mC methylation and may help users better understand epigenetic modifications in the family Rosaceae.",2019-06-15,N,Y,Y,Y,Y,Y,Y,N,41.0,2019.0,"[""research-article"", ""Journal Article""]","[""DNA sequencing"", ""DNA methylation"", ""Plant Genetics""]",,Horticulture research,2662-6810,,"MDR: an integrative DNA N6-methyladenine and N4-methylcytosine modification database for Rosaceae. Eukaryotic DNA methylation has been receiving increasing attention for its crucial epigenetic regulatory function. The recently developed single-molecule real-time (SMRT) sequencing technology provides an efficient way to detect DNA N6-methyladenine (6mA) and N4-methylcytosine (4mC) modifications at a single-nucleotide resolution. The family Rosaceae contains horticultural plants with a wide range of economic importance. However, little is currently known regarding the genome-wide distribution patterns and functions of 6mA and 4mC modifications in the Rosaceae. In this study, we present an integrated DNA 6mA and 4mC modification database for the Rosaceae (MDR, http://mdr.xieslab.org). MDR, the first repository for displaying and storing DNA 6mA and 4mC methylomes from SMRT sequencing data sets for Rosaceae, includes meta and statistical information, methylation densities, Gene Ontology enrichment analyses, and genome search and browse for methylated sites in NCBI. MDR provides important information regarding DNA 6mA and 4mC methylation and may help users better understand epigenetic modifications in the family Rosaceae."
729,29069447,PMC5753382,The DifferentialNet database of differential protein-protein interactions in human tissues.,2018-01-01,"Basha O, Shpringer R, Argov CM, Yeger-Lotem E.","Department of Clinical Biochemistry & Pharmacology, Faculty of Health Sciences.; National Institute for Biotechnology in the Negev, Ben-Gurion University of the Negev, Beer-Sheva 84105, Israel.",Israel,54,"'Muscle, Skeletal'; 'metabolism'; 'chemistry'; 'Bone and Bones'; 'metabolism'; 'chemistry'; 'Lung'; 'metabolism'; 'chemistry'; 'Ovary'; 'metabolism'; 'chemistry'; 'Prostate'; 'metabolism'; 'chemistry'; 'Kidney'; 'metabolism'; 'chemistry'; 'Brain'; 'metabolism'; 'Humans'; 'Proteins'; 'metabolism'; 'chemistry'; 'Protein Interaction Mapping'; 'methods'; 'Organ Specificity'; 'Phenotype'; 'Internet'; 'Software'; 'Databases, Protein'; 'Female'; 'Male'; 'Atlases as Topic'; 'High-Throughput Nucleotide Sequencing'",,5903,DifferentialNet,,0,29069447.0,The DifferentialNet database of differential protein-protein interactions in human tissues.,"DifferentialNet is a novel database that provides users with differential interactome analysis of human tissues (http://netbio.bgu.ac.il/diffnet/). Users query DifferentialNet by protein, and retrieve its differential protein-protein interactions (PPIs) per tissue via an interactive graphical interface. To compute differential PPIs, we integrated available data of experimentally detected PPIs with RNA-sequencing profiles of tens of human tissues gathered by the Genotype-Tissue Expression consortium (GTEx) and by the Human Protein Atlas (HPA). We associated each PPI with a score that reflects whether its corresponding genes were expressed similarly across tissues, or were up- or down-regulated in the selected tissue. By this, users can identify tissue-specific interactions, filter out PPIs that are relatively stable across tissues, and highlight PPIs that show relative changes across tissues. The differential PPIs can be used to identify tissue-specific processes and to decipher tissue-specific phenotypes. Moreover, they unravel processes that are tissue-wide yet tailored to the specific demands of each tissue.",2018-01-01,N,Y,N,Y,Y,Y,Y,N,57.0,2018.0,"[""Research Support, Non-U.S. Gov't"", ""research-article"", ""Journal Article""]",,"[""Muscle, Skeletal"", ""Bone and Bones"", ""Lung"", ""Ovary"", ""Prostate"", ""Kidney"", ""Brain"", ""Humans"", ""Proteins"", ""Protein Interaction Mapping"", ""Organ Specificity"", ""Phenotype"", ""Internet"", ""Software"", ""Databases, Protein"", ""Female"", ""Male"", ""Atlases as Topic"", ""High-Throughput Nucleotide Sequencing""]",Nucleic acids research,0305-1048,,"The DifferentialNet database of differential protein-protein interactions in human tissues. DifferentialNet is a novel database that provides users with differential interactome analysis of human tissues (http://netbio.bgu.ac.il/diffnet/). Users query DifferentialNet by protein, and retrieve its differential protein-protein interactions (PPIs) per tissue via an interactive graphical interface. To compute differential PPIs, we integrated available data of experimentally detected PPIs with RNA-sequencing profiles of tens of human tissues gathered by the Genotype-Tissue Expression consortium (GTEx) and by the Human Protein Atlas (HPA). We associated each PPI with a score that reflects whether its corresponding genes were expressed similarly across tissues, or were up- or down-regulated in the selected tissue. By this, users can identify tissue-specific interactions, filter out PPIs that are relatively stable across tissues, and highlight PPIs that show relative changes across tissues. The differential PPIs can be used to identify tissue-specific processes and to decipher tissue-specific phenotypes. Moreover, they unravel processes that are tissue-wide yet tailored to the specific demands of each tissue."
5099,37449459,PMC10388294,DruMAP: A Novel Drug Metabolism and Pharmacokinetics Analysis Platform.,2023-07-01,"Kawashima H, Watanabe R, Esaki T, Kuroda M, Nagao C, Natsume-Kitatani Y, Ohashi R, Komura H, Mizuguchi K.","Artificial Intelligence Center for Health and Biomedical Research, National Institutes of Biomedical Innovation, Health and Nutrition, Settsu, Osaka 566-0002, Japan.; Laboratory for Computational Biology, Institute for Protein Research, Osaka University, Suita, Osaka 565-0871, Japan.; Data Science and AI Innovation Research Promotion Center, Shiga University, Hikone, Shiga 522-8522, Japan.; Discovery Technology Laboratories, Mitsubishi Tanabe Pharma Corporation, Yokohama, Kanagawa 227-0033, Japan.; Institute of Advanced Medical Sciences, Tokushima University, Tokushima, Tokushima 770-8503, Japan.; University Research Administration Center, Osaka Metropolitan University, Osaka, Osaka 545-0051, Japan.",Japan,10,'Pharmacokinetics'; 'Drug Development',,5099,DruMAP,,0,,,,,,,,,,,,,,,,,,,,,DruMAP: A Novel Drug Metabolism and Pharmacokinetics Analysis Platform.
