pmid,title_snippet,agent_score,confidence_level,reasoning,setfit_confidence,ling_score,review_score,agent,agent_sample_size,title,abstract,ling_has_intro_pattern,ling_has_title_pattern,ling_has_url,ling_impl_keywords,ling_usage_keywords,agent2_score,agent2_rationale,expert_score,classification,category,evidence_count,title_match,intro_phrases,has_url,impl_keywords,usage_keywords,has_stats,agent4_score,agent4_notes,notes
22669905,,,,,0.72854084,2.0,0.6,6,400,PSC: protein surface classification.,,,,,,,,,,,,,,,,,,,,,POSSIBLE BIORESOURCE: Resource type: \bdatabase\b; Resource-style title; Has URL/availability info; Ling analysis positive (score=2)
34769287,,,,,0.6743616,0.0,0.15,6,400,Intermolecular Diels-Alder Cycloadditions of Furfural-Based Chemicals from Renewable Resources: A Focus on the Regio- and Diastereoselectivity in the Reaction with Alkenes.,,,,,,,,,,,,,,,,,,,,,UNLIKELY BIORESOURCE: Resource type: \bplatform\b
28873963,,,,,0.5961855,0.0,0.3,6,400,"De novo genome assembly and annotation of Australia's largest freshwater fish, the Murray cod (Maccullochella peelii), from Illumina and Nanopore sequencing read.",,,,,,,,,,,,,,,,,,,,,UNCERTAIN: Strong intro language (2 verbs)
34101125,,,,,0.7093834,2.0,0.4,6,400,Reviewing Challenges of Predicting Protein Melting Temperature Change Upon Mutation Through the Full Analysis of a Highly Detailed Dataset with High-Resolution Structures.,,,,,,,,,,,,,,,,,,,,,UNCERTAIN: Resource type: \btool\b; Has URL/availability info; Ling analysis positive (score=2)
26386548,,,,,0.6942175,2.0,0.4,6,400,"Implementation of a web based universal exchange and inference language for medicine: Sparse data, probabilities and inference in data mining of clinical data repositories.",,,,,,,,,,,,,,,,,,,,,UNCERTAIN: Intro language present; Resource type: \bplatform\b; Ling analysis positive (score=2)
30816080,,,,,0.6834094,0.0,0.25,6,400,FAO/WHO GIFT (Global Individual Food consumption data Tool): a global repository for harmonised individual quantitative food consumption studies.,,,,,,,,,,,,,,,,,,,,,"UNLIKELY BIORESOURCE: Multiple resource types: \btool\b, \brepository\b, \bplatform\b"
31074377,,,,,0.7049005,0.0,0.6000000000000001,6,400,ODAE: Ontology-based systematic representation and analysis of drug adverse events and its usage in study of adverse events given different patient age and disease conditions.,,,,,,,,,,,,,,,,,,,,,"POSSIBLE BIORESOURCE: Intro language present; Multiple resource types: \bplatform\b, \bknowledge\s+base\b, \bontology\b; Resource-style title"
26523133,,,,,0.6836239,0.0,0.4,6,400,A Database of Gene Expression Profiles of Korean Cancer Genome.,,,,,,,,,,,,,,,,,,,,,"UNCERTAIN: Intro language present; Multiple resource types: \bdatabase\b, \brepository\b, \bweb\s+application\b"
30290815,,,,,0.7172428,2.0,0.7999999999999999,6,400,malariaAtlas: an R interface to global malariometric data hosted by the Malaria Atlas Project.,,,,,,,,,,,,,,,,,,,,,"LIKELY BIORESOURCE: Multiple resource types: \bdatabase\b, \bsoftware\b, \bworkflow\b; Resource-style title; Has URL/availability info; Novelty emphasized; Ling analysis positive (score=2)"
31730345,,,,,0.69603777,0.0,0.3,6,400,How Significant Are Unusual Protein-Ligand Interactions? Insights from Database Mining.,,,,,,,,,,,,,,,,,,,,,UNCERTAIN: Intro language present; Resource type: \bdatabase\b
23508969,,,,,0.70564216,2.0,0.65,6,400,CistromeFinder for ChIP-seq and DNase-seq data reuse.,,,,,,,,,,,,,,,,,,,,,"POSSIBLE BIORESOURCE: Intro language present; Multiple resource types: \bdatabase\b, \bportal\b, \bpipeline\b; Has URL/availability info; Ling analysis positive (score=2)"
26467476,,,,,0.711967,1.0,0.5,6,400,"Metabolomics Workbench: An international repository for metabolomics data and metadata, metabolite standards, protocols, tutorials and training, and analysis tools.",,,,,,,,,,,,,,,,,,,,,"POSSIBLE BIORESOURCE: Multiple resource types: \bdatabase\b, \brepository\b, \bplatform\b; Has URL/availability info; Ling analysis positive (score=1)"
22218867,,,,,0.63692296,2.0,0.7000000000000001,6,400,ArrayMAPPIT: a screening platform for human protein interactome analysis.,,,,,,,,,,,,,,,,,,,,,"LIKELY BIORESOURCE: Intro language present; Multiple resource types: \btool\b, \bplatform\b, \bcollection\b; Resource-style title; Ling analysis positive (score=2)"
31881145,,,,,0.5560728,1.0,0.25,6,400,Pathogen Genomics in Public Health.,,,,,,,,,,,,,,,,,,,,,UNLIKELY BIORESOURCE: Intro language present; Ling analysis positive (score=1)
31725861,,,,,0.7021879,2.0,0.8500000000000001,6,400,PCOSBase: a manually curated database of polycystic ovarian syndrome.,,,,,,,,,,,,,,,,,,,,,"LIKELY BIORESOURCE: Intro language present; Multiple resource types: \bdatabase\b, \brepository\b, \bontology\b; Resource-style title; Has URL/availability info; Ling analysis positive (score=2)"
32301980,,,,,0.71503615,2.0,0.6,6,400,"Galaxy HiCExplorer 3: a web server for reproducible Hi-C, capture Hi-C and single-cell Hi-C data analysis, quality control and visualization.",,,,,,,,,,,,,,,,,,,,,POSSIBLE BIORESOURCE: Resource type: \bserver\b; Resource-style title; Has URL/availability info; Ling analysis positive (score=2)
31064348,,,,,0.60068256,0.0,0.15,6,400,The SYNBREED chicken diversity panel: a global resource to assess chicken diversity at high genomic resolution.,,,,,,,,,,,,,,,,,,,,,UNLIKELY BIORESOURCE: Resource type: \bresource\b
22003999,,,,,0.7021509,2.0,0.7,6,400,Revival of Seeliger's historical 'Special Listeria Culture Collection'.,,,,,,,,,,,,,,,,,,,,,LIKELY BIORESOURCE: Strong intro language (2 verbs); Resource type: \bdatabase\b; Has URL/availability info; Ling analysis positive (score=2)
27779619,,,,,0.71764886,2.0,0.4,6,400,A database of human exposomes and phenomes from the US National Health and Nutrition Examination Survey.,,,,,,,,,,,,,,,,,,,,,UNCERTAIN: Resource type: \bdatabase\b; Has URL/availability info; Ling analysis positive (score=2)
30596572,,,,,0.5939608,2.0,0.8499999999999999,6,400,"Design and Demonstration of a Configurable Imaging Platform for Combined Laser, Ultrasound, and Elasticity Imaging.",,,,,,,,,,,,,,,,,,,,,LIKELY BIORESOURCE: Strong intro language (2 verbs); Resource type: \bplatform\b; Resource-style title; Novelty emphasized; Ling analysis positive (score=2)
21571812,,,,,0.6977815,1.0,0.25,6,400,"Automatic annotation of experimentally derived, evolutionarily conserved post-translational modifications onto multiple genomes.",,,,,,,,,,,,,,,,,,,,,UNLIKELY BIORESOURCE: Resource type: \bdatabase\b; Ling analysis positive (score=1)
33285634,,,,,0.65305525,0.0,0.35,6,400,ANMerge: A Comprehensive and Accessible Alzheimer's Disease Patient-Level Dataset.,,,,,,,,,,,,,,,,,,,,,UNCERTAIN: Resource type: \bportal\b; Resource-style title
30961582,,,,,0.6954007,0.0,0.15,6,400,On building a diabetes centric knowledge base via mining the web.,,,,,,,,,,,,,,,,,,,,,UNLIKELY BIORESOURCE: Resource type: \bpipeline\b
28299684,,,,,0.64003193,0.0,0.15,6,400,Bacterial Detection Using Peptide-Based Platform and Impedance Spectroscopy.,,,,,,,,,,,,,,,,,,,,,UNLIKELY BIORESOURCE: Resource type: \bplatform\b
27302920,,,,,0.7065089,0.0,0.15,6,400,A signaling visualization toolkit to support rational design of combination therapies and biomarker discovery: SiViT.,,,,,,,,,,,,,,,,,,,,,UNLIKELY BIORESOURCE: Intro language present
29219051,,,,,0.59995216,1.0,0.25,6,400,Development and Uses of Offline and Web-Searchable Metabolism Databases - The Case of Benzo[a]pyrene.,,,,,,,,,,,,,,,,,,,,,UNLIKELY BIORESOURCE: Resource type: \bdatabase\b; Ling analysis positive (score=1)
30389920,,,,,0.7016929,2.0,0.5,6,400,Improved estimation of cancer dependencies from large-scale RNAi screens using model-based normalization and data integration.,,,,,,,,,,,,,,,,,,,,,POSSIBLE BIORESOURCE: Resource type: \bresource\b; Has URL/availability info; Novelty emphasized; Ling analysis positive (score=2)
26631124,,,,,0.7091865,0.0,0.25,6,400,The Saccharomyces Genome Database: Advanced Searching Methods and Data Mining.,,,,,,,,,,,,,,,,,,,,,"UNLIKELY BIORESOURCE: Multiple resource types: \bdatabase\b, \btool\b, \bsoftware\b"
22371486,,,,,0.7030533,2.0,0.4,6,400,Viruses and interactomes in translation.,,,,,,,,,,,,,,,,,,,,,UNCERTAIN: Intro language present; Resource type: \bresource\b; Ling analysis positive (score=2)
28731430,,,,,0.6938919,0.0,0.15,6,400,Neuroimaging Feature Terminology: A Controlled Terminology for the Annotation of Brain Imaging Features.,,,,,,,,,,,,,,,,,,,,,UNLIKELY BIORESOURCE: Intro language present
26773573,,,,,0.7096489,1.0,0.7000000000000001,6,400,"VariOtator, a Software Tool for Variation Annotation with the Variation Ontology.",,,,,,,,,,,,,,,,,,,,,"LIKELY BIORESOURCE: Intro language present; Multiple resource types: \bdatabase\b, \btool\b, \bsoftware\b; Resource-style title; Ling analysis positive (score=1)"
29055037,,,,,0.6527099,2.0,0.4,6,400,THE CONCISE GUIDE TO PHARMACOLOGY 2017/18: Overview.,,,,,,,,,,,,,,,,,,,,,UNCERTAIN: Resource type: \bdatabase\b; Has URL/availability info; Ling analysis positive (score=2)
30778448,,,,,0.52394843,1.0,0.4,6,400,A novel fluorescent sensing platform based on metal-polydopamine frameworks for the dual detection of kanamycin and oxytetracycline.,,,,,,,,,,,,,,,,,,,,,UNCERTAIN: Intro language present; Resource type: \bplatform\b; Ling analysis positive (score=1)
30181607,,,,,0.5799905,0.0,0.15,6,400,Development of Clinical Domain Working Groups for the Clinical Genome Resource (ClinGen): lessons learned and plans for the future.,,,,,,,,,,,,,,,,,,,,,UNLIKELY BIORESOURCE: Resource type: \bresource\b
22139933,,,,,0.668857,2.0,0.5,6,400,IGDB.NSCLC: integrated genomic database of non-small cell lung cancer.,,,,,,,,,,,,,,,,,,,,,POSSIBLE BIORESOURCE: Resource type: \bdatabase\b; Has URL/availability info; Novelty emphasized; Ling analysis positive (score=2)
23198982,,,,,0.6895051,1.0,0.5,6,400,16(th) IHIW: extending the number of resources and bioinformatics analysis for the investigation of HLA rare alleles.,,,,,,,,,,,,,,,,,,,,,"POSSIBLE BIORESOURCE: Multiple resource types: \bdatabase\b, \btool\b, \bonline\s+tool\b; Has URL/availability info; Ling analysis positive (score=1)"
26947550,,,,,0.72399706,1.0,0.6,6,400,PlantPReS: A database for plant proteome response to stress.,,,,,,,,,,,,,,,,,,,,,POSSIBLE BIORESOURCE: Resource type: \bdatabase\b; Resource-style title; Has URL/availability info; Ling analysis positive (score=1)
33625877,,,,,0.7079721,0.0,0.35,6,400,OncoTree: A Cancer Classification System for Precision Oncology.,,,,,,,,,,,,,,,,,,,,,UNCERTAIN: Resource type: \bplatform\b; Resource-style title
34019658,,,,,0.7218711,2.0,0.85,6,400,"RunBioSimulations: an extensible web application that simulates a wide range of computational modeling frameworks, algorithms, and formats.",,,,,,,,,,,,,,,,,,,,,LIKELY BIORESOURCE: Intro language present; Resource type: \bweb\s+application\b; Resource-style title; Has URL/availability info; Novelty emphasized; Ling analysis positive (score=2)
26013488,,,,,0.6598393,0.0,0.25,6,400,Every Site Counts: Submitting Transcription Factor-Binding Site Information through the CollecTF Portal.,,,,,,,,,,,,,,,,,,,,,"UNLIKELY BIORESOURCE: Multiple resource types: \bdatabase\b, \brepository\b, \bportal\b"
25979774,,,,,0.7017258,2.0,0.5,6,400,pFind-Alioth: A novel unrestricted database search algorithm to improve the interpretation of high-resolution MS/MS data.,,,,,,,,,,,,,,,,,,,,,POSSIBLE BIORESOURCE: Intro language present; Resource type: \bdatabase\b; Novelty emphasized; Ling analysis positive (score=2)
23219434,,,,,0.6301649,2.0,0.3,6,400,"Systematic annotation and analysis of ""virmugens""-virulence factors whose mutants can be used as live attenuated vaccines.",,,,,,,,,,,,,,,,,,,,,UNCERTAIN: Resource type: \bdatabase\b; Has URL/availability info; Ling analysis positive (score=2); Case study (likely usage)
33575627,,,,,0.71754426,2.0,0.7000000000000001,6,400,aYChr-DB: a database of ancient human Y haplogroups.,,,,,,,,,,,,,,,,,,,,,"LIKELY BIORESOURCE: Intro language present; Multiple resource types: \bdatabase\b, \btool\b, \bresource\b; Resource-style title; Ling analysis positive (score=2)"
25976927,,,,,0.5904646,1.0,0.4499999999999999,6,400,Parkinson's disease biomarkers program brain imaging repository.,,,,,,,,,,,,,,,,,,,,,"UNCERTAIN: Multiple resource types: \bdatabase\b, \brepository\b, \bresource\b; Novelty emphasized; Ling analysis positive (score=1)"
31984253,,,,,0.70431143,1.0,0.25,6,400,Crowd-Sourced Chemistry: Considerations for Building a Standardized Database to Improve Omic Analyses.,,,,,,,,,,,,,,,,,,,,,UNLIKELY BIORESOURCE: Resource type: \bdatabase\b; Ling analysis positive (score=1)
26551295,,,,,0.7205698,2.0,0.7499999999999999,6,400,ChromClust: A semi-supervised chromatin clustering toolkit for mining histone modifications interplay.,,,,,,,,,,,,,,,,,,,,,LIKELY BIORESOURCE: Strong intro language (2 verbs); Resource type: \bdatabase\b; Resource-style title; Ling analysis positive (score=2)
23932568,,,,,0.6790536,1.0,0.25,6,400,Systems biology of host-mycobiota interactions: dissecting Dectin-1 and Dectin-2 signalling in immune cells with DC-ATLAS.,,,,,,,,,,,,,,,,,,,,,UNLIKELY BIORESOURCE: Resource type: \bresource\b; Ling analysis positive (score=1)
25917548,,,,,0.7197086,0.0,0.25,6,400,Manual classification strategies in the ECOD database.,,,,,,,,,,,,,,,,,,,,,UNLIKELY BIORESOURCE: Resource type: \bdatabase\b; Novelty emphasized
31595013,,,,,0.5332579,0.0,0.15,6,400,Guest Edited Collection: Gravitational biology and space medicine.,,,,,,,,,,,,,,,,,,,,,UNLIKELY BIORESOURCE: Resource type: \bcollection\b
21727053,,,,,0.6376057,0.0,0.25,6,400,"The Israel DNA database--the establishment of a rapid, semi-automated analysis system.",,,,,,,,,,,,,,,,,,,,,"UNLIKELY BIORESOURCE: Multiple resource types: \bdatabase\b, \btool\b, \bsoftware\b"
32936830,,,,,0.69305676,2.0,0.25,6,400,The Twitter parliamentarian database: Analyzing Twitter politics across 26 countries.,,,,,,,,,,,,,,,,,,,,,UNLIKELY BIORESOURCE: Resource type: \bdatabase\b; Ling analysis positive (score=2)
22110059,,,,,0.69690865,0.0,0.5,6,400,"pTransgenesis: a cross-species, modular transgenesis resource.",,,,,,,,,,,,,,,,,,,,,POSSIBLE BIORESOURCE: Intro language present; Resource type: \bresource\b; Resource-style title
26272709,,,,,0.6838164,2.0,0.6,6,400,GenomewidePDB 2.0: A Newly Upgraded Versatile Proteogenomic Database for the Chromosome-Centric Human Proteome Project.,,,,,,,,,,,,,,,,,,,,,POSSIBLE BIORESOURCE: Resource type: \bdatabase\b; Resource-style title; Has URL/availability info; Ling analysis positive (score=2)
24447638,,,,,0.6294459,0.0,0.3,6,400,Assembling a geospatial database of tsetse-transmitted animal trypanosomosis for Africa.,,,,,,,,,,,,,,,,,,,,,UNCERTAIN: Resource type: \bdatabase\b; Has URL/availability info
23451388,,,,,0.7035784,0.0,0.35,6,400,GMOMETHODS: the European Union database of reference methods for GMO analysis.,,,,,,,,,,,,,,,,,,,,,UNCERTAIN: Resource type: \bdatabase\b; Resource-style title
34276765,,,,,0.5817276,0.0,0.0,6,400,"Draft Genome Assembly and Transcriptome Dataset for European Turnip (<i>Brassica rapa</i> L. ssp. <i>rapifera</i>), ECD4 Carrying Clubroot Resistance.",,,,,,,,,,,,,,,,,,,,,UNLIKELY BIORESOURCE
26602691,,,,,0.7173087,2.0,0.6,6,400,PSORTdb: expanding the bacteria and archaea protein subcellular localization database to better reflect diversity in cell envelope structures.,,,,,,,,,,,,,,,,,,,,,POSSIBLE BIORESOURCE: Resource type: \bdatabase\b; Resource-style title; Has URL/availability info; Ling analysis positive (score=2)
28665131,,,,,0.6864138,0.0,0.65,6,400,A Comprehensive Database and Analysis Framework To Incorporate Multiscale Data Types and Enable Integrated Analysis of Bioactive Polyphenols.,,,,,,,,,,,,,,,,,,,,,"POSSIBLE BIORESOURCE: Strong intro language (2 verbs); Multiple resource types: \bdatabase\b, \bframework\b, \bcollection\b; Novelty emphasized"
24948510,,,,,0.6946389,2.0,0.4,6,400,A novel multi-alignment pipeline for high-throughput sequencing data.,,,,,,,,,,,,,,,,,,,,,UNCERTAIN: Resource type: \bdatabase\b; Has URL/availability info; Ling analysis positive (score=2)
26112029,,,,,0.7105565,0.0,0.15,6,400,The center for expanded data annotation and retrieval.,,,,,,,,,,,,,,,,,,,,,UNLIKELY BIORESOURCE: Resource type: \brepository\b
26496400,,,,,0.6480683,0.0,0.15,6,400,Natural Medicines: A Complementary and Alternative Medicines Tool Combining Natural Standard and the Natural Medicines Comprehensive Database.,,,,,,,,,,,,,,,,,,,,,UNLIKELY BIORESOURCE: Resource type: \bdatabase\b
30512014,,,,,0.5499057,2.0,0.5499999999999999,6,400,An annotated test-retest collection of prostate multiparametric MRI.,,,,,,,,,,,,,,,,,,,,,POSSIBLE BIORESOURCE: Strong intro language (2 verbs); Resource type: \bcollection\b; Ling analysis positive (score=2)
21364759,,,,,0.66331553,0.0,0.3,6,400,NAViGaTing the micronome--using multiple microRNA prediction databases to identify signalling pathway-associated microRNAs.,,,,,,,,,,,,,,,,,,,,,UNCERTAIN: Resource type: \bdatabase\b; Has URL/availability info
34469576,,,,,0.7226055,0.0,0.25,6,400,Drosophila Evolution over Space and Time (DEST): A New Population Genomics Resource.,,,,,,,,,,,,,,,,,,,,,"UNLIKELY BIORESOURCE: Multiple resource types: \brepository\b, \bplatform\b, \bportal\b"
21999342,,,,,0.72270316,2.0,0.4,6,400,"Open Data, Open Source and Open Standards in chemistry: The Blue Obelisk five years on.",,,,,,,,,,,,,,,,,,,,,UNCERTAIN: Resource type: \bsoftware\b; Has URL/availability info; Ling analysis positive (score=2)
33835022,,,,,0.7180431,1.0,0.2,6,400,"Artistoo, a library to build, share, and explore simulations of cells and tissues in the web browser.",,,,,,,,,,,,,,,,,,,,,UNLIKELY BIORESOURCE: Resource type: \bsoftware\b; Ling analysis positive (score=1); Methods/protocol paper
27043857,,,,,0.723948,2.0,0.6,6,400,PDB2Graph: A toolbox for identifying critical amino acids map in proteins based on graph theory.,,,,,,,,,,,,,,,,,,,,,POSSIBLE BIORESOURCE: Intro language present; Resource type: \btool\b; Resource-style title; Ling analysis positive (score=2)
21992659,,,,,0.6756621,0.0,0.4,6,400,MedEval - A Swedish medical test collection with doctors and patients user groups.,,,,,,,,,,,,,,,,,,,,,UNCERTAIN: Intro language present; Resource type: \bcollection\b; Novelty emphasized
31974805,,,,,0.7132909,0.0,0.35,6,400,Speeding up the detection of non-iconic and iconic gestures (SPUDNIG): A toolkit for the automatic detection of hand movements and gestures in video data.,,,,,,,,,,,,,,,,,,,,,UNCERTAIN: Resource type: \btool\b; Resource-style title
28263989,,,,,0.67481214,2.0,0.4,6,400,Extracting microRNA-gene relations from biomedical literature using distant supervision.,,,,,,,,,,,,,,,,,,,,,UNCERTAIN: Resource type: \bknowledge\s+base\b; Has URL/availability info; Ling analysis positive (score=2)
26247028,,,,,0.7085606,1.0,0.25,6,400,Towards a Food Safety Knowledge Base Applicable in Crisis Situations and Beyond.,,,,,,,,,,,,,,,,,,,,,UNLIKELY BIORESOURCE: Resource type: \bsoftware\b; Ling analysis positive (score=1)
33118693,,,,,0.6893243,0.0,0.15,6,400,Interface Chemistry Special Collection.,,,,,,,,,,,,,,,,,,,,,UNLIKELY BIORESOURCE: Resource type: \bcollection\b
27255189,,,,,0.71916014,2.0,0.5,6,400,Generation of open biomedical datasets through ontology-driven transformation and integration processes.,,,,,,,,,,,,,,,,,,,,,"POSSIBLE BIORESOURCE: Intro language present; Multiple resource types: \btool\b, \bsoftware\b, \bontology\b; Ling analysis positive (score=2)"
30271296,,,,,0.671719,0.0,0.0,6,400,"""Plutchik"": artificial intelligence chatbot for searching NCBI databases.",,,,,,,,,,,,,,,,,,,,,UNLIKELY BIORESOURCE
32703790,,,,,0.65785587,2.0,0.4,6,400,Cell type-specific novel long non-coding RNA and circular RNA in the BLUEPRINT hematopoietic transcriptomes atlas.,,,,,,,,,,,,,,,,,,,,,UNCERTAIN: Resource type: \bresource\b; Has URL/availability info; Ling analysis positive (score=2)
26975196,,,,,0.62689465,2.0,0.4,6,400,Sequencing and comparative analyses of the genomes of zoysiagrasses.,,,,,,,,,,,,,,,,,,,,,UNCERTAIN: Resource type: \bdatabase\b; Has URL/availability info; Ling analysis positive (score=2)
29576601,,,,,0.54640657,0.0,0.15,6,400,"Genome Database of the Latvian Population (LGDB): Design, Goals, and Primary Results.",,,,,,,,,,,,,,,,,,,,,UNLIKELY BIORESOURCE: Resource type: \bdatabase\b
34764956,,,,,0.6459475,1.0,0.4,6,400,Novel Allele Detection Tool Benchmark and Application With Antibody Repertoire Sequencing Dataset.,,,,,,,,,,,,,,,,,,,,,UNCERTAIN: Intro language present; Resource type: \btool\b; Ling analysis positive (score=1)
27008877,,,,,0.64470863,1.0,0.25,6,400,Practical Value of Food Pathogen Traceability through Building a Whole-Genome Sequencing Network and Database.,,,,,,,,,,,,,,,,,,,,,UNLIKELY BIORESOURCE: Resource type: \bdatabase\b; Ling analysis positive (score=1)
21940779,,,,,0.7015881,0.0,0.55,6,400,RNAcentral: A vision for an international database of RNA sequences.,,,,,,,,,,,,,,,,,,,,,"POSSIBLE BIORESOURCE: Multiple resource types: \bdatabase\b, \bresource\b, \bcollection\b; Resource-style title; Novelty emphasized"
31307550,,,,,0.72289884,0.0,0.4,6,400,Phenotype annotation with the ontology of microbial phenotypes (OMP).,,,,,,,,,,,,,,,,,,,,,"UNCERTAIN: Intro language present; Multiple resource types: \bportal\b, \bsoftware\b, \bframework\b"
22647087,,,,,0.70735335,0.0,0.35,6,400,PyMS: a Python toolkit for processing of gas chromatography-mass spectrometry (GC-MS) data. Application and comparative study of selected tools.,,,,,,,,,,,,,,,,,,,,,UNCERTAIN: Resource type: \bsoftware\b; Resource-style title
32788619,,,,,0.6957827,0.0,0.0,6,400,Pathway-specific model estimation for improved pathway annotation by network crosstalk.,,,,,,,,,,,,,,,,,,,,,UNLIKELY BIORESOURCE: Methods/protocol paper
29908887,,,,,0.6482243,0.0,0.15,6,400,The Emerging Potential for Network Analysis to Inform Precision Cancer Medicine.,,,,,,,,,,,,,,,,,,,,,UNLIKELY BIORESOURCE: Resource type: \bframework\b
23707624,,,,,0.6332322,0.0,0.4499999999999999,6,400,Organic small hairpin RNAs (OshR): a do-it-yourself platform for transgene-based gene silencing.,,,,,,,,,,,,,,,,,,,,,UNCERTAIN: Resource type: \bplatform\b; Resource-style title; Novelty emphasized
24927599,,,,,0.7228709,1.0,0.35,6,400,"High-throughput comparison, functional annotation, and metabolic modeling of plant genomes using the PlantSEED resource.",,,,,,,,,,,,,,,,,,,,,UNCERTAIN: Resource type: \bdatabase\b; Novelty emphasized; Ling analysis positive (score=1)
28333085,,,,,0.68157756,2.0,0.4499999999999999,6,400,eBASIS (Bioactive Substances in Food Information Systems) and Bioactive Intakes: Major Updates of the Bioactive Compound Composition and Beneficial Bioeffects Database and the Development of a Probabilistic Model to Assess Intakes in Europe.,,,,,,,,,,,,,,,,,,,,,"UNCERTAIN: Multiple resource types: \bdatabase\b, \btool\b, \bweb-based\b; Novelty emphasized; Ling analysis positive (score=2)"
27105847,,,,,0.7234025,2.0,0.7999999999999999,6,400,SL2: an interactive webtool for modeling of missing segments in proteins.,,,,,,,,,,,,,,,,,,,,,"LIKELY BIORESOURCE: Multiple resource types: \bdatabase\b, \bserver\b, \btool\b; Resource-style title; Has URL/availability info; Novelty emphasized; Ling analysis positive (score=2)"
34036130,,,,,0.6769179,0.0,0.15,6,400,A homogeneous dataset of polyglutamine and glutamine rich aggregating peptides simulations.,,,,,,,,,,,,,,,,,,,,,UNLIKELY BIORESOURCE: Resource type: \bsoftware\b
24304897,,,,,0.6883357,2.0,0.5,6,400,Plasma Proteome Database as a resource for proteomics research: 2014 update.,,,,,,,,,,,,,,,,,,,,,POSSIBLE BIORESOURCE: Resource type: \bdatabase\b; Has URL/availability info; Novelty emphasized; Ling analysis positive (score=2)
34817215,,,,,0.66282153,2.0,0.4,6,400,The ATCC Genome Portal: Microbial Genome Reference Standards with Data Provenance.,,,,,,,,,,,,,,,,,,,,,UNCERTAIN: Resource type: \bportal\b; Has URL/availability info; Ling analysis positive (score=2)
22968824,,,,,0.67924166,0.0,0.3,6,400,The mammalian gene function resource: the International Knockout Mouse Consortium.,,,,,,,,,,,,,,,,,,,,,UNCERTAIN: Resource type: \bportal\b; Has URL/availability info
24643548,,,,,0.7135031,0.0,0.5,6,400,Galaxy as a platform for identifying candidate pathogen effectors.,,,,,,,,,,,,,,,,,,,,,POSSIBLE BIORESOURCE: Intro language present; Resource type: \bplatform\b; Resource-style title
34521998,,,,,0.7202389,1.0,0.35,6,400,The LOVD3 platform: efficient genome-wide sharing of genetic variants.,,,,,,,,,,,,,,,,,,,,,"UNCERTAIN: Multiple resource types: \bdatabase\b, \bplatform\b, \bsoftware\b; Ling analysis positive (score=1)"
23562645,,,,,0.7115031,2.0,0.55,6,400,BioAnnote: a software platform for annotating biomedical documents with application in medical learning environments.,,,,,,,,,,,,,,,,,,,,,"POSSIBLE BIORESOURCE: Multiple resource types: \bserver\b, \bplatform\b, \bsoftware\b; Resource-style title; Ling analysis positive (score=2)"
28830434,,,,,0.72040045,0.0,0.25,6,400,"Rational confederation of genes and diseases: NGS interpretation via GeneCards, MalaCards and VarElect.",,,,,,,,,,,,,,,,,,,,,UNLIKELY BIORESOURCE: Resource type: \btool\b; Novelty emphasized
28981707,,,,,0.72799045,2.0,0.4,6,400,The Encyclopedia of Proteome Dynamics: a big data ecosystem for (prote)omics.,,,,,,,,,,,,,,,,,,,,,UNCERTAIN: Resource type: \bdatabase\b; Has URL/availability info; Ling analysis positive (score=2)
22638580,,,,,0.6664736,1.0,0.7,6,400,AVPpred: collection and prediction of highly effective antiviral peptides.,,,,,,,,,,,,,,,,,,,,,"LIKELY BIORESOURCE: Multiple resource types: \bserver\b, \bweb\s+server\b, \bresource\b; Resource-style title; Has URL/availability info; Ling analysis positive (score=1)"
24110966,,,,,0.6471491,1.0,0.75,6,400,PH² - a dermoscopic image database for research and benchmarking.,,,,,,,,,,,,,,,,,,,,,LIKELY BIORESOURCE: Intro language present; Resource type: \bdatabase\b; Resource-style title; Has URL/availability info; Ling analysis positive (score=1)
30135069,,,,,0.55288225,1.0,0.4499999999999999,6,400,Modeling Niemann-Pick disease type C1 in zebrafish: a robust platform for &lt;i&gt;in vivo&lt;/i&gt; screening of candidate therapeutic compounds.,,,,,,,,,,,,,,,,,,,,,UNCERTAIN: Resource type: \bplatform\b; Resource-style title; Ling analysis positive (score=1)
25563458,,,,,0.6844324,0.0,0.25,6,400,Promoting Precision Cancer Medicine through a Community-Driven Knowledgebase.,,,,,,,,,,,,,,,,,,,,,UNLIKELY BIORESOURCE: Resource type: \btool\b; Novelty emphasized
33175375,,,,,0.67072374,0.0,0.3,6,400,CRISPR/Cas9-Based Genome Editing Toolbox for Arabidopsis thaliana.,,,,,,,,,,,,,,,,,,,,,UNCERTAIN: Intro language present; Resource type: \btool\b
30753697,,,,,0.70747495,2.0,0.6,6,400,DeepRibo: a neural network for precise gene annotation of prokaryotes by combining ribosome profiling signal and binding site patterns.,,,,,,,,,,,,,,,,,,,,,POSSIBLE BIORESOURCE: Intro language present; Resource type: \btool\b; Resource-style title; Ling analysis positive (score=2)
30944336,,,,,0.71948117,0.0,0.25,6,400,"MarTurtSI, a global database of stable isotope analyses of marine turtles.",,,,,,,,,,,,,,,,,,,,,UNLIKELY BIORESOURCE: Resource type: \bdatabase\b; Novelty emphasized
