"extracted_name","extracted_long","baseline_name","baseline_full","edit_distance","contains","long_sim","match_type","score","confidence"
"RTFBSDB","Transcription Factor Binding Site Database","rtfadb","","2","False","0.0","edit_dist=2","0.8","HIGH"
"mTFkb","Mouse Transcription Factors Knowledgebase","mtb","mouse tumor biology database","2","False","0.6956521739130435","edit_dist=2","0.8","HIGH"
"MAPKDB","MAP Kinase Database","mavedb","","2","False","0.0","edit_dist=2","0.8","HIGH"
"MedNar","Medical Deep Web Database","medas","metazoan developmental alternative splicing database","2","False","0.5714285714285714","edit_dist=2","0.8","HIGH"
"PlantMP","Plant Moonlighting Proteins Database","plantafp","","2","False","0.0","edit_dist=2","0.8","HIGH"
"KGD","Kiwifruit Genome Database","kgvdb","","2","False","0.0","edit_dist=2","0.8","HIGH"
"CFCD","Czech Food Composition Database","cfgp","comparative fungal genomics platform","2","False","0.6567164179104478","edit_dist=2","0.8","HIGH"
"CCMRD","Carbohydrate NMR Database","ccmgdb","cancer cell metabolism gene database","2","False","0.6557377049180327","edit_dist=2","0.8","HIGH"
"PolyTB","Tuberculosis Genomic Variation Map","polyq","","2","False","0.0","edit_dist=2","0.8","HIGH"
"ImmuneDB","Adaptive Immune Receptor Database","immunet","","2","False","0.0","edit_dist=2","0.8","HIGH"
"MIGREW","Wheat Resistance Genes Database","mirex","","2","False","0.0","edit_dist=2","0.8","HIGH"
"MDAD","Microbe-Drug Association Database","mdb","","2","False","0.0","edit_dist=2","0.8","HIGH"
"GPCRmd","GPCR Molecular Dynamics Database","gpcrdb","","2","False","0.0","edit_dist=2","0.8","HIGH"
"BIONDA","Biomarker Database","bind","biomolecular interaction network database","2","False","0.6101694915254238","edit_dist=2","0.8","HIGH"
"CASTp","computed atlas of surface topography of proteins","camp","collection of antimicrobial peptide","2","False","0.6265060240963856","edit_dist=2","0.8","HIGH"
"dbWFA","Wheat Functional Annotation Database","dbwgfp","","2","False","0.0","edit_dist=2","0.8","HIGH"
"HumiR","human microRNA databases","huma","analysis","2","False","0.375","edit_dist=2","0.8","HIGH"
"MGOS","Magnaporthe oryzae annotation database","mgi","mouse genome informatics","2","False","0.5483870967741935","edit_dist=2","0.8","HIGH"
"GCDB","Glaucomatous Chemogenomics Database","gc4s","","2","False","0.0","edit_dist=2","0.8","HIGH"
"ODFM","Omics Data from Fermented Foods Microorganisms","odcs","orphan disease connections","2","False","0.6111111111111112","edit_dist=2","0.8","HIGH"
"HRRD","HPV-RNA Regulatory Database","hrap","","2","False","0.0","edit_dist=2","0.8","HIGH"
"NDDN","Neuroinformation Database for Developing Networks","ndb","nucleome data bank","2","False","0.5074626865671642","edit_dist=2","0.8","HIGH"
"ACToR","Aggregated Computational Toxicology Resource","acsr","aids and cancer specimen resource","2","False","0.6493506493506493","edit_dist=2","0.8","HIGH"
"COSMOS","COSMOS","cosmic","the catalogue of somatic mutations in cancer","2","False","0.24","edit_dist=2","0.8","HIGH"
"IMPACT","Integrating Molecular Profiles with Actionable Cancer Therapeutics","impc","","2","False","0.0","edit_dist=2","0.8","HIGH"
"SAMT","South Australian Macrobenthic Traits Database","savi","synthetically accessible virtual inventory","2","False","0.6666666666666666","edit_dist=2","0.8","HIGH"
"CellMiner","CellMiner","cellfinder","","2","False","0.0","edit_dist=2","0.8","HIGH"
"STEPdb","Subcellular Topologies of E. coli Polypeptides Database","stagdb","","2","False","0.0","edit_dist=2","0.8","HIGH"
"COMODI","Computational Model Differences Ontology","commode","","2","False","0.0","edit_dist=2","0.8","HIGH"
"IMDI","Integrated Molecular Database on Indian Insects","impc","","2","False","0.0","edit_dist=2","0.8","HIGH"
"CSTEA","Cell State Transition Expression Atlas","csa","catalytic site atlas","2","False","0.6206896551724138","edit_dist=2","0.8","HIGH"
"PROTICdb","Proteomic Database","protac-db","","2","False","0.0","edit_dist=2","0.8","HIGH"
"AVIA","Annotation and Visualization of Integrated Analysis","avimm","avian immunome db","2","False","0.38235294117647056","edit_dist=2","0.8","HIGH"
"CGAP","Chloroplast Genome Analysis Platform","cgob","candida gene order browser","2","False","0.5483870967741935","edit_dist=2","0.8","HIGH"
"RepetDB","Repetitive Element Database","repeatsdb","","2","False","0.0","edit_dist=2","0.8","HIGH"
"GeneCaRNA","Gene-centric RNA Database","genecards","human integrated protein expression database","2","False","0.6376811594202898","edit_dist=2","0.8","HIGH"
"CREST","Classification Resources for Environmental Sequence Tags","crustf","","2","False","0.0","edit_dist=2","0.8","HIGH"
"ANSH","Alzheimer Neuroimaging Spectroscopic Hub","andb","areca nut database","2","False","0.4482758620689655","edit_dist=2","0.8","HIGH"
"CFam","Chemical Families Database","cfgp","comparative fungal genomics platform","2","False","0.6129032258064516","edit_dist=2","0.8","HIGH"
"efam","Expanded Metaproteome-Supported HMM Profile Database","efg","electronic resource for fusarium graminearum","2","False","0.6041666666666666","edit_dist=2","0.8","HIGH"
"virusMED","Viral Protein Hotspots Atlas","virusms","","2","False","0.0","edit_dist=2","0.8","HIGH"
"NeuroPAL","Neuronal Polychromatic Atlas of Landmarks","neuropep","","2","False","0.0","edit_dist=2","0.8","HIGH"
"CLC2","Cancer LncRNA Census","cld","chinese lexical database","2","False","0.5454545454545454","edit_dist=2","0.8","HIGH"
"BioR","Biological Reference Repository","bigg","","2","False","0.0","edit_dist=2","0.8","HIGH"
"IPCT","Integrated Pharmacogenomic Platform of Cancer Tissues","ipad","integrated pathway analysis database for systematic enrichment analysis","2","False","0.6774193548387096","edit_dist=2","0.8","HIGH"
"DMTO","Diabetes Mellitus Treatment Ontology","dmd","dietary microrna databases","2","False","0.6129032258064516","edit_dist=2","0.8","HIGH"
"FusionHub","Gene Fusion Hub","fusiongdb","fusion gene annotation database","2","False","0.5652173913043478","edit_dist=2","0.8","HIGH"
"dbTMM","Tohoku Medical Megabank Database","dbatm","animal transcriptome map","2","False","0.6071428571428571","edit_dist=2","0.8","HIGH"
"CMTTdb","Cancer Molecular Targeted Therapy Database","cmvdb","cytomegalovirus infection database","2","False","0.6578947368421053","edit_dist=2","0.8","HIGH"
"FuncPEP","Functional Peptide Database","funcoup","","2","False","0.0","edit_dist=2","0.8","HIGH"
"BioTIME","biodiversity time series database","bioimg","","2","False","0.0","edit_dist=2","0.8","HIGH"
"CATCHR","Catalog of Assets for Translational and Clinical Health Research","cath","","2","False","0.0","edit_dist=2","0.8","HIGH"
"CEEDER","evidence reviews database","cendr","elegans natural diversity resource","2","False","0.6779661016949152","edit_dist=2","0.8","HIGH"
"CGHub","Cancer Genomics Hub","cgob","candida gene order browser","2","False","0.6222222222222222","edit_dist=2","0.8","HIGH"
"ProMEX","mass spectral reference database for plant proteomics","prime","","2","False","0.0","edit_dist=2","0.8","HIGH"
"GenDiS","protein domain superfamilies database","gendr","","2","False","0.0","edit_dist=2","0.8","HIGH"
"RVDB","Reference Viral Database","rvs","","2","False","0.0","edit_dist=2","0.8","HIGH"
"ANGI","Anorexia Nervosa Genetics Initiative","andb","areca nut database","2","False","0.5185185185185185","edit_dist=2","0.8","HIGH"
"IRAM","virus capsid database","ird","influenza research database","2","False","0.6666666666666666","edit_dist=2","0.8","HIGH"
"PamulDB","Pasteurella multocida genomic resource database","pamirdb","","2","False","0.0","edit_dist=2","0.8","HIGH"
"TREND","retinal images database","trex","","2","False","0.0","edit_dist=2","0.8","HIGH"
"Circbank","comprehensive circRNA database","circbase","","2","False","0.0","edit_dist=2","0.8","HIGH"
"CFC","Cystic Fibrosis Cloud Database","cfgp","comparative fungal genomics platform","2","False","0.6060606060606061","edit_dist=2","0.8","HIGH"
"UniCorn","theoretical N-glycan structure database","unicarb","","2","False","0.0","edit_dist=2","0.8","HIGH"
"CUBAP","Codon Usage Bias Analysis Portal","cuas","","2","False","0.0","edit_dist=2","0.8","HIGH"
"DIPOS","Database of Interacting Proteins in Oryza Sativa","divas","","2","False","0.0","edit_dist=2","0.8","HIGH"
"IMEx","International Molecular Exchange","impc","","2","False","0.0","edit_dist=2","0.8","HIGH"
"BFDb","BioFragment Database","bfgr","biofuel feedstock genomics resource","2","False","0.509090909090909","edit_dist=2","0.8","HIGH"
"dGCR","Database of Gene Co-Regulation","dgva","","2","False","0.0","edit_dist=2","0.8","HIGH"
"lncSLdb","Long Non-Coding RNA Subcellular Localization Database","lncedb","","2","False","0.0","edit_dist=2","0.8","HIGH"
"DMAK","DNA Methylation Annotation Knowledgebase","dmd","dietary microrna databases","2","False","0.6363636363636364","edit_dist=2","0.8","HIGH"
"RSIADB","Rhizoctonia Solani Integrated Analysis Database","rsvdb","","2","False","0.0","edit_dist=2","0.8","HIGH"
"IsopiRBank","Isoform piRNA Bank","isomir bank","","2","False","0.0","edit_dist=2","0.8","HIGH"
"oTAED","Omega-Transaminase Engineering Database","otd","oomycete transcriptomics database","2","False","0.6666666666666666","edit_dist=2","0.8","HIGH"
"BioUML","Biological Universal Modeling Language","bioimg","","2","False","0.0","edit_dist=2","0.8","HIGH"
"tcTKB","Targeted Cancer Toxicity Knowledge Base","tcdb","the transporter classification database","2","False","0.6923076923076923","edit_dist=2","0.8","HIGH"
"YeasTSS","Yeast Transcription Start Site Database","yeastip","","2","False","0.0","edit_dist=2","0.8","HIGH"
"MitiGate","Mitigation Gateway Database","mirgate","","2","False","0.0","edit_dist=2","0.8","HIGH"
"ToxicoDB","Toxicogenomics Database","toxindb","","2","False","0.0","edit_dist=2","0.8","HIGH"
"Ewé","Ethnobotanical Database","ewas","","2","False","0.0","edit_dist=2","0.8","HIGH"
"UCbase","Ultraconserved Sequences Database","ucnebase","","2","False","0.0","edit_dist=2","0.8","HIGH"
"RegaDB","RegaDB","renaldb","","2","False","0.0","edit_dist=2","0.8","HIGH"
"IMGT","ImMunoGeneTics information system","impc","","2","False","0.0","edit_dist=2","0.8","HIGH"
"BIOPYDB","Biochemical Pathway Database","biopepdb","","2","False","0.0","edit_dist=2","0.8","HIGH"
"PTEE","Phenotype-Tissue Expression and Exploration Resource","ptid","pesticide-target interaction database","2","False","0.5842696629213483","edit_dist=2","0.8","HIGH"
"QuIN","Chromatin Interaction Network Query Server","quad","the quantitative assay database","2","False","0.5753424657534246","edit_dist=2","0.8","HIGH"
"IMG","Integrated Microbial Genomes Database","impc","","2","False","0.0","edit_dist=2","0.8","HIGH"
"DEG","Database of Essential Genes","deer","","2","False","0.0","edit_dist=2","0.8","HIGH"
"BioSD","BioSample Database","bind","biomolecular interaction network database","2","False","0.5423728813559322","edit_dist=2","0.8","HIGH"
"DREIMT","Drug Repositioning for Immunomodulation Therapy","dream","drug response gene expression associated map","2","False","0.6373626373626373","edit_dist=2","0.8","HIGH"
"ATAV","ATAV","atd","autophagy to disease","2","False","0.25","edit_dist=2","0.8","HIGH"
"Ligandbook","Ligand Force Field Repository","ligandbox","","2","False","0.0","edit_dist=2","0.8","HIGH"
"MiRGator","MicroRNA Integrative Gateway","mirgate","","2","False","0.0","edit_dist=2","0.8","HIGH"
"RMgmDB","Rodent Malaria Genetically Modified Database","rmdb","mapping database","2","False","0.4666666666666667","edit_dist=2","0.8","HIGH"
"HASP","Hemagglutinin Structural Visualization Database","hagr","human ageing genomic resources","2","False","0.6233766233766234","edit_dist=2","0.8","HIGH"
"MorphDB","Morphology Database","morusdb","morus genome database","2","False","0.7","edit_dist=2","0.8","HIGH"
"HydDB","Hydrogenase Database","hypodb","","2","False","0.0","edit_dist=2","0.8","HIGH"
"CPTAC","Clinical Proteomic Tumor Analysis Consortium Data Portal","cpad","curated protein aggregation database","2","False","0.6086956521739131","edit_dist=2","0.8","HIGH"
"Loqusdb","Local Observations Quantitative Database","lotus-db","","2","False","0.0","edit_dist=2","0.8","HIGH"
"MPIC","Molecular Prognostic Indicators in Cirrhosis","mpm","my personal mutanome","2","False","0.5","edit_dist=2","0.8","HIGH"
"NaPLeS","Natural Products Likeness Scorer","naps","nencki affective picture system","2","False","0.6349206349206349","edit_dist=2","0.8","HIGH"
"NewProt","New Protein Engineering Portal","nextprot","","2","False","0.0","edit_dist=2","0.8","HIGH"
"3DSwap","3D Domain Swapping Knowledgebase","3dsnp","","2","False","0.0","edit_dist=2","0.8","HIGH"
"MPIC","MPIC","mpm","my personal mutanome","2","False","0.16666666666666666","edit_dist=2","0.8","HIGH"
"HfwADB","Hawaiian Freshwater Algal Database","hfmdb","human fecal metabolome database","2","False","0.676923076923077","edit_dist=2","0.8","HIGH"
"HADA","Hereditary Angioedema Database","hamdb","human autophagy modulator database","2","False","0.6875","edit_dist=2","0.8","HIGH"
"DALIA","Disease Alleles in Arab Population","davie","","2","False","0.0","edit_dist=2","0.8","HIGH"
"CELL5M","Community Elevation and Land-use database for 5-minute grid cells","cellx","cell index database","2","False","0.42857142857142855","edit_dist=2","0.8","HIGH"
"DAWN","Diversity Among Wheat geNomes","dato","","2","False","0.0","edit_dist=2","0.8","HIGH"
"INSDC","International Nucleotide Sequence Database Collaboration","intdb","","2","False","0.0","edit_dist=2","0.8","HIGH"
"NOD","New use of Old Drugs","norm","","2","False","0.0","edit_dist=2","0.8","HIGH"
"CanDL","Cancer Driver Log","cangs","analyzing next generation sequences database","2","False","0.4262295081967213","edit_dist=2","0.8","HIGH"
"UCSC","University of California Santa Cruz Ebola Portal","ucdb","ulcerative colitis database","2","False","0.6666666666666666","edit_dist=2","0.8","HIGH"
"ReCCaP","Repository for Caribbean Cancer Publications","remap","","2","False","0.0","edit_dist=2","0.8","HIGH"
"GTDB","GlycosylTransferase DataBase","gtrd","gene transcription regulation database","2","False","0.6666666666666666","edit_dist=2","0.8","HIGH"
"iMonDB","Instrument Monitoring Database","imtrdb","","2","False","0.0","edit_dist=2","0.8","HIGH"
"JED","Japan Endoscopy Database","jet2","","2","False","0.0","edit_dist=2","0.8","HIGH"
"OncoPaD","Oncology Panel Designer","oncoppi","","2","False","0.0","edit_dist=2","0.8","HIGH"
"cRFP","Common Repository of Fetal Bovine Serum Proteins","craft","annotated","2","False","0.24561403508771928","edit_dist=2","0.8","HIGH"
"CiteAb","Antibody Citation Database","cipemab","","2","False","0.0","edit_dist=2","0.8","HIGH"
"SiESTa","Silene EST Annotation Database","sistr","salmonella in silico typing resource","2","False","0.6060606060606061","edit_dist=2","0.8","HIGH"
"IMID","Integrated Molecular Interaction Database","impc","","2","False","0.0","edit_dist=2","0.8","HIGH"
"dbCAN2","database of carbohydrate-active enzymes","dbcns","","2","False","0.0","edit_dist=2","0.8","HIGH"
"CUPP","Conserved Unique Peptide Patterns Platform","cuas","","2","False","0.0","edit_dist=2","0.8","HIGH"
"THE-DB","Threading Model Database","thrsdb","thai rice starch database","2","False","0.6530612244897959","edit_dist=2","0.8","HIGH"
"canSAR","Cancer Structure Activity Relationships","canvas","cancer variation","2","False","0.5818181818181818","edit_dist=2","0.8","HIGH"
"IrGO","Iranian Traditional Medicine General Ontology","ird","influenza research database","2","False","0.5555555555555556","edit_dist=2","0.8","HIGH"
"EpiK","Epidemiological Knowledge Base","epd","eukaryotic promoter database","2","False","0.6206896551724138","edit_dist=2","0.8","HIGH"
"DCDB","Drug Combination Database","dcgo","","2","False","0.0","edit_dist=2","0.8","HIGH"
"LARMD","Ligand-Activated Receptor Molecular Dynamics Database","lamp","","2","False","0.0","edit_dist=2","0.8","HIGH"
"IsAProteinDB","Indexed Database of Trypsinized Proteins","ndb","nucleome data bank","9","True","0.4482758620689655","contains","0.6","MEDIUM"
"PvP01-DB","Plasmodium vivax P01 Database","pvp01","","3","True","0.0","contains","0.6","MEDIUM"
"miRBase Tracker","microRNA Base Tracker","rac","repository of antibiotic resistance cassettes","12","True","0.5454545454545454","contains","0.6","MEDIUM"
"BambooGDB SSR","Bamboo Genome Microsatellite Database","bamboogdb","","4","True","0.0","contains","0.6","MEDIUM"
"Dark Proteome Database","Dark Proteome Database","database","database","14","True","0.5333333333333333","contains","0.6","MEDIUM"
"RA-map","Rheumatoid Arthritis Interactive Knowledge Base","map","microrna analysis portal","3","True","0.5915492957746479","contains","0.6","MEDIUM"
"LipidBlast","LipidBlast Mass Spectrometry Database","pid","plant intron database","7","True","0.6206896551724138","contains","0.6","MEDIUM"
"PlantPepDB","Plant Peptide Database","epd","eukaryotic promoter database","7","True","0.68","contains","0.6","MEDIUM"
"GreenCut2","GreenCut2 Protein Inventory","greenc","non-coding database","3","True","0.4782608695652174","contains","0.6","MEDIUM"
"Clinical Next-Generation Sequencing Database","Clinical Next-Generation Sequencing Database","database","database","36","True","0.3076923076923077","contains","0.6","MEDIUM"
"Core HTA","Health Technology Assessment Core Model","core","","4","True","0.0","contains","0.6","MEDIUM"
"EFG Database","Electric Field Gradient Database","efg","electronic resource for fusarium graminearum","9","True","0.631578947368421","contains","0.6","MEDIUM"
"RegenDbase","Regeneration Database","endb","","6","True","0.0","contains","0.6","MEDIUM"
"Dutch-English Cognates","Dutch-English Cognates Database","lis","legume information system","19","True","0.6071428571428571","contains","0.6","MEDIUM"
"Curatopes Melanoma","Curatopes Melanoma T-cell Epitope Database","oma","orthologous matrix","15","True","0.43333333333333335","contains","0.6","MEDIUM"
"Fault2SHA Central Apennines","Fault2SHA Central Apennines Database","pen","protein-gene expression nexus","24","True","0.5538461538461539","contains","0.6","MEDIUM"
"Skin Proteome Atlas","Human Skin Proteomic Atlas","atlas","altered tcr ligand affinities and structures","14","True","0.5428571428571428","contains","0.6","MEDIUM"
"CannabisGDB","Cannabis Sativa Genomic Database","sgd","saccharomyces genome database","8","True","0.6885245901639344","contains","0.6","MEDIUM"
"IKBKG LOVD","IKBKG Mutation Database","lovd","leiden open-source variation database","6","True","0.5666666666666667","contains","0.6","MEDIUM"
"ISOexpresso","ISOform expression database","expresso","","3","True","0.0","contains","0.6","MEDIUM"
"Methanogenic archaea database","Methanogenic Archaea Database","database","database","21","True","0.43243243243243246","contains","0.6","MEDIUM"
"International Doubly Labelled Water Database","International Doubly Labelled Water Database","database","database","36","True","0.3076923076923077","contains","0.6","MEDIUM"
"COMBREX-DB","COMBREX Database","combrex","acids","3","True","0.38095238095238093","contains","0.6","MEDIUM"
"SinEx DB","Single Exon Database","sinex","","3","True","0.0","contains","0.6","MEDIUM"
"World Asteroidea Database","World Asteroidea Database","database","database","17","True","0.48484848484848486","contains","0.6","MEDIUM"
"Southern Ocean Echinoids database","Southern Ocean Echinoids Database","database","database","25","True","0.3902439024390244","contains","0.6","MEDIUM"
"Animal QTLdb","Animal Quantitative Trait Locus database","ldb","lichen database","9","True","0.509090909090909","contains","0.6","MEDIUM"
"Rudolf Sturany Type Specimens Catalogue","Rudolf Sturany Type Specimens Catalogue","cata","chromatin accessibility database","35","True","0.647887323943662","contains","0.6","MEDIUM"
"SPARC DRC","SPARC Data Resource Center","spar","small rna-seq portal for analysis of sequencing","5","True","0.547945205479452","contains","0.6","MEDIUM"
"PeptideTracker","PeptideTracker Knowledge Base","rac","repository of antibiotic resistance cassettes","11","True","0.5405405405405406","contains","0.6","MEDIUM"
"Diaretinopathy database","Diabetic Retinopathy Gene Database","database","database","15","True","0.38095238095238093","contains","0.6","MEDIUM"
"University of Pennsylvania Integrated Neurodegenerative Disease Biobank","University of Pennsylvania Integrated Neurodegenerative Disease Biobank","pen","protein-gene expression nexus","68","True","0.5","contains","0.6","MEDIUM"
"SWGDRUG Mass Spectral Resource","SWGDRUG Mass Spectral Library Resource","gdr","genome database for rosaceae","27","True","0.6060606060606061","contains","0.6","MEDIUM"
"Barcode UK","UK DNA Barcoding Resource","cod","crystallography open database","7","True","0.5925925925925926","contains","0.6","MEDIUM"
"Personalized Cancer Therapy","Personalized Cancer Therapy Knowledge Base","hera","human enhancer rna atlas","23","True","0.5757575757575758","contains","0.6","MEDIUM"
"Regulatory Circuits","Tissue-Specific Regulatory Circuits Database","regulator","","10","True","0.0","contains","0.6","MEDIUM"
"antiSMASH-DB","antiSMASH Database","antismash","","3","True","0.0","contains","0.6","MEDIUM"
"Synapse Cutaneous NF","Cutaneous Neurofibroma Data Repository","naps","nencki affective picture system","16","True","0.6666666666666666","contains","0.6","MEDIUM"
"Frozen Zoo","Permafrost Sample Collection","fr","","8","True","0.0","contains","0.6","MEDIUM"
"MEGADOCK-Web","MEGADOCK Web database","megadock","","4","True","0.0","contains","0.6","MEDIUM"
"SysteMHC Atlas","Systems MHC Atlas","systemhc","","6","True","0.0","contains","0.6","MEDIUM"
"RettNDB","Rett Networked Database","ndb","nucleome data bank","4","True","0.6341463414634146","contains","0.6","MEDIUM"
"sncRNA Zoo","Small Noncoding RNA Zoo","crn","cancer rna-seq nexus","7","True","0.46511627906976744","contains","0.6","MEDIUM"
"DUB Database","Deubiquitylating Enzyme Database","database","database","4","True","0.4","contains","0.6","MEDIUM"
"Simple ClinVar","Simplified ClinVar Browser","clinvar","","7","True","0.0","contains","0.6","MEDIUM"
"Brachypodium T-DNA","Brachypodium T-DNA Collection","rac","repository of antibiotic resistance cassettes","15","True","0.5675675675675675","contains","0.6","MEDIUM"
"Fungal plant cell wall-degrading enzyme database","Fungal Plant Cell Wall-Degrading Enzyme Database","database","database","40","True","0.2857142857142857","contains","0.6","MEDIUM"
"Structure-Function Linkage Database","Structure-Function Linkage Database","database","database","27","True","0.37209302325581395","contains","0.6","MEDIUM"
"PDB-2-PB","Protein Data Bank to Protein Blocks","pdb","data bank","5","True","0.4090909090909091","contains","0.6","MEDIUM"
"Disease associated cytokine SNPs database","Cytokine SNPs Database","database","database","33","True","0.5333333333333333","contains","0.6","MEDIUM"
"Synapse JHU Biobank","Johns Hopkins Nerve Sheath Tumor Repository","naps","nencki affective picture system","15","True","0.6486486486486487","contains","0.6","MEDIUM"
"Peptaibiotics Database","Comprehensive Peptaibiotics Database","database","database","14","True","0.36363636363636365","contains","0.6","MEDIUM"
"ActDES","Actinobacterial Database for Evolutionary Studies","ctd","comparative toxicogenomics database","3","True","0.6904761904761905","contains","0.6","MEDIUM"
"FlyPrimerBank","Drosophila Primer Bank","prime","","8","True","0.0","contains","0.6","MEDIUM"
"Leukocyte Tracking Database","Leukocyte Tracking Database","rac","repository of antibiotic resistance cassettes","24","True","0.5555555555555556","contains","0.6","MEDIUM"
"BrainGraph","Brain Graph","rain","rna-protein association and interaction networks","6","True","0.2711864406779661","contains","0.6","MEDIUM"
"Mouse Brain Metabolome","Mouse Brain Metabolome Atlas","rain","rna-protein association and interaction networks","18","True","0.5263157894736842","contains","0.6","MEDIUM"
"IgE-mediated atopic diseases transcriptome collection","IgE-mediated atopic diseases transcriptome collection","diseases","","45","True","0.0","contains","0.6","MEDIUM"
"Wood-formation genes database","Wood-formation genes database","database","database","21","True","0.43243243243243246","contains","0.6","MEDIUM"
"CNV-disease database","CNV-disease database","database","database","12","True","0.5714285714285714","contains","0.6","MEDIUM"
"Reference databases for metagenomics","Reference databases for metagenomics","database","database","28","True","0.36363636363636365","contains","0.6","MEDIUM"
"DNPAO Data Trends and Maps","Division of Nutrition Physical Activity and Obesity Data Resource","maps","medicinal plant activities","22","True","0.5274725274725275","contains","0.6","MEDIUM"
"African Compounds","African Compounds","ican","institute collection and analysis of nanobodies","13","True","0.4375","contains","0.6","MEDIUM"
"LM-GlycomeAtlas","Lectin Microarray Glycome Atlas","atlas","altered tcr ligand affinities and structures","10","True","0.6133333333333333","contains","0.6","MEDIUM"
"Digital Kyoto Collection","Digital Kyoto Collection","digit","database of immunoglobulins with integrated tools","19","True","0.547945205479452","contains","0.6","MEDIUM"
"BrainLiner","Brain-Behavior Data Platform","rain","rna-protein association and interaction networks","6","True","0.5526315789473685","contains","0.6","MEDIUM"
"Dietary restriction gene network","Dietary restriction gene network","tric","","28","True","0.0","contains","0.6","MEDIUM"
"Magnaporthe oryzae microsatellite database","Magnaporthe oryzae microsatellite database","database","database","34","True","0.32","contains","0.6","MEDIUM"
"Monocyte transcriptome compendium","Monocyte transcriptome compendium","pen","protein-gene expression nexus","30","True","0.6129032258064516","contains","0.6","MEDIUM"
"CracidMex1","Cracid Distribution Database","rac","repository of antibiotic resistance cassettes","7","True","0.6027397260273972","contains","0.6","MEDIUM"
"eQTL Catalogue","eQTL Catalogue","eqtl","","10","True","0.0","contains","0.6","MEDIUM"
"VitisGDB","VitisGDB","sgd","saccharomyces genome database","5","True","0.2702702702702703","contains","0.6","MEDIUM"
"Salmonella enterica Pan-Genome Allele Database","Salmonella enterica Pan-Genome Allele Database","database","database","38","True","0.2962962962962963","contains","0.6","MEDIUM"
"Abasy Atlas","Abasy Atlas","atlas","altered tcr ligand affinities and structures","6","True","0.32727272727272727","contains","0.6","MEDIUM"
"Brain cancer gene database","Brain cancer gene database","rain","rna-protein association and interaction networks","22","True","0.5945945945945946","contains","0.6","MEDIUM"
"JET2 Viewer","JET2 Viewer","jet2","","7","True","0.0","contains","0.6","MEDIUM"
"Global database for neglected tropical diseases","Global database for neglected tropical diseases","diseases","","39","True","0.0","contains","0.6","MEDIUM"
"Open annotation ontology","Open annotation ontology","pen","protein-gene expression nexus","21","True","0.49056603773584906","contains","0.6","MEDIUM"
"Yeast interactome","Yeast interactome","rac","repository of antibiotic resistance cassettes","14","True","0.5161290322580645","contains","0.6","MEDIUM"
"Healthy Worm Database","Healthy Worm Database","database","database","13","True","0.5517241379310345","contains","0.6","MEDIUM"
"PlantcircBase","PlantcircBase","circbase","","5","True","0.0","contains","0.6","MEDIUM"
"Taiwan Cancer Map","Taiwan Cancer Atlas","map","microrna analysis portal","14","True","0.6511627906976745","contains","0.6","MEDIUM"
"United States Swine Pathogen Database","United States Swine Pathogen Database","database","database","29","True","0.35555555555555557","contains","0.6","MEDIUM"
"Imputability Database","SNP and Indel Imputability Database","database","database","13","True","0.37209302325581395","contains","0.6","MEDIUM"
"Soybean transporter database","Soybean transporter database","database","database","20","True","0.4444444444444444","contains","0.6","MEDIUM"
"ModelSEED Biochemistry Database","ModelSEED Biochemistry Database","mist","","27","True","0.0","contains","0.6","MEDIUM"
"Poaceae orphan genes database","Poaceae orphan genes database","database","database","21","True","0.43243243243243246","contains","0.6","MEDIUM"
"Personalized Cancer Therapy","Personalized Cancer Therapy Resource","hera","human enhancer rna atlas","23","True","0.6","contains","0.6","MEDIUM"
"Lichen metabolites database","Lichen metabolites database","database","database","19","True","0.45714285714285713","contains","0.6","MEDIUM"
"Clinical measurement ontologies","Clinical measurement ontologies","ment","methylation and expression database of","27","True","0.6666666666666666","contains","0.6","MEDIUM"
"PlantscRNAdb","PlantscRNAdb","crn","cancer rna-seq nexus","9","True","0.4375","contains","0.6","MEDIUM"
"Laccase Database","Fungal Laccase Genomics Platform","database","database","8","True","0.3","contains","0.6","MEDIUM"
"PhenCards","Phenotype Cards","card","comprehensive antibiotic resistance database","5","True","0.4406779661016949","contains","0.6","MEDIUM"
"Vegetable Phytochemicals Database","Database for Vegetable Phytochemicals","database","database","25","True","0.35555555555555557","contains","0.6","MEDIUM"
"Chr21 Catalog","Chromosome 21 Transcript Catalog","cata","chromatin accessibility database","9","True","0.65625","contains","0.6","MEDIUM"
"FoldAtlas","RNA Structure Probing Atlas","atlas","altered tcr ligand affinities and structures","4","True","0.676056338028169","contains","0.6","MEDIUM"
"ExCAPE-DB","ExCAPE-DB","pe-db","","4","True","0.0","contains","0.6","MEDIUM"
"ProfPPIdb","ProfPPIdb","pid","plant intron database","6","True","0.4","contains","0.6","MEDIUM"
"EAHAD factor VII variant database","EAHAD factor VII variant database","database","database","25","True","0.3902439024390244","contains","0.6","MEDIUM"
"TMC-SNPdb","Tata Memorial Centre SNP Database","pdb","data bank","6","True","0.38095238095238093","contains","0.6","MEDIUM"
"INFRAFRONTIER","European Mouse Disease Model Resource","tie","tumor isomir encyclopedia","10","True","0.6451612903225806","contains","0.6","MEDIUM"
"AntiHIV-Pred","AntiHIV-Pred","red","rice expression database","9","True","0.5","contains","0.6","MEDIUM"
