extracted_name,extracted_long,baseline_name,baseline_full,edit_distance,contains,long_sim,match_type,score,confidence,is_match,reasoning
TransPortal,Transporter Portal,transportdb,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
EGTC,Exchangeable Gene Trap Clones Database,egob,eukaryotic gene order browser,2,False,0.5373134328358209,edit_dist=2,0.8,HIGH,N,Different databases with similar acronyms (long_sim=0.54)
GeMSE,Genomic Multi-Scale Explorer,gemma,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
DFVF,DFVF,dfl,fish library,2,False,0.125,edit_dist=2,0.8,HIGH,N,Different databases with similar acronyms (long_sim=0.12)
NeuroGT,Neurogenic Tagging Atlas,neurogem,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
AuxV,AuxV,aura,atlas of utr regulatory activity,2,False,0.1666666666666666,edit_dist=2,0.8,HIGH,N,Different databases with similar acronyms (long_sim=0.17)
PTGL,Protein Topology Graph Library,ptid,pesticide-target interaction database,2,False,0.4776119402985074,edit_dist=2,0.8,HIGH,N,Different databases with similar acronyms (long_sim=0.48)
DCMP,Database of Cancer Mutant Protein Domains,dcgo,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
PHDB,Protein Homeostasis Database,phin,protein pharmacology interaction network database,2,False,0.6493506493506493,edit_dist=2,0.8,HIGH,N,Different databases with similar acronyms (long_sim=0.65)
BraMRS,Brassica rapa microRNA System,brains,brain images of normal subjects,2,False,0.7,edit_dist=2,0.8,HIGH,N,"Low long form similarity (0.70), likely different databases"
TM-MC,Traditional Medicine Materials and Compounds,tmrec,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
sAOP,Systems Adverse Outcome Pathway,savi,synthetically accessible virtual inventory,2,False,0.6575342465753424,edit_dist=2,0.8,HIGH,N,Different databases with similar acronyms (long_sim=0.66)
CausalTAB,Causal Interaction Format,causaldb,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
GREAT,Genome Regulatory Architecture Tools,greg,the gene regulation graph database,2,False,0.6857142857142857,edit_dist=2,0.8,HIGH,N,Different databases with similar acronyms (long_sim=0.69)
miRFANs,MicroRNA Function Annotation System,mirtrans,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
SEA,Super-Enhancer Archive,sedb,comprehensive human super-enhancer database,2,False,0.676923076923077,edit_dist=2,0.8,HIGH,N,Different databases with similar acronyms (long_sim=0.68)
JCGGDB,Japan Glycobiology Database,jcdb,curcas database,2,False,0.5238095238095238,edit_dist=2,0.8,HIGH,N,"Low long form similarity (0.52), likely different databases"
ToxoDB,Toxoplasma Genomics Database,topdb,topology data bank of transmembrane proteins,2,False,0.6944444444444444,edit_dist=2,0.8,HIGH,N,"Low long form similarity (0.69), likely different databases"
PATRN,Pathogen-Annotated Tracking Resource Network,patric,center,2,False,0.24,edit_dist=2,0.8,HIGH,N,"Low long form similarity (0.24), likely different databases"
IMG,Integrated Microbial Genomes database,impc,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
A2ID,Aromatic-Aromatic Interactions Database,a2mdb,aspergillus secondary metabolites database,2,False,0.6419753086419753,edit_dist=2,0.8,HIGH,N,Different databases with similar acronyms (long_sim=0.64)
MFGA,Male Fertility Gene Atlas,mfib,mutual folding induced by,2,False,0.6,edit_dist=2,0.8,HIGH,N,Different databases with similar acronyms (long_sim=0.60)
topPTM,Topology Post-Translational Modifications,toppr,the online protein processing resource,2,False,0.5822784810126582,edit_dist=2,0.8,HIGH,N,"Low long form similarity (0.58), likely different databases"
CDEK,Clinical Drug Experience Knowledgebase,cdd,conserved domain database,2,False,0.5396825396825397,edit_dist=2,0.8,HIGH,N,Different databases with similar acronyms (long_sim=0.54)
HIPPIE,Human Integrated Protein-Protein Interaction rEference,hippdb,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
GABC,Genome Atlas for Breast Cancer,gaad,gene and autoimmiune disease association database,2,False,0.6075949367088608,edit_dist=2,0.8,HIGH,N,Different databases with similar acronyms (long_sim=0.61)
SR4R,SNP Resource for Rice,srd,staphylococcal regulatory rna database,2,False,0.576271186440678,edit_dist=2,0.8,HIGH,N,Different databases with similar acronyms (long_sim=0.58)
ComPIL,Comprehensive Metaproteomics Database,comppi,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
ConsRM,Conserved RNA Methylation Sites Collection,consurf,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
BioCyc,Biocyc Database Collection,bionic,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
PACSY,Protein And Chemical Shift Database,pass,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
HSDB,Horse SNP and Expression Database,hspmdb,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
DFAST,Database for Annotation and Genome Analysis,dfam,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
SIDER,Side Effect Resource Database,sidd,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
Pathos,Pathway Visualization System,patlas,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
TraV,Transcriptome Browser,tric,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
ChemProps,Chemical Properties Database,chemprot,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
ABIDE,Autism Brain Imaging Data Exchange,abcd,for antibodies chemically defined,2,False,0.6268656716417911,edit_dist=2,0.8,HIGH,N,Different databases with similar acronyms (long_sim=0.63)
PRISM,protein-protein interactions repository,prid,predicted rat interactome database,2,False,0.6027397260273972,edit_dist=2,0.8,HIGH,N,Different databases with similar acronyms (long_sim=0.60)
SMID,Socio-Moral Image Database,smal,spontaneous mutation accumulation lines,2,False,0.6153846153846154,edit_dist=2,0.8,HIGH,N,Different databases with similar acronyms (long_sim=0.62)
NiDB,Neuroinformatics Database,nifh,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
ANAP,Arabidopsis Network Analysis Portal,andb,areca nut database,2,False,0.5660377358490566,edit_dist=2,0.8,HIGH,N,Different databases with similar acronyms (long_sim=0.57)
WGE,CRISPR Genome Engineering Database,wgvd,wheat genome variation database,2,False,0.676923076923077,edit_dist=2,0.8,HIGH,N,Different databases with similar acronyms (long_sim=0.68)
PlantNE,plant biomass database,planmine,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
Vaxjo,vaccine adjuvant database,vaxar,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
PH²,dermoscopic image database,phin,protein pharmacology interaction network database,2,False,0.6133333333333333,edit_dist=2,0.8,HIGH,N,Different databases with similar acronyms (long_sim=0.61)
Spfy,Specify database,spar,small rna-seq portal for analysis of sequencing,2,False,0.4444444444444444,edit_dist=2,0.8,HIGH,N,Different databases with similar acronyms (long_sim=0.44)
PAIR,Predicted Arabidopsis Interactome Resource,pasmir,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
BioFNet,Biological Functional Network Database,biomenet,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
ForC,Forest Carbon database,foam,functional ontology assignments for metagenomes,2,False,0.4927536231884058,edit_dist=2,0.8,HIGH,N,Different databases with similar acronyms (long_sim=0.49)
MedGen,Medical Genetics Portal,melgene,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
BASS,Bicolor Affective Silhouettes and Shapes,bard,bioassay research database,2,False,0.6060606060606061,edit_dist=2,0.8,HIGH,N,Different databases with similar acronyms (long_sim=0.61)
RR3DD,RNA 3D structural classification Database,rrdb,rna-rna docking benchmark,2,False,0.5151515151515151,edit_dist=2,0.8,HIGH,N,Different databases with similar acronyms (long_sim=0.52)
dbCRY,Cryptochrome Database,dbcns,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
ADMETlab,ADMET Laboratory Platform,admetsar,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
VIRGO,Visualization of RNA editing sites in Genomic sequences,virdb,vitiligo information resource,2,False,0.6190476190476191,edit_dist=2,0.8,HIGH,N,Different databases with similar acronyms (long_sim=0.62)
WoRMS,World Register of Marine Species,wom,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
BioNØT,Biomedical Negated sentences database,bionic,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
WGDB,Wood Gene Database,wgvd,wheat genome variation database,2,False,0.6938775510204082,edit_dist=2,0.8,HIGH,N,Different databases with similar acronyms (long_sim=0.69)
sdAb-DB,Single Domain Antibody Database,sdadb,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
CooVar,Co-occurring Variant database,coolr,cooperative open online landslide repository,2,False,0.547945205479452,edit_dist=2,0.8,HIGH,N,"Low long form similarity (0.55), likely different databases"
IDAAPM,ADMET Adverse Effects Database,idpm,ion distribution in protein molecules,2,False,0.4776119402985074,edit_dist=2,0.8,HIGH,N,"Low long form similarity (0.48), likely different databases"
MDMPR,Mouse Developmental and Metabolic Phenotype Repository,mdr,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
ConnecTF,Connect Transcription Factors,collectf,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
snoDB,snoRNA Database,snpdbe,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
RTFBSDB,Transcription Factor Binding Site Database,rtfadb,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
mTFkb,Mouse Transcription Factors Knowledgebase,mtb,mouse tumor biology database,2,False,0.6956521739130435,edit_dist=2,0.8,HIGH,N,Different databases with similar acronyms (long_sim=0.70)
MAPKDB,MAP Kinase Database,mavedb,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
MedNar,Medical Deep Web Database,medas,metazoan developmental alternative splicing database,2,False,0.5714285714285714,edit_dist=2,0.8,HIGH,N,"Low long form similarity (0.57), likely different databases"
PlantMP,Plant Moonlighting Proteins Database,plantafp,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
KGD,Kiwifruit Genome Database,kgvdb,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
CFCD,Czech Food Composition Database,cfgp,comparative fungal genomics platform,2,False,0.6567164179104478,edit_dist=2,0.8,HIGH,N,Different databases with similar acronyms (long_sim=0.66)
CCMRD,Carbohydrate NMR Database,ccmgdb,cancer cell metabolism gene database,2,False,0.6557377049180327,edit_dist=2,0.8,HIGH,N,"Low long form similarity (0.66), likely different databases"
PolyTB,Tuberculosis Genomic Variation Map,polyq,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
ImmuneDB,Adaptive Immune Receptor Database,immunet,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
MIGREW,Wheat Resistance Genes Database,mirex,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
MDAD,Microbe-Drug Association Database,mdb,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
GPCRmd,GPCR Molecular Dynamics Database,gpcrdb,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
BIONDA,Biomarker Database,bind,biomolecular interaction network database,2,False,0.6101694915254238,edit_dist=2,0.8,HIGH,N,"Low long form similarity (0.61), likely different databases"
CASTp,computed atlas of surface topography of proteins,camp,collection of antimicrobial peptide,2,False,0.6265060240963856,edit_dist=2,0.8,HIGH,N,Different databases with similar acronyms (long_sim=0.63)
dbWFA,Wheat Functional Annotation Database,dbwgfp,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
HumiR,human microRNA databases,huma,analysis,2,False,0.375,edit_dist=2,0.8,HIGH,N,Different databases with similar acronyms (long_sim=0.38)
MGOS,Magnaporthe oryzae annotation database,mgi,mouse genome informatics,2,False,0.5483870967741935,edit_dist=2,0.8,HIGH,N,Different databases with similar acronyms (long_sim=0.55)
GCDB,Glaucomatous Chemogenomics Database,gc4s,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
ODFM,Omics Data from Fermented Foods Microorganisms,odcs,orphan disease connections,2,False,0.6111111111111112,edit_dist=2,0.8,HIGH,N,Different databases with similar acronyms (long_sim=0.61)
HRRD,HPV-RNA Regulatory Database,hrap,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
NDDN,Neuroinformation Database for Developing Networks,ndb,nucleome data bank,2,False,0.5074626865671642,edit_dist=2,0.8,HIGH,N,Different databases with similar acronyms (long_sim=0.51)
ACToR,Aggregated Computational Toxicology Resource,acsr,aids and cancer specimen resource,2,False,0.6493506493506493,edit_dist=2,0.8,HIGH,N,Different databases with similar acronyms (long_sim=0.65)
COSMOS,COSMOS,cosmic,the catalogue of somatic mutations in cancer,2,False,0.24,edit_dist=2,0.8,HIGH,N,"Low long form similarity (0.24), likely different databases"
IMPACT,Integrating Molecular Profiles with Actionable Cancer Therapeutics,impc,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
SAMT,South Australian Macrobenthic Traits Database,savi,synthetically accessible virtual inventory,2,False,0.6666666666666666,edit_dist=2,0.8,HIGH,N,Different databases with similar acronyms (long_sim=0.67)
CellMiner,CellMiner,cellfinder,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
STEPdb,Subcellular Topologies of E. coli Polypeptides Database,stagdb,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
COMODI,Computational Model Differences Ontology,commode,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
IMDI,Integrated Molecular Database on Indian Insects,impc,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
CSTEA,Cell State Transition Expression Atlas,csa,catalytic site atlas,2,False,0.6206896551724138,edit_dist=2,0.8,HIGH,N,Different databases with similar acronyms (long_sim=0.62)
PROTICdb,Proteomic Database,protac-db,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
AVIA,Annotation and Visualization of Integrated Analysis,avimm,avian immunome db,2,False,0.3823529411764705,edit_dist=2,0.8,HIGH,N,Different databases with similar acronyms (long_sim=0.38)
CGAP,Chloroplast Genome Analysis Platform,cgob,candida gene order browser,2,False,0.5483870967741935,edit_dist=2,0.8,HIGH,N,Different databases with similar acronyms (long_sim=0.55)
RepetDB,Repetitive Element Database,repeatsdb,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
GeneCaRNA,Gene-centric RNA Database,genecards,human integrated protein expression database,2,False,0.6376811594202898,edit_dist=2,0.8,HIGH,N,"Low long form similarity (0.64), likely different databases"
CREST,Classification Resources for Environmental Sequence Tags,crustf,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
ANSH,Alzheimer Neuroimaging Spectroscopic Hub,andb,areca nut database,2,False,0.4482758620689655,edit_dist=2,0.8,HIGH,N,Different databases with similar acronyms (long_sim=0.45)
CFam,Chemical Families Database,cfgp,comparative fungal genomics platform,2,False,0.6129032258064516,edit_dist=2,0.8,HIGH,N,Different databases with similar acronyms (long_sim=0.61)
efam,Expanded Metaproteome-Supported HMM Profile Database,efg,electronic resource for fusarium graminearum,2,False,0.6041666666666666,edit_dist=2,0.8,HIGH,N,Different databases with similar acronyms (long_sim=0.60)
virusMED,Viral Protein Hotspots Atlas,virusms,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
NeuroPAL,Neuronal Polychromatic Atlas of Landmarks,neuropep,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
CLC2,Cancer LncRNA Census,cld,chinese lexical database,2,False,0.5454545454545454,edit_dist=2,0.8,HIGH,N,Different databases with similar acronyms (long_sim=0.55)
BioR,Biological Reference Repository,bigg,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
IPCT,Integrated Pharmacogenomic Platform of Cancer Tissues,ipad,integrated pathway analysis database for systematic enrichment analysis,2,False,0.6774193548387096,edit_dist=2,0.8,HIGH,N,Different databases with similar acronyms (long_sim=0.68)
DMTO,Diabetes Mellitus Treatment Ontology,dmd,dietary microrna databases,2,False,0.6129032258064516,edit_dist=2,0.8,HIGH,N,Different databases with similar acronyms (long_sim=0.61)
FusionHub,Gene Fusion Hub,fusiongdb,fusion gene annotation database,2,False,0.5652173913043478,edit_dist=2,0.8,HIGH,N,"Low long form similarity (0.57), likely different databases"
dbTMM,Tohoku Medical Megabank Database,dbatm,animal transcriptome map,2,False,0.6071428571428571,edit_dist=2,0.8,HIGH,N,Different databases with similar acronyms (long_sim=0.61)
CMTTdb,Cancer Molecular Targeted Therapy Database,cmvdb,cytomegalovirus infection database,2,False,0.6578947368421053,edit_dist=2,0.8,HIGH,N,"Low long form similarity (0.66), likely different databases"
FuncPEP,Functional Peptide Database,funcoup,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
BioTIME,biodiversity time series database,bioimg,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
CATCHR,Catalog of Assets for Translational and Clinical Health Research,cath,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
CEEDER,evidence reviews database,cendr,elegans natural diversity resource,2,False,0.6779661016949152,edit_dist=2,0.8,HIGH,N,"Low long form similarity (0.68), likely different databases"
CGHub,Cancer Genomics Hub,cgob,candida gene order browser,2,False,0.6222222222222222,edit_dist=2,0.8,HIGH,N,Different databases with similar acronyms (long_sim=0.62)
ProMEX,mass spectral reference database for plant proteomics,prime,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
GenDiS,protein domain superfamilies database,gendr,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
RVDB,Reference Viral Database,rvs,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
ANGI,Anorexia Nervosa Genetics Initiative,andb,areca nut database,2,False,0.5185185185185185,edit_dist=2,0.8,HIGH,N,Different databases with similar acronyms (long_sim=0.52)
IRAM,virus capsid database,ird,influenza research database,2,False,0.6666666666666666,edit_dist=2,0.8,HIGH,N,Different databases with similar acronyms (long_sim=0.67)
PamulDB,Pasteurella multocida genomic resource database,pamirdb,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
TREND,retinal images database,trex,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
Circbank,comprehensive circRNA database,circbase,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
CFC,Cystic Fibrosis Cloud Database,cfgp,comparative fungal genomics platform,2,False,0.6060606060606061,edit_dist=2,0.8,HIGH,N,Different databases with similar acronyms (long_sim=0.61)
UniCorn,theoretical N-glycan structure database,unicarb,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
CUBAP,Codon Usage Bias Analysis Portal,cuas,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
DIPOS,Database of Interacting Proteins in Oryza Sativa,divas,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
IMEx,International Molecular Exchange,impc,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
BFDb,BioFragment Database,bfgr,biofuel feedstock genomics resource,2,False,0.509090909090909,edit_dist=2,0.8,HIGH,N,Different databases with similar acronyms (long_sim=0.51)
dGCR,Database of Gene Co-Regulation,dgva,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
lncSLdb,Long Non-Coding RNA Subcellular Localization Database,lncedb,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
DMAK,DNA Methylation Annotation Knowledgebase,dmd,dietary microrna databases,2,False,0.6363636363636364,edit_dist=2,0.8,HIGH,N,Different databases with similar acronyms (long_sim=0.64)
RSIADB,Rhizoctonia Solani Integrated Analysis Database,rsvdb,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
IsopiRBank,Isoform piRNA Bank,isomir bank,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
oTAED,Omega-Transaminase Engineering Database,otd,oomycete transcriptomics database,2,False,0.6666666666666666,edit_dist=2,0.8,HIGH,N,Different databases with similar acronyms (long_sim=0.67)
BioUML,Biological Universal Modeling Language,bioimg,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
tcTKB,Targeted Cancer Toxicity Knowledge Base,tcdb,the transporter classification database,2,False,0.6923076923076923,edit_dist=2,0.8,HIGH,N,Different databases with similar acronyms (long_sim=0.69)
YeasTSS,Yeast Transcription Start Site Database,yeastip,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
MitiGate,Mitigation Gateway Database,mirgate,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
ToxicoDB,Toxicogenomics Database,toxindb,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
Ewé,Ethnobotanical Database,ewas,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
UCbase,Ultraconserved Sequences Database,ucnebase,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
RegaDB,RegaDB,renaldb,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
IMGT,ImMunoGeneTics information system,impc,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
BIOPYDB,Biochemical Pathway Database,biopepdb,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
PTEE,Phenotype-Tissue Expression and Exploration Resource,ptid,pesticide-target interaction database,2,False,0.5842696629213483,edit_dist=2,0.8,HIGH,N,Different databases with similar acronyms (long_sim=0.58)
QuIN,Chromatin Interaction Network Query Server,quad,the quantitative assay database,2,False,0.5753424657534246,edit_dist=2,0.8,HIGH,N,Different databases with similar acronyms (long_sim=0.58)
IMG,Integrated Microbial Genomes Database,impc,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
DEG,Database of Essential Genes,deer,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
BioSD,BioSample Database,bind,biomolecular interaction network database,2,False,0.5423728813559322,edit_dist=2,0.8,HIGH,N,Different databases with similar acronyms (long_sim=0.54)
DREIMT,Drug Repositioning for Immunomodulation Therapy,dream,drug response gene expression associated map,2,False,0.6373626373626373,edit_dist=2,0.8,HIGH,N,"Low long form similarity (0.64), likely different databases"
ATAV,ATAV,atd,autophagy to disease,2,False,0.25,edit_dist=2,0.8,HIGH,N,Different databases with similar acronyms (long_sim=0.25)
Ligandbook,Ligand Force Field Repository,ligandbox,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
MiRGator,MicroRNA Integrative Gateway,mirgate,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
RMgmDB,Rodent Malaria Genetically Modified Database,rmdb,mapping database,2,False,0.4666666666666667,edit_dist=2,0.8,HIGH,N,"Low long form similarity (0.47), likely different databases"
HASP,Hemagglutinin Structural Visualization Database,hagr,human ageing genomic resources,2,False,0.6233766233766234,edit_dist=2,0.8,HIGH,N,Different databases with similar acronyms (long_sim=0.62)
MorphDB,Morphology Database,morusdb,morus genome database,2,False,0.7,edit_dist=2,0.8,HIGH,N,"Low long form similarity (0.70), likely different databases"
HydDB,Hydrogenase Database,hypodb,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
CPTAC,Clinical Proteomic Tumor Analysis Consortium Data Portal,cpad,curated protein aggregation database,2,False,0.6086956521739131,edit_dist=2,0.8,HIGH,N,Different databases with similar acronyms (long_sim=0.61)
Loqusdb,Local Observations Quantitative Database,lotus-db,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
MPIC,Molecular Prognostic Indicators in Cirrhosis,mpm,my personal mutanome,2,False,0.5,edit_dist=2,0.8,HIGH,N,Different databases with similar acronyms (long_sim=0.50)
NaPLeS,Natural Products Likeness Scorer,naps,nencki affective picture system,2,False,0.6349206349206349,edit_dist=2,0.8,HIGH,N,"Low long form similarity (0.63), likely different databases"
NewProt,New Protein Engineering Portal,nextprot,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
3DSwap,3D Domain Swapping Knowledgebase,3dsnp,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
MPIC,MPIC,mpm,my personal mutanome,2,False,0.1666666666666666,edit_dist=2,0.8,HIGH,N,Different databases with similar acronyms (long_sim=0.17)
HfwADB,Hawaiian Freshwater Algal Database,hfmdb,human fecal metabolome database,2,False,0.676923076923077,edit_dist=2,0.8,HIGH,N,"Low long form similarity (0.68), likely different databases"
HADA,Hereditary Angioedema Database,hamdb,human autophagy modulator database,2,False,0.6875,edit_dist=2,0.8,HIGH,N,Different databases with similar acronyms (long_sim=0.69)
DALIA,Disease Alleles in Arab Population,davie,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
CELL5M,Community Elevation and Land-use database for 5-minute grid cells,cellx,cell index database,2,False,0.4285714285714285,edit_dist=2,0.8,HIGH,N,"Low long form similarity (0.43), likely different databases"
DAWN,Diversity Among Wheat geNomes,dato,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
INSDC,International Nucleotide Sequence Database Collaboration,intdb,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
NOD,New use of Old Drugs,norm,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
CanDL,Cancer Driver Log,cangs,analyzing next generation sequences database,2,False,0.4262295081967213,edit_dist=2,0.8,HIGH,N,Different databases with similar acronyms (long_sim=0.43)
UCSC,University of California Santa Cruz Ebola Portal,ucdb,ulcerative colitis database,2,False,0.6666666666666666,edit_dist=2,0.8,HIGH,N,Different databases with similar acronyms (long_sim=0.67)
ReCCaP,Repository for Caribbean Cancer Publications,remap,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
GTDB,GlycosylTransferase DataBase,gtrd,gene transcription regulation database,2,False,0.6666666666666666,edit_dist=2,0.8,HIGH,N,Different databases with similar acronyms (long_sim=0.67)
iMonDB,Instrument Monitoring Database,imtrdb,,2,False,0.0,edit_dist=2,0.8,HIGH,N,"Edit distance 2, uncertain match"
