pmid,title,has_url,is_false_positive,confidence,reason,database_name,long_database_name,chunk,already_seen,in_baseline,resource_url,url_source
27190508,Ebolavirus Database: Gene and Protein Information Resource for Ebolaviruses.,False,N,high,Database keyword - Ebolavirus genomic data,EVD,Ebolavirus Database,15,N,N,,
30286773,The 3D Genome Browser: a web-based browser for visualizing 3D genome organization and long-range chromatin interactions.,True,N,high,Browser for 3D genome data - chromatin interaction resource,3D Genome Browser,3D Genome Browser,15,N,N,http://3dgenome.org,original_chunk
23435068,Genetic Simulation Resources: a website for the registration and discovery of genetic data simulators.,True,N,high,Website for registration and discovery of simulators,GSR,Genetic Simulation Resources,15,N,N,http://popmodels.cancercontrol.cancer.gov/gsr,original_chunk
24334415,"""HapRice, an SNP haplotype database and a web tool for rice.""",True,N,high,Database keyword - rice SNP haplotype data,HapRice,Rice Haplotype Database,15,N,N,http://qtaro.abr.affrc.go.jp/index.html,original_chunk
25143288,GlycoPattern: a web platform for glycan array mining.,True,N,high,Platform for mining glycan array data,GlycoPattern,Glycan Pattern Mining Platform,15,N,N,http://glycopattern.emory.edu,original_chunk
29561219,The network of Shanghai Stroke Service System (4S): A public health-care web-based database using automatic extraction of electronic medical records.,True,N,high,Database keyword - stroke patient clinical data,Shanghai 4S,Shanghai Stroke Service System,15,N,N,http://www.clinicaltrials.gov,original_chunk
32303685,High resolution temporal profiles in the Emissions Database for Global Atmospheric Research.,False,N,high,Database keyword - atmospheric emissions data,EDGAR,Emissions Database for Global Atmospheric Research,15,N,N,,
24047532,FishMicrosat: a microsatellite database of commercially important fishes and shellfishes of the Indian subcontinent.,False,N,high,Database keyword - fish microsatellite data,FishMicrosat,Fish Microsatellite Database,15,N,N,http://mail.nbfgr.res.in/fishmicrosat/,fulltext_extraction
33623035,"""The DecNef collection, fMRI data from closed-loop decoded neurofeedback experiments.""",False,N,high,Collection keyword - fMRI neurofeedback data,DecNef,Decoded Neurofeedback Collection,15,N,N,https://bicr.atr.jp/decnefpro/software/,fulltext_extraction
24882917,"""Expansion of the Ligand Knowledge Base for Chelating P,P-Donor Ligands (LKB-PP).""",False,N,high,"Knowledge Base in title - ligand data resource,LKB-PP","""Ligand Knowledge Base for Chelating P","P-Donor Ligands""",15,N,N,,
29034288,The TNO Multiband Image Data Collection.,False,N,high,Collection keyword - multiband image data,TNO MIDC,TNO Multiband Image Data Collection,15,N,N,,
22551073,LDGIdb: a database of gene interactions inferred from long-range strong linkage disequilibrium between pairs of SNPs.,False,N,high,Database keyword - gene interaction data,LDGIdb,Linkage Disequilibrium Gene Interaction Database,15,N,N,http://LDGIdb.genomics.sinica.edu.tw,fulltext_extraction
22134646,An improved Greengenes taxonomy with explicit ranks for ecological and evolutionary analyses of bacteria and archaea.,False,N,high,Taxonomy database - bacterial taxonomy resource,Greengenes,Greengenes Taxonomy Database,15,N,N,http://greengenes.lbl.gov/,fulltext_extraction
30586411,BRCA Challenge: BRCA Exchange as a global resource for variants in BRCA1 and BRCA2.,True,N,high,Resource keyword - BRCA variant data,BRCA Exchange,BRCA Variant Exchange,15,N,N,http://www.brcaexchange.org,original_chunk
22923294,The GlycomeAtlas tool for visualizing and querying glycome data.,True,N,high,Atlas keyword and tool for querying glycome data,GlycomeAtlas,Glycome Atlas,15,N,N,http://www.rings.t.soka.ac.jp/GlycomeAtlas/GUI.html,original_chunk
25573919,RNA-Rocket: an RNA-Seq analysis resource for infectious disease research.,True,N,high,Resource keyword - RNA-Seq analysis platform with data,RNA-Rocket,RNA-Seq Analysis Resource,15,N,N,rnaseq.pathogenportal.org,original_chunk
22208852,MotifMap: integrative genome-wide maps of regulatory motif sites for model species.,True,N,high,Map keyword - regulatory motif site data,MotifMap,Regulatory Motif Map,15,N,N,http://motifmap.igb.uci.edu/,original_chunk
29051230,iPhemap: an atlas of phenotype to genotype relationships of human iPSC models of neurological diseases.,False,N,high,Atlas keyword - iPSC phenotype-genotype data,iPhemap,Induced Pluripotent Stem Cell Phenotype Map,15,N,N,http://www.iPhemap.org,fulltext_extraction
30375473,A new cerebral vessel benchmark dataset (CAPUT) for validation of image-based aneurysm deformation estimation algorithms.,False,N,high,Dataset keyword - cerebral vessel imaging benchmark data,CAPUT,Cerebral Aneurysm Patient-specific Dataset,15,N,N,,
23190929,Autworks: a cross-disease network biology application for Autism and related disorders.,True,N,high,Application that houses autism network biology data,Autworks,Autism Network Biology Application,15,N,N,http://autworks.hms.harvard.edu/,original_chunk
34635675,"""SMAP-HydroBlocks, a 30-m satellite-based soil moisture dataset for the conterminous US.""",True,N,high,Dataset keyword - soil moisture data,SMAP-HydroBlocks,Soil Moisture Active Passive HydroBlocks,15,N,N,https://waterai.earth/smaphb,original_chunk
24069606,SeedSeq: off-target transcriptome database.,False,N,high,Database keyword - off-target transcriptome data,SeedSeq,Seed Sequence Database,15,N,N,http://rnaiatlas.ethz.ch/index/seedseq,fulltext_extraction
23679342,LIPS database with LIPService: a microscopic image database of intracellular structures in Arabidopsis guard cells.,False,N,high,Database keyword - Arabidopsis cell image data,LIPS,Localization of Intracellular Proteins in guard cells,15,N,N,http://hasezawa.ib.k.u-tokyo.ac.jp/lips/images.html,fulltext_extraction
21441431,PlaNet: combined sequence and expression comparisons across plant networks derived from seven species.,True,N,high,Network resource - plant gene network data,PlaNet,Plant Network,15,N,N,http://aranet.mpimp-golm.mpg.de,original_chunk
21930507,BioMart Central Portal: an open database network for the biological community.,False,N,high,Database network portal - data access infrastructure,BioMart,Biological Mart,15,N,N,http://germplasmdb.cip.cgiar.org/biomart/martview,fulltext_extraction
26325041,Nuclear Receptor Signaling Atlas: Opening Access to the Biology of Nuclear Receptor Signaling Pathways.,True,N,high,Atlas keyword - nuclear receptor signaling data,NURSA,Nuclear Receptor Signaling Atlas,15,N,N,http://www.nursa.org,original_chunk
27734896,3Disease Browser: A Web server for integrating 3D genome and disease-associated chromosome rearrangement data.,True,N,high,Browser that houses integrated 3D genome disease data,3Disease Browser,3D Genome Disease Browser,15,N,N,http://3dgb.cbi.pku.edu.cn/disease/,original_chunk
30963208,Mapping the diversity of microbial lignin catabolism: experiences from the eLignin database.,True,N,high,Database keyword - lignin degradation enzyme data,eLignin,Lignin Catabolism Database,15,N,N,http://www.elignindatabase.com,original_chunk
29092928,The ISB Cancer Genomics Cloud: A Flexible Cloud-Based Platform for Cancer Genomics Research.,True,N,high,Cloud platform that provides access to cancer genomics data,ISB-CGC,Institute for Systems Biology Cancer Genomics Cloud,15,N,N,http://www.isb-cgc.org,original_chunk
30862647,"""GenTree, an integrated resource for analyzing the evolution and function of primate-specific coding genes.""",False,N,high,Resource keyword - primate gene evolution data,GenTree,Gene Tree,15,N,N,http://gentree.ioz.ac.cn/,fulltext_extraction
25765346,Structure-PPi: a module for the annotation of cancer-related single-nucleotide variants at protein-protein interfaces.,True,N,high,Module that annotates variants at interfaces - variant annotation resource,Structure-PPi,Structure Protein-Protein Interface,15,N,N,http://structureppi.bioinfo.cnio.es/Structure,original_chunk
30797940,"""Unioverse: A phylogenomic resource for reconstructing the evolution of freshwater mussels (Bivalvia, Unionoida).""",False,N,high,Resource keyword - mussel phylogenomic data,Unioverse,Unionoid Evolution Resource,15,N,N,,
33067440,Harmonised LUCAS in-situ land cover and use database for field surveys from 2006 to 2018 in the European Union.,False,N,high,Database keyword - land cover survey data,LUCAS,Land Use/Cover Area frame Survey,15,N,N,https://ec.europa.eu/eurostat/en/web/lucas/data/primary-data/2006,fulltext_extraction
31796753,"""Eyasi Plateau Paleontological Expedition, Laetoli, Tanzania, fossil specimen database 1998-2005.""",False,N,high,Database keyword - paleontological specimen data,Eyasi Plateau Database,Eyasi Plateau Paleontological Database,15,N,N,,
32994893,ATP7A Clinical Genetics Resource - A comprehensive clinically annotated database and resource for genetic variants in ATP7A gene.,False,N,high,Database and resource keywords - ATP7A variant data,ATP7A CGR,ATP7A Clinical Genetics Resource,15,N,N,,
28775673,The Image Data Resource: A Bioimage Data Integration and Publication Platform.,False,N,high,Resource and platform keywords - bioimage data repository,IDR,Image Data Resource,15,N,N,http://www.phenoimageshare.org/search/?term=&hostName=Image+Data+Repository+(IDR,fulltext_extraction
30555515,PlantEAR: Functional Analysis Platform for Plant EAR Motif-Containing Proteins.,True,N,high,Platform for functional analysis with EAR motif protein data,PlantEAR,Plant EAR Motif Analysis Resource,15,N,N,http://structuralbiology.cau.edu.cn/plantEAR,original_chunk
26578576,EMDataBank unified data resource for 3DEM.,False,N,high,Data resource keyword - 3D electron microscopy data,EMDataBank,Electron Microscopy Data Bank,15,N,N,http://emdatabank.org/deposit.html,fulltext_extraction
29297289,dBBQs: dataBase of Bacterial Quality scores.,True,N,high,Database keyword and Base in name - bacterial quality score data,dBBQs,Database of Bacterial Quality Scores,15,N,N,http://arc-gem.uams.edu/dbbqs,original_chunk
31219564,"""AmyloWiki: an integrated database for Bacillus velezensis FZB42, the model strain for plant growth-promoting Bacilli.""",False,N,high,Database keyword - Bacillus strain data,AmyloWiki,Bacillus Amyloliquefaciens Wiki,15,N,N,http://amylowiki.top/reference.php,fulltext_extraction
22981871,The Zebrafish Anatomy Portal: a novel integrated resource to facilitate zebrafish research.,True,N,high,Portal and resource keywords - zebrafish anatomy data,ZFAP,Zebrafish Anatomy Portal,15,N,N,http://www.zfap.org,original_chunk
22321436,"""Construction of a robust, large-scale, collaborative database for raw data in computational chemistry: the Collaborative Chemistry Database Tool (CCDBT).""",False,N,high,Database keyword - computational chemistry raw data,CCDBT,Collaborative Chemistry Database Tool,15,N,N,,
29092945,"""The Digital Slide Archive: A Software Platform for Management, Integration, and Analysis of Histology for Cancer Research.""",False,N,high,Archive keyword - histology image data platform,DSA,Digital Slide Archive,15,N,N,,
25840117,The Philadelphia Neurodevelopmental Cohort: A publicly available resource for the study of normal and abnormal brain development in youth.,False,N,high,Resource keyword - neurodevelopmental cohort data,PNC,Philadelphia Neurodevelopmental Cohort,15,N,N,,
28158609,An update on the Enzyme Portal: an integrative approach for exploring enzyme knowledge.,False,N,high,Portal keyword - enzyme knowledge resource,Enzyme Portal,Enzyme Portal,15,N,N,,
28529710,Introducing the Brassica Information Portal: Towards integrating genotypic and phenotypic Brassica crop data.,False,N,high,Portal keyword - Brassica crop data integration,BIP,Brassica Information Portal,15,N,N,,
25429973,SNP-Seek database of SNPs derived from 3000 rice genomes.,True,N,high,Database keyword - rice SNP data,SNP-Seek,Rice SNP Database,15,N,N,http://www.oryzasnp.org/iric-portal/,original_chunk
31346170,FDA-ARGOS is a database with public quality-controlled reference genomes for diagnostic use and regulatory science.,False,N,high,Database keyword - reference genome data for diagnostics,FDA-ARGOS,FDA Antimicrobial Resistance Genome Ontology System,15,N,N,https://www.fda.gov/medical-devices/science-and-research-medical-devices/database-reference-grade-microbial-sequences-fda-argos,fulltext_extraction
28821228,SG-ADVISER mtDNA: a web server for mitochondrial DNA annotation with data from 200 samples of a healthy aging cohort.,True,N,high,Web server with mitochondrial DNA annotation data,SG-ADVISER mtDNA,Scripps Genome Annotation and Distributed Variant Interpretation Server for Mitochondrial DNA,15,N,N,https://genomics.scripps.edu/mtdna,original_chunk
25891375,The Center for Integrated Molecular Brain Imaging (Cimbi) database.,False,N,high,Database keyword - brain imaging data,Cimbi,Center for Integrated Molecular Brain Imaging Database,15,N,N,,
28375006,Fragment Database FDB-17.,True,N,high,Database keyword - molecular fragment data,FDB-17,Fragment Database 17,15,N,N,http://www.gdb.unibe.ch,original_chunk
33256642,Epistemonikos: a comprehensive database of systematic reviews for health decision-making.,False,N,high,Database keyword - systematic review data,Epistemonikos,Epistemonikos,15,N,N,https://www.tripdatabase.com/,fulltext_extraction
29473246,Variant pathogenicity evaluation in the community-driven Inherited Neuropathy Variant Browser.,False,N,high,Browser keyword - inherited neuropathy variant data,INVB,Inherited Neuropathy Variant Browser,15,N,N,,
30219839,Drug Target Commons 2.0: a community platform for systematic analysis of drug-target interaction profiles.,False,N,high,Platform that houses drug-target interaction data,DTC,Drug Target Commons,15,N,N,http://drugtargetcommons.fimm.fi/static/Excell_files/DTC_data.csv,fulltext_extraction
34348131,The COVIDome Explorer researcher portal.,False,N,high,Portal keyword - COVID-19 research data portal,COVIDome,COVID-19 Multi-omics Explorer,15,N,N,https://medschool.cuanschutz.edu/covidome/,fulltext_extraction
29149267,Taiwan Biobank: making cross-database convergence possible in the Big Data era.,False,N,high,Biobank keyword - Taiwanese biobank data,Taiwan Biobank,Taiwan Biobank,15,N,N,http://www.biopharm.org.tw/bio/2017/images/incentives/Taiwan%20Biomedical%20Industry%20brochure%20(BIIP%20&%20BPIPO,fulltext_extraction
23681121,DrugMap Central: an on-line query and visualization tool to facilitate drug repositioning studies.,True,N,high,Tool for querying drug mapping data - drug repositioning data resource,DMC,DrugMap Central,15,N,N,http://r2d2drug.org/DMC.aspx,original_chunk
29501921,A clinician friendly data warehouse oriented toward narrative reports: Dr. Warehouse.,True,N,high,Data warehouse keyword - clinical report data,Dr. Warehouse,Doctor Warehouse,15,N,N,https://imagine-plateforme-bdd.fr/dwh_pubmed/,original_chunk
32194971,Portal of Juglandaceae: A comprehensive platform for Juglandaceae study.,False,N,high,Portal and platform keywords - Juglandaceae genomics data,POJ,Portal of Juglandaceae,15,N,N,http://www.juglandaceae.net,fulltext_extraction
31629530,The Veterans Precision Oncology Data Commons: Transforming VA data into a national resource for research in precision oncology.,False,N,high,Data Commons keyword - VA oncology data resource,VPODC,Veterans Precision Oncology Data Commons,15,N,N,,
33082925,Tianxia120: A Multimodal Medical Data Collection Bioinformatic System for Proactive Health Management in Internet of Medical Things.,False,N,high,Data collection system - medical data resource,Tianxia120,Tianxia120,15,N,N,http://www.who.int/news-room/fact-sheets/detail/ageing-and-health,fulltext_extraction
37645130,"""Promoting citizen science in the energy sector: Generation Solar, an open database of small-scale solar photovoltaic installations.""",False,N,high,Database keyword - solar installation data,Generation Solar,Generation Solar,15,N,N,https://generationsolar.ies.upm.es,fulltext_extraction
21818249,The Barcode of Life Data Portal: bridging the biodiversity informatics divide for DNA barcoding.,False,N,high,Portal keyword - DNA barcode data,BOLD,Barcode of Life Data System,15,N,N,http://bol.uvm.edu/about.php,fulltext_extraction
33215063,COVID-19 antibody therapeutics tracker: a global online database of antibody therapeutics for the prevention and treatment of COVID-19.,True,N,high,Database keyword - COVID-19 antibody therapeutic data,COVID-19 Antibody Tracker,COVID-19 Antibody Therapeutics Tracker,15,N,N,https://chineseantibody.org/covid-19-track/,original_chunk
28582591,"""A tool for integrating genetic and mass spectrometry-based peptide data: Proteogenomics Viewer: PV: A genome browser-like tool, which includes MS data visualization and peptide identification parameters.""",True,N,high,Viewer that integrates proteogenomics data,PV,Proteogenomics Viewer,15,N,N,http://youtu.be/5NzyRvuk4Ac,original_chunk
34721190,Baby's Online Live Database: An Open Platform for Developmental Science.,False,N,high,Database keyword - developmental science data,BOLD,Baby's Online Live Database,15,N,N,,
33112870,"""Prometheus, an omics portal for interkingdom comparative genomic analyses.""",False,N,high,Portal keyword - comparative genomics data,Prometheus,Prometheus,15,N,N,https://prometheus.kobic.re.kr,fulltext_extraction
32481589,CSI NGS Portal: An Online Platform for Automated NGS Data Analysis and Sharing.,True,N,high,Portal keyword - NGS data analysis and sharing platform,CSI NGS Portal,Computational Systems and Informatics NGS Portal,15,N,N,https://csibioinfo.nus.edu.sg/csingsportal,original_chunk
29782006,Neurovascular Network Explorer 2.0: A Simple Tool for Exploring and Sharing a Database of Optogenetically-evoked Vasomotion in Mouse Cortex In Vivo.,False,N,high,Tool for exploring database of vasomotion data,NNE,Neurovascular Network Explorer,15,N,N,,
31918660,A crustacean annotated transcriptome (CAT) database.,True,N,high,Database keyword - crustacean transcriptome data,CAT,Crustacean Annotated Transcriptome,15,N,N,http://cat.sls.cuhk.edu.hk/,original_chunk
23921808,The CRAPome: a contaminant repository for affinity purification-mass spectrometry data.,True,N,high,Repository keyword - mass spec contaminant data,CRAPome,Contaminant Repository for Affinity Purification,15,N,N,http://www.crapome.org/,original_chunk
23359817,HIPdb: a database of experimentally validated HIV inhibiting peptides.,True,N,high,Database keyword and db suffix - HIV inhibiting peptide data,HIPdb,HIV Inhibiting Peptide Database,15,N,N,http://crdd.osdd.net/servers/hipdb,original_chunk
28476106,Geminivirus data warehouse: a database enriched with machine learning approaches.,False,N,high,Data warehouse and database keywords - geminivirus data,GDW,Geminivirus Data Warehouse,15,N,N,http://geminivirus.org:8080/geminivirusdw/discoveryGeminivirus.jsp,fulltext_extraction
29724079,Virtual Fly Brain - Using OWL to support the mapping and genetic dissection of the &lt;i&gt;Drosophila&lt;/i&gt; brain.,True,N,high,Virtual brain resource - Drosophila brain anatomy and expression data,VFB,Virtual Fly Brain,15,N,N,http://www.virtualflybrain.org,original_chunk
27933521,GeneNetwork: A Toolbox for Systems Genetics.,False,N,high,Network toolbox that houses systems genetics data,GeneNetwork,GeneNetwork,15,N,N,,
31552413,Alliance of Genome Resources Portal: unified model organism research platform.,True,N,high,Portal keyword - model organism genome data,AGR,Alliance of Genome Resources,15,N,N,http://www.alliancegenome.org,original_chunk
32463383,Fungal metabarcoding data integration framework for the MycoDiversity DataBase (MDDB).,False,N,high,Database keyword - fungal metabarcoding data,MDDB,MycoDiversity DataBase,15,N,N,https://mycodiversity.liacs.nl,fulltext_extraction
28289699,"""A database for reproducible manipulation research: CapriDB - Capture, Print, Innovate.""",False,N,high,Database keyword - manipulation research data,CapriDB,Capture Print Innovate Database,15,N,N,http://www.csc.kth.se/capridb/,fulltext_extraction
29554099,The Pathway Coexpression Network: Revealing pathway relationships.,True,N,high,Network resource - pathway coexpression data,PCxN,Pathway Coexpression Network,15,N,N,http://pcxn.org/,original_chunk
30497362,GLOSSary: the GLobal Ocean 16S subunit web accessible resource.,False,N,high,Resource keyword - ocean 16S rRNA data,GLOSSary,Global Ocean Subunit rRNA Sequence Resource,15,N,N,http://ocean-microbiome.embl.de/companion.html,fulltext_extraction
27899611,The ExAC browser: displaying reference data information from over 60 000 exomes.,True,N,high,Browser displaying exome data,ExAC,Exome Aggregation Consortium,15,N,N,http://exac.broadinstitute.org,original_chunk
33776581,Freshwater insects CONUS: A database of freshwater insect occurrences and traits for the contiguous United States.,False,N,high,Database keyword - freshwater insect occurrence data,FI-CONUS,Freshwater Insects Contiguous United States,15,N,N,,
30835466,DAKB-GPCRs: An Integrated Computational Platform for Drug Abuse Related GPCRs.,False,N,high,Platform keyword - GPCR drug abuse data,DAKB-GPCRs,Drug Abuse Knowledge Base for GPCRs,15,N,N,,
31600445,"""New Basis Set Exchange: An Open, Up-to-Date Resource for the Molecular Sciences Community.""",False,N,high,Exchange and resource keywords - basis set data,BSE,Basis Set Exchange,15,N,N,,
26318051,Open Science CBS Neuroimaging Repository: Sharing ultra-high-field MR images of the brain.,False,N,high,Repository keyword - neuroimaging data,CBS NIR,CBS Neuroimaging Repository,15,N,N,,
25230706,Personalized Oncology Suite: integrating next-generation sequencing data and whole-slide bioimages.,True,N,high,Suite for integrating personalized oncology data,POS,Personalized Oncology Suite,15,N,N,http://www.icbi.at/POS,original_chunk
34364002,An angiosperm NLR Atlas reveals that NLR gene reduction is associated with ecological specialization and signal transduction component deletion.,True,N,high,Atlas keyword - angiosperm NLR gene data,ANNA,Angiosperm NLR Atlas,15,N,N,https://biobigdata.nju.edu.cn/ANNA/,original_chunk
32893032,The Atlas of Inflammation Resolution (AIR).,True,N,high,Atlas keyword - inflammation resolution data,AIR,Atlas of Inflammation Resolution,15,N,N,https://air.bio.informatik.uni-rostock.de,original_chunk
24220210,The virtual skeleton database: an open access repository for biomedical research and collaboration.,False,N,high,Database and repository keywords - skeletal imaging data,VSD,Virtual Skeleton Database,15,N,N,,
31064348,The SYNBREED chicken diversity panel: a global resource to assess chicken diversity at high genomic resolution.,False,N,high,Resource keyword - chicken diversity panel data,SYNBREED,Synergistic Plant and Animal Breeding,15,N,N,http://www.synbreed.tum.de,fulltext_extraction
32877456,PHND: Pashtu Handwritten Numerals Database and deep learning benchmark.,False,N,high,Database keyword - handwritten numeral image data,PHND,Pashtu Handwritten Numerals Database,15,N,N,,
22720055,Leukemia gene atlas--a public platform for integrative exploration of genome-wide molecular data.,True,N,high,Atlas and platform keywords - leukemia genomics data,LGA,Leukemia Gene Atlas,15,N,N,http://www.leukemia-gene-atlas.org,original_chunk
30355619,The NCI Transcriptional Pharmacodynamics Workbench: A Tool to Examine Dynamic Expression Profiling of Therapeutic Response in the NCI-60 Cell Line Panel.,True,N,high,Workbench tool with expression profiling data,TPW,Transcriptional Pharmacodynamics Workbench,15,N,N,https://tpwb.nci.nih.gov,original_chunk
27388620,"""The Minho Word Pool: Norms for imageability, concreteness, and subjective frequency for 3,800 Portuguese words.""",True,N,high,Pool keyword - Portuguese word norms data,MWP,Minho Word Pool,15,N,N,http://p-pal.di.uminho.pt/about/databases,original_chunk
33941085,The Coronavirus Network Explorer: mining a large-scale knowledge graph for effects of SARS-CoV-2 on host cell function.,True,N,high,Explorer for mining knowledge graph - coronavirus network data,CNE,Coronavirus Network Explorer,15,N,N,https://digitalinsights.qiagen.com/coronavirus-network-explorer,original_chunk
30094953,Coral microbiome database: Integration of sequences reveals high diversity and relatedness of coral-associated microbes.,False,N,high,Database keyword - coral microbiome sequence data,CMD,Coral Microbiome Database,15,N,N,,
26624790,SpinCouple: Development of a Web Tool for Analyzing Metabolite Mixtures via Two-Dimensional J-Resolved NMR Database.,True,N,high,Tool with NMR database component - metabolite NMR data,SpinCouple,Spin Coupling NMR Database,15,N,N,http://emar.riken.jp/spincpl,original_chunk
28261261,The Pancreatic Islet Regulome Browser.,False,N,medium,"""Browser for exploring data resource, though lack of URL is concerning.""",Pancreatic Islet Regulome Browser,Pancreatic Islet Regulome Browser,16,N,N,http://www.isletregulome.com,fulltext_extraction
25547877,"""JRC GMO-Matrix: a web application to support Genetically Modified Organisms detection strategies.""",True,N,medium,"""Web application but appears to be a resource for GMO detection support, Matrix suffix suggests data collection.""",JRC GMO-Matrix,JRC GMO-Matrix,16,N,N,http://gmo-crl.jrc.ec.europa.eu/jrcgmomatrix/,original_chunk
29373760,"""Automated annotation of mobile antibiotic resistance in Gram-negative bacteria: the Multiple Antibiotic Resistance Annotator (MARA) and database.""",True,N,high,"""Explicitly mentions 'and database', MARA is an annotator with associated database.""",MARA,Multiple Antibiotic Resistance Annotator,16,N,N,http://mara.spokade.com,original_chunk
29134625,"""The Pharmacogene Variation (PharmVar) Consortium: Incorporation of the Human Cytochrome P450 (CYP) Allele Nomenclature Database.""",False,N,high,"""Explicitly mentions incorporation of nomenclature database, describes database resource.""",PharmVar,Pharmacogene Variation Consortium,16,N,N,http://www.pgrn.org/pharmvar.html,fulltext_extraction
34554823,"""My Cancer Genome: Coevolution of Precision Oncology and a Molecular Oncology Knowledgebase.""",False,N,high,"""Explicitly mentions 'Molecular Oncology Knowledgebase', describes knowledge resource.""",My Cancer Genome,My Cancer Genome Molecular Oncology Knowledgebase,16,N,N,https://www.MyCancerGenome.org,fulltext_extraction
21762169,"""Development of an aquatic pathogen database (AquaPathogen X) and its utilization in tracking emerging fish virus pathogens in North America.""",True,N,high,"""Explicitly mentions 'aquatic pathogen database', database keyword in title.""",AquaPathogen X,Aquatic Pathogen Database,16,N,N,http://wfrc.usgs.gov,original_chunk
24864230,"""Syn-lethality: an integrative knowledge base of synthetic lethality towards discovery of selective anticancer therapies.""",False,N,high,"""Explicitly 'knowledge base', describes data collection.""",Syn-lethality,Synthetic Lethality Knowledge Base,16,N,N,http://www.ntu.edu.sg/home/zhengjie/software/Syn-Lethality/,fulltext_extraction
22815738,"""Gene Expression Commons: an open platform for absolute gene expression profiling.""",True,N,high,"""Commons suggests shared resource, platform for gene expression data access.""",Gene Expression Commons,Gene Expression Commons,16,N,N,https://gexc.stanford.edu/,original_chunk
24939151,"""Literome: PubMed-scale genomic knowledge base in the cloud.""",True,N,high,"""Explicitly 'knowledge base', houses genomic knowledge from PubMed.""",Literome,Literome Genomic Knowledge Base,16,N,N,literome.azurewebsites.net,original_chunk
22871112,"""PKMiner: a database for exploring type II polyketide synthases.""",True,N,high,"""Explicitly 'database' in title, database keyword.""",PKMiner,PKMiner Database,16,N,N,http://pks.kaist.ac.kr/pkminer,original_chunk
31642678,"""Virtual Excited State Reference for the Discovery of Electronic Materials Database: An Open-Access Resource for Ground and Excited State Properties of Organic Molecules.""",True,N,high,"""Explicitly 'Database' in title, describes reference database for molecular properties.""",VERDE,Virtual Excited State Reference for Electronic Materials Database,16,N,N,http://www.verdedb.org,original_chunk
34294731,"""resistancebank.org, an open-access repository for surveys of antimicrobial resistance in animals.""",False,N,high,"""Explicitly 'repository' in title, houses antimicrobial resistance data.""",resistancebank.org,Antimicrobial Resistance Repository,16,N,N,,
21427194,"""ExpEdit: a webserver to explore human RNA editing in RNA-Seq experiments.""",True,N,medium,"""Webserver to explore RNA editing data, appears to house editing information.""",ExpEdit,RNA Editing Explorer,16,N,N,http://www.caspur.it/ExpEdit/,original_chunk
22916228,"""The PLOS ONE synthetic biology collection: six years and counting.""",True,N,high,"""Collection indicates curated data set, synthetic biology collection.""",PLOS ONE Synthetic Biology Collection,PLOS ONE Synthetic Biology Collection,16,N,N,http://www.ploscollections.org/synbio,original_chunk
21216774,The Physiome Model Repository 2.,True,N,high,"""Explicitly 'Repository' in title, houses physiome models.""",Physiome Model Repository,Physiome Model Repository,16,N,N,http://www.cellml.org/tools/pmr/,original_chunk
26526709,"""FERN Ethnomedicinal Plant Database: Exploring Fern Ethnomedicinal Plants Knowledge for Computational Drug Discovery.""",False,N,high,"""Explicitly 'Database' in title, houses fern ethnomedicinal data.""",FERN,Fern Ethnomedicinal Plant Database,16,N,N,,
25631317,"""The Drosophila genome nexus: a population genomic resource of 623 Drosophila melanogaster genomes, including 197 from a single ancestral range population.""",False,N,high,"""Genomic resource describes collection of genome data, nexus suggests data hub.""",Drosophila genome nexus,Drosophila Genome Nexus,16,N,N,http://johnpool.net/genomes.html,fulltext_extraction
22270457,"""KB-Rank: efficient protein structure and functional annotation identification via text query.""",True,N,medium,"""KB suffix suggests knowledge base, though 'via text query' is tool-like. KB suffix takes priority.""",KB-Rank,KB-Rank Knowledge Base,16,N,N,http://protein.tcmedc.org/KB-Rank,original_chunk
34183675,"""Triton, a new species-level database of Cenozoic planktonic foraminiferal occurrences.""",False,N,high,"""Explicitly 'database' in title, houses foraminiferal occurrence data.""",Triton,Triton Foraminiferal Database,16,N,N,,
30940663,"""Hemap: An Interactive Online Resource for Characterizing Molecular Phenotypes across Hematologic Malignancies.""",False,N,medium,"""Map suffix suggests data collection, interactive resource for characterizing phenotypes.""",Hemap,Hematologic Malignancy Map,16,N,N,,
27319307,The Rhoton Collection.,True,N,high,"""Collection indicates curated data set.""",The Rhoton Collection,The Rhoton Collection,16,N,N,http://rhoton.ineurodb.org,original_chunk
33494129,"""Data resource profile: the allergic disease database of the Korean National Health Insurance Service.""",True,N,high,"""Explicitly 'database' in title, describes health data resource.""",Korean NHIS Allergic Disease Database,Korean National Health Insurance Service Allergic Disease Database,16,N,N,https://nhiss.nhis.or.kr,original_chunk
32660827,"""EURL ECVAM Genotoxicity and Carcinogenicity Database of Substances Eliciting Negative Results in the Ames Test: Construction of the Database.""",False,N,high,"""Explicitly 'Database' in title, describes database construction.""",EURL ECVAM Database,EURL ECVAM Genotoxicity and Carcinogenicity Database,16,N,N,http://data.europa.eu/89h/jrc-eurl-ecvam-genotoxicity-carcinogenicity-ames,fulltext_extraction
31756136,"""Development and Usage of <i>eContour</i>, a Novel, Three-Dimensional, Image-Based Web Site to Facilitate Access to Contouring Guidelines at the Point of Care.""",True,N,medium,"""Website to facilitate access to contouring guidelines, houses guideline data.""",eContour,eContour Contouring Guidelines,16,N,N,http://econtour.org,original_chunk
