pmid,title,abstract,in_linguistic,in_setfit,ling_score,setfit_confidence,primary_entity_long,primary_entity_short,primary_score,status,matched_long_short,all_long,all_short,ner_source,ner_confidence,entity_from_title,db_keyword_found,title_entity_in_ner,very_high_conf,baseline_entity_match,all_urls,resource_url,has_resource_url,url_context,article_count,in_baseline_pmid,in_baseline_entity,in_baseline
34348131,The COVIDome Explorer researcher portal.,"COVID-19 pathology involves dysregulation of diverse molecular, cellular, and physiological processes. To expedite integrated and collaborative COVID-19 research, we completed multi-omics analysis of hospitalized COVID-19 patients, including matched analysis of the whole-blood transcriptome, plasma proteomics with two complementary platforms, cytokine profiling, plasma and red blood cell metabolomics, deep immune cell phenotyping by mass cytometry, and clinical data annotation. We refer to this multidimensional dataset as the COVIDome. We then created the COVIDome Explorer, an online researcher portal where the data can be analyzed and visualized in real time. We illustrate herein the use of the COVIDome dataset through a multi-omics analysis of biosignatures associated with C-reactive protein (CRP), an established marker of poor prognosis in COVID-19, revealing associations between CRP levels and damage-associated molecular patterns, depletion of protective serpins, and mitochondrial metabolism dysregulation. We expect that the COVIDome Explorer will rapidly accelerate data sharing, hypothesis testing, and discoveries worldwide.",False,True,,0.661148,covidome,,17.9497663,ok,,covidome explorer,,v2,0.9497663,,True,False,False,,,,False,,1,False,False,False
33755048,TALE: Transformer-based protein function Annotation with joint sequence-Label Embedding.,"<h4>Motivation</h4>Facing the increasing gap between high-throughput sequence data and limited functional insights, computational protein function annotation provides a high-throughput alternative to experimental approaches. However, current methods can have limited applicability while relying on protein data besides sequences, or lack generalizability to novel sequences, species and functions.<h4>Results</h4>To overcome aforementioned barriers in applicability and generalizability, we propose a novel deep learning model using only sequence information for proteins, named Transformer-based protein function Annotation through joint sequence-Label Embedding (TALE). For generalizability to novel sequences we use self-attention-based transformers to capture global patterns in sequences. For generalizability to unseen or rarely seen functions (tail labels), we embed protein function labels (hierarchical GO terms on directed graphs) together with inputs/features (1D sequences) in a joint latent space. Combining TALE and a sequence similarity-based method, TALE+ outperformed competing methods when only sequence input is available. It even outperformed a state-of-the-art method using network information besides sequence, in two of the three gene ontologies. Furthermore, TALE and TALE+ showed superior generalizability to proteins of low similarity, new species, or rarely annotated functions compared to training data, revealing deep insights into the protein sequence-function relationship. Ablation studies elucidated contributions of algorithmic components toward the accuracy and the generalizability; and a GO term-centric analysis was also provided.<h4>Availability and implementation</h4>The data, source codes and models are available at https://github.com/Shen-Lab/TALE.<h4>Supplementary information</h4>Supplementary data are available at Bioinformatics online.",True,False,4.0,,,tale,17.9495122,ok,,transformer,,v2,0.9495122,TALE,False,True,False,,https://github.com/Shen-Lab/TALE,,False,,1,False,False,False
29149267,Taiwan Biobank: making cross-database convergence possible in the Big Data era.,"The Taiwan Biobank (TWB) is a biomedical research database of biopsy data from 200 000 participants. Access to this database has been granted to research communities taking part in the development of precision medicines; however, this has raised issues surrounding TWB's access to electronic medical records (EMRs). The Personal Data Protection Act of Taiwan restricts access to EMRs for purposes not covered by patients' original consent. This commentary explores possible legal solutions to help ensure that the access TWB has to EMR abides with legal obligations, and with governance frameworks associated with ethical, legal, and social implications. We suggest utilizing ""hash function"" algorithms to create nonretrospective, anonymized data for the purpose of cross-transmission and/or linkage with EMR.",False,True,,0.64859074,taiwan biobank,,17.9490973,ok,,,twb,v2,0.9490973,Taiwan Biobank,True,True,True,,,,False,,1,False,False,False
34124887,HologLev: A Hybrid Magnetic Levitation Platform Integrated with Lensless Holographic Microscopy for Density-Based Cell Analysis.,"In clinical practice, a variety of diagnostic applications require the identification of target cells. Density has been used as a physical marker to distinguish cell populations since metabolic activities could alter the cell densities. Magnetic levitation offers great promise for separating cells at the single cell level within heterogeneous populations with respect to cell densities. Traditional magnetic levitation platforms need bulky and precise optical microscopes to visualize levitated cells. Moreover, the evaluation process of cell densities is cumbersome, which also requires trained personnel for operation. In this work, we introduce a device (HologLev) as a fusion of the magnetic levitation principle and lensless digital inline holographic microscopy (LDIHM). LDIHM provides ease of use by getting rid of bulky and expensive optics. By placing an imaging sensor just beneath the microcapillary channel without any lenses, recorded holograms are processed for determining cell densities through a fully automated digital image processing scheme. The device costs less than $100 and has a compact design that can fit into a pocket. We perform viability tests on the device by levitating three different cell lines (MDA-MB-231, U937, D1 ORL UVA) and comparing them against their dead correspondents. We also tested the differentiation of mouse osteoblastic (7F2) cells by monitoring characteristic variations in their density. Last, the response of MDA-MB-231 cancer cells to a chemotherapy drug was demonstrated in our platform. HologLev provides cost-effective, label-free, fully automated cell analysis in a compact design that could be highly desirable for laboratory and point-of-care testing applications.",True,False,3.0,,hologlev,,17.948806400000002,ok,,ologlev,ldihm,v2,0.9488064,HologLev,False,True,False,,,,False,,1,False,False,False
28968872,PySCeSToolbox: a collection of metabolic pathway analysis tools.,"<h4>Summary</h4>PySCeSToolbox is an extension to the Python Simulator for Cellular Systems (PySCeS) that includes tools for performing generalized supply-demand analysis, symbolic metabolic control analysis, and a framework for investigating the kinetic and thermodynamic aspects of enzyme-catalyzed reactions. Each tool addresses a different aspect of metabolic behaviour, control, and regulation; the tools complement each other and can be used in conjunction to better understand higher level system behaviour.<h4>Availability and implementation</h4>PySCeSToolbox is available on Linux, Mac OS X and Windows. It is licensed under the BSD 3-clause licence. Code, setup instructions and a link to documentation can be found at https://github.com/PySCeS/PyscesToolbox.<h4>Contact</h4>jr@sun.ac.za.<h4>Supplementary information</h4>Supplementary data are available at Bioinformatics online.",True,False,4.0,,yscestoolbox,,17.9487746,ok,,pyscestoolbox | simulator for,pysces,v2,0.9487746,PySCeSToolbox,True,False,False,,https://github.com/PySCeS/PyscesToolbox,,False,,1,False,False,False
23681121,DrugMap Central: an on-line query and visualization tool to facilitate drug repositioning studies.,"<h4>Summary</h4>Systematic studies of drug repositioning require the integration of multi-level drug data, including basic chemical information (such as SMILES), drug targets, target-related signaling pathways, clinical trial information and Food and Drug Administration (FDA)-approval information, to predict new potential indications of existing drugs. Currently available databases, however, lack query support for multi-level drug information and thus are not designed to support drug repositioning studies. DrugMap Central (DMC), an online tool, is developed to help fill the gap. DMC enables the users to integrate, query, visualize, interrogate, and download multi-level data of known drugs or compounds quickly for drug repositioning studies all within one system.<h4>Availability</h4>DMC is accessible at http://r2d2drug.org/DMC.aspx.<h4>Contact</h4>STWong@tmhs.org.",True,False,4.0,,drugmap central,,17.94871837,ok,,,dmc | mc,v2,0.94871837,DrugMap Central,False,True,False,,http://r2d2drug.org/DMC.aspx,http://r2d2drug.org/DMC.aspx,True,...system.<h4>Availability</h4>DMC is accessible at http://r2d2drug.org/DMC.aspx.<h4>Contact</h4>STWong@tmhs.org.,1,False,False,False
25667547,FUN-L: gene prioritization for RNAi screens.,"<h4>Motivation</h4>Most biological processes remain only partially characterized with many components still to be identified. Given that a whole genome can usually not be tested in a functional assay, identifying the genes most likely to be of interest is of critical importance to avoid wasting resources.<h4>Results</h4>Given a set of known functionally related genes and using a state-of-the-art approach to data integration and mining, our Functional Lists (FUN-L) method provides a ranked list of candidate genes for testing. Validation of predictions from FUN-L with independent RNAi screens confirms that FUN-L-produced lists are enriched in genes with the expected phenotypes. In this article, we describe a website front end to FUN-L.<h4>Availability and implementation</h4>The website is freely available to use at http://funl.org",True,False,4.0,,,fun-l,17.94838065,ok,,,,v2,0.94838065,FUN-L,False,True,False,,http://funl.org,http://funl.org,True,...ion</h4>The website is freely available to use at http://funl.org,1,False,False,False
29501921,A clinician friendly data warehouse oriented toward narrative reports: Dr. Warehouse.,"<h4>Introduction</h4>Clinical data warehouses are often oriented toward integration and exploration of coded data. However narrative reports are of crucial importance for translational research. This paper describes Dr. Warehouse®, an open source data warehouse oriented toward clinical narrative reports and designed to support clinicians' day-to-day use.<h4>Method</h4>Dr. Warehouse relies on an original database model to focus on documents in addition to facts. Besides classical querying functionalities, the system provides an advanced search engine and Graphical User Interfaces adapted to the exploration of text. Dr. Warehouse is dedicated to translational research with cohort recruitment capabilities, high throughput phenotyping and patient centric views (including similarity metrics among patients). These features leverage Natural Language Processing based on the extraction of UMLS® concepts, as well as negation and family history detection.<h4>Results</h4>A survey conducted after 6 months of use at the Necker Children's Hospital shows a high rate of satisfaction among the users (96.6%). During this period, 122 users performed 2837 queries, accessed 4,267 patients' records and included 36,632 patients in 131 cohorts. The source code is available at this github link https://github.com/imagine-bdd/DRWH. A demonstration based on PubMed abstracts is available at https://imagine-plateforme-bdd.fr/dwh_pubmed/.",True,False,6.0,,warehouse,,17.94788545,ok,,warehouse®,dr,v2,0.94788545,clinician friendly data warehouse oriented toward narrative reports,False,False,False,,https://imagine-plateforme-bdd.fr/dwh_pubmed/,https://imagine-plateforme-bdd.fr/dwh_pubmed/,True,...tration based on PubMed abstracts is available at https://imagine-plateforme-bdd.fr/dwh_pubmed/.,1,False,False,False
32194971,Portal of Juglandaceae: A comprehensive platform for Juglandaceae study.,"Juglandaceae species are plants of great economic value and have been cultivated, domesticated, and utilized by human society for a long time. Their edible, nutrient-rich nuts and tough, durable wood have attracted the attention of botanists and breeders. With the advent of the genomics era, genome sequencing of the Juglandaceae family has been greatly accelerated, and a large amount of data has been generated. In this paper, we introduce the Portal of Juglandaceae (PJU), a tool to bring all these data together. The PJU contains genomes, gene-coding sequences, protein sequences, various types of annotation information, expression data, and miRNA data, which are configured with BLAST, JBrowse, and our self-developed synteny analysis tool. The PJU has a user-friendly and straightforward interface that performs a variety of query tasks with a few simple operations. In the future, we hope that the PJU will serve as a hub for the study of the Juglandaceae family.",False,True,,0.727769,portal of juglandaceae,,17.9476939,ok,,,pju,v2,0.9476939,Portal of Juglandaceae,True,True,True,,,,False,,1,False,False,False
24180668,Path2Models: large-scale generation of computational models from biochemical pathway maps.,"<h4>Background</h4>Systems biology projects and omics technologies have led to a growing number of biochemical pathway models and reconstructions. However, the majority of these models are still created de novo, based on literature mining and the manual processing of pathway data.<h4>Results</h4>To increase the efficiency of model creation, the Path2Models project has automatically generated mathematical models from pathway representations using a suite of freely available software. Data sources include KEGG, BioCarta, MetaCyc and SABIO-RK. Depending on the source data, three types of models are provided: kinetic, logical and constraint-based. Models from over 2 600 organisms are encoded consistently in SBML, and are made freely available through BioModels Database at http://www.ebi.ac.uk/biomodels-main/path2models. Each model contains the list of participants, their interactions, the relevant mathematical constructs, and initial parameter values. Most models are also available as easy-to-understand graphical SBGN maps.<h4>Conclusions</h4>To date, the project has resulted in more than 140 000 freely available models. Such a resource can tremendously accelerate the development of mathematical models by providing initial starting models for simulation and analysis, which can be subsequently curated and further parameterized.",True,False,3.0,,path2models,,17.94756496,ok,,metacyc | biomodels,kegg,v2,0.94756496,Path2Models,False,True,False,,http://www.ebi.ac.uk/biomodels-main/path2models,http://www.ebi.ac.uk/biomodels-main/path2models,True,"...de freely available through BioModels Database at http://www.ebi.ac.uk/biomodels-main/path2models. Each model contains the list of participants, th...",1,False,False,False
31629530,The Veterans Precision Oncology Data Commons: Transforming VA data into a national resource for research in precision oncology.,"The Department of Veterans Affairs (VA) has a strong track record providing high-quality, evidence-based care to cancer patients. In order to accelerate discoveries that will further improve care for Veterans with cancer, the VA has partnered with the Center for Translational Data Science at the University of Chicago and the Open Commons Consortium to establish a data sharing platform, the Veterans Precision Oncology Data Commons (VPODC). The VPODC makes clinical, genomic, and imaging data from the VA available to the research community at large. In this paper, we detail our motivation for data sharing, describe the VPODC, and outline our collaboration model. By transforming VA data into a national resource for research in precision oncology, the VPODC seeks to foster innovation through collaboration and resource sharing that will ultimately lead to improved care for Veterans with cancer.",False,True,,0.6812598,veterans precision oncology data commons,,17.947533999999997,ok,vpodc | veterans precision oncology data commons,,vpodc,v2,0.947534,Veterans Precision Oncology Data Commons,True,True,True,,,,False,,1,False,False,False
33082925,Tianxia120: A Multimodal Medical Data Collection Bioinformatic System for Proactive Health Management in Internet of Medical Things.,"A digital medical health system named Tianxia120 that can provide patients and hospitals with ""one-step service"" is proposed in this paper. Evolving from the techniques of Internet of Medical Things (IoMT), medical dig data, and medical Artificial Intelligence, the system can systematically promote the change of service status between doctors and patients from ""passive mode"" to ""proactive mode"" and realize online service that is similar to offline medical treatment scenarios. The system consists of a patient terminal and a doctor terminal. They can perform online inquiry (through graphic, voice, telephone, video, etc.), electronic prescription, multiparameter self-diagnosis, cold chain logistics, medicine distribution, etc. The system can provide rich medical health information, medical tools browsing, and health care big data aggregation processing functions. Compared with the traditional medical system, this system has the characteristics of full function, rich data, and high security. It is expected to be applied to hospital applications and medical research to promote the construction and innovation of clinical medical disciplines.",False,True,,0.6649584,tianxia120,,17.94735146,ok,,,,v2,0.94735146,Tianxia120,True,True,True,,,,False,,1,False,False,False
37645130,"Promoting citizen science in the energy sector: Generation Solar, an open database of small-scale solar photovoltaic installations.","Citizen science is becoming an effective approach in building a new relationship between science and society, in which the desire of citizens to participate actively in knowledge production meets the needs of researchers. A citizen science initiative dealing with the development of photovoltaics (PV) is presented. To generate a ""responsible"" initiative, the research question has been designed collectively from the beginning, involving diverse actors in order to encourage creativity while addressing their interests and concerns. The result has been called Generation Solar. It aims at co-creating an open database of PV installations including their technical characteristics, and an online map for visualizing them. The initiative responds to a clear scientific demand; an important drawback for researchers working on energy modelling and predictions of production lays precisely in the lack of information about these installations' locations and characteristics. The initiative invites citizens, companies and public institutions with a PV installation to collaborate by providing such data. Data will follow the format of Open Power System Data in order to be fully exploitable by the scientific community and society. The success of the initiative will rely on the capacity to mobilize citizens and register the largest possible number of installations worldwide.",False,True,,0.68729985,generation solar,,17.9466927,ok,,,,v2,0.9466927,Promoting citizen science in the energy sector,True,False,False,,,,False,,1,False,False,False
33830752,AUTOSTERE: Systematic Search for Scaffold Replacement Opportunities within Structural Databases.,"Medicinal chemists often bias toward working with scaffolds with which previously they have had direct experience and successes. In this way, it is often the case that scaffolds which have proven tractable within a research group are ""reused"" across multiple and sometimes unrelated drug targets. With this concept in mind, we designed a new computer algorithm AUTOSTERE which could systematically assess the opportunities to replace any part of any molecule within an entire database of known ligand structures with a target scaffold and automatically evaluate the potential designs in the context of the original ligand's protein environment. As such, it performs scaffold replacement on an unprecedented scale and suggests new target opportunities for preferred chemistries rather than the conventional reverse situation. The results of this approach for one scaffold, a substituted triazolinone, applied to a set of 10 426 ligand conformations extracted from the PDB are described. This led to the identification of ∼600 novel ligands incorporating the triazolinone scaffolds in complex with their predicted drug targets. From these, design examples are provided for HSP-90, cathepsin K, and TIE-2 kinase. A further study involved the searching for possible drug targets for unusual pyridopyrimidine cores. This process resulted in the identification of potential novel HIV reverse transcriptase inhibitors which were synthesized and shown to exhibit similar in vitro potencies to marketed compounds. Overall, the methodology described provides a powerful new approach to identify new target opportunities for scaffolds of provenance.",False,True,,0.67407984,,autostere,17.9464425,ok,,,pdb,v2,0.9464425,AUTOSTERE,True,True,True,,,,False,,1,False,False,False
31757212,"TACITuS: transcriptomic data collector, integrator, and selector on big data platform.","<h4>Background</h4>Several large public repositories of microarray datasets and RNA-seq data are available. Two prominent examples include ArrayExpress and NCBI GEO. Unfortunately, there is no easy way to import and manipulate data from such resources, because the data is stored in large files, requiring large bandwidth to download and special purpose data manipulation tools to extract subsets relevant for the specific analysis.<h4>Results</h4>TACITuS is a web-based system that supports rapid query access to high-throughput microarray and NGS repositories. The system is equipped with modules capable of managing large files, storing them in a cloud environment and extracting subsets of data in an easy and efficient way. The system also supports the ability to import data into Galaxy for further analysis.<h4>Conclusions</h4>TACITuS automates most of the pre-processing needed to analyze high-throughput microarray and NGS data from large publicly-available repositories. The system implements several modules to manage large files in an easy and efficient way. Furthermore, it is capable deal with Galaxy environment allowing users to analyze data through a user-friendly interface.",False,True,,0.7199241,,acitus,17.94626117,ok,,arrayexpress | tacitus,geo,v2,0.94626117,TACITuS,False,False,False,,,,False,,1,False,False,False
21818249,The Barcode of Life Data Portal: bridging the biodiversity informatics divide for DNA barcoding.,"With the volume of molecular sequence data that is systematically being generated globally, there is a need for centralized resources for data exploration and analytics. DNA Barcode initiatives are on track to generate a compendium of molecular sequence-based signatures for identifying animals and plants. To date, the range of available data exploration and analytic tools to explore these data have only been available in a boutique form--often representing a frustrating hurdle for many researchers that may not necessarily have resources to install or implement algorithms described by the analytic community. The Barcode of Life Data Portal (BDP) is a first step towards integrating the latest biodiversity informatics innovations with molecular sequence data from DNA barcoding. Through establishment of community driven standards, based on discussion with the Data Analysis Working Group (DAWG) of the Consortium for the Barcode of Life (CBOL), the BDP provides an infrastructure for incorporation of existing and next-generation DNA barcode analytic applications in an open forum.",False,True,,0.7203625,barcode of life data portal,,17.9461663,ok,,,bdp,v2,0.9461663,Barcode of Life Data Portal,True,True,True,,,,False,,1,False,False,False
21310745,GeneReporter--sequence-based document retrieval and annotation.,"<h4>Unlabelled</h4>GeneReporter is a web tool that reports functional information and relevant literature on a protein-coding sequence of interest. Its purpose is to support both manual genome annotation and document retrieval. PubMed references corresponding to a sequence are detected by the extraction of query words from UniProt entries of homologous sequences. Data on protein families, domains, potential cofactors, structure, function, cellular localization, metabolic contribution and corresponding DNA binding sites complement the information on a given gene product of interest.<h4>Availability and implementation</h4>GeneReporter is available at http://www.genereporter.tu-bs.de. The web site integrates databases and analysis tools as SOAP-based web services from the EBI (European Bioinformatics Institute) and NCBI (National Center for Biotechnology Information).",True,False,4.0,,enereporter,,17.9458867,ok,,uniprot,,v2,0.9458867,,False,False,False,,http://www.genereporter.tu-bs.de,http://www.genereporter.tu-bs.de,True,...d implementation</h4>GeneReporter is available at http://www.genereporter.tu-bs.de. The web site integrates databases and analysis t...,1,False,False,False
22555647,AMS 4.0: consensus prediction of post-translational modifications in protein sequences.,"We present here the 2011 update of the AutoMotif Service (AMS 4.0) that predicts the wide selection of 88 different types of the single amino acid post-translational modifications (PTM) in protein sequences. The selection of experimentally confirmed modifications is acquired from the latest UniProt and Phospho.ELM databases for training. The sequence vicinity of each modified residue is represented using amino acids physico-chemical features encoded using high quality indices (HQI) obtaining by automatic clustering of known indices extracted from AAindex database. For each type of the numerical representation, the method builds the ensemble of Multi-Layer Perceptron (MLP) pattern classifiers, each optimising different objectives during the training (for example the recall, precision or area under the ROC curve (AUC)). The consensus is built using brainstorming technology, which combines multi-objective instances of machine learning algorithm, and the data fusion of different training objects representations, in order to boost the overall prediction accuracy of conserved short sequence motifs. The performance of AMS 4.0 is compared with the accuracy of previous versions, which were constructed using single machine learning methods (artificial neural networks, support vector machine). Our software improves the average AUC score of the earlier version by close to 7 % as calculated on the test datasets of all 88 PTM types. Moreover, for the selected most-difficult sequence motifs types it is able to improve the prediction performance by almost 32 %, when compared with previously used single machine learning methods. Summarising, the brainstorming consensus meta-learning methodology on the average boosts the AUC score up to around 89 %, averaged over all 88 PTM types. Detailed results for single machine learning methods and the consensus methodology are also provided, together with the comparison to previously published methods and state-of-the-art software tools. The source code and precompiled binaries of brainstorming tool are available at http://code.google.com/p/automotifserver/ under Apache 2.0 licensing.",True,False,6.0,,,ams,17.9453087,ok,,uniprot | automotif service,elm,v2,0.9453087,AMS,False,True,False,,http://code.google.com/p/automotifserver/,,False,,1,False,False,False
33215063,COVID-19 antibody therapeutics tracker: a global online database of antibody therapeutics for the prevention and treatment of COVID-19.,"Facing the COVID-19 global healthcare crisis, scientists worldwide are collaborating to develop prophylactic and therapeutic interventions against the disease. Antibody therapeutics hold enormous promise for the treatment of COVID-19. In March 2020, the Chinese Antibody Society, in collaboration with The Antibody Society, initiated the ""COVID-19 Antibody Therapeutics Tracker"" (""Tracker"") (https://chineseantibody.org/covid-19-track/) program to track the antibody-based COVID-19 interventions in preclinical and clinical development globally. The data are collected from the public domain and verified by volunteers on an ongoing basis. Here, we present exploratory data analyses and visualization to demonstrate the latest trends of COVID-19 antibody development, based on data for over 150 research and development programs and molecules included in the ""Tracker"" as of 8 August 2020. We categorized the data mainly by their targets, formats, development status, developers and country of origin. Although details are limited in some cases, all of the anti-SARS-CoV-2 antibody candidates appear to target the viral spike protein (S protein), and most are full-length monoclonal antibodies. Most of the current COVID-19 antibody therapeutic candidates in clinical trials are repurposed drugs aimed at targets other than virus-specific proteins, while most of these virus-specific therapeutic antibodies are in discovery or preclinical studies. As of 8 August 2020, eight antibody candidates targeting the SARS-CoV-2 S protein have entered clinical studies, including LY-CoV555, REGN-COV2, JS016, TY027, CT-P59, BRII-196, BRII-198 and SCTA01. Ongoing clinical trials of SARS-CoV-2 neutralizing antibodies will help define the utility of these antibodies as a new class of therapeutics for treating COVID-19 and future coronavirus infections.",False,True,,0.6349255,tracker,,17.944218929999998,ok,,ovid-19 antibody therapeutics tracker,,v2,0.94421893,COVID- antibody therapeutics tracker,True,False,False,,https://chineseantibody.org/covid-19-track/,https://chineseantibody.org/covid-19-track/,True,"...ID-19 Antibody Therapeutics Tracker"" (""Tracker"") (https://chineseantibody.org/covid-19-track/) program to track the antibody-based COVID-19 int...",1,False,False,False
28582591,"A tool for integrating genetic and mass spectrometry-based peptide data: Proteogenomics Viewer: PV: A genome browser-like tool, which includes MS data visualization and peptide identification parameters.","In this manuscript we describe Proteogenomics Viewer, a web-based tool that collects MS peptide identification, indexes to genomic sequence and structure, assigns exon usage, reports the identified protein isoforms with genomic alignments and, most importantly, allows the inspection of MS2 information for proper peptide identification. It also provides all performed indexing to facilitate global analysis of the data. The relevance of such tool is that there has been an increase in the number of proteogenomic efforts to improve the annotation of both genomics and proteomics data, culminating with the release of the two human proteome drafts. It is now clear that mass spectrometry-based peptide identification of uncharacterized sequences, such as those resulting from unpredicted exon joints or non-coding regions, is still prone to a higher than expected false discovery rate. Therefore, proper visualization of the raw data and the corresponding genome alignments are fundamental for further data validation and interpretation. Also see the video abstract here: http://youtu.be/5NzyRvuk4Ac.",True,False,4.0,,proteogenomics viewer,,17.94365406,ok,pv | proteogenomics viewer,,pv,v2,0.94365406,tool for integrating genetic and mass spectrometry-based peptide data,False,False,False,,http://youtu.be/5NzyRvuk4Ac,http://youtu.be/5NzyRvuk4Ac,True,...interpretation. Also see the video abstract here: http://youtu.be/5NzyRvuk4Ac.,1,False,False,False
34721190,Baby's Online Live Database: An Open Platform for Developmental Science.,"Efficient data collection in developmental studies is facing challenges due to the decreased birth rates in many regions, reproducibility problems in psychology research, and the COVID-19 pandemic. Here, we propose a novel platform for online developmental science research, the Baby's Online Live Database (BOLD), which extends the scope of the accessible participant pool, simplifies its management, and enables participant recruitment for longitudinal studies. Through BOLD, researchers can conduct online recruitment of participants preregistered to BOLD simply by specifying their attributes, such as gender and age, and direct the participants to dedicated webpages for each study. Moreover, BOLD handles participant recruitment and reward payment, thereby freeing researchers from the labor of participant management. BOLD also allows researchers the opportunity to access data that were collected from participants in previous research studies. This enables researchers to carry out longitudinal analyses at a relatively low cost. To make BOLD widely accessible, a consortium was formed within the Japan Society of Baby Science, where members from diverse research groups discussed the blueprint of this system. Once in full-scaled operation, BOLD is expected to serve as a platform for various types of online studies and facilitate international collaboration among developmental scientists in the near future.",False,True,,0.6991815,baby's online live database,,17.9433583,ok,bold | baby's online live database,,bold,v2,0.9433583,Baby's Online Live Database,True,True,True,,,,False,,1,False,False,False
33112870,"Prometheus, an omics portal for interkingdom comparative genomic analyses.","Functional analyses of genes are crucial for unveiling biological responses, genetic engineering, and developing new medicines. However, functional analyses have largely been restricted to model organisms, representing a major hurdle for functional studies and industrial applications. To resolve this, comparative genome analyses can be used to provide clues to gene functions as well as their evolutionary history. To this end, we present Prometheus, a web-based omics portal that contains more than 17,215 sequences from prokaryotic and eukaryotic genomes. This portal supports interkingdom comparative analyses via a domain architecture-based gene identification system and Gene Search, and users can easily and rapidly identify single or entire gene sets in specific pathways. Bioinformatics tools for further analyses are provided in Prometheus or through Bio-Express, a cloud-based bioinformatics analysis platform. Prometheus is a new paradigm for comparative analyses of large amounts of genomic information.",True,False,4.0,,prometheus,,17.94329655,ok,,express,,v2,0.94329655,,True,False,False,,,,False,,1,False,False,False
33784373,Bioinformatics tools developed to support BioCompute Objects.,"Developments in high-throughput sequencing (HTS) result in an exponential increase in the amount of data generated by sequencing experiments, an increase in the complexity of bioinformatics analysis reporting and an increase in the types of data generated. These increases in volume, diversity and complexity of the data generated and their analysis expose the necessity of a structured and standardized reporting template. BioCompute Objects (BCOs) provide the requisite support for communication of HTS data analysis that includes support for workflow, as well as data, curation, accessibility and reproducibility of communication. BCOs standardize how researchers report provenance and the established verification and validation protocols used in workflows while also being robust enough to convey content integration or curation in knowledge bases. BCOs that encapsulate tools, platforms, datasets and workflows are FAIR (findable, accessible, interoperable and reusable) compliant. Providing operational workflow and data information facilitates interoperability between platforms and incorporation of future dataset within an HTS analysis for use within industrial, academic and regulatory settings. Cloud-based platforms, including High-performance Integrated Virtual Environment (HIVE), Cancer Genomics Cloud (CGC) and Galaxy, support BCO generation for users. Given the 100K+ userbase between these platforms, BioCompute can be leveraged for workflow documentation. In this paper, we report the availability of platform-dependent and platform-independent BCO tools: HIVE BCO App, CGC BCO App, Galaxy BCO API Extension and BCO Portal. Community engagement was utilized to evaluate tool efficacy. We demonstrate that these tools further advance BCO creation from text editing approaches used in earlier releases of the standard. Moreover, we demonstrate that integrating BCO generation within existing analysis platforms greatly streamlines BCO creation while capturing granular workflow details. We also demonstrate that the BCO tools described in the paper provide an approach to solve the long-standing challenge of standardizing workflow descriptions that are both human and machine readable while accommodating manual and automated curation with evidence tagging. Database URL:  https://www.biocomputeobject.org/resources.",True,False,3.0,,biocompute,,17.9424523,ok,,,,v2,0.9424523,,False,False,False,,https://www.biocomputeobject.org/resources | http://www.biocomputeobject.org/resources,https://www.biocomputeobject.org/resources,True,...ed curation with evidence tagging. Database URL:  https://www.biocomputeobject.org/resources.,1,False,False,False
28917032,CFS MATLAB toolbox: An experiment builder for continuous flash suppression (CFS) task.,"CFS toolbox is an open-source collection of MATLAB functions that utilizes PsychToolbox-3 (PTB-3). It is designed to allow a researcher to create and run continuous flash suppression experiments using a variety of experimental parameters (i.e., stimulus types and locations, noise characteristics, and experiment window settings). In a CFS experiment, one of the eyes at a time is presented with a dynamically changing noise pattern, while the other eye is concurrently presented with a static target stimulus, such as a Gabor patch. Due to the strong interocular suppression created by the dominant noise pattern mask, the target stimulus is rendered invisible for an extended duration. Very little knowledge of MATLAB is required for using the toolbox; experiments are generated by modifying csv files with the required parameters, and result data are output to text files for further analysis. The open-source code is available on the project page under a Creative Commons License ( http://www.mikkonuutinen.arkku.net/CFS_toolbox/ and https://bitbucket.org/mikkonuutinen/cfs_toolbox ).",False,True,,0.70872056,,cfs,17.94244474,ok,,,,v2,0.94244474,CFS MATLAB toolbox,False,False,False,,http://www.mikkonuutinen.arkku.net/CFS_toolbox/,http://www.mikkonuutinen.arkku.net/CFS_toolbox/,True,...e project page under a Creative Commons License ( http://www.mikkonuutinen.arkku.net/CFS_toolbox/ and https://bitbucket.org/mikkonuutinen/cfs_toolb...,1,False,False,False
