"extracted_name","baseline_name","match_type","is_match","score","reasoning","extracted_long","extracted_url","baseline_url","baseline_long","edit_distance","url_similarity","confidence"
"CKDdb","kddb","edit_dist=1, contains","Y","1.5","Score=1.5: edit_dist=1, contains","Chronic Kidney Disease Database","","http://www.allelefrequencies.net, http://www.allelefrequencies.net/diseases","Allele Frequency Net Database","1.0","0.0","HIGH"
"HgsDb","gsdb","edit_dist=1, contains","Y","1.5","Score=1.5: edit_dist=1, contains","Haplogroups Database","http://www.gbpec.ac.in/research/HgsDb/","http://sysbio.rnet.missouri.edu/3dgenome/GSDB","Genome Structure Database","1.0","0.3","HIGH"
"ContaBase","contaminer","url_sim=1.00","Y","1.5","Score=1.5: url_sim=1.00","Protein Contaminant Database","http://strube.cbrc.kaust.edu.sa/contaminer/","http://strube.cbrc.kaust.edu.sa/contaminer","nan","4.0","1.0","HIGH"
"dbAMEPNI","dbm-db","url_sim=0.80","Y","1.5","Score=1.5: url_sim=0.80","Alanine Mutagenic Effects Database","http://zhulab.ahu.edu.cn/dbAMEPNI","http://iae.fafu.edu.cn/DBM","diamondback moth Genome Database","5.0","0.8","HIGH"
"OriDB","orthodb","url_sim=0.80","Y","1.5","Score=1.5: url_sim=0.80","DNA replication origin database","http://cerevisiae.oridb.org/","http://orthodb.org","nan","3.0","0.8","HIGH"
"PRIN","prid","edit_dist=1, long_sim=0.74","Y","1.5","Score=1.5: edit_dist=1, long_sim=0.74","predicted rice interactome network","http://bis.zju.edu.cn/prin/","http://rat.biomedtzc.cn","predicted rat interactome database","1.0","0.43","HIGH"
"CITD","circbase","url_sim=0.83","Y","1.5","Score=1.5: url_sim=0.83","Contraceptive and Infertility Target DataBase","https://www.citdbase.org","http://www.circbase.org","nan","6.0","0.83","HIGH"
"MemBlob","megares","url_sim=0.86","Y","1.5","Score=1.5: url_sim=0.86","MemBlob","http://memblob.hegelab.org","http://megares.meglab.org","nan","5.0","0.86","HIGH"
"GH19 Engineering Database","gh19ed","url_sim=1.00","Y","1.5","Score=1.5: url_sim=1.00","GH19 Engineering Database","https://gh19ed.biocatnet.de","http://gh19ed.biocatnet.de","nan","19.0","1.0","HIGH"
"PhID","phin","edit_dist=1, long_sim=0.80","Y","1.5","Score=1.5: edit_dist=1, long_sim=0.80","Pharmacology Interactions Database","","http://cadd.pharmacy.nankai.edu.cn/phin","protein pharmacology interaction network database","1.0","0.0","HIGH"
"VPODC","podc","edit_dist=1, contains","Y","1.5","Score=1.5: edit_dist=1, contains","Veterans Precision Oncology Data Commons","","http://bioinf.mind.meiji.ac.jp/podc","Center","1.0","0.0","HIGH"
"MEDDB","eddb","edit_dist=1, contains","Y","1.5","Score=1.5: edit_dist=1, contains","Medicinal Plant Database","","http://eddb.cbi.pku.edu.cn","Eating Disorder database","1.0","0.0","HIGH"
"GlycoFly","glycofish","url_sim=0.85","Y","1.5","Score=1.5: url_sim=0.85","Drosophila Glycoprotein Database","http://betenbaugh.jhu.edu/GlycoFly","http://betenbaugh.jhu.edu/GlycoFish","nan","3.0","0.85","HIGH"
"cBio Cancer Genomics Portal","cbioportal","url_sim=1.00","Y","1.5","Score=1.5: url_sim=1.00","cBio Cancer Genomics Portal","http://cbioportal.org","http://cbioportal.org","nan","17.0","1.0","HIGH"
"Allen Mouse Brain Connectivity Atlas","allen brain atlas","url_sim=1.00","Y","1.5","Score=1.5: url_sim=1.00","Allen Mouse Brain Connectivity Atlas","http://connectivity.brain-map.org/","http://www.brain-map.org","nan","19.0","1.0","HIGH"
"Microbiome Search Engine","mirt","url_sim=0.80","Y","1.5","Score=1.5: url_sim=0.80","Microbiome Search Engine","http://mse.ac.cn","http://www.isical.ac.in","nan","21.0","0.8","HIGH"
"TIBLE","timbal","url_sim=0.87","Y","1.5","Score=1.5: url_sim=0.87","Mycobacterial Binding Data Resource","http://www-cryst.bioc.cam.ac.uk/tible/","http://www-cryst.bioc.cam.ac.uk/timbal","nan","3.0","0.87","HIGH"
"3DGB","3dgd","edit_dist=1, long_sim=0.82","Y","1.5","Score=1.5: edit_dist=1, long_sim=0.82","3D Genomic Database","http://3dgb.cs.mcgill.ca/","http://3dgd.biosino.org","Genome Database","1.0","0.1","HIGH"
"GO","goc","url_sim=1.00","Y","1.5","Score=1.5: url_sim=1.00","Gene Ontology","http://www.geneontology.org","http://geneontology.org","Ontology resource","1.0","1.0","HIGH"
"Allen Developing Mouse Brain Atlas","allen brain atlas","url_sim=1.00","Y","1.5","Score=1.5: url_sim=1.00","Developing Mouse Brain Atlas","http://developingmouse.brain-map.org","http://www.brain-map.org","nan","17.0","1.0","HIGH"
"RegulomePA","regulondb","url_sim=1.00","Y","1.5","Score=1.5: url_sim=1.00","Pseudomonas aeruginosa Regulome Database","http://www.regulome.pcyt.unam.mx","http://regulondb.ccg.unam.mx","nan","4.0","1.0","HIGH"
"KDB","kdd","edit_dist=1, long_sim=0.70","Y","1.5","Score=1.5: edit_dist=1, long_sim=0.70","Kinase Database","https://simtk.org/projects/kdb","http://www.kawasakidisease.kr","Kawasaki Disease Database","1.0","0.2","HIGH"
"BioParts","biogps","url_sim=0.82","Y","1.5","Score=1.5: url_sim=0.82","Biological Parts Portal","bioparts.org","http://biogps.org","nan","4.0","0.82","HIGH"
"VSeed","seed","edit_dist=1, contains","Y","1.5","Score=1.5: edit_dist=1, contains","Virtual Seed Network Model","http://vseed.nottingham.ac.uk","http://pubseed.theseed.org/, http://rast.nmpdr.org","nan","1.0","0.1","HIGH"
"SAMotif Database","sa-motifbase","url_sim=1.00","Y","1.5","Score=1.5: url_sim=1.00","Structural Alphabet Motif Database","http://bioinfo.cis.nctu.edu.tw/samotifbase/","http://bioinfo.cis.nctu.edu.tw/samotifbase","nan","6.0","1.0","HIGH"
"Arabidopsis acyl lipid mutants database","aralip","url_sim=1.00","Y","1.5","Score=1.5: url_sim=1.00","Arabidopsis Acyl Lipid Metabolism Mutants Database","http://aralip.plantbiology.msu.edu","http://aralip.plantbiology.msu.edu","nan","33.0","1.0","HIGH"
"SMMDB","mmdb","edit_dist=1, contains","Y","1.5","Score=1.5: edit_dist=1, contains","Small Molecule Modulator Database","http://bsbe.iiti.ac.in/bsbe/smmdb","http://14.139.229.199/home.aspx","Magnaporthe oryzae Microsatellite Database","1.0","0.12","HIGH"
"LasDB","asdb","edit_dist=1, contains","Y","1.5","Score=1.5: edit_dist=1, contains","Laboratory Animal Strain Database","","http://asdb.jungleran.com","sinensis omics database","1.0","0.0","HIGH"
"NPASS","pass","edit_dist=1, contains","Y","1.5","Score=1.5: edit_dist=1, contains","Natural Product Activity and Species Source","http://bidd2.nus.edu.sg/NPASS/","http://musaelab.ca/pass-database","nan","1.0","0.38","HIGH"
"Amazon fish database","amazonfish","url_sim=1.00","Y","1.5","Score=1.5: url_sim=1.00","Amazon Basin Freshwater Fish Database","https://www.amazon-fish.com/","http://www.amazon-fish.com","nan","10.0","1.0","HIGH"
"CellMinerCDB","cellminer-sclc","url_sim=0.91","Y","1.5","Score=1.5: url_sim=0.91","Cell Miner Cross-Database","https://discover.nci.nih.gov/cellminercdb/","http://discover.nci.nih.gov/SclcCellMinerCDB","nan","4.0","0.91","HIGH"
"Badapple","bard","url_sim=1.00","Y","1.5","Score=1.5: url_sim=1.00","Bad Apple Promiscuity Database","http://bard.nih.gov","http://bard.nih.gov","BioAssay Research Database","6.0","1.0","HIGH"
"Alfalfa Transcription Factor Database","alfalfatfdb","url_sim=1.00","Y","1.5","Score=1.5: url_sim=1.00","Medicago Sativa Transcription Factor Database","http://plantpathology.ba.ars.usda.gov/alfalfatfdb.html","http://plantpathology.ba.ars.usda.gov/alfalfatfdb.html","nan","26.0","1.0","HIGH"
"QSbio","qsdb","url_sim=0.82","Y","1.5","Score=1.5: url_sim=0.82","Quaternary Structure Biology Resource","http://www.QSbio.org","http://qsdb.org","Quorum Sensing Database","3.0","0.82","HIGH"
"COMBAT-TB-NeoDB","commode","url_sim=0.80","Y","1.5","Score=1.5: url_sim=0.80","Computational Biology and Mycobacterial Tuberculosis Neo4j Database","https://neodb.sanbi.ac.za","http://commode.i-med.ac.at","nan","10.0","0.8","HIGH"
"Ectomychorrizal DB","ectomycorrhizaldb","url_sim=1.00","Y","1.5","Score=1.5: url_sim=1.00","Ectomycorrhizal Symbiotic Association Database","http://www.kubic.nic.in/ectomychorhiza","http://www.kubic.nic.in/ectomychorhiza","nan","3.0","1.0","HIGH"
"SEA","seabase","db_suffix_diff","Y","1.5","Score=1.5: db_suffix_diff","Super-Enhancer Archive","http://sea.edbc.org","http://seabase.core.cli.mbl.edu","nan","4.0","0.27","HIGH"
"Fungal plant cell wall-degrading enzyme database","funrna","url_sim=1.00","Y","1.5","Score=1.5: url_sim=1.00","Fungal Plant Cell Wall-Degrading Enzyme Database","http://pcwde.riceblast.snu.ac.kr/","http://funrna.riceblast.snu.ac.kr","nan","42.0","1.0","HIGH"
"PHI-Nets","phi-base","url_sim=1.00","Y","1.5","Score=1.5: url_sim=1.00","PHI-Nets","http://www.phi-base.org","http://www.phi-base.org","Pathogen-Host Interactions database","4.0","1.0","HIGH"
"miRror","mirt","url_sim=0.80","Y","1.5","Score=1.5: url_sim=0.80","miRror","http://www.mirrorsuite.cs.huji.ac.il","http://www.isical.ac.in","nan","3.0","0.8","HIGH"
"DistAA","distances of amino acids","url_sim=1.00","Y","1.5","Score=1.5: url_sim=1.00","DistAA","http://andromeda.matf.bg.ac.rs/aadis_dynamic/","http://andromeda.matf.bg.ac.rs/aadis_dynamic","Distances of Amino Acids","18.0","1.0","HIGH"
"HIVE","hived","edit_dist=1, contains","Y","1.5","Score=1.5: edit_dist=1, contains","High-performance Integrated Virtual Environment","https://hive.biochemistry.gwu.edu","http://hivlatency.erc.monash.edu","database","1.0","0.47","HIGH"
"RaMP","dramp","edit_dist=1, contains","Y","1.5","Score=1.5: edit_dist=1, contains","Relational Database of Metabolomics Pathways","","http://dramp.cpu-bioinfor.org","Data Repository of Antimicrobial Peptides","1.0","0.0","HIGH"
"Cyanobacterial strains database","cyanotype","url_sim=1.00","Y","1.5","Score=1.5: url_sim=1.00","Cyanobacterial strains database","http://lege.ciimar.up.pt/cyanotype","http://lege.ciimar.up.pt/cyanotype","nan","24.0","1.0","HIGH"
"GlycoStore","glycopost","url_sim=0.81","Y","1.5","Score=1.5: url_sim=0.81","Glycan Store","http://www.glycostore.org","http://glycopost.glycosmos.org","nan","4.0","0.81","HIGH"
"CB Database","cb","url_sim=1.00","Y","1.5","Score=1.5: url_sim=1.00","Change Blindness Database","http://search.bwh.harvard.edu/new/CBDatabase.html","http://search.bwh.harvard.edu/new/CBDatabase.html","Blindness","9.0","1.0","HIGH"
"Bio-TDS","biogps","url_sim=0.80","Y","1.5","Score=1.5: url_sim=0.80","Bioscience Tool Discovery System","http://biotds.org/","http://biogps.org","nan","3.0","0.8","HIGH"
"dbCAN2","dbcan-seq","url_sim=0.84","Y","1.5","Score=1.5: url_sim=0.84","database of carbohydrate-active enzymes","http://cys.bios.niu.edu/dbCAN2","http://cys.bios.niu.edu/dbCAN_seq","nan","4.0","0.84","HIGH"
"MaizeDIG","maizegdb","url_sim=1.00","Y","1.5","Score=1.5: url_sim=1.00","Maize Database of Images and Genomes","http://maizedig.maizegdb.org/","http://www.maizegdb.org","and","3.0","1.0","HIGH"
"Vaxvec","vaxar","url_sim=0.86","Y","1.5","Score=1.5: url_sim=0.86","Vaccine Vector database","http://www.violinet.org/vaxvec","http://www.violinet.org/vaxar","nan","3.0","0.86","HIGH"
"iPathDB","hipathdb","edit_dist=1, contains","Y","1.5","Score=1.5: edit_dist=1, contains","insect pathway database","http://ento.njau.edu.cn/ipath/","http://hiPathDB.kobic.re.kr","nan","1.0","0.24","HIGH"
"BindingDB","binding moad","url_sim=0.86","Y","1.5","Score=1.5: url_sim=0.86","Binding Database","http://www.bindingdb.org","http://www.BindingMOAD.org","nan","5.0","0.86","HIGH"
"GtoPdb","topdb","edit_dist=1, contains","Y","1.5","Score=1.5: edit_dist=1, contains","Guide to Pharmacology Database","http://www.guidetopharmacology.org","http://topdb.enzim.ttk.mta.hu","Topology Data Bank of Transmembrane Proteins","1.0","0.07","HIGH"
"GXA","gxd","edit_dist=1, long_sim=0.75","Y","1.5","Score=1.5: edit_dist=1, long_sim=0.75","Gene Expression Atlas","http://www.ebi.ac.uk/gxa","http://www.ebi.ac.uk/arrayexpress/, http://www.ncbi.nlm.nih.gov/geo","Expression Database","1.0","0.23","HIGH"
"HDTT","hdnetdb","url_sim=1.00","Y","1.5","Score=1.5: url_sim=1.00","Huntington's Disease Therapeutic Targets","http://hdtt.sysbiolab.eu","http://hdnetdb.sysbiolab.eu","nan","4.0","1.0","HIGH"
"MScDB","scdb","edit_dist=1, contains","Y","1.5","Score=1.5: edit_dist=1, contains","Mass Spectrometry-centric Database","","http://www.stomachcancerdb.org","nan","1.0","0.0","HIGH"
"KMarkerDB","markerdb","edit_dist=1, contains","Y","1.5","Score=1.5: edit_dist=1, contains","Kazusa Marker Database","http://marker.kazusa.or.jp","http://markerdb.ca","nan","1.0","0.25","HIGH"
"RKN Lethal DB","rkn","url_sim=1.00","Y","1.5","Score=1.5: url_sim=1.00","Root Knot Nematode Lethal Database","http://bioinformatics.towson.edu/RKN/","http://bioinformatics.towson.edu/RKN","nan","10.0","1.0","HIGH"
"RAPID","apid","edit_dist=1, contains","Y","1.5","Score=1.5: edit_dist=1, contains","Rep-seq Analysis Platform with Integrated Database","https://rapid.zzhlab.org/","http://apid.dep.usal.es","nan","1.0","0.24","HIGH"
"GIDB","dgidb","edit_dist=1, contains","Y","1.5","Score=1.5: edit_dist=1, contains","Gastrointestinal cancer Database","","http://dgidb.org","Drug-Gene Interaction database","1.0","0.0","HIGH"
"dbEM","dbemt","edit_dist=1, contains","Y","1.5","Score=1.5: edit_dist=1, contains","Database of Epigenetic Modifiers","http://crdd.osdd.net/raghava/dbem","http://dbemt.bioinfo-minzhao.org","nan","1.0","0.2","HIGH"
"ASmiR","pasmir","edit_dist=1, contains","Y","1.5","Score=1.5: edit_dist=1, contains","Alternative Splicing microRNA Database","http://forestry.fafu.edu.cn/bioinfor/db/ASmiR","http://hi.ustc.edu.cn:8080/PASmiR, http://pcsb.ahau.edu.cn:8080/PASmiR","nan","1.0","0.3","HIGH"
"FinDis","findbase","url_sim=0.82","Y","1.5","Score=1.5: url_sim=0.82","Finnish Disease Heritage Database","http://findis.org","http://www.findbase.org","nan","3.0","0.82","HIGH"
"StemCellNet","stemmapper","url_sim=1.00","Y","1.5","Score=1.5: url_sim=1.00","Stem Cell Network","http://stemcellnet.sysbiolab.eu","http://stemmapper.sysbiolab.eu","nan","6.0","1.0","HIGH"
"dbTF","dbtflc","edit_dist=2, contains, long_sim=0.81","Y","1.5","Score=1.5: edit_dist=2, contains, long_sim=0.81","Database of Transcription Factors","https://www.ebi.ac.uk/QuickGO/targetset/dbTF","http://www.vit.ac.in/files/database/Home.php","Database of Transcription Factors in Lung Cancer","2.0","0.39","HIGH"
"CellMiner CDB","cellminer-sclc","url_sim=0.91","Y","1.5","Score=1.5: url_sim=0.91","CellMiner Cross-Database","https://discover.nci.nih.gov/cellminercdb/","http://discover.nci.nih.gov/SclcCellMinerCDB","nan","4.0","0.91","HIGH"
"IntegromeDB","interstoredb","url_sim=0.84","Y","1.5","Score=1.5: url_sim=0.84","Integrome Database","http://www.integromedb.org","http://www.interstoredb.org","nan","4.0","0.84","HIGH"
"CellLineNavigator","cellminerhcc","url_sim=0.81","Y","1.5","Score=1.5: url_sim=0.81","CellLineNavigator","http://www.medicalgenomics.org/celllinenavigator","http://www.medicalgenomics.org/cellminerhcc","nan","10.0","0.81","HIGH"
"CNV-disease database","cnvdigest","url_sim=1.00","Y","1.5","Score=1.5: url_sim=1.00","CNV-disease database","http://cnv.gtxlab.com","http://cnv.gtxlab.com","nan","12.0","1.0","HIGH"
"CanVar","canvas","edit_dist=1, long_sim=0.78","Y","1.5","Score=1.5: edit_dist=1, long_sim=0.78","Cancer Variation Database","","http://ithaka.rrp.demokritos.gr/CanVaS","Cancer Variation","1.0","0.0","HIGH"
"PRRDB","rrdb","edit_dist=1, contains","Y","1.5","Score=1.5: edit_dist=1, contains","Pattern Recognition Receptor Database","","http://huanglab.phys.hust.edu.cn/RRDbenchmark","RNA-RNA docking benchmark","1.0","0.0","HIGH"
"Virus Database","virusdb","url_sim=1.00","Y","1.5","Score=1.5: url_sim=1.00","Virus Database","http://yaulab.math.tsinghua.edu.cn/VirusDB/","http://yaulab.math.tsinghua.edu.cn/VirusDB","nan","7.0","1.0","HIGH"
"PDZscape","pdzbase","url_sim=1.00","Y","1.5","Score=1.5: url_sim=1.00","PDZ-Protein Database","http://www.actrec.gov.in:8080/pdzscape","http://www.actrec.gov.in:8080/pdzscape","nan","3.0","1.0","HIGH"
"CancerLivER","cancerend","url_sim=0.88","Y","1.5","Score=1.5: url_sim=0.88","Cancer Liver Expression Resource Database","https://webs.iiitd.edu.in/raghava/cancerliver","http://webs.iiitd.edu.in/raghava/cancerend","nan","5.0","0.88","HIGH"
"URS DataBase","ursdb","url_sim=1.00","Y","1.5","Score=1.5: url_sim=1.00","URS DataBase","http://server3.lpm.org.ru/urs/","http://server3.lpm.org.ru/urs","Universe of RNA Structures DataBase","7.0","1.0","HIGH"
"DMAP","dmd","edit_dist=2, url_sim=0.54","MAYBE","1.2","Score=1.2: edit_dist=2, url_sim=0.54","Drug Map","http://bio.informatics.iupui.edu/cmaps","http://sbbi.unl.edu/dmd","Dietary MicroRNA Databases","2.0","0.54","MEDIUM"
"Phenoscape Knowledgebase","phekb","url_sim=0.61, long_sim=0.89","MAYBE","1.2","Score=1.2: url_sim=0.61, long_sim=0.89","Phenoscape Knowledgebase","http://kb.phenoscape.org","http://phekb.org","Phenotype KnowledgeBase","19.0","0.61","MEDIUM"
"EHEC/EAEC RegNet","regnet","contains, url_sim=0.56","MAYBE","1.2","Score=1.2: contains, url_sim=0.56","EHEC/EAEC Regulatory Network Database","http://www.ehecregnet.de","http://mgrc.kribb.re.kr/regnet","nan","10.0","0.56","MEDIUM"
"FlyPrimerBank","primerbank","contains, url_sim=0.60","MAYBE","1.2","Score=1.2: contains, url_sim=0.60","Drosophila Primer Bank","http://www.flyrnai.org/flyprimerbank","http://pga.mgh.harvard.edu/primerbank","nan","3.0","0.6","MEDIUM"
"ATR-FT-IR Spectra","spectra","contains, url_sim=0.69","MAYBE","1.2","Score=1.2: contains, url_sim=0.69","ATR-FT-IR Spectral Collection","http://tera.chem.ut.ee/IR_spectra/","http://alpha.dmi.unict.it/spectra","nan","10.0","0.69","MEDIUM"
"MPGDB","mpd3","edit_dist=2, url_sim=0.51","MAYBE","1.2","Score=1.2: edit_dist=2, url_sim=0.51","Mycobacteriophage Genome Database","http://mpgdb.ibioinformatics.org/mpgdb.php","http://bioinform.info","Medicinal Plants Database for","2.0","0.51","MEDIUM"
"RegaDB","redidb","edit_dist=2, url_sim=0.53","MAYBE","1.2","Score=1.2: edit_dist=2, url_sim=0.53","RegaDB","http://www.bioafrica.net/regadb/","http://srv00.recas.ba.infn.it/redidb/index.html","nan","2.0","0.53","MEDIUM"
"Methanogenic archaea database","metametadb","url_sim=0.50, long_sim=0.73","MAYBE","1.2","Score=1.2: url_sim=0.50, long_sim=0.73","Methanogenic Archaea Database","http://metanogen.biotech.uni.wroc.pl/","http://mmdb.aori.u-tokyo.ac.jp","Metagenomic DataBase","21.0","0.5","MEDIUM"
"NCBI","ncbi taxonomy","contains, url_sim=0.61","MAYBE","1.2","Score=1.2: contains, url_sim=0.61","National Center for Biotechnology Information","http://www.ncbi.nlm.nih.gov","http://www.ncbi.nlm.nih.gov/taxonomy","nan","9.0","0.61","MEDIUM"
"MMAD","mmrdb","edit_dist=2, url_sim=0.63","MAYBE","1.2","Score=1.2: edit_dist=2, url_sim=0.63","Mouse Models of Neurological Disorders Portal","http://mmad.nrihub.org","http://mmrdb.org","nan","2.0","0.63","MEDIUM"
"IRNdb","ird","edit_dist=2, url_sim=0.67","MAYBE","1.2","Score=1.2: edit_dist=2, url_sim=0.67","Immunologically Relevant Non-coding RNA Database","http://irndb.org","http://www.fludb.org","Influenza Research Database","2.0","0.67","MEDIUM"
"RPGD","rpdb","edit_dist=2, url_sim=0.67","MAYBE","1.2","Score=1.2: edit_dist=2, url_sim=0.67","Rhododendron Plant Genome Database","http://bioinfor.kib.ac.cn/RPGD/","http://bioinformatics.ustc.edu.cn/rpdb","reprogramming database","2.0","0.67","MEDIUM"
"RepeatsDB-lite","repeatsdb","contains, url_sim=0.50","MAYBE","1.2","Score=1.2: contains, url_sim=0.50","Repeats Database lite","http://protein.bio.unipd.it/repeatsdb-lite","http://repeatsdb.org","nan","5.0","0.5","MEDIUM"
"TISIDB","tipdb","edit_dist=2, url_sim=0.56","MAYBE","1.2","Score=1.2: edit_dist=2, url_sim=0.56","Tumor-Immune System Database","http://cis.hku.hk/TISIDB","http://cwtung.kmu.edu.tw/tipdb","nan","2.0","0.56","MEDIUM"
"MARA","maps","edit_dist=2, url_sim=0.52","MAYBE","1.2","Score=1.2: edit_dist=2, url_sim=0.52","Multiple Antibiotic Resistance Annotator","http://mara.spokade.com","http://www.mapsdatabase.com","Medicinal plant Activities","2.0","0.52","MEDIUM"
"dbCAN","dbcan-pul","contains, url_sim=0.56","MAYBE","1.2","Score=1.2: contains, url_sim=0.56","Carbohydrate-Active Enzyme Database","http://csbl.bmb.uga.edu/dbCAN/annotate.php","http://bcb.unl.edu/dbCAN_PUL","nan","4.0","0.56","MEDIUM"
"SMS","smal","edit_dist=2, url_sim=0.52","MAYBE","1.2","Score=1.2: edit_dist=2, url_sim=0.52","Short Motif Search Database","http://cluster.physics.iisc.ernet.in/sms/","http://cefg.uestc.edu.cn/smal","Spontaneous Mutation Accumulation Lines","2.0","0.52","MEDIUM"
"CPAG","cpgr","edit_dist=2, url_sim=0.67","MAYBE","1.2","Score=1.2: edit_dist=2, url_sim=0.67","Cross-Phenotype Analysis of GWAS Atlas","http://cpag.oit.duke.edu","http://cpgr.plantbiology.msu.edu","Comprehensive Phytopathogen Genomics Resource","2.0","0.67","MEDIUM"
"SPTEdb","spgdb","edit_dist=2, url_sim=0.50","MAYBE","1.2","Score=1.2: edit_dist=2, url_sim=0.50","Salicaceous Plant Transposable Elements Database","http://genedenovoweb.ticp.net:81/SPTEdb/index.php","http://pranag.physics.iisc.ernet.in/SPGDB","Streptococcus pneumoniae Genome Database","2.0","0.5","MEDIUM"
"BambooGDB SSR","bamboogdb","contains, url_sim=0.53","MAYBE","1.2","Score=1.2: contains, url_sim=0.53","Bamboo Genome Microsatellite Database","http://www.bamboogdb.org/ssr","http://www.bamboogdb.org/, http://www.bamboogdb.org","nan","4.0","0.53","MEDIUM"
"ADDRESS","adrecs","edit_dist=2, url_sim=0.60","MAYBE","1.2","Score=1.2: edit_dist=2, url_sim=0.60","Database of Disease-associated Human Variants","https://zhanglab.ccmb.med.umich.edu/ADDRESS","http://bioinf.xmu.edu.cn/ADReCS","Adverse Drug Reaction Classification System","2.0","0.6","MEDIUM"
"CMV Infection Database","cmvdb","url_sim=0.55, long_sim=1.00","MAYBE","1.2","Score=1.2: url_sim=0.55, long_sim=1.00","CytoMegaloVirus Infection Database","http://shaktisahislab.com/include/CMV/","http://shaktisahislab.com/include/CMV/, http://weislab.com/WeiDOCK/include/content/CMV","CytoMegaloVirus Infection Database","17.0","0.55","MEDIUM"
"ISOexpresso","expresso","contains, url_sim=0.59","MAYBE","1.2","Score=1.2: contains, url_sim=0.59","ISOform expression database","http://wiki.tgilab.org/ISOexpresso/","http://bioinformatics.cs.vt.edu/expresso","nan","3.0","0.59","MEDIUM"
"MPIC","mpm","edit_dist=2, url_sim=0.53","MAYBE","1.2","Score=1.2: edit_dist=2, url_sim=0.53","Molecular Prognostic Indicators in Cirrhosis","http://www.mpic-app.org","http://mutanome.lerner.ccf.org","My Personal Mutanome","2.0","0.53","MEDIUM"
"DbVar","dbgap","edit_dist=2, url_sim=0.75","MAYBE","1.2","Score=1.2: edit_dist=2, url_sim=0.75","Database of Genomic Structural Variation","http://www.ncbi.nlm.nih.gov/dbvar","http://www.ncbi.nlm.nih.gov/gap","Database of Genotypes and Phenotypes","2.0","0.75","MEDIUM"
"MiGA","midas","edit_dist=2, url_sim=0.50","MAYBE","1.2","Score=1.2: edit_dist=2, url_sim=0.50","Microbial Genomes Atlas","http://microbial-genomes.org/","http://www.midasfieldguide.org","nan","2.0","0.5","MEDIUM"
"BioR","bigg","edit_dist=2, url_sim=0.50","MAYBE","1.2","Score=1.2: edit_dist=2, url_sim=0.50","Biological Reference Repository","http://bioinformaticstools.mayo.edu","http://bigg.ucsd.edu","nan","2.0","0.5","MEDIUM"
"OCHEM","biochem4j","contains, url_sim=0.57","MAYBE","1.2","Score=1.2: contains, url_sim=0.57","Online CHEmical Database and Modeling Environment","http://ochem.eu","http://biochem4j.org","nan","4.0","0.57","MEDIUM"
"PCA","pcpd","edit_dist=2, url_sim=0.57","MAYBE","1.2","Score=1.2: edit_dist=2, url_sim=0.57","Protein Contacts Atlas","http://www.mrc-lmb.cam.ac.uk/pca/","http://p450.biodesign.ac.cn","Plant cytochrome P450 database","2.0","0.57","MEDIUM"
"Circbank","circbase","edit_dist=2, url_sim=0.61","MAYBE","1.2","Score=1.2: edit_dist=2, url_sim=0.61","comprehensive circRNA database","http://www.circbank.cn","http://www.circbase.org","nan","2.0","0.61","MEDIUM"
"SPRD","spdb","edit_dist=2, url_sim=0.69","MAYBE","1.2","Score=1.2: edit_dist=2, url_sim=0.69","Surface Plasmon Resonance Database","http://www.sprdatabase.info","http://spdatabase.com:2080","Swine Pathogen Database","2.0","0.69","MEDIUM"
"dBBQs","dbbp","edit_dist=2, url_sim=0.50","MAYBE","1.2","Score=1.2: edit_dist=2, url_sim=0.50","Database of Bacterial Quality Scores","http://arc-gem.uams.edu/dbbqs","http://bclab.inha.ac.kr/dbbp","DataBase of Binding Pairs in protein-nucleic acid interactions","2.0","0.5","MEDIUM"
"ZFAP","zfin","edit_dist=2, url_sim=0.75","MAYBE","1.2","Score=1.2: edit_dist=2, url_sim=0.75","Zebrafish Anatomy Portal","http://www.zfap.org","http://zfin.org","Zebrafish Model Organism Database","2.0","0.75","MEDIUM"
"CGCDB","cgmd","edit_dist=2, url_sim=0.50","MAYBE","1.2","Score=1.2: edit_dist=2, url_sim=0.50","CHO Gene Coexpression Database","http://www.cgcdb.org","http://cgmd.in","Cancer Gene Marker Database","2.0","0.5","MEDIUM"
"CGHub","cgob","edit_dist=2, url_sim=0.57","MAYBE","1.2","Score=1.2: edit_dist=2, url_sim=0.57","Cancer Genomics Hub","https://cghub.ucsc.edu","http://cgob.ucd.ie","Candida Gene Order Browser","2.0","0.57","MEDIUM"
"YAAM","yadamp","edit_dist=2, url_sim=0.53","MAYBE","1.2","Score=1.2: edit_dist=2, url_sim=0.53","Yeast Amino Acid Modifications Database","http://yaam.ifc.unam.mx/","http://www.yadamp.unisa.it","antimicrobial peptide database","2.0","0.53","MEDIUM"
"PlantAPA","plantafp","edit_dist=2, url_sim=0.59","MAYBE","1.2","Score=1.2: edit_dist=2, url_sim=0.59","Plant Alternative Polyadenylation portal","http://bmi.xmu.edu.cn/plantapa","http://bioinformatics.cimap.res.in/sharma/PlantAFP","nan","2.0","0.59","MEDIUM"
"IsopiRBank","isomir bank","edit_dist=2, url_sim=0.74","MAYBE","1.2","Score=1.2: edit_dist=2, url_sim=0.74","Isoform piRNA Bank","http://mcg.ustc.edu.cn/bsc/isopir/index.html","http://mcg.ustc.edu.cn/bsc/isomir/Contacts","nan","2.0","0.74","MEDIUM"
