"pmid","title","has_url","is_false_positive","confidence","reason","consol_agent_agree","consol_is_fp","consol_reason"
"24602877","BambooGDB: a bamboo genome database with functional annotation and an analysis platform.","True","N","high","Database indicated by 'GDB' suffix; has URL","Y","",""
"26800248","The Salmonella In Silico Typing Resource (SISTR): An Open Web-Accessible Tool for Rapidly Typing and Subtyping Draft Salmonella Genome Assemblies.","True","Y","medium","Title emphasizes 'Tool for' typing/subtyping but has URL and resource component","Y","",""
"24371150","tasiRNAdb: a database of ta-siRNA regulatory pathways.","True","N","high","Database indicated by 'db' suffix; has URL","Y","",""
"24561221","MitoSatPlant: mitochondrial microsatellites database of viridiplantae.","True","N","high","Title contains 'database'; has URL","Y","",""
"24771669","PhylOPDb: a 16S rRNA oligonucleotide probe database for prokaryotic identification.","True","N","high","Database indicated by 'Db' suffix; has URL","Y","",""
"25754864","mycoCLAP, the database for characterized lignocellulose-active proteins of fungal origin: resource and text mining curation support.","True","N","high","Title explicitly contains 'database' and 'resource'; has URL","Y","",""
"23074185","Darned in 2013: inclusion of model organisms and linking with Wikipedia.","True","N","high","Database update indicated by year; has URL","Y","",""
"33852582","AlnC: An extensive database of long non-coding RNAs in angiosperms.","True","N","high","Title contains 'database'; has URL","Y","",""
"30380071","DSMNC: a database of somatic mutations in normal cells.","True","N","high","Title contains 'database'; has URL","Y","",""
"26800861","EchinoDB, an application for comparative transcriptomics of deeply-sampled clades of echinoderms.","True","N","high","Database indicated by 'DB' suffix; has URL","Y","",""
"23139595","CIBMAN: Database exploring Citrus biodiversity of Manipur.","True","N","high","Title explicitly contains 'Database'; has URL","Y","",""
"25982314","GermlncRNA: a unique catalogue of long non-coding RNAs and associated regulations in male germ cell development.","True","N","high","Title contains 'catalogue'; has URL","Y","",""
"31724725","oRNAment: a database of putative RNA binding protein target sites in the transcriptomes of model species.","True","N","high","Title contains 'database'; has URL","Y","",""
"28365741","TMPL: a database of experimental and theoretical transmembrane protein models positioned in the lipid bilayer.","True","N","high","Title contains 'database'; has URL","Y","",""
"25324316","EzCatDB: the enzyme reaction database, 2015 update.","True","N","high","Database indicated by 'DB' suffix; has URL","Y","",""
"33780471","MCPdb: The bacterial microcompartment database.","True","N","high","Database indicated by 'db' suffix; has URL","Y","",""
"33868597","GPCards: An integrated database of genotype-phenotype correlations in human genetic diseases.","True","N","high","Title contains 'database'; has URL","Y","",""
"30329086","CAGm: a repository of germline microsatellite variations in the 1000 genomes project.","True","N","high","Title contains 'repository'; has URL","Y","",""
"26582922","SureChEMBL: a large-scale, chemically annotated patent document database.","True","N","high","Title contains 'database'; has URL","Y","",""
"26153137","EpiFactors: a comprehensive database of human epigenetic factors and complexes.","False","N","medium","Title contains 'database' indicating data resource but lacks URL","Y","",""
"25707505","IIIDB: a database for isoform-isoform interactions and isoform network modules.","True","N","high","Database indicated by 'DB' suffix; has URL","Y","",""
"23118484, 29106616","MODOMICS: a database of RNA modification pathways--2013 update.","True","N","high","Title contains 'database'; has URL","Y","",""
"33051671","StreptomeDB 3.0: an updated compendium of streptomycetes natural products.","True","N","high","Database indicated by 'DB' suffix and 'compendium'; has URL","Y","",""
"33237313","RepeatsDB in 2021: improved data and extended classification for protein tandem repeat structures.","True","N","high","Database indicated by 'DB' suffix; has URL","Y","",""
"25539768","DCDB 2.0: a major update of the drug combination database.","True","N","high","Database indicated by 'DB' suffix; has URL","Y","",""
"22064851","HaploReg: a resource for exploring chromatin states, conservation, and regulatory motif alterations within sets of genetically linked variants.","True","N","high","Title contains 'resource'; has URL","Y","",""
"23180799","PGDD: a database of gene and genome duplication in plants.","True","N","high","Database indicated by 'DD' suffix; has URL","Y","",""
"22702248","WikiCell: a unified resource platform for human transcriptomics research.","True","N","high","Title contains 'resource platform'; has URL","Y","",""
"28111365","PlantRGDB: A Database of Plant Retrocopied Genes.","True","N","high","Database indicated by 'DB' suffix; has URL","Y","",""
"27899556","dbDEMC 2.0: updated database of differentially expressed miRNAs in human cancers.","True","N","high","Database indicated by 'db' prefix; has URL","Y","",""
"27465544","IGDD: a database of intronless genes in dicots.","True","N","high","Database indicated by 'DD' suffix; has URL","Y","",""
"23203988","PDBTM: Protein Data Bank of transmembrane proteins after 8 years.","True","N","high","Title contains 'Bank' indicating database; has URL","Y","",""
"34626475","Food Enzyme Database (FEDA): a web application gathering information about food enzyme preparations available on the European market.","True","N","high","Title explicitly contains 'Database'; has URL","Y","",""
"26513174","MDP, a database linking drug response data to genomic information, identifies dasatinib and statins as a combinatorial strategy to inhibit YAP/TAZ in cancer cells.","True","N","high","Title contains 'database'; has URL","Y","",""
"33245771","MarkerDB: an online database of molecular biomarkers.","True","N","high","Database indicated by 'DB' suffix; has URL","Y","",""
"27987164","Plant Genome DataBase Japan (PGDBj).","True","N","high","Title explicitly contains 'DataBase'; has URL","Y","",""
"33259604","HAHmiR.DB: a server platform for high-altitude human miRNA-gene coregulatory networks and associated regulatory circuits.","True","N","high","Database indicated by 'DB' suffix and platform; has URL","Y","",""
"22613085","HAltORF: a database of predicted out-of-frame alternative open reading frames in human.","True","N","high","Title contains 'database'; has URL","Y","",""
"23717556","HGPGD: the human gene population genetic difference database.","True","N","high","Database indicated by 'D' suffix; has URL","Y","",""
"28977518","qPrimerDB: a thermodynamics-based gene-specific qPCR primer database for 147 organisms.","True","N","high","Database indicated by 'DB' suffix; has URL","Y","",""
"34244700","2DProts: database of family-wide protein secondary structure diagrams.","True","N","high","Title contains 'database'; has URL","Y","",""
"30357391","The Immune Epitope Database (IEDB): 2018 update.","False","N","medium","Title explicitly contains 'Database' but lacks URL","Y","",""
"26828034","AmphibiaChina: an online database of Chinese Amphibians.","True","N","high","Title contains 'database'; has URL","Y","",""
"33179754","TISCH: a comprehensive web resource enabling interactive single-cell transcriptome visualization of tumor microenvironment.","True","N","high","Title contains 'resource'; has URL","Y","",""
"28194231","SkinSensDB: a curated database for skin sensitization assays.","True","N","high","Database indicated by 'DB' suffix; has URL","Y","",""
"24311564, 27899671","RepeatsDB: a database of tandem repeat protein structures.","True","N","high","Database indicated by 'DB' suffix; has URL","Y","",""
"27789686","GenomeCRISPR - a database for high-throughput CRISPR/Cas9 screens.","True","N","high","Title contains 'database'; has URL","Y","",""
"31942977","ChIPSummitDB: a ChIP-seq-based database of human transcription factor binding sites and the topological arrangements of the proteins bound to them.","True","N","high","Database indicated by 'DB' suffix; has URL","Y","",""
"31240103","MDR: an integrative DNA N6-methyladenine and N4-methylcytosine modification database for Rosaceae.","True","N","high","Title contains 'database'; has URL","Y","",""
"27625390","The PathoYeastract database: an information system for the analysis of gene and genomic transcription regulation in pathogenic yeasts.","True","N","high","Title explicitly contains 'database'; has URL","Y","",""
"30196115","HeteroMeth: A Database of Cell-to-cell Heterogeneity in DNA Methylation.","True","N","high","Title explicitly contains 'Database'; has URL","Y","",""
"27504011","MODEM: multi-omics data envelopment and mining in maize.","True","N","high","Database for multi-omics data; has URL","Y","",""
"32330167","geoBoundaries: A global database of political administrative boundaries.","True","N","high","Title contains 'database'; has URL","Y","",""
"24573879","NONATObase: a database for Polychaeta (Annelida) from the Southwestern Atlantic Ocean.","True","N","high","Title contains 'database' and 'base' suffix; has URL","Y","",""
"34224878","REVA as A Well-curated Database for Human Expression-modulating Variants.","True","N","high","Title explicitly contains 'Database'; has URL","Y","",""
"31705629","VariCarta: A Comprehensive Database of Harmonized Genomic Variants Found in Autism Spectrum Disorder Sequencing Studies.","True","N","high","Title explicitly contains 'Database'; has URL","Y","",""
"22807998","SyStemCell: a database populated with multiple levels of experimental data from stem cell differentiation research.","True","N","high","Title contains 'database'; has URL","Y","",""
"33709443","LIMONADA: A database dedicated to the simulation of biological membranes.","True","N","high","Title contains 'database'; has URL","Y","",""
"23180788, 26578591","SomamiR: a database for somatic mutations impacting microRNA function in cancer.","True","N","high","Title contains 'database'; has URL","Y","",""
"26949480","SNP2Structure: A Public and Versatile Resource for Mapping and Three-Dimensional Modeling of Missense SNPs on Human Protein Structures.","True","N","high","Title contains 'Resource'; has URL","Y","",""
"25217587","VirusMentha: a new resource for virus-host protein interactions.","True","N","high","Title contains 'resource'; has URL","Y","",""
"34154536","TeaAS: a comprehensive database for alternative splicing in tea plants (Camellia sinensis).","True","N","high","Title contains 'database'; has URL","Y","",""
"24578355","StaphyloBase: a specialized genomic resource for the staphylococcal research community.","True","N","high","Title contains 'resource' and 'Base' suffix; has URL","Y","",""
"28365738","ABCMdb reloaded: updates on mutations in ATP binding cassette proteins.","True","N","high","Database indicated by 'db' suffix; has URL","Y","",""
"34630517","NetGenes: A Database of Essential Genes Predicted Using Features From Interaction Networks.","True","N","high","Title explicitly contains 'Database'; has URL","Y","",""
"23317704","AMDD: antimicrobial drug database.","True","N","high","Database indicated by 'DD' suffix; has URL","Y","",""
"32542364","GTDB: an integrated resource for glycosyltransferase sequences and annotations.","False","N","medium","Title contains 'resource' and 'DB' suffix but lacks URL","N","Y","No URL provided - strong false positive indicator"
"32931381","ZenoFishDb v1.1: A Database for Xenotransplantation Studies in Zebrafish.","True","N","high","Title explicitly contains 'Database'; has URL","Y","",""
"34639237","GreeningDB: A Database of Host-Pathogen Protein-Protein Interactions and Annotation Features of the Bacteria Causing Huanglongbing HLB Disease.","True","N","high","Database indicated by 'DB' suffix; has URL","Y","",""
"25098641","Development of a Smartphone App for a Genetics Website: The Amyotrophic Lateral Sclerosis Online Genetics Database (ALSoD).","False","Y","high","Title focuses on 'Development of' app/tool not database itself; no URL","N","N","Title contains database/resource keyword indicating data collection"
"23486613","Comparative genome analysis and gene finding in Candida species using CGOB.","True","N","high","Title uses database CGOB for analysis; has URL","Y","",""
"23875173","MelanomaDB: A Web Tool for Integrative Analysis of Melanoma Genomic Information to Identify Disease-Associated Molecular Pathways.","True","N","high","Database indicated by 'DB' suffix; has URL","N","Y","Title contains methodology pattern ('tool for', 'method for', etc.)"
"25065645","The genome-scale metabolic network of Ectocarpus siliculosus (EctoGEM): a resource to study brown algal physiology and beyond.","True","N","high","Title contains 'resource'; has URL","Y","",""
"33119754","HeRA: an atlas of enhancer RNAs across human tissues.","True","N","high","Title contains 'atlas'; has URL","Y","",""
"21890895","OPM database and PPM web server: resources for positioning of proteins in membranes.","True","N","high","Title contains 'database' and 'resources'; has URL","Y","",""
"24229347","NeuroGeM, a knowledgebase of genetic modifiers in neurodegenerative diseases.","True","N","high","Title contains 'knowledgebase'; has URL","Y","",""
"31642470","WormBase: a modern Model Organism Information Resource.","True","N","high","Title contains 'Resource' and 'Base' suffix; has URL","Y","",""
"27081154","3CDB: a manually curated database of chromosome conformation capture data.","True","N","high","Database indicated by 'DB' suffix; has URL","Y","",""
"25392418","ValidatorDB: database of up-to-date validation results for ligands and non-standard residues from the Protein Data Bank.","True","N","high","Database indicated by 'DB' suffix; has URL","Y","",""
"24451008","ZINClick: a database of 16 million novel, patentable, and readily synthesizable 1,4-disubstituted triazoles.","True","N","high","Title contains 'database'; has URL","Y","",""
"23175607","CyanoLyase: a database of phycobilin lyase sequences, motifs and functions.","True","N","high","Title contains 'database'; has URL","Y","",""
"22067443","PINA v2.0: mining interactome modules.","True","N","high","Database for interactome data; has URL","Y","",""
"23282181","PCDq: human protein complex database with quality index which summarizes different levels of evidences of protein complexes predicted from h-invitational protein-protein interactions integrative dataset.","True","N","high","Title contains 'database'; has URL","Y","",""
"26317619","FMiR: A Curated Resource of Mitochondrial DNA Information for Fish.","True","N","high","Title contains 'Resource'; has URL","Y","",""
"33021671","RMVar: an updated database of functional variants involved in RNA modifications.","True","N","high","Title contains 'database'; has URL","Y","",""
"29892514","Chemical curation to improve data accuracy: recent development of the 3DMET database.","False","Y","high","Title focuses on methodology ('curation to improve') not resource description; no URL","N","N","Title contains database/resource keyword indicating data collection"
"21917859","GETPrime: a gene- or transcript-specific primer database for quantitative real-time PCR.","True","N","high","Title contains 'database'; has URL","Y","",""
"26131021","TaxKB: a knowledge base for new taxane-related drug discovery.","True","N","high","Title contains 'knowledge base'; has URL","Y","",""
"24304895","BacMet: antibacterial biocide and metal resistance genes database.","True","N","high","Title contains 'database'; has URL","Y","",""
"34122478","PSDX: A Comprehensive Multi-Omics Association Database of <i>Populus trichocarpa</i> With a Focus on the Secondary Growth in Response to Stresses.","True","N","high","Title explicitly contains 'Database'; has URL","Y","",""
"33119759","gcType: a high-quality type strain genome database for microbial phylogenetic and functional research.","True","N","high","Title contains 'database'; has URL","Y","",""
"25352573","Development of the ECODAB into a relational database for Escherichia coli O-antigens and other bacterial polysaccharides.","True","N","high","Title describes development into database; has URL","Y","",""
"33094321","VPTMdb: a viral posttranslational modification database.","True","N","high","Database indicated by 'db' suffix; has URL","Y","",""
"34335304","Amadis: A Comprehensive Database for Association Between Microbiota and Disease.","True","N","high","Title explicitly contains 'Database'; has URL","Y","",""
"28888135","STRSeq: A catalog of sequence diversity at human identification Short Tandem Repeat loci.","True","N","high","Title contains 'catalog'; has URL","Y","",""
"27899563","ChimerDB 3.0: an enhanced database for fusion genes from cancer transcriptome and literature data mining.","True","N","high","Database indicated by 'DB' suffix; has URL","Y","",""
"28025342","RiceATM: a platform for identifying the association between rice agronomic traits and miRNA expression.","True","N","high","Platform for data associations; has URL","Y","",""
"33010163","cncRNAdb: a manually curated resource of experimentally supported RNAs with both protein-coding and noncoding function.","True","N","high","Database indicated by 'db' suffix and 'resource'; has URL","Y","",""
"33897975","FGDB: Database of follicle stimulating hormone glycans.","True","N","high","Database indicated by 'DB' suffix; has URL","Y","",""
"29077896","mirTrans: a resource of transcriptional regulation on microRNAs for human cell lines.","True","N","high","Title contains 'resource'; has URL","Y","",""
"30307523","PVsiRNAdb: a database for plant exclusive virus-derived small interfering RNAs.","True","N","high","Database indicated by 'db' suffix; has URL","Y","",""
"33406221","iCysMod: an integrative database for protein cysteine modifications in eukaryotes.","True","N","high","Title contains 'database'; has URL","Y","",""
"29136200","PRODORIC2: the bacterial gene regulation database in 2018.","True","N","high","Title contains 'database'; has URL","Y","",""
"30365034, 30371881","Database Resources of the BIG Data Center in 2019.","True","N","high","Title explicitly contains 'Database Resources'; has URL","Y","",""
"29509874","CarbonylDB: a curated data-resource of protein carbonylation sites.","True","N","high","Database indicated by 'DB' suffix and 'resource'; has URL","Y","",""
"31169974","Medicinal Chemistry Aware Database GDBMedChem.","True","N","high","Title explicitly contains 'Database'; has URL","Y","",""
"24170807, 29036684","The YEASTRACT database: an upgraded information system for the analysis of gene and genomic transcription regulation in Saccharomyces cerevisiae.","True","N","high","Title explicitly contains 'database'; has URL","Y","",""
"27127885","GCGene: a gene resource for gastric cancer with literature evidence.","True","N","high","Title contains 'resource'; has URL","Y","",""
"21940779","RNAcentral: A vision for an international database of RNA sequences.","False","N","medium","Title describes vision for database but lacks URL","Y","",""
"23378291","PhenoDB: a new web-based tool for the collection, storage, and analysis of phenotypic features.","True","N","high","Database indicated by 'DB' suffix; has URL","N","Y","Title contains methodology pattern ('tool for', 'method for', etc.)"
"24203705","MetaRef: a pan-genomic database for comparative and community microbial genomics.","True","N","high","Title contains 'database'; has URL","Y","",""
"21253599","PoPoolation: a toolbox for population genetic analysis of next generation sequencing data from pooled individuals.","False","Y","high","Title describes 'toolbox for' analysis not data resource; no URL","Y","",""
"30239683","ATD: a comprehensive bioinformatics resource for deciphering the association of autophagy and diseases.","True","N","high","Title contains 'resource'; has URL","Y","",""
"26173767","Mediterranean Founder Mutation Database (MFMD): Taking Advantage from Founder Mutations in Genetics Diagnosis, Genetic Diversity and Migration History of the Mediterranean Population.","True","N","high","Title explicitly contains 'Database'; has URL","Y","",""
"28077569","RAIN: RNA-protein Association and Interaction Networks.","True","N","high","Database for association networks; has URL","Y","",""
"23046449","IPAD: the Integrated Pathway Analysis Database for Systematic Enrichment Analysis.","True","N","high","Title explicitly contains 'Database'; has URL","Y","",""
"31647101","miRTarBase 2020: updates to the experimentally validated microRNA-target interaction database.","True","N","high","Title contains 'database' and 'Base' suffix; has URL","Y","",""
"26215638","FusionCancer: a database of cancer fusion genes derived from RNA-seq data.","True","N","high","Title contains 'database'; has URL","Y","",""
"29106639, 32833025","MNDR v2.0: an updated resource of ncRNA-disease associations in mammals.","True","N","high","Title contains 'resource'; has URL","Y","",""
"33125077","MASI: microbiota-active substance interactions database.","True","N","high","Title contains 'database'; has URL","Y","",""
"21859476, 27789702, 29092931","Cistrome: an integrative platform for transcriptional regulation studies.","True","N","high","Platform for data integration; has URL","Y","",""
"28358052","HIVed, a knowledgebase for differentially expressed human genes and proteins during HIV infection, replication and latency.","True","N","high","Title contains 'knowledgebase'; has URL","Y","",""
"30329093","REDfly: the transcriptional regulatory element database for Drosophila.","True","N","high","Title contains 'database'; has URL","Y","",""
"33258964","ThRSDB: a database of Thai rice starch composition, molecular structure and functionality.","True","N","high","Database indicated by 'DB' suffix; has URL","Y","",""
"33112702","LncRBase V.2: an updated resource for multispecies lncRNAs and ClinicLSNP hosting genetic variants in lncRNAs for cancer patients.","True","N","high","Title contains 'resource' and 'Base' suffix; has URL","Y","",""
"28977416","IMOTA: an interactive multi-omics tissue atlas for the analysis of human miRNA-target interactions.","True","N","high","Title contains 'atlas'; has URL","Y","",""
"22135287, 24243848","miRNEST database: an integrative approach in microRNA search and annotation.","True","N","high","Title explicitly contains 'database'; has URL","Y","",""
"32990755","CSVS, a crowdsourcing database of the Spanish population genetic variability.","True","N","high","Title contains 'database'; has URL","Y","",""
"26496950","OpenTein: a database of digital whole-slide images of stem cell-derived teratomas.","True","N","high","Title contains 'database'; has URL","Y","",""
"25361969","VaDE: a manually curated database of reproducible associations between various traits and human genomic polymorphisms.","True","N","high","Title contains 'database'; has URL","Y","",""
"22084196, 25538536","BGMUT: NCBI dbRBC database of allelic variations of genes encoding antigens of blood group systems.","True","N","high","Title explicitly contains 'database'; has URL","Y","",""
"27242037","ArthropodaCyc: a CycADS powered collection of BioCyc databases to analyse and compare metabolism of arthropods.","True","N","high","Title contains 'collection of databases'; has URL","Y","",""
"25534750","dbPPT: a comprehensive database of protein phosphorylation in plants.","True","N","high","Database indicated by 'db' prefix; has URL","Y","",""
"21765097","PGAT: a multistrain analysis resource for microbial genomes.","True","N","high","Title contains 'resource'; has URL","Y","",""
"26620522","PPIM: A Protein-Protein Interaction Database for Maize.","True","N","high","Title explicitly contains 'Database'; has URL","Y","",""
"22096227","MINT, the molecular interaction database: 2012 update.","True","N","high","Title explicitly contains 'database'; has URL","Y","",""
"30380113","MethMotif: an integrative cell specific database of transcription factor binding motifs coupled with DNA methylation profiles.","True","N","high","Title contains 'database'; has URL","Y","",""
"32133509","KRGDB: the large-scale variant database of 1722 Koreans based on whole genome sequencing.","True","N","high","Database indicated by 'DB' suffix; has URL","Y","",""
"25931459","novPTMenzy: a database for enzymes involved in novel post-translational modifications.","True","N","high","Title contains 'database'; has URL","Y","",""
"30611878","FisOmics: A portal of fish genomic resources.","True","N","high","Title contains 'portal' and 'resources'; has URL","Y","",""
"29106619","NPASS: natural product activity and species source database for natural product research, discovery and tool development.","True","N","high","Title contains 'database'; has URL","Y","",""
"28025347","HEDD: the human epigenetic drug database.","True","N","high","Title contains 'database'; has URL","Y","",""
"22096234","dbDEPC 2.0: updated database of differentially expressed proteins in human cancers.","True","N","high","Database indicated by 'db' prefix; has URL","Y","",""
"33892308","SAPdb: A database of short peptides and the corresponding nanostructures formed by self-assembly.","True","N","high","Database indicated by 'db' suffix; has URL","Y","",""
"24214957","bNAber: database of broadly neutralizing HIV antibodies.","True","N","high","Title contains 'database'; has URL","Y","",""
"32499815","LuluDB-The Database Created Based on Small RNA, Transcriptome, and Degradome Sequencing Shows the Wide Landscape of Non-coding and Coding RNA in Yellow Lupine (<i>Lupinus luteus</i> L.) Flowers and Pods.","True","N","high","Database indicated by 'DB' suffix; has URL","Y","",""
"30371815","TransmiR v2.0: an updated transcription factor-microRNA regulation database.","True","N","high","Title contains 'database'; has URL","Y","",""
"23324169","Orchidstra: an integrated orchid functional genomics database.","True","N","high","Title contains 'database'; has URL","Y","",""
"29036693","ICG: a wiki-driven knowledgebase of internal control genes for RT-qPCR normalization.","True","N","high","Title contains 'knowledgebase'; has URL","Y","",""
"23681907, 25428362","From manual curation to visualization of gene families and networks across Solanaceae plant species.","True","N","medium","Title describes curation/visualization of data resource; has URL","Y","",""
"31664080","dendPoint: a web resource for dendrimer pharmacokinetics investigation and prediction.","True","N","high","Title contains 'resource'; has URL","Y","",""
"34531327","T1TAdb: the database of type I toxin-antitoxin systems.","True","N","high","Database indicated by 'db' suffix; has URL","Y","",""
"31021279","UVGD 1.0: a gene-centric database bridging ultraviolet radiation and molecular biology effects in organisms.","True","N","high","Title contains 'database'; has URL","Y","",""
"32621601","SAGER: a database of Symbiodiniaceae and Algal Genomic Resource.","True","N","high","Title contains 'database'; has URL","Y","",""
"25097382","AllergenPro: an integrated database for allergenicity analysis and prediction.","True","N","high","Title contains 'database'; has URL","Y","",""
"23584836","hLGDB: a database of human lysosomal genes and their regulation.","True","N","high","Database indicated by 'DB' suffix; has URL","Y","",""
"30602089","STADIUM: Species-Specific tRNA Adaptive Index Compendium.","True","N","high","Title describes 'Compendium' of data; has URL","Y","",""
"26220682","SpirPro: A Spirulina proteome database and web-based tools for the analysis of protein-protein interactions at the metabolic level in Spirulina (Arthrospira) platensis C1.","True","N","high","Title contains 'database'; has URL","Y","",""
"24136999","RiceWiki: a wiki-based database for community curation of rice genes.","True","N","high","Title contains 'database'; has URL","Y","",""
"23860041","The Moroccan Genetic Disease Database (MGDD): a database for DNA variations related to inherited disorders and disease susceptibility.","True","N","high","Title explicitly contains 'Database' twice; has URL","Y","",""
"26062809","CMRegNet-An interspecies reference database for corynebacterial and mycobacterial regulatory networks.","True","N","high","Title contains 'database'; has URL","Y","",""
"26590404","FunTree: advances in a resource for exploring and contextualising protein function evolution.","True","N","high","Title contains 'resource'; has URL","Y","",""
"34791105","HFIP: an integrated multi-omics data and knowledge platform for the precision medicine of heart failure.","True","N","high","Platform for multi-omics data; has URL","Y","",""
"26030752","Dietary MicroRNA Database (DMD): An Archive Database and Analytic Tool for Food-Borne microRNAs.","True","N","high","Title explicitly contains 'Database' twice; has URL","Y","",""
"22053084, 29040681","SMART 7: recent updates to the protein domain annotation resource.","True","N","high","Title contains 'resource'; has URL","Y","",""
"31066443","DrugComb: an integrative cancer drug combination data portal.","True","N","high","Title contains 'data portal'; has URL","Y","",""
"30244175","PTMD: A Database of Human Disease-associated Post-translational Modifications.","True","N","high","Title explicitly contains 'Database'; has URL","Y","",""
"22232598","Channelpedia: an integrative and interactive database for ion channels.","True","N","high","Title contains 'database'; has URL","Y","",""
"28529706","Expresso: A database and web server for exploring the interaction of transcription factors and their target genes in <i>Arabidopsis thaliana</i> using ChIP-Seq peak data.","True","N","high","Title contains 'database'; has URL","Y","",""
"22053089","InterEvol database: exploring the structure and evolution of protein complex interfaces.","True","N","high","Title explicitly contains 'database'; has URL","Y","",""
"27503118, 27982098","ARN: analysis and prediction by adipogenic professional database.","True","N","high","Title contains 'database'; has URL","Y","",""
"30057343","MCENet: A database for maize conditional co-expression network and network characterization collaborated with multi-dimensional omics levels.","True","N","high","Title contains 'database'; has URL","Y","",""
"25522035","The Yeast Nucleosome Atlas (YNA) database: an integrative gene mining platform for studying chromatin structure and its regulation in yeast.","True","N","high","Title explicitly contains 'database'; has URL","Y","",""
"27515824","Ricebase: a breeding and genetics platform for rice, integrating individual molecular markers, pedigrees and whole-genome-based data.","True","N","high","Title contains 'base' suffix and platform for data; has URL","Y","",""
"26519408","User Guidelines for the Brassica Database: BRAD.","False","Y","high","Title describes 'User Guidelines for' database not database itself; no URL","N","N","Title contains database/resource keyword indicating data collection"
"22403286, 26586798","CPPsite: a curated database of cell penetrating peptides.","True","N","high","Title contains 'database'; has URL","Y","",""
"34585731","COVIDium: a COVID-19 resource compendium.","True","N","high","Title contains 'resource compendium'; has URL","Y","",""
"27924012","L1Base 2: more retrotransposition-active LINE-1s, more mammalian genomes.","True","N","high","Database indicated by name pattern ending in 'Base' and has URL","Y","",""
"25098325","MediaDB: a database of microbial growth conditions in defined media.","True","N","high","Title explicitly contains 'database' keyword","Y","",""
"23497177","SymbioGBR: a web-based database of Symbiodinium associated with cnidarian hosts on the Great Barrier Reef.","True","N","high","Title explicitly contains 'database' keyword","Y","",""
"31598695","MirGeneDB 2.0: the metazoan microRNA complement.","True","N","high","Database indicated by name pattern ending in 'DB' and has URL","Y","",""
"31501752","ABCD: Alzheimer's disease Biomarkers Comprehensive Database.","True","N","high","Title explicitly contains 'Database' keyword","Y","",""
"24223973","SWEETLEAD: an in silico database of approved drugs, regulated chemicals, and herbal isolates for computer-aided drug discovery.","True","N","high","Title explicitly contains 'database' keyword","Y","",""
"28577791","PlanTEnrichment: A tool for enrichment analysis of transposable elements in plants.","True","Y","high","Title contains 'tool for' pattern indicating methodology tool","Y","",""
"30045691","CIGene: a literature-based online resource for cancer initiation genes.","True","N","high","Title contains 'resource' indicating data collection","Y","",""
"28416714","JingleBells: A Repository of Immune-Related Single-Cell RNA-Sequencing Datasets.","True","N","high","Title explicitly contains 'Repository' keyword","Y","",""
"21486466","OryzaPG-DB: rice proteome database based on shotgun proteogenomics.","True","N","high","Title explicitly contains 'database' keyword","Y","",""
"32941628","IDDB: a comprehensive resource featuring genes, variants and characteristics associated with infertility.","True","N","high","Database indicated by name pattern ending in 'DB' and described as resource","Y","",""
"29112736","VarCards: an integrated genetic and clinical database for coding variants in the human genome.","True","N","high","Title explicitly contains 'database' keyword","Y","",""
"32761141","SPDB: a specialized database and web-based analysis platform for swine pathogens.","True","N","high","Title explicitly contains 'database' keyword","Y","",""
"24148649","snOPY: a small nucleolar RNA orthological gene database.","True","N","high","Title explicitly contains 'database' keyword","Y","",""
"23252913","GenomewidePDB, a proteomic database exploring the comprehensive protein parts list and transcriptome landscape in human chromosomes.","False","N","medium","Title explicitly contains 'database' but lacks URL which is concerning","Y","",""
"30593925","Macro-geographical specificities of the prevailing tuberculosis epidemic as seen through SITVIT2, an updated version of the Mycobacterium tuberculosis genotyping database.","True","N","high","Title explicitly contains 'database' keyword","Y","",""
"27725737","circRNADb: A comprehensive database for human circular RNAs with protein-coding annotations.","True","N","high","Title explicitly contains 'database' keyword","Y","",""
"22900683","HTRIdb: an open-access database for experimentally verified human transcriptional regulation interactions.","True","N","high","Title explicitly contains 'database' keyword","Y","",""
"24336862","The Global Invertebrate Genomics Alliance (GIGA): developing community resources to study diverse invertebrate genomes.","True","N","medium","Title indicates community resources for data","Y","",""
"22135297, 29156006","TarBase 6.0: capturing the exponential growth of miRNA targets with experimental support.","True","N","high","Database indicated by name pattern ending in 'Base' and has URL","Y","",""
"22135293, 25348402","The Genomes OnLine Database (GOLD) v.4: status of genomic and metagenomic projects and their associated metadata.","True","N","high","Title explicitly contains 'Database' keyword","Y","",""
"32338561","RadAtlas 1.0: a knowledgebase focusing on radiation-associated genes.","True","N","high","Title explicitly contains 'knowledgebase' keyword","Y","",""
"27618709","DenHunt - A Comprehensive Database of the Intricate Network of Dengue-Human Interactions.","True","N","high","Title explicitly contains 'Database' keyword","Y","",""
"29145625","mSignatureDB: a database for deciphering mutational signatures in human cancers.","True","N","high","Title explicitly contains 'database' keyword","Y","",""
"21258066, 26719120","TOMATOMA: a novel tomato mutant database distributing Micro-Tom mutant collections.","True","N","high","Title explicitly contains 'database' keyword","Y","",""
"25361971","GeneFriends: a human RNA-seq-based gene and transcript co-expression database.","True","N","high","Title explicitly contains 'database' keyword","Y","",""
"23153078","P2TF: a comprehensive resource for analysis of prokaryotic transcription factors.","True","N","high","Title contains 'resource' indicating data collection","Y","",""
"29036351","miRandola 2017: a curated knowledge base of non-invasive biomarkers.","True","N","high","Title contains 'knowledge base' keyword","Y","",""
