pmid,title,issue_type,best_url,best_url_score,best_url_title_match,best_url_matched_keywords,issue_description
29149267,Taiwan Biobank: making cross-database convergence possible in the Big Data era.,DEAD_HIGH_SCORE,http://www.biopharm.org.tw/bio/2017/images/incentives/Taiwan%20Biomedical%20Industry%20brochure%20(BIIP%20&%20BPIPO,63.0,True,taiwan,Dead URL with high score (63.0) - may need investigation
37645130,"""Promoting citizen science in the energy sector: Generation Solar, an open database of small-scale solar photovoltaic installations.""",DEAD_HIGH_SCORE,https://generationsolar.ies.upm.es,68.0,True,"generation, solar",Dead URL with high score (68.0) - may need investigation
21818249,The Barcode of Life Data Portal: bridging the biodiversity informatics divide for DNA barcoding.,LOW_SCORE,http://bol.uvm.edu/about.php,15.0,False,,Low score (15.0) - URL may be incorrect
34721190,Baby's Online Live Database: An Open Platform for Developmental Science.,LOW_SCORE,https://doshisha-akachan.sona-systems.com/,10.0,False,,Low score (10.0) - URL may be incorrect
28476106,Geminivirus data warehouse: a database enriched with machine learning approaches.,DEAD_HIGH_SCORE,http://geminivirus.org:8080/geminivirusdw/discoveryGeminivirus.jsp,65.0,True,geminivirus,Dead URL with high score (65.0) - may need investigation
33776581,Freshwater insects CONUS: A database of freshwater insect occurrences and traits for the contiguous United States.,LOW_SCORE,https://www.waterqualitydata.us,11.0,False,,Low score (11.0) - URL may be incorrect
24220210,The virtual skeleton database: an open access repository for biomedical research and collaboration.,LOW_SCORE,http://www.dspace.org/,5.0,False,,Low score (5.0) - URL may be incorrect
30094953,Coral microbiome database: Integration of sequences reveals high diversity and relatedness of coral-associated microbes.,LOW_SCORE,https://www.bco-dmo.org/dataset/724355,13.0,False,,Low score (13.0) - URL may be incorrect
29134625,"""The Pharmacogene Variation (PharmVar) Consortium: Incorporation of the Human Cytochrome P450 (CYP) Allele Nomenclature Database.""",DEAD_HIGH_SCORE,http://www.pgrn.org/pharmvar.html,55.0,True,pharmvar,Dead URL with high score (55.0) - may need investigation
34554823,"""My Cancer Genome: Coevolution of Precision Oncology and a Molecular Oncology Knowledgebase.""",DEAD_HIGH_SCORE,https://www.MyCancerGenome.org,63.0,True,"cancer, genome",Dead URL with high score (63.0) - may need investigation
24864230,"""Syn-lethality: an integrative knowledge base of synthetic lethality towards discovery of selective anticancer therapies.""",DEAD_HIGH_SCORE,http://www.ntu.edu.sg/home/zhengjie/software/Syn-Lethality/,55.0,True,"syn, lethality",Dead URL with high score (55.0) - may need investigation
34294731,"""resistancebank.org, an open-access repository for surveys of antimicrobial resistance in animals.""",LOW_SCORE,https://datahelpdesk.worldbank.org/knowledgebase/articles/906519,13.0,False,,Low score (13.0) - URL may be incorrect
34183675,"""Triton, a new species-level database of Cenozoic planktonic foraminiferal occurrences.""",LOW_SCORE,http://ipt.vliz.be/eurobis/resource?r=pangaea_2747,8.0,False,,Low score (8.0) - URL may be incorrect
25682754,"""The Scalable Brain Atlas: Instant Web-Based Access to Public Brain Atlases and Related Content.""",DEAD_HIGH_SCORE,http://scalablebrainatlas.incf.org,65.0,True,"scalable, brain",Dead URL with high score (65.0) - may need investigation
26255307,"""Phytochemica: a platform to explore phytochemicals of medicinal plants.""",FALSE_POSITIVE_URL,http://www.ncbi.nlm.nih.gov/pubmed,5.0,False,,Reference URL detected (www.ncbi.nlm.nih.gov) - likely not the announced database
26045719,"""Repbase Update, a database of repetitive elements in eukaryotic genomes.""",DEAD_HIGH_SCORE,http://girinst.org/server/RepBase/index.php,73.0,True,repbase,Dead URL with high score (73.0) - may need investigation
33681131,"""Development of a Multi-Study Repository to Support Research on Veteran Health: The VA Cooperative Studies Program Epidemiology Center-Durham (CSPEC-Durham) Data and Specimen Repository.""",DEAD_HIGH_SCORE,https://www.research.va.gov/programs/csp/cspec/default.cfm,65.0,True,"program, cspec",Dead URL with high score (65.0) - may need investigation
24467778,"""Production of a reference transcriptome and transcriptomic database (EdwardsiellaBase) for the lined sea anemone, Edwardsiella lineata, a parasitic cnidarian.""",DEAD_HIGH_SCORE,http://edwardsiellabase.org,65.0,True,"edwardsiellabase, edwardsiella",Dead URL with high score (65.0) - may need investigation
27023900,"""The Coral Trait Database, a curated database of trait information for coral species from the global oceans.""",DEAD_HIGH_SCORE,https://coraltraits.org/releases/ctdb_1.1.1.zip,63.0,True,"coral, trait",Dead URL with high score (63.0) - may need investigation
30590250,"""EDEn-Electroceutical Design Environment: Ion Channel Tissue Expression Database with Small Molecule Modulators.""",DEAD_HIGH_SCORE,http://eden.pharmamatrix.ca,60.0,True,eden,Dead URL with high score (60.0) - may need investigation
23481679,"""The CHROMEVALOA database: a resource for the evaluation of Okadaic Acid contamination in the marine environment based on the chromatin-associated transcriptome of the mussel Mytilus galloprovincialis.""",DEAD_HIGH_SCORE,http://chromevaloa.udc.es,50.0,True,chromevaloa,Dead URL with high score (50.0) - may need investigation
33927237,"""OxCOVID19 Database, a multimodal data repository for better understanding the global impact of COVID-19.""",DEAD_HIGH_SCORE,https://metdatasa.blob.core.windows.net/covid19-response/README_data_processing.pdf,58.0,True,covid,Dead URL with high score (58.0) - may need investigation
32982062,"""anti-HCoV: A web resource to collect natural compounds against human coronaviruses.""",DEAD_HIGH_SCORE,https://bigdatainhealth.org/letsbe/anti-HCoV.php,73.0,True,"hcov, anti",Dead URL with high score (73.0) - may need investigation
22737123,"""SynProt: A Database for Proteins of Detergent-Resistant Synaptic Protein Preparations.""",FALSE_POSITIVE_URL,http://www.uniprot.org,5.0,False,,Reference URL detected (www.uniprot.org) - likely not the announced database
33514754,An Indo-Pacific coral spawning database.,LOW_SCORE,https://www.esrl.noaa.gov/gmd/grad/solcalc/calcdetails.html,5.0,False,,Low score (5.0) - URL may be incorrect
28350387,"""The global avian invasions atlas, a database of alien bird distributions worldwide.""",LOW_SCORE,http://www.cbd.int/decision/cop/default.shtml?id=7197,10.0,False,,Low score (10.0) - URL may be incorrect
34253739,The 2021 update of the EPA's adverse outcome pathway database.,DEAD_HIGH_SCORE,https://aopdb.epa.gov/,66.0,True,epa,Dead URL with high score (66.0) - may need investigation
34112812,"""Cric searchable image database as a public platform for conventional pap smear cytology data.""",DEAD_HIGH_SCORE,https://cric-database.stoplight.io/docs/searchable-image-database-nodejs/reference/cric.v2.yaml,68.0,True,"database, cric",Dead URL with high score (68.0) - may need investigation
32572035,"""The Fire and Tree Mortality Database, for empirical modeling of individual tree mortality after fire.""",LOW_SCORE,https://www.mtbs.gov,5.0,False,,Low score (5.0) - URL may be incorrect
28972978,"""EWET: Data collection and interface for the genetic analysis of Echinococcus multilocularis based on EmsB microsatellite.""",DEAD_HIGH_SCORE,https://ewet-db.univ-fcomte.fr,61.0,True,ewet,Dead URL with high score (61.0) - may need investigation
33258967,"""ncVarDB: a manually curated database for pathogenic non-coding variants and benign controls.""",FALSE_POSITIVE_URL,https://www.omim.org/,5.0,False,,Reference URL detected (www.omim.org) - likely not the announced database
26156871,"""TM-MC: a database of medicinal materials and chemical compounds in Northeast Asian traditional medicine.""",FALSE_POSITIVE_URL,http://www.ncbi.nlm.nih.gov/pmc/tools/ftp,13.0,False,,Reference URL detected (www.ncbi.nlm.nih.gov) - likely not the announced database
31664032,"""The SCOC database, a large, open, and global database with sediment community oxygen consumption rates.""",LOW_SCORE,http://data.eol.ucar.edu/,16.0,False,,Low score (16.0) - URL may be incorrect
29276046,Drug Target Commons: A Community Effort to Build a Consensus Knowledge Base for Drug-Target Interactions.,DEAD_HIGH_SCORE,http://drugtargetcommons.fimm.fi,60.0,True,"drug, target, commons",Dead URL with high score (60.0) - may need investigation
24316577,"""The NHGRI GWAS Catalog, a curated resource of SNP-trait associations.""",FALSE_POSITIVE_URL,http://www.ebi.ac.uk/fgpt/gwas/#curationtab,55.0,True,gwas,Reference URL detected (www.ebi.ac.uk) - likely not the announced database
25333954,"""The Complex Emergency Database: a global repository of small-scale surveys on nutrition, health and mortality.""",LOW_SCORE,http://www.nejm.org/doi/full/10.1056/NEJMra1109877,5.0,False,,Low score (5.0) - URL may be incorrect
21836824,S66: A Well-balanced Database of Benchmark Interaction Energies Relevant to Biomolecular Structures.,LOW_SCORE,http://www.begdb.com,11.0,False,,Low score (11.0) - URL may be incorrect
28858850,MortalityPredictors.org: a manually-curated database of published biomarkers of human all-cause mortality.,LOW_SCORE,http://edrn.nci.nih.gov/biomarkers,13.0,False,,Low score (13.0) - URL may be incorrect
31932593,"""The Database of Cross-Linguistic Colexifications, reproducible analysis of cross-linguistic polysemies.""",LOW_SCORE,https://clics.clld.org/,15.0,False,,Low score (15.0) - URL may be incorrect
21854560,Immunome database for marsupials and monotremes.,LOW_SCORE,http://hp580.angis.org.au/tagbase/gutentag/,15.0,False,,Low score (15.0) - URL may be incorrect
32256158,The InBIO Barcoding Initiative Database: DNA barcodes of Portuguese Diptera 01.,DEAD_HIGH_SCORE,https://git.metabarcoding.org/obitools/obitools,63.0,True,barcoding,Dead URL with high score (63.0) - may need investigation
27830061,<i>mouseTube</i> - a database to collaboratively unravel mouse ultrasonic communication.,LOW_SCORE,http://mousetube.pasteur.fr,10.0,False,,Low score (10.0) - URL may be incorrect
21659040,The Environmental Polymorphism Registry: a unique resource that facilitates translational research of environmental disease.,FALSE_POSITIVE_URL,http://hapmap.ncbi.nlm.nih.gov/,5.0,False,,Reference URL detected (hapmap.ncbi.nlm.nih.gov) - likely not the announced database
23180363,"""Tet-Transgenic Rodents: a comprehensive, up-to date database.""",DEAD_HIGH_SCORE,http://www.tetsystems.com/fileadmin/tettransgenicrodents.pdf,60.0,True,"tet, transgenic, rodents",Dead URL with high score (60.0) - may need investigation
34690515,"""The InBIO Barcoding Initiative Database: DNA barcodes of Portuguese Diptera 02 - Limoniidae, Pediciidae and Tipulidae.""",DEAD_HIGH_SCORE,https://git.metabarcoding.org/obitools/obitools,63.0,True,barcoding,Dead URL with high score (63.0) - may need investigation
28053117,GB3.0: a platform for plant bio-design that connects functional DNA elements with associated biological data.,LOW_SCORE,https://gbcloning.upv.es/,0.0,False,,Low score (0.0) - URL may be incorrect
26055098,An Ebola virus-centered knowledge base.,DEAD_HIGH_SCORE,http://ebola.semanticscience.org/,65.0,True,ebola,Dead URL with high score (65.0) - may need investigation
32167667,Arachis hypogaea gene expression atlas for fastigiata subspecies of cultivated groundnut to accelerate functional and translational genomics applications.,LOW_SCORE,https://www.bioinformatics.babraham.ac.uk/projects/fastqc/,13.0,False,,Low score (13.0) - URL may be incorrect
31845400,"""Metabolite database for root, tuber, and banana crops to facilitate modern breeding in understudied crops.""",LOW_SCORE,http://www.fao.org/faostat,15.0,False,,Low score (15.0) - URL may be incorrect
33085189,The AD Knowledge Portal: A Repository for Multi-Omic Data on Alzheimer's Disease and Aging.,DEAD_HIGH_SCORE,http://adknowledgeportal.synpase.org/,76.0,True,portal,Dead URL with high score (76.0) - may need investigation
33024126,A salmon diet database for the North Pacific Ocean.,LOW_SCORE,https://npafc.org/inpfc/,5.0,False,,Low score (5.0) - URL may be incorrect
33010087,PlantSPEAD: a web resource towards comparatively analysing stress-responsive expression of splicing-related proteins in plant.,DEAD_HIGH_SCORE,http://chemyang.ccnu.edu.cn/ccb/database/PlantSPEAD,73.0,True,plantspead,Dead URL with high score (73.0) - may need investigation
34260132,BnTIR: an online transcriptome platform for exploring RNA-seq libraries for oil crop Brassica napus.,DEAD_HIGH_SCORE,http://brassicadb.org/brad/index.php,66.0,True,brassica,Dead URL with high score (66.0) - may need investigation
23136506,"""DaizuBase, an integrated soybean genome database including BAC-based physical maps.""",LOW_SCORE,http://www.phytozome.net/soybean,10.0,False,,Low score (10.0) - URL may be incorrect
29049286,DenvInt: A database of protein-protein interactions between dengue virus and its hosts.,DEAD_HIGH_SCORE,https://denvint.000webhostapp.com,60.0,True,denvint,Dead URL with high score (60.0) - may need investigation
31304213,OakEcol: A database of Oak-associated biodiversity within the UK.,LOW_SCORE,http://webarchive.nationalarchives.gov.uk/20140711133551/http://www.naturalengland.org.uk/ourwork/conservation/biodiversity/protectandmanage/habsandspeciesimportance.aspx,13.0,False,,Low score (13.0) - URL may be incorrect
22720753,The M5nr: a novel non-redundant database containing protein sequences and annotations from multiple sources and associated tools.,DEAD_HIGH_SCORE,http://blog.metagenomics.anl.gov/m5tools-pl-the-m5nr-database-command-line-tool/,73.0,True,"database, m5nr",Dead URL with high score (73.0) - may need investigation
25786060,mHealthApps: A Repository and Database of Mobile Health Apps.,DEAD_HIGH_SCORE,http://mhealtheconomics.com/mhealth-developer-economics-report/,58.0,True,health,Dead URL with high score (58.0) - may need investigation
30015806,"""Leukocyte Tracking Database, a collection of immune cell tracks from intravital 2-photon microscopy videos.""",LOW_SCORE,http://www.ltdb.info/downloads/,11.0,False,,Low score (11.0) - URL may be incorrect
22323062,dbPTB: a database for preterm birth.,DEAD_HIGH_SCORE,http://ptbdb.cs.brown.edu/dbPTBv1.php,66.0,True,dbptb,Dead URL with high score (66.0) - may need investigation
32533075,"""CIDO, a community-based ontology for coronavirus disease knowledge and data integration, sharing, and analysis.""",LOW_SCORE,https://www.iso.org/standard/74572.html,5.0,False,,Low score (5.0) - URL may be incorrect
31551423,"""PalmTraits 1.0, a species-level functional trait database of palms worldwide.""",LOW_SCORE,https://www.try-db.org/,16.0,False,,Low score (16.0) - URL may be incorrect
21824409,"""BKM-react, an integrated biochemical reaction database.""",DEAD_HIGH_SCORE,http://bkm-react.tu-bs.de/,50.0,True,bkm,Dead URL with high score (50.0) - may need investigation
32500918,"""RGPDB: database of root-associated genes and promoters in maize, soybean, and sorghum.""",DEAD_HIGH_SCORE,https://crri.unl.edu/databases,73.0,True,database,Dead URL with high score (73.0) - may need investigation
34583740,FP-ADMET: a compendium of fingerprint-based ADMET prediction models.,LOW_SCORE,https://www.R-project.org/,5.0,False,,Low score (5.0) - URL may be incorrect
33462958,CannabisGDB: a comprehensive genomic database for Cannabis Sativa L.,LOW_SCORE,https://gdb.supercann.net,11.0,False,,Low score (11.0) - URL may be incorrect
28829434,"""ForCenS, a curated database of planktonic foraminifera census counts in marine surface sediment samples.""",LOW_SCORE,https://www.ncdc.noaa.gov/paleo-search/study/5908,5.0,False,,Low score (5.0) - URL may be incorrect
28008688,The Clinical Next-Generation Sequencing Database: A Tool for the Unified Management of Clinical Information and Genetic Variants to Accelerate Variant Pathogenicity Classification.,DEAD_HIGH_SCORE,http://www.shinshu-jibi.jp/clinicalngsdb.html,68.0,True,clinical,Dead URL with high score (68.0) - may need investigation
33433310,ActDES - a curated Actinobacterial Database for Evolutionary Studies.,LOW_SCORE,http://tree.bio.ed.ac.uk/software/ﬁgtree/,13.0,False,,Low score (13.0) - URL may be incorrect
32386297,HotSpotAnnotations-a database for hotspot mutations and annotations in cancer.,DEAD_HIGH_SCORE,http://bioinformatica.mty.itesm.mx/HotSpotAnnotations,58.0,True,hotspotannotations,Dead URL with high score (58.0) - may need investigation
25925571,GenoLIB: a database of biological parts derived from a library of common plasmid features.,LOW_SCORE,http://www.insdc.org/documents/feature-table,15.0,False,,Low score (15.0) - URL may be incorrect
34301277,The LORIS MyeliNeuroGene rare disease database for natural history studies and clinical trial readiness.,LOW_SCORE,https://www.fda.gov/media/122425/download,15.0,False,,Low score (15.0) - URL may be incorrect
28611359,Chloroplast Genomic Resource of Paris for Species Discrimination.,LOW_SCORE,http://pgrc.ipk-gatersleben.de/misa/,0.0,False,,Low score (0.0) - URL may be incorrect
26110065,A TEX₈₆ surface sediment database and extended Bayesian calibration.,LOW_SCORE,http://www.whoi.edu/bayspar,15.0,False,,Low score (15.0) - URL may be incorrect
26264559,leBIBIQBPP: a set of databases and a webtool for automatic phylogenetic analysis of prokaryotic sequences.,LOW_SCORE,http://umr5558-bibiserv.univ-lyon1.fr/lebibi/lebibi.cgi,10.0,False,,Low score (10.0) - URL may be incorrect
32733138,Frozen Zoo: a collection of permafrost samples containing viable protists and their viruses.,LOW_SCORE,https://www.gbif.org/dataset/e11d99cb-4a96-4e9d-847e-d078cfd59f6c,13.0,False,,Low score (13.0) - URL may be incorrect
29134013,"""Southern Ocean Echinoids database - An updated version of Antarctic, Sub-Antarctic and cold temperate echinoid database.""",DEAD_HIGH_SCORE,https://data.aad.gov.au/metadata/records/Environmental_data_Southern_Ocean,66.0,True,"southern, ocean",Dead URL with high score (66.0) - may need investigation
30416602,"""An illustrated catalogue of Rudolf Sturany's type specimens in the Naturhistorisches Museum Wien, Austria (NHMW): deep-sea Eastern Mediterranean molluscs.""",FALSE_POSITIVE_URL,https://CRAN.R-project.org/package=oceanmap,5.0,False,,Reference URL detected (CRAN.R-project.org) - likely not the announced database
24966527,Diaretinopathy database -A Gene database for diabetic retinopathy.,DEAD_HIGH_SCORE,http://diaretinopathydatabase.com/,68.0,True,"database, diaretinopathy",Dead URL with high score (68.0) - may need investigation
32954379,Multiple Sclerosis Atlas: A Molecular Map of Brain Lesion Stages in Progressive Multiple Sclerosis.,FALSE_POSITIVE_URL,https://bioconductor.org/packages/org.Hs.eg.db,23.0,False,,Reference URL detected (bioconductor.org) - likely not the announced database
34001121,Pragmatic MDR: a metadata repository with bottom-up standardization of medical metadata through reuse.,DEAD_HIGH_SCORE,https://medical-data-models.org/MDR/,63.0,True,mdr,Dead URL with high score (63.0) - may need investigation
32859911,Ion mobility collision cross-section atlas for known and unknown metabolite annotation in untargeted metabolomics.,LOW_SCORE,https://metabolomics.pnnl.gov/ccs/,13.0,False,,Low score (13.0) - URL may be incorrect
25169797,The medical schools outcomes database project: Australian medical student characteristics.,DEAD_HIGH_SCORE,http://www.medicaldeans.org.au/msod,55.0,True,medical,Dead URL with high score (55.0) - may need investigation
34762696,A resource for improved predictions of Trypanosoma and Leishmania protein three-dimensional structure.,FALSE_POSITIVE_URL,https://www.ncbi.nlm.nih.gov/genome/,13.0,False,,Reference URL detected (www.ncbi.nlm.nih.gov) - likely not the announced database
33227425,A collaborative resource platform for non-human primate neuroimaging.,LOW_SCORE,https://macatools.github.io/macapype,11.0,False,,Low score (11.0) - URL may be incorrect
31882773,Database of adverse events associated with drugs and drug combinations.,LOW_SCORE,https://www.accessdata.fda.gov/scripts/cder/ob/,16.0,False,,Low score (16.0) - URL may be incorrect
32733141,Fungal literature records database of the Northern West Siberia (Russia).,LOW_SCORE,https://www.gbif.org/en/data-papers,13.0,False,,Low score (13.0) - URL may be incorrect
31913312,"""A global database for metacommunity ecology, integrating species, traits, environment and space.""",LOW_SCORE,https://idata.idiv.de/,11.0,False,,Low score (11.0) - URL may be incorrect
23984222,The age-phenome database.,LOW_SCORE,http://age-phenome-wiki.med.ad.bgu.ac.il/index.php?title=Main_Page,10.0,False,,Low score (10.0) - URL may be incorrect
32255760,Accelerating surveillance and research of antimicrobial resistance - an online repository for sharing of antimicrobial susceptibility data associated with whole-genome sequences.,FALSE_POSITIVE_URL,https://www.ebi.ac.uk/ena/pathogens/datahubs,13.0,False,,Reference URL detected (www.ebi.ac.uk) - likely not the announced database
33580343,Introduction to the standard reference data of electron energy loss spectra and their database: eel.geri.re.kr.,LOW_SCORE,http://eel.geri.re.kr,0.0,False,,Low score (0.0) - URL may be incorrect
26018427,The human transmembrane proteome.,LOW_SCORE,http://bioinfogp.cnb.csic.es/tools/venny/index.html,18.0,False,,Low score (18.0) - URL may be incorrect
27531214,Cross-species Conservation of context-specific networks.,LOW_SCORE,http://services.bio.ifi.lmu.de/croco-web,18.0,False,,Low score (18.0) - URL may be incorrect
24453546,"""A Tenebrionid beetle's dataset (Coleoptera, Tenebrionidae) from Peninsula Valdés (Chubut, Argentina).""",LOW_SCORE,http://data.gbif.org/datasets/resource/14669/,16.0,False,,Low score (16.0) - URL may be incorrect
32859947,A relational database to identify differentially expressed genes in the endometrium and endometriosis lesions.,FALSE_POSITIVE_URL,ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/,63.0,True,database,Reference URL detected () - likely not the announced database
30356876,A Web Resource for Designing Subunit Vaccine Against Major Pathogenic Species of Bacteria.,LOW_SCORE,http://webs.iiitd.edu.in/raghava/vactarbac/,15.0,False,,Low score (15.0) - URL may be incorrect
32946464,An interactive retrieval system for clinical trial studies with context-dependent protocol elements.,LOW_SCORE,https://corus.kaist.edu/clips,15.0,False,,Low score (15.0) - URL may be incorrect
29202689,Explorative visual analytics on interval-based genomic data and their metadata.,LOW_SCORE,http://www.bioinformatics.deib.polimi.it/GeMSE/,18.0,False,,Low score (18.0) - URL may be incorrect
26982336,An Approach to Function Annotation for Proteins of Unknown Function (PUFs) in the Transcriptome of Indian Mulberry.,FALSE_POSITIVE_URL,http://string-db.org/,16.0,False,,Reference URL detected (string-db.org) - likely not the announced database
31819066,A global database of historic and real-time flood events based on social media.,LOW_SCORE,http://www.globalfloodmonitor.org,5.0,False,,Low score (5.0) - URL may be incorrect
29106641,The MAR databases: development and implementation of databases specific for marine metagenomics.,DEAD_HIGH_SCORE,https://mmp.sfb.uit.no/databases/,58.0,True,databases,Dead URL with high score (58.0) - may need investigation
29722888,Applying graph theory to protein structures: an Atlas of coiled coils.,LOW_SCORE,http://coiledcoils.chm.bris.ac.uk/atlas/app,15.0,False,,Low score (15.0) - URL may be incorrect
23163954,Identification and profiling of novel microRNAs in the Brassica rapa genome based on small RNA deep sequencing.,DEAD_HIGH_SCORE,http://bramrs.rna.kr,60.0,True,rna,Dead URL with high score (60.0) - may need investigation
21974739,New resources for functional analysis of omics data for the genus Aspergillus.,LOW_SCORE,http://www.broadinstitute.org/fetgoat/index.html,5.0,False,,Low score (5.0) - URL may be incorrect
33083684,First plant cell atlas workshop report.,LOW_SCORE,http://www.plantcellatlas.org/,5.0,False,,Low score (5.0) - URL may be incorrect
24985530,Bridging islands of information to establish an integrated knowledge base of drugs and health outcomes of interest.,LOW_SCORE,http://ohdsi.org,5.0,False,,Low score (5.0) - URL may be incorrect
28291243,A standard database for drug repositioning.,DEAD_HIGH_SCORE,https://www.ctti-clinicaltrials.org/aact-database,63.0,True,database,Dead URL with high score (63.0) - may need investigation
27230384,Crowdsourcing the nodulation gene network discovery environment.,LOW_SCORE,http://crowd.bioops.info/,18.0,False,,Low score (18.0) - URL may be incorrect
21649883,"""A comprehensive gene expression atlas of sex- and tissue-specificity in the malaria vector, Anopheles gambiae.""",LOW_SCORE,http://www.tissue-atlas.org,5.0,False,,Low score (5.0) - URL may be incorrect
27199606,A database on the distribution of butterflies (Lepidoptera) in northern Belgium (Flanders and the Brussels Capital Region).,LOW_SCORE,http://www.gbif.org/dataset/7888f666-f59e-4534-8478-3a10a3bfee45,13.0,False,,Low score (13.0) - URL may be incorrect
23061897,"""Sifting through genomes with iterative-sequence clustering produces a large, phylogenetically diverse protein-family resource.""",DEAD_HIGH_SCORE,http://edhar.genomecenter.ucdavis.edu/sifting_families/,63.0,True,sifting,Dead URL with high score (63.0) - may need investigation
27833382,Polymorphisms and resistance mutations of hepatitis C virus on sequences in the European hepatitis C virus database.,LOW_SCORE,http://s2as02.genes.nig.ac.jp,13.0,False,,Low score (13.0) - URL may be incorrect
33551658,"""The Insect database in Dokdo, Korea: An updated version in 2020.""",LOW_SCORE,https://www.gbif.org/dataset/eb47a0de-862f-44c0-be42-0e300abaaab4,13.0,False,,Low score (13.0) - URL may be incorrect
34519429,"""SARS-CoV-2 structural coverage map reveals viral protein assembly, mimicry, and hijacking mechanisms.""",DEAD_HIGH_SCORE,https://aquaria.ws/covid,50.0,True,cov,Dead URL with high score (50.0) - may need investigation
31223358,[An online dynamic knowledge base in multiple languages on general medicine and primary care].,LOW_SCORE,http://3cgp.docpatient.net/,0.0,False,,Low score (0.0) - URL may be incorrect
