pmid,title,has_url,is_false_positive,confidence,reason,database_name,long_database_name,chunk,already_seen,in_baseline,resource_url
25798920,iMonDB: Mass Spectrometry Quality Control through Instrument Monitoring.,False,N,high,DB suffix indicates database,iMonDB,Instrument Monitoring Database,14,N,N,
31403701,CauseSpec: a database of global terrestrial vertebrate cause-specific mortality.,False,N,high,"""Contains """"database"""" keyword""",CauseSpec,Cause-Specific Mortality Database,14,N,N,
30624647,"""TP53LNC-DB, the database of lncRNAs in the p53 signalling network.""",False,N,high,DB suffix indicates database,TP53LNC-DB,TP53 Long Non-Coding RNA Database,14,N,N,
34262351,The Repository for Caribbean Cancer Publications (ReCCaP): Database Development and Publication Trends 2004-2019.,False,N,high,"""Contains """"repository"""" and """"database"""" keywords""",ReCCaP,Repository for Caribbean Cancer Publications,14,N,N,
34048573,AniProtDB: A Collection of Consistently Generated Metazoan Proteomes for Comparative Genomics Studies.,False,N,high,DB suffix indicates database,AniProtDB,Animal Protein Database,14,N,N,
29506476,AmpuBase: a transcriptome database for eight species of apple snails (Gastropoda: Ampullariidae).,False,N,high,Base suffix indicates database,AmpuBase,Ampullariidae Base,14,N,N,
26054360,EHME: a new word database for research in Basque language.,False,N,high,"""Contains """"database"""" keyword""",EHME,Basque Word Database,14,N,N,
34068790,Proteomic Identification of <i>Bombyx mori</i> Organelles Using the Engineered Ascorbate Peroxidase APEX and Development of Silkworm Organelle Proteome Database (SilkOrganPDB).,False,N,high,DB suffix indicates database,SilkOrganPDB,Silkworm Organelle Proteome Database,14,N,N,
29143556,daTALbase: A Database for Genomic and Transcriptomic Data Related to TAL Effectors.,False,N,high,Base suffix indicates database,daTALbase,TAL Effector Database,14,N,N,
32997234,PendoTMBase: A Database for Plant Endogenous Target Mimics.,False,N,high,Base suffix indicates database,PendoTMBase,Plant Endogenous Target Mimic Base,14,N,N,
34440019,agReg-SNPdb: A Database of Regulatory SNPs for Agricultural Animal Species.,False,N,high,DB suffix indicates database,agReg-SNPdb,Agricultural Regulatory SNP Database,14,N,N,
31665759,NutriGenomeDB: a nutrigenomics exploratory and analytical platform.,False,N,high,DB suffix indicates database,NutriGenomeDB,Nutrigenomics Database,14,N,N,
33429995,The Kinase Chemogenomic Set (KCGS): An Open Science Resource for Kinase Vulnerability Identification.,False,N,medium,"""Resource containing curated dataset of kinase compounds""",KCGS,Kinase Chemogenomic Set,14,N,N,
26433297,ePlantLIBRA: A composition and biological activity database for bioactive compounds in plant food supplements.,False,N,high,"""Contains """"database"""" keyword""",ePlantLIBRA,Plant Library for Bioactive Research and Analysis,14,N,N,
33770143,"""TBDBT: A TB DataBase Template for collection of harmonized TB clinical research data in REDCap, facilitating data standardisation for inter-study comparison and meta-analyses.""",False,N,high,"""Contains """"database"""" in title, template for TB data collection""",TBDBT,TB Database Template,14,N,N,
31032838,CANCROX: a cross-species cancer therapy database.,False,N,high,"""Contains """"database"""" keyword""",CANCROX,Cancer Cross-species Therapy Database,14,N,N,
30670918,HEATSTER: A Database and Web Server for Identification and Classification of Heat Stress Transcription Factors in Plants.,False,N,high,"""Contains """"database"""" keyword""",HEATSTER,Heat Stress Transcription Factor Database,14,N,N,
33209967,RIDB: A Dataset of fundus images for retina based person identification.,False,N,high,"""Contains """"dataset"""" which is a data collection""",RIDB,Retinal Identification Database,14,N,N,
27219127,"""MIMIC-III, a freely accessible critical care database.""",False,N,high,"""Contains """"database"""" keyword""",MIMIC-III,Medical Information Mart for Intensive Care III,14,N,N,
31611808,Myo-REG: A Portal for Signaling Interactions in Muscle Regeneration.,False,N,medium,"""Portal for interaction data""",Myo-REG,Muscle Regeneration Portal,14,N,N,
32188014,"""Grape-RNA: A Database for the Collection, Evaluation, Treatment, and Data Sharing of Grape RNA-Seq Datasets.""",False,N,high,"""Contains """"database"""" keyword""",Grape-RNA,Grape RNA-Seq Database,14,N,N,
28025335,CaspNeuroD: a knowledgebase of predicted caspase cleavage sites in human proteins related to neurodegenerative diseases.,False,N,high,"""Contains """"knowledgebase"""" keyword""",CaspNeuroD,Caspase Neurodegeneration Database,14,N,N,
31601051,"""miR2Diabetes: A Literature-Curated Database of microRNA Expression Patterns, in Diabetic Microvascular Complications.""",False,N,high,"""Contains """"database"""" keyword""",miR2Diabetes,microRNA to Diabetes Database,14,N,N,
31995493,KonIQ-10k: An ecologically valid database for deep learning of blind image quality assessment.,False,N,high,"""Contains """"database"""" keyword""",KonIQ-10k,Konstanz Natural Image Quality Database,14,N,N,
31752429,HSF1Base: A Comprehensive Database of HSF1 (Heat Shock Factor 1) Target Genes.,False,N,high,Base suffix indicates database,HSF1Base,Heat Shock Factor 1 Base,14,N,N,
22570521,"""MEDDB: a medicinal plant database developed with the information gathered from tribal people in and around Madurai, Tamil Nadu.""",False,N,high,DB suffix indicates database,MEDDB,Medicinal Plant Database,14,N,N,
29209195,The Patient Repository for EEG Data + Computational Tools (PRED+CT).,False,N,high,"""Contains """"repository"""" keyword""",PRED+CT,Patient Repository for EEG Data plus Computational Tools,14,N,N,
34502531,OGT Protein Interaction Network (OGT-PIN): A Curated Database of Experimentally Identified Interaction Proteins of OGT.,False,N,high,"""Contains """"database"""" keyword""",OGT-PIN,O-GlcNAc Transferase Protein Interaction Network,14,N,N,
30951133,Development of PLEAD: A Database Containing Event-based Runoff Phosphorus Loadings from Agricultural Fields.,False,N,high,"""Contains """"database"""" keyword""",PLEAD,Phosphorus Loading from Agricultural Fields Database,14,N,N,
32354365,"""The PRECISE (PREgnancy Care Integrating translational Science, Everywhere) database: open-access data collection in maternal and newborn health.""",False,N,high,"""Contains """"database"""" keyword""",PRECISE,Pregnancy Care Integrating Translational Science Everywhere,14,N,N,
32601290,"""The BenBioDen database, a global database for meio-, macro- and megabenthic biomass and densities.""",False,N,high,"""Contains """"database"""" keyword""",BenBioDen,Benthic Biodensity Database,14,N,N,
24993547,BigMouth: a multi-institutional dental data repository.,False,N,high,"""Contains """"repository"""" keyword""",BigMouth,Big Mouth Dental Data Repository,14,N,N,
22675348,BRASERO: A Resource for Benchmarking RNA Secondary Structure Comparison Algorithms.,False,N,medium,"""Resource for benchmarking, contains comparison data""",BRASERO,Benchmarking RNA Secondary Structure Comparison Resource,14,N,N,
22195116,ADEpedia: a scalable and standardized knowledge base of Adverse Drug Events using semantic web technology.,False,N,high,pedia suffix indicates encyclopedia/database,ADEpedia,Adverse Drug Event Encyclopedia,14,N,N,
26038690,UnoViS: the MedIT public unobtrusive vital signs database.,False,N,high,"""Contains """"database"""" keyword""",UnoViS,Unobtrusive Vital Signs Database,14,N,N,
25849067,NexGenEx-Tom: a gene expression platform to investigate the functionalities of the tomato genome.,False,N,medium,"""Platform that houses tomato gene expression data""",NexGenEx-Tom,Next Generation Expression Tomato,14,N,N,
32710376,BIOINTMED: integrated biomedical knowledge base with ontologies and clinical trials.,False,N,high,"""Contains """"knowledge base"""" keyword""",BIOINTMED,Biomedical Integration Database,14,N,N,
25998807,Facilitating quality control for spectra assignments of small organic molecules: nmrshiftdb2--a free in-house NMR database with integrated LIMS for academic service laboratories.,False,N,high,"""Contains """"database"""" keyword""",nmrshiftdb2,NMR Shift Database 2,14,N,N,
27140145,DABAM: an open-source database of X-ray mirrors metrology.,False,N,high,"""Contains """"database"""" keyword""",DABAM,Database of X-ray Mirrors Metrology,14,N,N,
31831740,"""MIMIC-CXR, a de-identified publicly available database of chest radiographs with free-text reports.""",False,N,high,"""Contains """"database"""" keyword""",MIMIC-CXR,Medical Information Mart for Intensive Care Chest X-Ray,14,N,N,
30335154,ZFLNC: a comprehensive and well-annotated database for zebrafish lncRNA.,False,N,high,"""Contains """"database"""" keyword""",ZFLNC,Zebrafish Long Non-Coding RNA Database,14,N,N,
23590173,CamMedNP: building the Cameroonian 3D structural natural products database for virtual screening.,False,N,high,"""Contains """"database"""" keyword""",CamMedNP,Cameroon Medicinal Natural Products Database,14,N,N,
32311220,SoilTemp: A global database of near-surface temperature.,False,N,high,"""Contains """"database"""" keyword""",SoilTemp,Soil Temperature Database,14,N,N,
22027158,A database for animal tuberculosis (mycoDB.es) within the context of the Spanish national programme for eradication of bovine tuberculosis.,False,N,high,"""Contains """"database"""" keyword""",mycoDB.es,Mycobacterium Database,14,N,N,
33575627,aYChr-DB: a database of ancient human Y haplogroups.,False,N,high,DB suffix indicates database,aYChr-DB,Ancient Y Chromosome Database,14,N,N,
31680133,SCNBase: a genomics portal for the soybean cyst nematode (Heterodera glycines).,False,N,high,Base suffix indicates database,SCNBase,Soybean Cyst Nematode Base,14,N,N,
21685684,BioCARS: a synchrotron resource for time-resolved X-ray science.,False,N,medium,"""Synchrotron facility resource, contains experimental data""",BioCARS,Biophysics Collaborative Access Resource,14,N,N,
32707870,miRTil: An Extensive Repository for Nile Tilapia microRNA Next Generation Sequencing Data.,False,N,high,"""Contains """"repository"""" keyword""",miRTil,Tilapia microRNA Repository,14,N,N,
31117939,EcRBPome: a comprehensive database of all known E. coli RNA-binding proteins.,False,N,high,"""Contains """"database"""" keyword""",EcRBPome,E. coli RNA-Binding Proteome Database,14,N,N,
30615482,INDEX-db: The Indian Exome Reference Database (Phase I).,False,N,high,DB suffix indicates database,INDEX-db,Indian Exome Database,14,N,N,
30115367,The multiple arrhythmia dataset evaluation database (M.A.D.A.E.).,False,N,high,"""Contains """"database"""" keyword""",M.A.D.A.E.,Multiple Arrhythmia Dataset Evaluation Database,14,N,N,
34143875,"""U-Limb: A multi-modal, multi-center database on arm motion control in healthy and post-stroke conditions.""",False,N,high,"""Contains """"database"""" keyword""",U-Limb,Upper Limb Movement Database,14,N,N,
"""26507857"," 30395307"",BloodSpot: a database of gene expression profiles and transcriptional programs for healthy and malignant haematopoiesis.",True,N,high,"""Contains """"database"""" keyword""",BloodSpot,Blood Gene Expression Database,14,N,N,
28205556,HRGFish: A database of hypoxia responsive genes in fishes.,False,N,high,"""Contains """"database"""" keyword""",HRGFish,Hypoxia Responsive Genes in Fish Database,14,N,N,
21914200,CastorDB: a comprehensive knowledge base for Ricinus communis.,False,N,high,DB suffix indicates database,CastorDB,Castor Bean Database,14,N,N,
22883983,sRNAdb: a small non-coding RNA database for gram-positive bacteria.,False,N,high,DB suffix indicates database,sRNAdb,Small RNA Database,14,N,N,
30426823,Target-specific toxicity knowledgebase (TsTKb): a novel toolkit for in silico predictive toxicology.,False,N,high,"""Contains """"knowledgebase"""" keyword""",TsTKb,Target-Specific Toxicity Knowledgebase,14,N,N,
29295418,CoMetaR: A Collaborative Metadata Repository for Biomedical Research Networks.,False,N,high,"""Contains """"repository"""" keyword""",CoMetaR,Collaborative Metadata Repository,14,N,N,
26908025,PDEStrIAn: A Phosphodiesterase Structure and Ligand Interaction Annotated Database As a Tool for Structure-Based Drug Design.,False,N,high,"""Contains """"database"""" keyword (though also tool, database keyword prevails)""",PDEStrIAn,Phosphodiesterase Structure and Interaction Annotated Database,14,N,N,
33051443,"""GalliForm, a database of Galliformes occurrence records from the Indo-Malay and Palaearctic, 1800-2008.""",False,N,high,"""Contains """"database"""" keyword""",GalliForm,Galliformes Occurrence Database,14,N,N,
30805861,SOLID-Similar object and lure image database.,False,N,high,"""Contains """"database"""" keyword""",SOLID,Similar Object and Lure Image Database,14,N,N,
31147679,VigSatDB: genome-wide microsatellite DNA marker database of three species of Vigna for germplasm characterization and improvement.,False,N,high,DB suffix indicates database,VigSatDB,Vigna Satellite Database,14,N,N,
30561430,Construction of the REACHES climate database based on historical documents of China.,False,N,high,"""Contains """"database"""" keyword""",REACHES,Reconstructed East Asian Climate Historical Encoded Series,14,N,N,
28096900,"""MS_HistoneDB, a manually curated resource for proteomic analysis of human and mouse histones.""",False,N,high,DB suffix indicates database,MS_HistoneDB,Mass Spectrometry Histone Database,14,N,N,
23408683,N-glycoprotein SRMAtlas: a resource of mass spectrometric assays for N-glycosites enabling consistent and multiplexed protein quantification for clinical applications.,False,N,high,"""Contains """"atlas"""" and """"resource"""" keywords""",SRMAtlas,Selected Reaction Monitoring Atlas,14,N,N,
22583976,miRFANs: an integrated database for Arabidopsis thaliana microRNA function annotations.,False,N,high,"""Contains """"database"""" keyword""",miRFANs,MicroRNA Function Annotation System,14,N,N,
25914639,NeuroVault.org: a web-based repository for collecting and sharing unthresholded statistical maps of the human brain.,False,N,high,"""Contains """"repository"""" keyword""",NeuroVault,Neuroimaging Statistical Maps Repository,14,N,N,
33275943,NemChR-DB: a database of parasitic nematode chemosensory G-protein coupled receptors.,False,N,high,DB suffix indicates database,NemChR-DB,Nematode Chemosensory Receptor Database,14,N,N,
32792559,"""ACDC, a global database of amphibian cytochrome-b sequences using reproducible curation for GenBank records.""",False,N,high,"""Contains """"database"""" keyword""",ACDC,Amphibian Cytochrome-b Database for Curation,14,N,N,
31639057,HMNPPID-human malignant neoplasm protein-protein interaction database.,False,N,high,"""Contains """"database"""" keyword""",HMNPPID,Human Malignant Neoplasm Protein-Protein Interaction Database,14,N,N,
23205164,INDICO: the development of a resource for epigenomic study of Indians undergoing socioeconomic transition.,False,N,medium,"""Development of resource for epigenomic data""",INDICO,Indian Epigenome Cohort,14,N,N,
28889911,FPD: A comprehensive phosphorylation database in fungi.,False,N,high,"""Contains """"database"""" keyword""",FPD,Fungal Phosphorylation Database,14,N,N,
31228650,RedoxiBase: A database for ROS homeostasis regulated proteins.,False,N,high,Base suffix indicates database,RedoxiBase,Redox Homeostasis Base,14,N,N,
31290951,MycoResistance: a curated resource of drug resistance molecules in Mycobacteria.,False,N,high,"""Contains """"resource"""" keyword for drug resistance data""",MycoResistance,Mycobacterial Resistance Resource,14,N,N,
26506615,TransNewGuinea.org: An Online Database of New Guinea Languages.,False,N,high,"""Contains """"database"""" keyword""",TransNewGuinea.org,Trans New Guinea Language Database,14,N,N,
32715037,The PANGAEA mineralogical database.,False,N,high,"""Contains """"database"""" keyword""",PANGAEA,Publishing Network for Geoscientific and Environmental Data,14,N,N,
24497503,AMASS: a database for investigating protein structures.,False,N,high,"""Contains """"database"""" keyword""",AMASS,Atomic Model and Structure Statistics Database,14,N,N,
24661111,EGFRIndb: epidermal growth factor receptor inhibitor database.,False,N,high,DB suffix indicates database,EGFRIndb,EGFR Inhibitor Database,14,N,N,
30765729,DeepWeeds: A Multiclass Weed Species Image Dataset for Deep Learning.,False,N,high,"""Contains """"dataset"""" keyword, image data collection""",DeepWeeds,Deep Learning Weeds Dataset,14,N,N,
33026137,COSORE: A community database for continuous soil respiration and other soil-atmosphere greenhouse gas flux data.,False,N,high,"""Contains """"database"""" keyword""",COSORE,Continuous Soil Respiration Database,14,N,N,
24551333,"""qDIET: toward an automated, self-sustaining knowledge base to facilitate linking point-of-sale grocery items to nutritional content.""",False,N,medium,"""Knowledge base for nutritional data""",qDIET,Quantified Diet Database,14,N,N,
28795237,The Adaptive Evolution Database (TAED): A New Release of a Database of Phylogenetically Indexed Gene Families from Chordates.,False,N,high,"""Contains """"database"""" keyword""",TAED,The Adaptive Evolution Database,14,N,N,
33917533,"""MetaTREE, a novel database focused on metabolic trees, predicts an important detoxification mechanism: the glutathione conjugation.""",False,N,high,"""Contains """"database"""" keyword""",MetaTREE,Metabolic Tree Database,14,N,N,
23920981,PHIO: a knowledge base for interpretation and calculation of public health indicators.,False,N,high,"""Contains """"knowledge base"""" keyword""",PHIO,Public Health Indicator Ontology,14,N,N,
29916041,The Massive Auditory Lexical Decision (MALD) database.,False,N,high,"""Contains """"database"""" keyword""",MALD,Massive Auditory Lexical Decision Database,14,N,N,
24922051,Negative example selection for protein function prediction: the NoGO database.,False,N,high,"""Contains """"database"""" keyword""",NoGO,Negative Gene Ontology Database,14,N,N,
23415847,Clostridium-DT(DB): a comprehensive database for potential drug targets of Clostridium difficile.,False,N,high,DB suffix indicates database,Clostridium-DT(DB),Clostridium Drug Target Database,14,N,N,
26373861,The International Mouse Strain Resource (IMSR): cataloging worldwide mouse and ES cell line resources.,False,N,high,"""Contains """"resource"""" keyword, catalogs mouse strains""",IMSR,International Mouse Strain Resource,14,N,N,
31260040,"""PTSD Biomarker Database: deep dive metadatabase for PTSD biomarkers, visualizations and analysis tools.""",False,N,high,"""Contains """"database"""" keyword""",PTSD Biomarker Database,Post-Traumatic Stress Disorder Biomarker Database,14,N,N,
29364988,Socio-affective touch expression database.,False,N,high,"""Contains """"database"""" keyword""",Socio-affective Touch Database,Socio-affective Touch Expression Database,14,N,N,
32855428,"""HIT-COVID, a global database tracking public health interventions to COVID-19.""",False,N,high,"""Contains """"database"""" keyword""",HIT-COVID,Health Intervention Tracking for COVID-19,14,N,N,
33343418,Computational Psychiatry Research Map (CPSYMAP): A New Database for Visualizing Research Papers.,False,N,high,"""Contains """"database"""" keyword""",CPSYMAP,Computational Psychiatry Map,14,N,N,
23486446,The liver toxicity knowledge base: a systems approach to a complex end point.,False,N,high,"""Contains """"knowledge base"""" keyword""",Liver Toxicity Knowledge Base,Liver Toxicity Knowledge Base,14,N,N,
33904142,"""The Croatian psycholinguistic database: Estimates for 6000 nouns, verbs, adjectives and adverbs.""",False,N,high,"""Contains """"database"""" keyword""",Croatian Psycholinguistic Database,Croatian Psycholinguistic Database,14,N,N,
28229023,ToxGen: an improved reference database for the identification of type B-trichothecene genotypes in <i>Fusarium</i>.,False,N,high,"""Contains """"database"""" keyword""",ToxGen,Toxin Genotype Database,14,N,N,
30622195,"""LIPID MAPS: Serving the next generation of lipid researchers with tools, resources, data, and training.""",False,N,medium,"""Contains """"resources"""" and provides lipid data""",LIPID MAPS,Lipid Metabolites and Pathways Strategy,14,N,N,
21291543,GCOD - GeneChip Oncology Database.,False,N,high,"""Contains """"database"""" keyword""",GCOD,GeneChip Oncology Database,14,N,N,
"""30517703"," 34174819"",A map of direct TF-DNA interactions in the human genome.",True,N,high,"""Contains """"map"""" keyword, houses TF-DNA interaction data""",UniBind,Unified Transcription Factor Binding Database,14,N,N,
30106392,"""The HAM10000 dataset, a large collection of multi-source dermatoscopic images of common pigmented skin lesions.""",False,N,high,"""Contains """"dataset"""" and """"collection"""" keywords""",HAM10000,Human Against Machine with 10000 Images,14,N,N,
30733625,SAliBASE: A Database of Simulated Protein Alignments.,False,N,high,"""Contains """"database"""" keyword""",SAliBASE,Simulated Alignment Database,14,N,N,
33833745,Forensic Microbiome Database: A Tool for Forensic Geolocation Meta-Analysis Using Publicly Available 16S rRNA Microbiome Sequencing.,False,N,high,"""Contains """"database"""" keyword""",Forensic Microbiome Database,Forensic Microbiome Database,14,N,N,
26220923,Curcumin Resource Database.,False,N,high,"""Contains """"database"""" keyword""",Curcumin Resource Database,Curcumin Resource Database,14,N,N,
22540288,CDKD: a clinical database of kidney diseases.,False,N,high,"""Contains """"database"""" keyword""",CDKD,Clinical Database of Kidney Diseases,14,N,N,
30353151,The Medical Genome Reference Bank: a whole-genome data resource of 4000 healthy elderly individuals. Rationale and cohort design.,False,N,high,"""Contains """"reference bank"""" and """"resource"""" keywords""",Medical Genome Reference Bank,Medical Genome Reference Bank,14,N,N,
33884084,Development of the Organonitrogen Biodegradation Database: Teaching Bioinformatics and Collaborative Skills to Undergraduates during a Pandemic.,False,N,high,"""Contains """"database"""" keyword""",Organonitrogen Biodegradation Database,Organonitrogen Biodegradation Database,14,N,N,
34588443,JCGA: the Japanese version of the Cancer Genome Atlas and its contribution to the interpretation of gene alterations detected in clinical cancer genome sequencing.,False,N,high,"""Contains """"atlas"""" keyword""",JCGA,Japanese Cancer Genome Atlas,14,N,N,
29053868,LAGOS-NE: a multi-scaled geospatial and temporal database of lake ecological context and water quality for thousands of US lakes.,False,N,high,"""Contains """"database"""" keyword""",LAGOS-NE,Lake Multi-Scaled Geospatial and Temporal Database,14,N,N,
30150867,GinMicrosatDb: a genome-wide microsatellite markers database for sesame (<i>Sesamum indicum</i> L.).,False,N,high,DB suffix indicates database,GinMicrosatDb,Gingelly Microsatellite Database,14,N,N,
26751762,"""USBombus, a database of contemporary survey data for North American Bumble Bees (Hymenoptera, Apidae, Bombus) distributed in the United States.""",False,N,high,"""Contains """"database"""" keyword""",USBombus,United States Bumble Bee Database,14,N,N,
33205130,"""The Veterans Affairs Precision Oncology Data Repository, a Clinical, Genomic, and Imaging Research Database.""",False,N,high,"""Contains """"repository"""" and """"database"""" keywords""",VA Precision Oncology Repository,Veterans Affairs Precision Oncology Data Repository,14,N,N,
23961810,Phytophthora database 2.0: update and future direction.,False,N,high,"""Contains """"database"""" keyword""",Phytophthora Database,Phytophthora Database,14,N,N,
"""24163255"," 29059374"",The pancreatic expression database: recent extensions and updates.",True,N,high,"""Contains """"database"""" keyword""",Pancreatic Expression Database,Pancreatic Expression Database,14,N,N,
25869863,"""NeuroVault.org: A repository for sharing unthresholded statistical maps, parcellations, and atlases of the human brain.""",False,N,high,"""Contains """"repository"""" keyword""",NeuroVault,Neuroimaging Statistical Maps Repository,14,N,N,
22181660,Zebrafish Enhancer TRAP transgenic line database ZETRAP 2.0.,False,N,high,"""Contains """"database"""" keyword""",ZETRAP,Zebrafish Enhancer TRAP Database,14,N,N,
32302568,The Human Tumor Atlas Network: Charting Tumor Transitions across Space and Time at Single-Cell Resolution.,False,N,high,Atlas network - a data resource initiative for tumor mapping,HTAN,Human Tumor Atlas Network,15,N,N,
22441797,Ovarian Kaleidoscope database: ten years and beyond.,False,N,high,Database keyword in title - ten year update indicates established resource,Ovarian Kaleidoscope,Ovarian Kaleidoscope Database,15,N,N,
21619487,"""The Therapeutic Target Database: an internet resource for the primary targets of approved, clinical trial and experimental drugs.""",False,N,high,Database keyword - therapeutic target data resource,TTD,Therapeutic Target Database,15,N,N,
24731071,MUBII-TB-DB: a database of mutations associated with antibiotic resistance in Mycobacterium tuberculosis.,False,N,high,DB suffix overrides lack of URL - mutation database,MUBII-TB-DB,Mycobacterium tuberculosis Drug Resistance Database,15,N,N,
30358842,VianniaTopes: a database of predicted immunogenic peptides for Leishmania (Viannia) species.,False,N,high,Database keyword - predicted peptide data resource,VianniaTopes,Viannia Immunogenic Peptides Database,15,N,N,
28055900,MDTE DB: a database for microRNAs derived from Transposable element.,False,N,high,DB suffix indicates database - microRNA data resource,MDTE DB,MicroRNA from Transposable Element Database,15,N,N,
26210853,Database of RNA binding protein expression and disease dynamics (READ DB).,False,N,high,Database keyword and DB suffix - RNA binding protein data,READ DB,RNA Binding Protein Expression and Disease Dynamics Database,15,N,N,
25404643,"""The RD5000 database: facilitating clinical, genetic, and therapeutic studies on inherited retinal diseases.""",False,N,high,Database keyword - retinal disease data resource,RD5000,Retinal Disease 5000 Database,15,N,N,
27822119,The Danish Ventral Hernia Database - a valuable tool for quality assessment and research.,False,N,high,Database keyword - clinical hernia data resource,DVHD,Danish Ventral Hernia Database,15,N,N,
32012179,The Complex Emotion Expression Database: A validated stimulus set of trained actors.,False,N,high,Database keyword - emotion expression stimulus data,CEED,Complex Emotion Expression Database,15,N,N,
33024111,"""VOLCORE, a global database of visible tephra layers sampled by ocean drilling.""",False,N,high,Database keyword - tephra layer geological data,VOLCORE,Visible Tephra Layers Core Database,15,N,N,
30582189,ACCDB: A collection of chemistry databases for broad computational purposes.,False,N,high,DB suffix - collection of chemistry databases,ACCDB,Annotated Chemistry Compound Database,15,N,N,
26585775,Allele Frequencies Net Database: Improvements for storage of individual genotypes and analysis of existing data.,False,N,high,Database keyword - allele frequency data resource,Allele Frequencies Net,Allele Frequencies Net Database,15,N,N,
24417251,SUBTLEX-UK: a new and improved word frequency database for British English.,False,N,high,Database keyword - word frequency linguistic data,SUBTLEX-UK,UK Subtitle-based Word Frequency Database,15,N,N,
23943281,3D brain atlas reconstructor service--online repository of three-dimensional models of brain structures.,False,N,high,Repository keyword - 3D brain structure models,3D Brain Atlas,3D Brain Atlas Reconstructor,15,N,N,
31636516,Recent developments in the Inorganic Crystal Structure Database: theoretical crystal structure data and related features.,False,N,high,Database keyword - crystal structure data resource,ICSD,Inorganic Crystal Structure Database,15,N,N,
34469576,Drosophila Evolution over Space and Time (DEST): A New Population Genomics Resource.,False,N,high,Genomics resource - population data for Drosophila,DEST,Drosophila Evolution over Space and Time,15,N,N,
30040077,"""MANTA2, update of the Mongo database for the analysis of transcription factor binding site alterations.""",False,N,high,Database keyword with version - transcription factor binding data,MANTA,Mutation Analysis for Transcription factor Binding Alterations,15,N,N,
33140413,Technical note: A report on the Forensic Anthropology Database for Assessing Methods Accuracy.,False,N,high,Database keyword - forensic anthropology measurement data,FADAMA,Forensic Anthropology Database for Assessing Methods Accuracy,15,N,N,
25646545,Ring-Hydroxylating Oxygenase database: a database  of bacterial aromatic ring-hydroxylating oxygenases in  the management of bioremediation and biocatalysis of  aromatic compounds.,False,N,high,Database keyword - oxygenase enzyme data,RHO Database,Ring-Hydroxylating Oxygenase Database,15,N,N,
25883147,The ReproGenomics Viewer: an integrative cross-species toolbox for the reproductive science community.,True,N,high,Viewer that houses integrated reproductive genomics data,ReproGenomics Viewer,Reproductive Genomics Viewer,15,N,N,
32936830,The Twitter parliamentarian database: Analyzing Twitter politics across 26 countries.,False,N,high,Database keyword - Twitter political data,Twitter Parliamentarian Database,Twitter Parliamentarian Database,15,N,N,
31647030,Comparison of cytosine base editors and development of the BEable-GPS database for targeting pathogenic SNVs.,False,N,high,Database keyword - base editing target data,BEable-GPS,Base Editor Pathogenic SNV Guidance and Prediction System,15,N,N,
21280038,Flybrain neuron database: a comprehensive database system of the Drosophila brain neurons.,False,N,high,Database keyword - Drosophila neuron data,Flybrain,Flybrain Neuron Database,15,N,N,
29896176,The Human Virome Protein Cluster Database (HVPC): A Human Viral Metagenomic Database for Diversity and Function Annotation.,False,N,high,Database keyword - human virome protein cluster data,HVPC,Human Virome Protein Cluster Database,15,N,N,
26375206,"""The Cambridge Centre for Ageing and Neuroscience (Cam-CAN) data repository: Structural and functional MRI, MEG, and cognitive data from a cross-sectional adult lifespan sample.""",False,N,high,Repository keyword - neuroimaging data resource,Cam-CAN,Cambridge Centre for Ageing and Neuroscience,15,N,N,
22438982,The database for aggregate analysis of ClinicalTrials.gov (AACT) and subsequent regrouping by clinical specialty.,False,N,high,Database keyword - clinical trials data,AACT,Aggregate Analysis of ClinicalTrials.gov,15,N,N,
28632398,The Mitochondrial Protein Atlas: A Database of Experimentally Verified Information on the Human Mitochondrial Proteome.,False,N,high,Atlas and database keywords - mitochondrial protein data,MPA,Mitochondrial Protein Atlas,15,N,N,
23929679,CONFECT: conformations from an expert collection of torsion patterns.,False,N,high,Collection of torsion patterns - conformational data,CONFECT,Conformations from Expert Collection of Torsions,15,N,N,
33099010,ERP CORE: An open resource for human event-related potential research.,False,N,high,Resource keyword - event-related potential data,ERP CORE,Event-Related Potential Core,15,N,N,
22522342,ScreenTroll: a searchable database to compare genome-wide yeast screens.,False,N,high,Database keyword - yeast screen comparison data,ScreenTroll,ScreenTroll,15,N,N,
29989589,"""FRY, a global database of fire patch functional traits derived from space-borne burned area products.""",False,N,high,Database keyword - fire patch trait data,FRY,Fire Patch Functional Traits Database,15,N,N,
34727496,The Open Reaction Database.,False,N,high,Database keyword - chemical reaction data,ORD,Open Reaction Database,15,N,N,
26624108,Making future taxonomy of Niphargus (Crustacea: Amphipoda: Niphargidae) in the Middle East easier: DELTA database of Middle East species with description of four new species from Iran.,False,N,high,Database keyword - DELTA taxonomic database,DELTA,Descriptive Language for Taxonomy,15,N,N,
21930505,Neisseria Base: a comparative genomics database for Neisseria meningitidis.,False,N,high,Base suffix - Neisseria genomics database,Neisseria Base,Neisseria Comparative Genomics Database,15,N,N,
29785463,The North American Forest Database: going beyond national-level forest resource assessment statistics.,False,N,high,Database keyword - forest resource data,NAFD,North American Forest Database,15,N,N,
