"extracted_name","extracted_long","extracted_url","baseline_name","baseline_long","baseline_url","score","signals","signal_count","edit_distance","same_domain","confidence","is_match","review_flags","conflict_resolved"
"SysteMHC","Systems immunology of MHC atlas","https://systemhcatlas.org","SysteMHC","nan","http://systemhcatlas.org","10.0","EXACT","1","0","True","HIGH","Y","",""
"T-ARDIS","Target-Adverse Drug Reaction Database","http://www.bioinsilico.org/T-ARDIS","T-ARDIS","Target-Adverse Reaction Database Integrated Search","http://www.bioinsilico.org/T-ARDIS","10.0","EXACT","1","0","True","HIGH","Y","",""
"T-HOD","literature database for Hypertension Obesity and Diabetes","http://bws.iis.sinica.edu.tw/THOD","T-HOD","Text-mined Hypertension","http://bws.iis.sinica.edu.tw/THOD","10.0","EXACT","1","0","True","HIGH","Y","",""
"T-Time","T cell activation imagery repository","http://ttime.mlatlab.org","T-Time","nan","http://ttime.mlatlab.org","10.0","EXACT","1","0","True","HIGH","Y","",""
"T-psi-C","tRNA Sequences and Structures Database","http://tpsic.igcz.poznan.pl","T-psi-C","nan","http://tpsic.igcz.poznan.pl","10.0","EXACT","1","0","True","HIGH","Y","",""
"T1TAdb","Type I Toxin-Antitoxin database","https://d-lab.arna.cnrs.fr/t1tadb","T1TAdb","nan","http://d-lab.arna.cnrs.fr/t1tadb","10.0","EXACT","1","0","True","HIGH","Y","",""
"T2D@ZJU","Type 2 Diabetes at Zhejiang University","http://tcm.zju.edu.cn/t2d","T2D@ZJU","nan","http://tcm.zju.edu.cn/t2d","10.0","EXACT","1","0","True","HIGH","Y","",""
"TACCO","Transcriptome Alterations in Cancer Clinical Outcomes","http://tacco.life.nctu.edu.tw/","TACCO","Transcriptome Alterations in CanCer Omnibus","http://tacco.life.nctu.edu.tw","10.0","EXACT","1","0","True","HIGH","Y","",""
"TAIR","The Arabidopsis Information Resource","http://www.arabidopsis.org","TAIR","Arabidopsis Information Resource","http://arabidopsis.org","10.0","EXACT","1","0","True","HIGH","Y","",""
"AMI","Antimicrobial Index","http://antibiotics.toku-e.com/","TAMI","The Antimicrobial Index","http://antibiotics.toku-e.com","3.55","SAME_DOMAIN_SPECIFIC, EDIT_DIST_1, URL_SIM_1.00, LONG_SIM_0.90","4","1","True","HIGH","Y","",""
"TANRIC","The Atlas of Non-coding RNAs in Cancer","http://bioinformatics.mdanderson.org/main/TANRIC:Overview","TANRIC","he Atlas of Noncoding RNAs in Cancer","http://bioinformatics.mdanderson.org/main/TANRIC:Overview","10.0","EXACT","1","0","True","HIGH","Y","",""
"TANTIGEN","Tumor Antigen Database","http://cvc.dfci.harvard.edu/tantigen/","TANTIGEN","adb","http://projects.met-hilab.org/tadb","10.0","EXACT","1","0","True","HIGH","Y","",""
"TB DEPOT","Tuberculosis Data Exploration Portal","https://depot.tbportals.niaid.nih.gov","TB DEPOT","nan","http://depot.tbportals.niaid.nih.gov","10.0","EXACT","1","0","True","HIGH","Y","",""
"TBC2health","Tea Bioactive Compounds to health","http://camellia.ahau.edu.cn/TBC2health","TBC2health","nan","http://camellia.ahau.edu.cn/TBC2health","10.0","EXACT","1","0","True","HIGH","Y","",""
"TBC2target","Tea Bioactive Compounds to target","http://camellia.ahau.edu.cn/TBC2target","TBC2target","nan","http://camellia.ahau.edu.cn/TBC2target","10.0","EXACT","1","0","True","HIGH","Y","",""
"TBDB","T-Box Database","https://tbdb.io","TBDB","T-box Riboswitch Annotation Database","http://tbdb.io","10.0","EXACT","1","0","True","HIGH","Y","",""
"TC3A","The Cancer 3' UTR Atlas","http://tc3a.org","TC3A","UTR Atlas","http://tc3a.org","10.0","EXACT","1","0","True","HIGH","Y","",""
"TCCR","Thyroid Cancer and Tumor Collaborative Registry","http://tccr.unmc.edu","TCCR","Thyroid Cancer and Tumor Collaborative Registry","http://tccr.unmc.edu","10.0","EXACT","1","0","True","HIGH","Y","",""
"TCDB","Transporter Classification Database","http://www.tcdb.org","TCDB","The Transporter Classification Database","http://www.tcdb.org","10.0","EXACT","1","0","True","HIGH","Y","",""
"CEA","Cancer Editome Atlas","http://tcea.tmu.edu.tw","TCEA","The Cancer Editome Atlas","http://tcea.tmu.edu.tw","3.05","SAME_DOMAIN_GENERIC, EDIT_DIST_1, URL_SIM_1.00, LONG_SIM_0.91","4","1","True","HIGH","Y","GENERIC_DOMAIN",""
"TCM-Mesh","Traditional Chinese Medicine MeSH Database","http://mesh.tcm.microbioinformatics.org/","TCM-Mesh","nan","http://mesh.tcm.microbioinformatics.org","10.0","EXACT","1","0","True","HIGH","Y","",""
"TCMID","Traditional Chinese Medicine Integrated Database","http://www.megabionet.org/tcmid/","TCMID","Traditional Chinese Medicine Integrated Database","http://www.megabionet.org/tcmid","10.0","EXACT","1","0","True","HIGH","Y","",""
"TCMIO","TCMIO","http://tcmio.xielab.net","TCMIO","nan","http://tcmio.xielab.net","10.0","EXACT","1","0","True","HIGH","Y","",""
"TCMSP","Traditional Chinese Medicine Systems Pharmacology","http://sm.nwsuaf.edu.cn/lsp/tcmsp.php","TCMSP","traditional Chinese medicine systems pharmacology database","http://sm.nwsuaf.edu.cn/lsp/tcmsp.php","10.0","EXACT","1","0","True","HIGH","Y","",""
"TCPA","The Cancer Proteome Atlas","","TCPA","The Cancer Proteome Atlas","http://tcpaportal.org","10.0","EXACT","1","0","True","HIGH","Y","",""
"TCR3d","T Cell Receptor 3D","https://tcr3d.ibbr.umd.edu/","TCR3d","T cell receptor structural repertoire database","http://tcr3d.ibbr.umd.edu","10.0","EXACT","1","0","True","HIGH","Y","",""
"TCRdb","T-Cell Receptor database","http://bioinfo.life.hust.edu.cn/TCRdb/","TCRdb","nan","http://bioinfo.life.hust.edu.cn/TCRdb","10.0","EXACT","1","0","True","HIGH","Y","",""
"TDR Targets","Tropical Disease Research Targets Database","http://tdrtargets.org","TDR Targets","nan","http://tdrtargets.org","10.0","EXACT","1","0","True","HIGH","Y","",""
"TE Hub","Transposable Element Hub","https://tehub.org","TE Hub","nan","http://tehub.org","10.0","EXACT","1","0","True","HIGH","Y","",""
"TEMPURA","TEMPURA","http://togodb.org/db/tempura","TEMPURA","growth TEMPeratures of Usual and RAre prokaryotes","http://togodb.org/db/tempura","10.0","EXACT","1","0","True","HIGH","Y","",""
"TENOR","TENOR","http://tenor.dna.affrc.go.jp","TENOR","Transcriptome ENcyclopedia Of Rice","http://tenor.dna.affrc.go.jp","10.0","EXACT","1","0","True","HIGH","Y","",""
"TEXAS","TEXAS","https://cb.imsc.res.in/texas","TExAs","Human Tissue-specific Exposome Atlas","http://cb.imsc.res.in/texas","10.0","EXACT","1","0","True","HIGH","Y","",""
"TFBSbank","Transcription Factor Binding Site Bank","http://tfbsbank.co.uk","TFBSbank","nan","http://tfbsbank.co.uk","10.0","EXACT","1","0","True","HIGH","Y","",""
"TFBSshape","Transcription Factor Binding Site Shape Database","http://rohslab.cmb.usc.edu/TFBSshape/","TFBSshape","nan","http://tfbsshape.usc.edu","10.0","EXACT","1","0","True","HIGH","Y","",""
"Tfcancer","Transcription Factors in Cancer","http://lcbb.swjtu.edu.cn/tfcancer/","TFcancer","nan","http://lcbb.swjtu.edu.cn/tfcancer","10.0","EXACT","1","0","True","HIGH","Y","",""
"TGD","Tetrahymena Genome Database","http://ciliate.org","TGD","Tetrahymena Genome Database","http://ciliate.org","10.0","EXACT","1","0","True","HIGH","Y","",""
"TGED","TGED","http://tged.ihb.ac.cn","TGED","Tetrahymena Gene Expression Database","http://tged.ihb.ac.cn","10.0","EXACT","1","0","True","HIGH","Y","",""
"TGRD","Tomato Genomic Resources Database","http://59.163.192.91/tomato2/","TGRD","Tomato Genomic Resources Database","http://59.163.192.91/tomato2","10.0","EXACT","1","0","True","HIGH","Y","",""
"TGV","Tomato Genomic Variation database","http://psd.uohyd.ac.in/tgv","TGV","Genomic","http://psd.uohyd.ac.in/tgv","10.0","EXACT","1","0","True","HIGH","Y","",""
"THANATOS","THANATOS","http://thanatos.biocuckoo.org","THANATOS","Necrosis","http://thanatos.biocuckoo.org","10.0","EXACT","1","0","True","HIGH","Y","",""
"THPdb","THPdb","http://crdd.osdd.net/raghava/thpdb/","THPdb","nan","http://crdd.osdd.net/raghava/thpdb","10.0","EXACT","1","0","True","HIGH","Y","",""
"TIARA","Transcription factor Interacting pARtner of Arabidopsis","http://tiara.gmi.ac.kr","TIARA","Total Integrated Archive of short-Read and Array","http://tiara.gmi.ac.kr","10.0","EXACT","1","0","True","HIGH","Y","",""
"TIBS","Irritable Bowel Syndrome Database","http://www.chengfeng.info/tibs_database.html","TIBS","Transcriptome of Irritable Bowel Syndrome","http://www.chengfeng.info/tibs_database.html","10.0","EXACT","1","0","True","HIGH","Y","",""
"TIDB","Trained Immunity Database","http://www.ieom-tm.com/tidb","TIDB","Trained Immunity DataBase","http://www.ieom-tm.com/tidb","10.0","EXACT","1","0","True","HIGH","Y","",""
"TIE","Tumor IsomiR Encyclopedia","https://isomir.ccr.cancer.gov/","TIE","Tumor IsomiR Encyclopedia","http://isomir.ccr.cancer.gov","10.0","EXACT","1","0","True","HIGH","Y","",""
"TIMBAL","Timbal database","http://www-cryst.bioc.cam.ac.uk/timbal","TIMBAL","nan","http://www-cryst.bioc.cam.ac.uk/timbal","10.0","EXACT","1","0","True","HIGH","Y","",""
"TIN","Truly Interesting compouNds","http://mmg.rcsi.ie:8080/tin","TIN","nan","http://mmg.rcsi.ie:8080/tin","10.0","EXACT","1","0","True","HIGH","Y","",""
"TIPdb-3D","Taiwan Indigenous Plant database","http://cwtung.kmu.edu.tw/tipdb","TIPdb","nan","http://cwtung.kmu.edu.tw/tipdb","2.35","SAME_DOMAIN_GENERIC, EDIT_DIST_3, CONTAINS_0.8, URL_SIM_1.00","4","3","True","HIGH","Y","GENERIC_DOMAIN",""
"TISCH","Tumor Immune Single-Cell Hub","http://tisch.comp-genomics.org","TISCH","Tumor Immune Single Cell Hub","http://tisch.comp-genomics.org","10.0","EXACT","1","0","True","HIGH","Y","",""
"TISSUES","Tissue Expression resource","","TISSUES","nan","http://tissues.jensenlab.org","10.0","EXACT","1","0","True","HIGH","Y","",""
"TISdb","TISdb","http://tisdb.human.cornell.edu","TISdb","nan","http://tisdb.human.cornell.edu","10.0","EXACT","1","0","True","HIGH","Y","",""
"TLPdb","Thaumatin-Like Protein database","https://tlpdb.cftri.com","TLPdb","nan","http://tlpdb.cftri.com","10.0","EXACT","1","0","True","HIGH","Y","",""
"TMPL","TransMembrane Protein Library","http://www.dsimb.inserm.fr/TMPL/","TMPL","nan","http://www.dsimb.inserm.fr/TMPL","10.0","EXACT","1","0","True","HIGH","Y","",""
"TMPad","Transmembrane Protein Packing Database","http://bio-cluster.iis.sinica.edu.tw/TMPad","TMPad","TransMembrane Protein Helix-Packing Database","http://bio-cluster.iis.sinica.edu.tw/TMPad","10.0","EXACT","1","0","True","HIGH","Y","",""
"TMREC","Transcription Factor MicroRNA Regulatory Cascade","http://bioinfo.hrbmu.edu.cn/TMREC/","TMREC","nan","http://bioinfo.hrbmu.edu.cn/TMREC","10.0","EXACT","1","0","True","HIGH","Y","",""
"TOMATOMA","TOMATOMA","http://tomatoma.nbrp.jp/index.jsp","TOMATOMA","nan","http://tomatoma.nbrp.jp","10.0","EXACT","1","0","True","HIGH","Y","",""
"TOMATOMET","Tomato Metabolome database","http://metabolites.in/tomato-fruits/","TOMATOMET","nan","http://metabolites.in/tomato-fruits","10.0","EXACT","1","0","True","HIGH","Y","",""
"TOMATOMICS","TOMATO multi-OMICS","http://bioinf.mind.meiji.ac.jp/tomatomics/","TOMATOMICS","nan","http://bioinf.mind.meiji.ac.jp/tomatomics","10.0","EXACT","1","0","True","HIGH","Y","",""
"TOPDB","Topology Database","http://topdb.enzim.ttk.mta.hu","TOPDB","Topology Data Bank of Transmembrane Proteins","http://topdb.enzim.ttk.mta.hu","10.0","EXACT","1","0","True","HIGH","Y","",""
"TOPDOM","TOP DOMain database","http://topdom.enzim.hu","TOPDOM","nan","http://topdom.enzim.hu","10.0","EXACT","1","0","True","HIGH","Y","",""
"TOPPR","Online Protein Processing Resource","http://iomics.ugent.be/toppr/","TOPPR","The Online Protein Processing Resource","http://iomics.ugent.be/toppr","10.0","EXACT","1","0","True","HIGH","Y","",""
"TOXsIgN","TOXicogenomic sIgNatures","http://toxsign.genouest.org","TOXsIgN","nan","http://toxsign.genouest.org","10.0","EXACT","1","0","True","HIGH","Y","",""
"TPIA","Tea Plant Information Archive","http://tpia.teaplant.org","TPIA","Tea Plant Information Archive","http://tpia.teaplant.org","10.0","EXACT","1","0","True","HIGH","Y","",""
"TRACER","Transcription factor regulatory architecture of mouse genome","http://tracerdatabase.embl.de","TRACER","nan","http://tracerdatabase.embl.de","10.0","EXACT","1","0","True","HIGH","Y","",""
"TRANSNAP","TRANSNAP","http://plantomics.mind.meiji.ac.jp/nashi","TRANSNAP","nan","http://plantomics.mind.meiji.ac.jp/nashi","10.0","EXACT","1","0","True","HIGH","Y","",""
"TRCirc","Transcriptional Regulation of Circular RNAs","http://www.licpathway.net/TRCirc","TRCirc","nan","http://www.licpathway.net/TRCirc","10.0","EXACT","1","0","True","HIGH","Y","",""
"TREND-DB","Transcriptome-wide atlas of alternative polyadenylation Database","http://shiny.imbei.uni-mainz.de:3838/trend-db","TREND-DB","nan","http://shiny.imbei.uni-mainz.de:3838/trend-db","10.0","EXACT","1","0","True","HIGH","Y","",""
"TRIP","TRIP","http://www.flyrnai.org/RSVP.html","TRIP","TRansient receptor potential","http://www.trpchannel.org","10.0","EXACT","1","0","True","HIGH","Y","","True"
"TRIPATH","TRIpartite fungal PATHogen database","http://www.gbpuat-cbsh.ac.in/departments/bi/database/tripath/","TRIPATH","of","http://www.gbpuat-cbsh.ac.in/departments/bi/database/tripath","10.0","EXACT","1","0","True","HIGH","Y","",""
"TRRUST","Transcriptional Regulatory Relationships Unraveled by Sentence-based Text-mining","http://www.grnpedia.org/trrust","TRRUST","regulatory relationships","http://www.grnpedia.org/trrust","10.0","EXACT","1","0","True","HIGH","Y","",""
"TRlnc","Transcriptional Regulation of Long Non-coding RNAs","http://bio.licpathway.net/TRlnc","TRlnc","for human regulatory information of lncRNAs","http://bio.licpathway.net/TRlnc","10.0","EXACT","1","0","True","HIGH","Y","",""
"TSEA-DB","Trait-Tissue Association Database","https://bioinfo.uth.edu/TSEADB/","TSEA-DB","Tissue-Specific Enrichment Analysis DataBase","http://bioinfo.uth.edu/TSEADB","10.0","EXACT","1","0","True","HIGH","Y","",""
"TSGene","Tumor Suppressor Gene Database","http://bioinfo.mc.vanderbilt.edu/TSGene/","TSGene","Tumor Suppressor Gene database","http://bioinfo.mc.vanderbilt.edu/TSGene","10.0","EXACT","1","0","True","HIGH","Y","",""
"TSNAdb","TSNAdb","http://biopharm.zju.edu.cn/tsnadb","TSNAdb","tumor-specific neoantigen database","http://biopharm.zju.edu.cn/tsnadb","10.0","EXACT","1","0","True","HIGH","Y","",""
"TSdb","Transporter Substrate database","http://tsdb.cbi.pku.edu.cn","TSdb","nan","http://tsdb.cbi.pku.edu.cn","10.0","EXACT","1","0","True","HIGH","Y","",""
"TSmiR","Tissue-Specific microRNA Database","http://bioeng.swjtu.edu.cn/TSmiR","TSmiR","nan","http://bioeng.swjtu.edu.cn/TSmiR","10.0","EXACT","1","0","True","HIGH","Y","",""
"TTRMDB","TransThyRetin Mutation Database","http://vit.ac.in/ttrmdb","TTRMDB","Transthyretin mutant database","http://vit.ac.in/ttrmdb","10.0","EXACT","1","0","True","HIGH","Y","",""
"TTSMI","TTSMI","http://ttsmi.bii.a-star.edu.sg","TTSMI","TTS Mapping and","http://ttsmi.bii.a-star.edu.sg","10.0","EXACT","1","0","True","HIGH","Y","",""
"TUMIR","Tumor MicroRNA database","http://www.ncrnalab.com/TUMIR/","TUMIR","nan","http://www.ncrnalab.com/TUMIR","10.0","EXACT","1","0","True","HIGH","Y","",""
"TUPDB","Target-Unrelated Peptide Database","http://i.uestc.edu.cn/tupdb","TUPDB","Target-Unrelated Peptide Data Bank","http://i.uestc.edu.cn/tupdb","10.0","EXACT","1","0","True","HIGH","Y","",""
"TarBase","TarBase","http://www.microrna.gr/tarbase","TarBase","nan","http://www.microrna.gr/tarbase","10.0","EXACT","1","0","True","HIGH","Y","",""
"TarDB","Target Database","http://www.biosequencing.cn/TarDB","TarDB","nan","http://www.biosequencing.cn/TarDB","10.0","EXACT","1","0","True","HIGH","Y","",""
"TarNet","Target Network","http://www.herbbol.org:8001/tarnet","TarNet","nan","http://www.herbbol.org:8001/tarnet","10.0","EXACT","1","0","True","HIGH","Y","",""
"TargetMine","Integrated Data Analysis Platform","http://targetmine.mizuguchilab.org","TargetMine","nan","http://targetmine.mizuguchilab.org","10.0","EXACT","1","0","True","HIGH","Y","",""
"TaxKB","Taxane KnowledgeBase","http://bioinfo.au-kbc.org.in/taxane/Taxkb/","TaxKB","Taxane knowledge base","http://bioinfo.au-kbc.org.in/taxane/Taxkb","10.0","EXACT","1","0","True","HIGH","Y","",""
"TcoF-DB","Transcription Co-Factor Database","http://tcofdb.org/","TcoF-DB","nan","http://tcofdb.org","10.0","EXACT","1","0","True","HIGH","Y","",""
"TMDB","Tea Metabolome Database","http://pcsb.ahau.edu.cn:8080/TCDB/index.jsp","Tea Metabolome database","Tea Metabolome database","http://pcsb.ahau.edu.cn:8080/TCDB/index.jsp","2.55","SAME_DOMAIN_SPECIFIC, URL_SIM_1.00, LONG_SIM_1.00","3","19","True","HIGH","Y","HIGH_ED_MATCH",""
"TeaAS","Tea Alternative Splicing","http://www.teaas.cn/index.php","TeaAS","plants","http://www.teaas.cn/index.php","10.0","EXACT","1","0","True","HIGH","Y","",""
"TeaCoN","Tea Co-expression Network","http://teacon.wchoda.com","TeaCoN","nan","http://teacon.wchoda.com","10.0","EXACT","1","0","True","HIGH","Y","",""
"TeaMiD","Tea Microsatellite Database","http://indianteagenome.in:8080/teamid/","TeaMiD","nan","http://indianteagenome.in:8080/teamid","10.0","EXACT","1","0","True","HIGH","Y","",""
"TelNet","TelNet","http://www.cancertelsys.org/telnet/","TelNet","nan","http://www.cancertelsys.org/telnet","10.0","EXACT","1","0","True","HIGH","Y","",""
"TeloPIN","Telomere Protein Interaction Network","http://songyanglab.sysu.edu.cn/telopin/","TeloPIN","Telomeric Proteins Interaction Network","http://songyanglab.sysu.edu.cn/telopin","10.0","EXACT","1","0","True","HIGH","Y","",""
"Tenuipalpidae Database","Tenuipalpidae Mite Database","https://www.tenuipalpidae.ibilce.unesp.br/","Tenuipalpidae","nan","http://www.tenuipalpidae.ibilce.unesp.br","2.55","SAME_DOMAIN_SPECIFIC, CONTAINS_0.8, URL_SIM_1.00","3","9","True","HIGH","Y","",""
"Terabase","Terabase Search Engine","http://tse.idies.jhu.edu","Terabase","nan","http://tse.idies.jhu.edu","10.0","EXACT","1","0","True","HIGH","Y","",""
"TeroKit","Terpenome Kit","http://terokit.qmclab.com/","TeroKit","nan","http://terokit.qmclab.com","10.0","EXACT","1","0","True","HIGH","Y","",""
"TerrestrialMetagenomeDB","TerrestrialMetagenomeDB","https://webapp.ufz.de/tmdb","TerrestrialMetagenomeDB","nan","http://webapp.ufz.de/tmdb","10.0","EXACT","1","0","True","HIGH","Y","",""
"TetraFGD","Tetrahymena Functional Genomics Database","http://tfgd.ihb.ac.cn/","TetraFGD","Tetrahymena functional genomics database","http://tfgd.ihb.ac.cn","10.0","EXACT","1","0","True","HIGH","Y","",""
"TCGD","Tetrahymena Comparative Genomics Database","http://ciliate.ihb.ac.cn","Tetrahymena Comparative Genomics Database","Tetrahymena Comparative Genomics Database","http://ciliate.ihb.ac.cn","2.05","SAME_DOMAIN_GENERIC, URL_SIM_1.00, LONG_SIM_1.00","3","37","True","HIGH","Y","GENERIC_DOMAIN, HIGH_ED_MATCH, THRESHOLD_EDGE",""
"ThRSDB","Thai Rice Starch Database","http://thairicestarch.kku.ac.th","ThRSDB","Thai Rice Starch Database","http://thairicestarch.kku.ac.th","10.0","EXACT","1","0","True","HIGH","Y","",""
"ThalInd","Thalassemia India database","http://ccg.murdoch.edu.au/thalind","ThalInd","nan","http://ccg.murdoch.edu.au/thalind","10.0","EXACT","1","0","True","HIGH","Y","",""
"ThaleMine","Arabidopsis thaliana Mine","https://www.araport.org/","ThaleMine","nan","http://apps.araport.org/thalemine/, http://www.araport.org","10.0","EXACT","1","0","True","HIGH","Y","",""
"CRRD","Chinchilla Research Resource Database","http://crrd.mcw.edu","The Chinchilla Research Resource Database","The Chinchilla Research Resource Database","http://crrd.mcw.edu","2.05","SAME_DOMAIN_GENERIC, URL_SIM_1.00, LONG_SIM_0.95","3","37","True","HIGH","Y","GENERIC_DOMAIN, HIGH_ED_MATCH, THRESHOLD_EDGE",""
"ERA","European Radiobiological Archives","https://era.bfs.de","The European Radiobiological Archives","The European Radiobiological Archives","http://era.bfs.de","2.55","SAME_DOMAIN_SPECIFIC, URL_SIM_1.00, LONG_SIM_0.94","3","34","True","HIGH","Y","HIGH_ED_MATCH",""
"Mouse Genomes Project","Mouse Genomes Project","http://www.sanger.ac.uk/resources/mouse/genomes/","The Mouse Genomes Project","The Mouse Genomes Project","http://www.sanger.ac.uk/resources/mouse/genomes","2.65","SAME_DOMAIN_GENERIC, CONTAINS_0.6, URL_SIM_1.00, LONG_SIM_0.91","4","4","True","HIGH","Y","GENERIC_DOMAIN",""
"ThebaDB","Theba pisana Gene Resource","http://thebadb.bioinfo-minzhao.org/","ThebaDB","nan","http://thebadb.bioinfo-minzhao.org","10.0","EXACT","1","0","True","HIGH","Y","",""
"ThermoMutDB","Thermodynamic Mutation Database","http://biosig.unimelb.edu.au/thermomutdb","ThermoMutDB","nan","http://biosig.unimelb.edu.au/thermomutdb","10.0","EXACT","1","0","True","HIGH","Y","",""
"TiPs","Therapeutic Targets in Pathogens database","http://biocomputing.it/tips","TiPs","nan","http://biocomputing.it/tips","10.0","EXACT","1","0","True","HIGH","Y","",""
"TimeTree","TimeTree","http://www.timetree.org","TimeTree","nan","http://www.timetree.org","10.0","EXACT","1","0","True","HIGH","Y","",""
"TissGDB","TissGDB","http://zhaobioinfo.org/TissGDB","TissGDB","Tissue specific Gene DataBase in cancer","http://zhaobioinfo.org/TissGDB","10.0","EXACT","1","0","True","HIGH","Y","",""
"TissueCoCoPUTs","Tissue-Specific Codon and Codon-Pair Usage Tables","https://hive.biochemistry.gwu.edu/review/tissue_codon","TissueCoCoPUTs","nan","http://hive.biochemistry.gwu.edu/review/tissue_codon","10.0","EXACT","1","0","True","HIGH","Y","",""
"TissueNet","TissueNet Database","http://netbio.bgu.ac.il/tissuenet/","TissueNet","nan","http://netbio.bgu.ac.il/tissuenet","10.0","EXACT","1","0","True","HIGH","Y","",""
"TnCentral","Transposon Central","https://tncentral.proteininformationresource.org/","TnCentral","nan","http://tncentral.proteininformationresource.org/, http://tncentral.ncc.unesp.br","10.0","EXACT","1","0","True","HIGH","Y","",""
"TopFIND","TopFIND","http://clipserve.clip.ubc.ca/topfind","TopFIND","nan","http://clipserve.clip.ubc.ca/topfind","10.0","EXACT","1","0","True","HIGH","Y","",""
"TopicalPdb","Topical Peptide database","http://crdd.osdd.net/raghava/topicalpdb/","TopicalPdb","nan","http://crdd.osdd.net/raghava/topicalpdb","10.0","EXACT","1","0","True","HIGH","Y","",""
"TOPPCell","Single Cell COVID-19 Portal","http://toppcell.cchmc.org/","ToppCell","nan","http://toppcell.cchmc.org","10.0","EXACT","1","0","True","HIGH","Y","",""
"ToxinDB","ToxinDB","http://www.rxnfinder.org/toxindb/","ToxinDB","nan","http://www.rxnfinder.org/toxindb","10.0","EXACT","1","0","True","HIGH","Y","",""
"TparvaDB","Theileria parva Database","http://tparvadb.ilri.cgiar.org","TparvaDB","nan","http://tparvadb.ilri.cgiar.org","10.0","EXACT","1","0","True","HIGH","Y","",""
"Traitpedia","Trait encyclopedia","http://cbdm-01.zdv.uni-mainz.de/~munoz/traitpedia","Traitpedia","nan","http://cbdm-01.zdv.uni-mainz.de","10.0","EXACT","1","0","True","HIGH","Y","",""
"TransCirc","Translatable Circular RNA","https://www.biosino.org/transcirc/","TransCirc","nan","http://www.biosino.org/transcirc","10.0","EXACT","1","0","True","HIGH","Y","",""
"TranscriptomeBrowser","Transcriptome Browser","http://tagc.univ-mrs.fr/tbrowser/","TranscriptomeBrowser","nan","http://tagc.univ-mrs.fr/tbrowser","10.0","EXACT","1","0","True","HIGH","Y","",""
"Transcriptomine","Transcriptomine","http://www.nursa.org/transcriptomine","Transcriptomine","nan","http://www.nursa.org/transcriptomine","10.0","EXACT","1","0","True","HIGH","Y","",""
"Transformer","Transformer database","http://bioinformatics.charite.de/transformer","Transformer","nan","http://bioinformatics.charite.de/transformer","10.0","EXACT","1","0","True","HIGH","Y","",""
"TranslatomeDB","Translatome Database","http://www.translatomedb.net/","TranslatomeDB","nan","http://www.translatomedb.net","10.0","EXACT","1","0","True","HIGH","Y","",""
"Translocatome","Protein Translocation Database","http://translocatome.linkgroup.hu","Translocatome","nan","http://translocatome.linkgroup.hu, http://comppi.linkgroup.hu","10.0","EXACT","1","0","True","HIGH","Y","",""
"TransmiR","Transcription factor to microRNA","http://www.cuilab.cn/transmir","TransmiR","nan","http://www.cuilab.cn/transmir","10.0","EXACT","1","0","True","HIGH","Y","",""
"TransportDB","Transport Database","http://www.membranetransport.org/transportDB2/","TransportDB","nan","http://www.membranetransport.org/transportDB2","10.0","EXACT","1","0","True","HIGH","Y","",""
"TreeFam","Tree Families","http://www.treefam.org","TreeFam","nan","http://www.treefam.org","10.0","EXACT","1","0","True","HIGH","Y","",""
"TreeTFDB","TreeTFDB","http://treetfdb.bmep.riken.jp/index.pl","TreeTFDB","nan","http://treetfdb.bmep.riken.jp/index.pl","10.0","EXACT","1","0","True","HIGH","Y","",""
"TreeshrewDB","Tree shrew database","http://www.treeshrewdb.org","TreeshrewDB","Tree shrew database","http://www.treeshrewdb.org","10.0","EXACT","1","0","True","HIGH","Y","",""
"TriForC","Triterpene Formation and Cyclization database","http://bioinformatics.psb.ugent.be/triforc/","TriForC","nan","http://bioinformatics.psb.ugent.be/triforc","10.0","EXACT","1","0","True","HIGH","Y","",""
"TropGeneDB","Tropical Gene Database","http://tropgenedb.cirad.fr","TropGeneDB","nan","http://tropgenedb.cirad.fr","10.0","EXACT","1","0","True","HIGH","Y","",""
"TrypInDB","Trypanosome Inhibitor Database","http://trypindb.biomedinformri.com/","TrypInDB","nan","http://trypindb.biomedinformri.com","10.0","EXACT","1","0","True","HIGH","Y","",""
"TrypanoCyc","TrypanoCyc","http://www.metexplore.fr/trypanocyc/","TrypanoCyc","nan","http://www.metexplore.fr/trypanocyc","10.0","EXACT","1","0","True","HIGH","Y","",""
"TrypsNetDB","Trypanosomatid Network Database","http://trypsNetDB.org","TrypsNetDB","nan","http://trypsNetDB.org","10.0","EXACT","1","0","True","HIGH","Y","",""
"TuberQ","Tuberculosis Query Database","http://tuberq.proteinq.com.ar/","TuberQ","nan","http://tuberq.proteinq.com.ar","10.0","EXACT","1","0","True","HIGH","Y","",""
"TumorHoPe","Tumor Homing Peptides","http://crdd.osdd.net/raghava/tumorhope/","TumorHoPe","nan","http://crdd.osdd.net/raghava/tumorhope","10.0","EXACT","1","0","True","HIGH","Y","",""
"UCDB","Ulcerative Colitis Database","http://seiwertlab.uchicago.edu/UCDB","UCDB","Ulcerative Colitis Database","http://seiwertlab.uchicago.edu/UCDB","10.0","EXACT","1","0","True","HIGH","Y","",""
