pmid,source,ling_score,setfit_confidence
36593326,setfit_only,,0.6656009
39657135,linguistic_only,4.0,
36298417,setfit_only,,0.6709433
35659449,linguistic_only,3.0,
36806329,linguistic_only,3.0,
37887673,linguistic_only,3.0,
39657145,linguistic_only,5.0,
39231169,setfit_only,,0.66410315
37871298,linguistic_only,4.5,
38870722,linguistic_only,3.5,
40378051,linguistic_only,3.5,
35708612,setfit_only,,0.69966877
39657158,linguistic_only,4.5,
39870154,setfit_only,,0.61470354
39018187,linguistic_only,3.5,
35561164,linguistic_only,4.0,
39395021,linguistic_only,3.0,
35561166,linguistic_only,4.0,
35643087,linguistic_only,3.0,
35938002,setfit_only,,0.67604053
38870743,linguistic_only,3.0,
38166233,setfit_only,,0.65501875
38477530,setfit_only,,0.6099038
35561179,linguistic_only,4.5,
38690527,linguistic_only,3.5,
39198432,setfit_only,,0.641479
35561185,linguistic_only,4.0,
35561186,linguistic_only,3.0,
37527270,linguistic_only,3.5,
35938023,linguistic_only,3.5,
38985448,setfit_only,,0.67014307
35053288,setfit_only,,0.6693321
40296170,setfit_only,,0.72671175
37248747,linguistic_only,3.0,
34889452,setfit_only,,0.6852243
37543663,linguistic_only,3.0,
37625584,linguistic_only,4.0,
35561201,linguistic_only,4.0,
34840306,linguistic_only,3.5,
39198448,setfit_only,,0.6601925
40050418,setfit_only,,0.6290454
35561203,setfit_only,,0.69407886
40541942,setfit_only,,0.70817894
34643704,linguistic_only,5.0,
39411448,setfit_only,,0.7195511
34643709,linguistic_only,5.0,
39804669,linguistic_only,4.5,
39198462,setfit_only,,0.68197966
37953279,setfit_only,,0.7122739
34643715,linguistic_only,4.0,
38739716,setfit_only,,0.6687044
35069703,setfit_only,,0.71531975
38182666,linguistic_only,3.0,
34529036,linguistic_only,4.5,
34643725,linguistic_only,5.0,
37478157,linguistic_only,3.0,
39460620,linguistic_only,5.0,
35217168,linguistic_only,3.0,
34643729,linguistic_only,5.0,
39460625,linguistic_only,4.0,
35446541,setfit_only,,0.67734045
39198483,setfit_only,,0.69178665
35069719,setfit_only,,0.63359576
40378136,linguistic_only,3.0,
37953304,setfit_only,,0.723439
39231258,linguistic_only,4.0,
35397401,setfit_only,,0.6739981
37953308,setfit_only,,0.70142853
35495710,setfit_only,,0.6893866
37953312,setfit_only,,0.72624135
37953313,linguistic_only,4.5,
35839778,linguistic_only,3.5,
34791203,setfit_only,,0.72318184
40541988,linguistic_only,3.0,
36790055,linguistic_only,3.5,
36265769,linguistic_only,3.0,
37789481,setfit_only,,0.632568
37953323,linguistic_only,4.5,
35462956,linguistic_only,3.0,
37953324,setfit_only,,0.69944495
37953325,setfit_only,,0.7106015
37248814,setfit_only,,0.68014127
37953328,linguistic_only,5.0,
38149936,setfit_only,,0.68143487
37773106,linguistic_only,3.0,
35446579,linguistic_only,4.0,
35610420,setfit_only,,0.7191204
35643189,linguistic_only,4.5,
35217206,linguistic_only,3.5,
35643191,linguistic_only,3.5,
36134710,linguistic_only,4.0,
36134713,linguistic_only,3.5,
37953337,linguistic_only,3.5,
39804724,setfit_only,,0.67693543
37953341,linguistic_only,4.5,
36134718,linguistic_only,4.0,
37953349,linguistic_only,5.0,
36790087,linguistic_only,3.5,
36167495,setfit_only,,0.7066917
36151114,linguistic_only,3.5,
35561293,linguistic_only,3.0,
39198545,setfit_only,,0.6411502
37953362,linguistic_only,5.5,
37953365,linguistic_only,4.0,
36495189,setfit_only,,0.68854874
36151130,linguistic_only,3.5,
38018911,linguistic_only,4.0,
37838689,linguistic_only,3.0,
37707619,setfit_only,,0.70964086
37953380,linguistic_only,4.0,
38575974,setfit_only,,0.6318458
37166951,linguistic_only,3.5,
37953384,linguistic_only,5.0,
39149420,linguistic_only,4.5,
35839853,setfit_only,,0.63663787
36495218,linguistic_only,4.0,
39395186,linguistic_only,4.0,
39395187,linguistic_only,4.0,
39395188,linguistic_only,4.0,
37166966,setfit_only,,0.70926106
39722871,linguistic_only,3.5,
37166973,linguistic_only,3.5,
35561342,setfit_only,,0.68281287
37904256,linguistic_only,3.5,
37789571,linguistic_only,4.5,
39346055,linguistic_only,4.5,
39214983,setfit_only,,0.71925133
36773775,linguistic_only,3.0,
39018385,linguistic_only,3.0,
35790740,setfit_only,,0.68077004
40247189,setfit_only,,0.70100766
39214999,setfit_only,,0.668287
36724634,linguistic_only,4.5,
40673180,setfit_only,,0.6624851
37429152,linguistic_only,4.0,
38018981,setfit_only,,0.6442384
37986215,linguistic_only,4.5,
38035367,linguistic_only,4.5,
39133097,linguistic_only,3.5,
37986218,linguistic_only,4.5,
40673195,linguistic_only,3.5,
37986220,setfit_only,,0.71398246
37396399,linguistic_only,3.5,
37986224,setfit_only,,0.7233457
36396980,setfit_only,,0.71170616
37986230,setfit_only,,0.6975954
38805433,setfit_only,,0.691366
38346683,linguistic_only,4.0,
34791357,setfit_only,,0.71686685
36691901,setfit_only,,0.6108338
36413377,setfit_only,,0.7214065
35266505,linguistic_only,4.5,
40050634,setfit_only,,0.6990799
37740491,setfit_only,,0.7234198
38674377,setfit_only,,0.6339596
35413965,linguistic_only,3.5,
37478350,linguistic_only,4.5,
34791375,linguistic_only,4.0,
36347858,setfit_only,,0.7168661
39198675,linguistic_only,3.0,
37969874,setfit_only,,0.655217
35233751,setfit_only,,0.70956415
37183449,linguistic_only,4.5,
35266522,setfit_only,,0.7138027
35266524,linguistic_only,4.5,
35577821,setfit_only,,0.72301215
36347868,setfit_only,,0.7060836
39526369,linguistic_only,5.0,
39526372,linguistic_only,4.5,
38461412,setfit_only,,0.7116432
38182884,setfit_only,,0.62414306
39526380,linguistic_only,4.0,
39526381,setfit_only,,0.7066836
39526384,linguistic_only,4.5,
36036594,linguistic_only,3.5,
39526387,linguistic_only,4.5,
37167092,linguistic_only,4.5,
40378355,setfit_only,,0.68848515
35020790,linguistic_only,5.5,
34791415,linguistic_only,4.5,
36347894,linguistic_only,3.5,
37183478,linguistic_only,4.0,
39526391,setfit_only,,0.7033876
34791419,linguistic_only,3.0,
35659771,setfit_only,,0.7022784
34791421,linguistic_only,5.5,
39526397,setfit_only,,0.70931983
39526401,linguistic_only,4.5,
39526403,linguistic_only,4.5,
40296452,setfit_only,,0.68414354
34791429,linguistic_only,5.0,
39526405,linguistic_only,5.0,
34791440,linguistic_only,3.5,
35037201,setfit_only,,0.7203763
35037202,linguistic_only,3.5,
35037203,setfit_only,,0.72421557
40067093,linguistic_only,5.0,
35037207,setfit_only,,0.7157542
38641689,setfit_only,,0.63761276
36555254,setfit_only,,0.6806313
40099873,linguistic_only,3.5,
38166563,setfit_only,,0.6901927
36806692,linguistic_only,5.0,
40230947,setfit_only,,0.6822218
39378981,setfit_only,,0.6609399
35414055,setfit_only,,0.6763548
35037224,setfit_only,,0.7211801
35037225,setfit_only,,0.7277488
35643434,setfit_only,,0.7141348
37079543,setfit_only,,0.6526607
35774515,linguistic_only,3.0,
38395961,linguistic_only,3.5,
38166586,setfit_only,,0.7148548
36003902,linguistic_only,4.5,
39968831,setfit_only,,0.70456076
35414083,setfit_only,,0.65737486
35512388,linguistic_only,3.5,
39460934,setfit_only,,0.71616703
39460935,linguistic_only,3.5,
37036103,setfit_only,,0.7175466
39690313,setfit_only,,0.69027334
40493136,setfit_only,,0.70502514
36986961,linguistic_only,3.5,
38330451,linguistic_only,3.0,
36495445,setfit_only,,0.6998855
39460951,linguistic_only,3.5,
40443993,linguistic_only,3.0,
37822561,setfit_only,,0.68652004
38854754,setfit_only,,0.70619965
35348582,linguistic_only,3.5,
37052519,linguistic_only,5.5,
37331049,linguistic_only,3.5,
39247978,linguistic_only,5.0,
35020905,setfit_only,,0.6355339
35676266,setfit_only,,0.6506624
36085868,setfit_only,,0.7042033
36921458,setfit_only,,0.6995641
37052532,setfit_only,,0.72149146
38936693,linguistic_only,3.5,
40329333,setfit_only,,0.6561598
36823158,setfit_only,,0.70369494
35643512,linguistic_only,3.5,
38084728,setfit_only,,0.6037345
35627130,linguistic_only,3.0,
39493756,linguistic_only,4.5,
35020925,linguistic_only,4.5,
34709630,linguistic_only,3.0,
36823166,setfit_only,,0.6452289
35381376,linguistic_only,4.0,
35446912,linguistic_only,3.5,
35414146,setfit_only,,0.7177333
35676295,setfit_only,,0.6926347
35676297,linguistic_only,4.5,
38314123,setfit_only,,0.6731963
35676300,setfit_only,,0.69577736
35692690,linguistic_only,4.0,
38641811,linguistic_only,4.0,
37494933,setfit_only,,0.6484297
39149720,setfit_only,,0.68621033
37871773,linguistic_only,5.0,
35348639,linguistic_only,4.5,
35348640,linguistic_only,5.0,
35430561,linguistic_only,3.5,
37609633,linguistic_only,3.5,
38281377,linguistic_only,3.0,
36167846,setfit_only,,0.6691595
39985319,setfit_only,,0.7202074
35348648,linguistic_only,5.5,
35348649,linguistic_only,4.0,
36610216,linguistic_only,3.0,
36823207,setfit_only,,0.71173185
39870638,setfit_only,,0.68042934
35594415,linguistic_only,3.0,
36282546,linguistic_only,5.0,
36823221,linguistic_only,3.0,
39968950,linguistic_only,3.0,
35348662,setfit_only,,0.6924129
39936186,linguistic_only,3.0,
39870651,setfit_only,,0.7180462
39788736,linguistic_only,4.5,
39198917,linguistic_only,4.5,
37626053,setfit_only,,0.65305424
37904585,linguistic_only,3.0,
39854281,linguistic_only,4.0,
35365069,linguistic_only,4.5,
37904589,linguistic_only,4.5,
37904591,linguistic_only,4.5,
39706831,setfit_only,,0.63962466
36741328,setfit_only,,0.61698306
36544722,linguistic_only,4.0,
37527763,linguistic_only,3.0,
37904598,linguistic_only,4.0,
37167319,linguistic_only,3.0,
39657689,linguistic_only,3.5,
39870684,linguistic_only,3.0,
40526044,linguistic_only,3.5,
36036832,linguistic_only,3.0,
37904608,linguistic_only,3.5,
37347557,linguistic_only,4.0,
38346982,linguistic_only,4.0,
35660007,linguistic_only,4.0,
40542438,setfit_only,,0.7183561
37904617,linguistic_only,5.0,
37937382,setfit_only,,0.67692876
37626087,setfit_only,,0.6268666
36806894,linguistic_only,3.0,
40231150,setfit_only,,0.72487515
38297840,setfit_only,,0.7239252
38936817,setfit_only,,0.6773322
35234034,linguistic_only,3.5,
39493875,linguistic_only,3.0,
39788787,setfit_only,,0.7140854
40231156,setfit_only,,0.600707
38805752,linguistic_only,4.5,
38805753,linguistic_only,3.0,
36823289,setfit_only,,0.7146427
35266814,setfit_only,,0.6522288
40182018,linguistic_only,3.0,
38347012,setfit_only,,0.7167914
33382660,setfit_only,,0.65929073
39575812,setfit_only,,0.6324814
35971335,linguistic_only,3.0,
38822152,linguistic_only,4.0,
35201291,linguistic_only,5.0,
37019916,linguistic_only,3.0,
39657740,setfit_only,,0.71806157
36217102,linguistic_only,3.0,
40116496,linguistic_only,3.5,
39854354,setfit_only,,0.67380214
40411413,setfit_only,,0.71872246
36086045,linguistic_only,3.0,
37200157,setfit_only,,0.70945877
38396192,setfit_only,,0.6706724
39985442,linguistic_only,4.0,
36823331,linguistic_only,3.0,
39297317,setfit_only,,0.70472836
39985446,linguistic_only,4.0,
38543656,linguistic_only,3.0,
40100137,setfit_only,,0.7227652
40919338,setfit_only,,0.7104854
35987763,linguistic_only,3.0,
36266291,setfit_only,,0.6865045
40411446,linguistic_only,5.0,
38084919,linguistic_only,4.0,
36266295,setfit_only,,0.69609934
38084920,setfit_only,,0.71233594
35168570,linguistic_only,3.0,
39362872,setfit_only,,0.71023
39362876,linguistic_only,4.5,
39657789,linguistic_only,3.0,
37167423,linguistic_only,3.0,
40100159,linguistic_only,3.5,
36675905,linguistic_only,4.0,
40182081,setfit_only,,0.71418154
39936323,linguistic_only,4.5,
38428997,linguistic_only,4.0,
39264584,linguistic_only,3.0,
37216585,setfit_only,,0.72213554
37216588,linguistic_only,4.0,
39657811,setfit_only,,0.70470905
37888340,linguistic_only,3.0,
38707542,linguistic_only,4.5,
37904728,setfit_only,,0.61026937
35807577,setfit_only,,0.7233464
37085533,setfit_only,,0.6694938
39362911,setfit_only,,0.6892983
37069152,setfit_only,,0.70198905
37216609,linguistic_only,5.0,
39117154,setfit_only,,0.7225578
39362914,setfit_only,,0.70795727
39510367,setfit_only,,0.67420477
38969708,linguistic_only,4.5,
39297389,linguistic_only,3.5,
36200814,linguistic_only,4.0,
39281010,setfit_only,,0.71218455
38773111,setfit_only,,0.7064302
36200824,linguistic_only,5.0,
39362938,setfit_only,,0.6242869
36200827,linguistic_only,3.5,
39870848,setfit_only,,0.72206956
38789504,setfit_only,,0.70041037
35512705,setfit_only,,0.6729206
35512704,setfit_only,,0.6277076
35512708,linguistic_only,3.0,
36200836,linguistic_only,5.0,
36200838,linguistic_only,3.0,
35021191,linguistic_only,3.5,
40034696,linguistic_only,3.0,
35021190,setfit_only,,0.6782056
38838674,linguistic_only,3.0,
38740374,setfit_only,,0.6819835
35152280,setfit_only,,0.65183806
39084442,linguistic_only,4.5,
37216666,setfit_only,,0.63035303
39166362,setfit_only,,0.62661064
36135325,setfit_only,,0.6828896
35152286,linguistic_only,3.0,
38953375,linguistic_only,3.0,
39788962,setfit_only,,0.70979685
38265251,linguistic_only,3.5,
34890150,setfit_only,,0.7108393
40509866,linguistic_only,4.0,
39788970,setfit_only,,0.6411304
35627437,setfit_only,,0.6914345
37855663,linguistic_only,4.5,
38609331,linguistic_only,3.0,
36135348,linguistic_only,3.5,
39379379,linguistic_only,3.0,
37855672,linguistic_only,4.0,
39215544,linguistic_only,3.0,
38724027,linguistic_only,3.5,
40034748,linguistic_only,3.0,
40214971,linguistic_only,3.0,
39346622,setfit_only,,0.700037
38085058,linguistic_only,3.0,
36200899,setfit_only,,0.7117057
37855686,linguistic_only,4.0,
38330823,linguistic_only,4.0,
38789577,linguistic_only,3.0,
37855690,linguistic_only,3.0,
39395790,setfit_only,,0.6154875
39379407,setfit_only,,0.6143314
39789009,setfit_only,,0.68053186
39821779,linguistic_only,3.5,
39657946,linguistic_only,4.0,
37806555,linguistic_only,5.0,
39379421,setfit_only,,0.6138756
39657951,linguistic_only,3.5,
38150626,linguistic_only,4.5,
36037090,setfit_only,,0.7057172
37183971,setfit_only,,0.60464555
39838181,linguistic_only,4.5,
39838182,linguistic_only,4.0,
36069866,linguistic_only,3.5,
39641579,linguistic_only,3.5,
35086829,setfit_only,,0.6811124
36758001,setfit_only,,0.6716986
38609400,setfit_only,,0.70859903
35856889,linguistic_only,3.0,
38920699,setfit_only,,0.6372613
38609405,setfit_only,,0.6794077
39379460,setfit_only,,0.69815785
36495883,linguistic_only,3.5,
37462540,linguistic_only,4.0,
39068171,setfit_only,,0.6457235
38609423,setfit_only,,0.7168593
38625809,linguistic_only,3.0,
36168211,setfit_only,,0.635307
35725848,linguistic_only,3.0,
39445018,setfit_only,,0.60957325
35758619,setfit_only,,0.67596817
35971612,linguistic_only,5.0,
39117342,linguistic_only,4.5,
38609440,setfit_only,,0.66977876
39019041,linguistic_only,4.5,
38412834,linguistic_only,3.0,
35430947,linguistic_only,4.0,
39920160,setfit_only,,0.6507488
37167657,linguistic_only,3.5,
36217386,linguistic_only,4.5,
36364843,linguistic_only,3.0,
37331497,setfit_only,,0.70222026
40165935,setfit_only,,0.71552825
36069936,linguistic_only,6.0,
36495921,linguistic_only,5.5,
36053554,linguistic_only,5.0,
36266547,linguistic_only,3.0,
38265399,setfit_only,,0.6964633
37872185,linguistic_only,3.0,
39658041,linguistic_only,4.0,
38478395,linguistic_only,5.0,
39952954,setfit_only,,0.70215946
37691964,setfit_only,,0.70319647
40346170,setfit_only,,0.6648257
35971647,linguistic_only,4.5,
37151295,linguistic_only,3.0,
39559743,linguistic_only,3.0,
39232070,linguistic_only,3.0,
39215687,setfit_only,,0.6601304
38658632,setfit_only,,0.69451386
35267146,setfit_only,,0.7227638
38625866,setfit_only,,0.68013775
40493647,linguistic_only,3.5,
40329811,linguistic_only,3.0,
35136085,setfit_only,,0.71872914
38216281,setfit_only,,0.68301845
35840601,setfit_only,,0.62809604
36479579,linguistic_only,4.5,
39952993,setfit_only,,0.6688822
39215721,linguistic_only,5.0,
36758122,linguistic_only,3.0,
39658089,setfit_only,,0.64328396
37249645,linguistic_only,3.0,
34546290,linguistic_only,4.0,
38085234,linguistic_only,3.0,
35201651,setfit_only,,0.6837154
36610676,setfit_only,,0.70173705
40067703,setfit_only,,0.64407396
39871102,setfit_only,,0.71293163
35693187,linguistic_only,4.5,
38625925,setfit_only,,0.6429573
39445132,setfit_only,,0.66506374
38593165,linguistic_only,4.5,
40526489,linguistic_only,3.5,
38232729,setfit_only,,0.6264717
39379619,linguistic_only,3.5,
38806182,linguistic_only,4.0,
39592620,setfit_only,,0.6561872
37692080,setfit_only,,0.7131626
38462130,linguistic_only,5.0,
39838386,linguistic_only,3.0,
39068339,setfit_only,,0.6704593
39592634,setfit_only,,0.6638975
37003963,linguistic_only,3.5,
35758780,setfit_only,,0.70919317
35562172,setfit_only,,0.695611
38478526,setfit_only,,0.7011607
39477949,setfit_only,,0.69351614
38199998,setfit_only,,0.6873572
36840124,setfit_only,,0.6689524
38560451,linguistic_only,3.0,
35758788,linguistic_only,4.5,
38871749,setfit_only,,0.68166953
37298890,setfit_only,,0.606019
37184204,linguistic_only,3.0,
39592652,linguistic_only,4.0,
40133325,setfit_only,,0.7068951
40067792,linguistic_only,4.5,
34792145,linguistic_only,5.0,
39477968,setfit_only,,0.69750184
36659921,setfit_only,,0.7057232
39412436,linguistic_only,4.0,
37544661,linguistic_only,4.5,
35758806,linguistic_only,4.0,
37561047,linguistic_only,3.0,
35693267,setfit_only,,0.6427447
34415321,linguistic_only,5.5,
35758810,linguistic_only,4.0,
39412443,linguistic_only,4.0,
36217556,setfit_only,,0.6688398
39412445,linguistic_only,3.0,
34792158,linguistic_only,3.5,
39412440,setfit_only,,0.71452653
35758811,setfit_only,,0.70204586
39658207,setfit_only,,0.69715047
37429985,setfit_only,,0.65612996
34792163,linguistic_only,3.5,
37069540,linguistic_only,3.5,
37528293,linguistic_only,4.5,
34792166,linguistic_only,4.5,
36266726,linguistic_only,4.5,
37053159,setfit_only,,0.7053638
37069545,linguistic_only,4.0,
34792170,linguistic_only,3.5,
36971243,linguistic_only,4.5,
35758822,setfit_only,,0.68877816
36070129,linguistic_only,3.0,
39838450,linguistic_only,5.0,
39494388,linguistic_only,3.0,
39478004,setfit_only,,0.6126409
35037942,linguistic_only,3.0,
38871800,setfit_only,,0.69816595
38871809,linguistic_only,3.0,
35480326,linguistic_only,4.5,
40133382,setfit_only,,0.692778
39805704,setfit_only,,0.72195727
35414795,linguistic_only,4.0,
37528331,linguistic_only,4.0,
40133389,setfit_only,,0.69724077
35087120,setfit_only,,0.6754997
37561107,linguistic_only,3.5,
38658835,linguistic_only,4.5,
39658259,linguistic_only,4.5,
38413078,setfit_only,,0.6542889
37659415,setfit_only,,0.6948124
36463386,linguistic_only,3.5,
40133402,linguistic_only,3.0,
35758881,linguistic_only,3.0,
35365666,linguistic_only,3.0,
35758882,linguistic_only,4.5,
40067873,setfit_only,,0.6789897
39641894,setfit_only,,0.70346963
36463398,setfit_only,,0.6544246
35365676,linguistic_only,3.5,
35365679,setfit_only,,0.64728284
37004080,linguistic_only,3.0,
38609714,linguistic_only,3.0,
36299577,setfit_only,,0.6822181
37069644,linguistic_only,3.5,
38347596,linguistic_only,3.0,
39805772,setfit_only,,0.71207714
34677586,linguistic_only,4.5,
38937428,setfit_only,,0.6485417
37610325,linguistic_only,5.0,
37069653,setfit_only,,0.7127388
39117657,setfit_only,,0.7202855
37233502,setfit_only,,0.7093212
38167392,setfit_only,,0.63517535
36053857,linguistic_only,3.0,
39543652,linguistic_only,3.5,
36627305,linguistic_only,3.5,
40280939,setfit_only,,0.6990878
36070252,linguistic_only,4.0,
37610350,linguistic_only,4.0,
40444783,linguistic_only,4.5,
36856688,linguistic_only,4.0,
35857265,linguistic_only,3.0,
38216562,linguistic_only,3.0,
39494517,linguistic_only,4.5,
39428982,linguistic_only,3.0,
35218297,setfit_only,,0.7056248
37053306,setfit_only,,0.70793134
35562362,setfit_only,,0.6294134
39494524,linguistic_only,4.0,
38593404,setfit_only,,0.70342946
35169150,linguistic_only,3.0,
39216000,setfit_only,,0.7104137
36070274,setfit_only,,0.6423557
39494533,linguistic_only,4.5,
38937480,setfit_only,,0.6437783
39494542,linguistic_only,4.0,
36856726,setfit_only,,0.7122928
37004189,linguistic_only,4.0,
38314912,setfit_only,,0.7162584
36578210,setfit_only,,0.6193918
37757861,linguistic_only,4.0,
38724521,linguistic_only,3.0,
38069165,setfit_only,,0.71783555
39805871,linguistic_only,3.5,
40248245,setfit_only,,0.7076503
39363510,linguistic_only,3.5,
38724536,setfit_only,,0.7024581
35283898,linguistic_only,3.5,
36004795,setfit_only,,0.6898372
38659008,linguistic_only,4.0,
39822275,linguistic_only,5.0,
35169219,setfit_only,,0.6248746
40281032,linguistic_only,3.0,
35349449,setfit_only,,0.6561046
35169226,setfit_only,,0.65116674
38298569,setfit_only,,0.6165743
35595213,linguistic_only,5.0,
38052819,linguistic_only,3.0,
36840404,linguistic_only,3.5,
38806483,linguistic_only,3.5,
35939284,setfit_only,,0.64150685
36463582,setfit_only,,0.6036648
40133599,setfit_only,,0.65856254
36725728,setfit_only,,0.67762434
35595235,linguistic_only,4.0,
38167525,setfit_only,,0.6941195
37266406,linguistic_only,3.5,
36774895,linguistic_only,3.5,
38167535,setfit_only,,0.6307244
38659057,linguistic_only,3.0,
35169263,setfit_only,,0.62961084
38724595,setfit_only,,0.70964724
38724597,setfit_only,,0.6905173
38757367,setfit_only,,0.7089861
37839865,linguistic_only,3.5,
37889020,linguistic_only,3.0,
38806531,setfit_only,,0.6128107
39576581,linguistic_only,5.0,
39035910,linguistic_only,3.0,
38888456,linguistic_only,3.5,
39576584,linguistic_only,3.5,
39576587,linguistic_only,3.5,
39609355,setfit_only,,0.6668671
37889037,setfit_only,,0.6583507
37889038,linguistic_only,5.5,
37889039,setfit_only,,0.6894644
37889041,linguistic_only,4.0,
40625169,linguistic_only,4.0,
37987347,setfit_only,,0.6439831
38102040,linguistic_only,3.0,
37889051,linguistic_only,4.5,
40018971,setfit_only,,0.6508156
37889053,linguistic_only,4.0,
37889052,setfit_only,,0.7141909
35234849,linguistic_only,3.0,
35234850,linguistic_only,4.0,
38872097,linguistic_only,3.5,
40248357,linguistic_only,5.5,
40281126,setfit_only,,0.6647405
35202091,linguistic_only,3.0,
36004908,setfit_only,,0.64714867
39101486,setfit_only,,0.7199461
39363630,setfit_only,,0.7152828
37889074,linguistic_only,5.5,
34432052,linguistic_only,4.0,
37889076,linguistic_only,4.0,
37889077,linguistic_only,4.0,
38102070,setfit_only,,0.71195173
38954043,setfit_only,,0.6015395
39101500,linguistic_only,3.0,
39101502,linguistic_only,4.0,
36496448,setfit_only,,0.68497664
37938247,setfit_only,,0.66148835
39609418,setfit_only,,0.63982713
39593035,linguistic_only,4.0,
38495308,setfit_only,,0.6767805
39216206,setfit_only,,0.64322734
35284049,linguistic_only,4.5,
38708311,setfit_only,,0.6946188
35234904,linguistic_only,3.5,
38904920,linguistic_only,3.0,
38626392,setfit_only,,0.6934272
38282330,setfit_only,,0.7073548
38134877,linguistic_only,3.5,
37037149,setfit_only,,0.6948084
37233759,linguistic_only,3.0,
39740512,linguistic_only,4.0,
35234913,linguistic_only,3.0,
39773281,setfit_only,,0.7180214
39609443,setfit_only,,0.68769497
36480100,linguistic_only,3.0,
37823596,linguistic_only,3.5,
39871596,linguistic_only,4.0,
37823598,linguistic_only,4.5,
38855791,setfit_only,,0.6377167
36496501,linguistic_only,3.0,
39609462,setfit_only,,0.676962
39593080,setfit_only,,0.6950032
37315707,setfit_only,,0.65695
39773308,linguistic_only,3.0,
35857541,linguistic_only,3.5,
38970503,linguistic_only,4.0,
38888585,linguistic_only,4.5,
34792587,linguistic_only,4.0,
36922507,setfit_only,,0.7023982
34530446,linguistic_only,5.0,
35906703,linguistic_only,3.5,
36775056,linguistic_only,3.5,
38102159,setfit_only,,0.68967265
40133778,linguistic_only,4.5,
36922515,setfit_only,,0.6994212
40133781,linguistic_only,3.5,
40133783,linguistic_only,4.0,
40133784,linguistic_only,4.0,
40133787,linguistic_only,3.0,
40133788,linguistic_only,5.0,
35562653,linguistic_only,3.5,
37528731,setfit_only,,0.6987017
38741151,linguistic_only,3.0,
40133792,linguistic_only,5.5,
36512929,linguistic_only,4.5,
40133794,linguistic_only,3.0,
36447388,setfit_only,,0.6910556
39511198,setfit_only,,0.6963932
40133793,setfit_only,,0.7124288
36840614,linguistic_only,3.5,
36545703,linguistic_only,3.5,
38872231,linguistic_only,4.5,
36267181,setfit_only,,0.69204473
36938926,setfit_only,,0.71760684
36922546,linguistic_only,4.0,
39003315,linguistic_only,3.0,
39101619,setfit_only,,0.6656495
36332724,setfit_only,,0.693759
39478454,linguistic_only,3.0,
37725369,linguistic_only,3.5,
36316345,setfit_only,,0.7000313
38528186,setfit_only,,0.65681845
40494271,setfit_only,,0.66686183
39478465,linguistic_only,3.5,
38855877,linguistic_only,3.5,
37594311,linguistic_only,3.0,
37184712,linguistic_only,3.0,
39331016,linguistic_only,3.0,
39986376,setfit_only,,0.6025867
39134412,setfit_only,,0.70027983
37315789,setfit_only,,0.66832435
40461520,setfit_only,,0.69527394
38790353,setfit_only,,0.6224986
39724242,setfit_only,,0.70207167
37823705,linguistic_only,4.5,
39576796,setfit_only,,0.6205174
36299999,setfit_only,,0.6894757
39773409,linguistic_only,4.5,
34694372,linguistic_only,3.0,
35071207,setfit_only,,0.6423915
39380204,linguistic_only,4.0,
39380205,linguistic_only,4.5,
40346862,linguistic_only,3.0,
40494321,linguistic_only,3.5,
39838963,setfit_only,,0.7216906
39625972,linguistic_only,3.0,
40379636,setfit_only,,0.6958663
39101690,setfit_only,,0.6966398
35972351,linguistic_only,3.5,
39658751,linguistic_only,3.0,
40396031,linguistic_only,4.0,
36988160,setfit_only,,0.7138577
36513026,setfit_only,,0.68603
36676869,linguistic_only,3.0,
40379655,linguistic_only,3.5,
37856524,linguistic_only,3.0,
36463884,setfit_only,,0.6988255
37102867,setfit_only,,0.713549
39789848,linguistic_only,3.5,
39707929,linguistic_only,5.0,
40281369,linguistic_only,3.0,
38167832,setfit_only,,0.7066894
36283679,linguistic_only,3.5,
35743007,setfit_only,,0.652543
35104033,linguistic_only,3.5,
38413601,setfit_only,,0.69298154
40314147,linguistic_only,3.0,
35382564,linguistic_only,3.5,
38413602,setfit_only,,0.60789365
37676328,linguistic_only,3.0,
38724907,setfit_only,,0.7162427
40510764,setfit_only,,0.6646147
37725485,linguistic_only,3.0,
38413613,setfit_only,,0.703092
38724911,linguistic_only,3.5,
39724337,linguistic_only,4.5,
36152628,setfit_only,,0.6765848
39724341,setfit_only,,0.7064894
38724920,setfit_only,,0.6839169
39757114,linguistic_only,3.5,
37971258,setfit_only,,0.6980891
35185982,setfit_only,,0.61325943
36316489,linguistic_only,4.5,
38331722,linguistic_only,4.5,
38020428,setfit_only,,0.67662734
38921549,setfit_only,,0.6466508
39724366,linguistic_only,4.0,
38167889,setfit_only,,0.71418816
38266194,setfit_only,,0.7231176
39134549,setfit_only,,0.69547963
40281430,linguistic_only,4.0,
39101783,linguistic_only,4.5,
35562840,linguistic_only,5.5,
39806295,linguistic_only,4.0,
35595612,linguistic_only,3.0,
37971293,linguistic_only,3.5,
38233439,setfit_only,,0.7171353
35186016,setfit_only,,0.6935473
40723810,setfit_only,,0.68432146
37971299,setfit_only,,0.7173022
38233444,linguistic_only,3.0,
37971305,linguistic_only,5.0,
40035691,linguistic_only,4.0,
37856620,linguistic_only,4.0,
36857197,linguistic_only,3.5,
37070190,linguistic_only,4.0,
38987117,setfit_only,,0.6875732
37561710,setfit_only,,0.640353
37184881,linguistic_only,3.5,
35186035,linguistic_only,4.5,
