pmid,source,ling_score
38057322,linguistic,3.0
38057380,linguistic,3.0
38057859,linguistic,5.5
38058186,linguistic,4.0
38059067,linguistic,3.0
38060257,linguistic,4.0
38060994,linguistic,3.5
38062357,linguistic,4.5
38063081,linguistic,4.0
38063370,linguistic,3.0
38064200,linguistic,3.5
38064432,linguistic,3.0
38066065,linguistic,3.0
38066222,linguistic,3.0
38066439,linguistic,3.0
38066711,linguistic,5.0
38069801,linguistic,3.0
38074466,linguistic,3.5
38077442,linguistic,3.5
38078902,linguistic,3.0
38084919,linguistic,4.0
38085058,linguistic,3.0
38085234,linguistic,3.0
38088904,linguistic,3.5
38091269,linguistic,3.0
38091511,linguistic,3.5
38091963,linguistic,3.5
38092048,linguistic,3.5
38092767,linguistic,3.5
38093376,linguistic,3.0
38095856,linguistic,4.5
38096184,linguistic,3.0
38097182,linguistic,3.5
38097650,linguistic,3.0
38097955,linguistic,3.0
38100461,linguistic,4.0
38102040,linguistic,3.0
38106962,linguistic,3.0
38109500,linguistic,4.5
38111059,linguistic,3.0
38112004,linguistic,3.0
38113416,linguistic,3.5
38113679,linguistic,4.0
38114921,linguistic,3.5
38123152,linguistic,3.0
38123153,linguistic,3.0
38123154,linguistic,3.0
38123557,linguistic,3.5
38128543,linguistic,4.5
38129112,linguistic,3.0
38129478,linguistic,3.5
38129777,linguistic,4.5
38134877,linguistic,3.5
38135744,linguistic,3.0
38143020,linguistic,4.5
38148272,linguistic,4.0
38148439,linguistic,3.0
38148585,linguistic,3.0
38150626,linguistic,4.5
38155573,linguistic,3.0
38156953,linguistic,5.0
38157107,linguistic,4.0
38157777,linguistic,3.0
38160311,linguistic,3.5
38162307,linguistic,3.0
38162465,linguistic,3.5
38163502,linguistic,3.0
38164624,linguistic,4.0
38172116,linguistic,3.0
38172657,linguistic,4.5
38173318,linguistic,3.5
38175665,linguistic,3.0
38176651,linguistic,4.0
38179668,linguistic,4.5
38181047,linguistic,4.5
38181293,linguistic,3.0
38181611,linguistic,4.0
38181731,linguistic,3.5
38182666,linguistic,3.0
38185001,linguistic,3.0
38189540,linguistic,4.0
38190831,linguistic,3.0
38191934,linguistic,3.0
38192372,linguistic,4.0
38193774,linguistic,3.0
38195165,linguistic,3.0
38202870,linguistic,3.0
38203654,linguistic,3.0
38204359,linguistic,4.5
38204360,linguistic,5.0
38204924,linguistic,3.5
38205245,linguistic,3.5
38206277,linguistic,4.5
38206320,linguistic,3.5
38212124,linguistic,3.5
38213027,linguistic,4.0
38213899,linguistic,3.5
38213995,linguistic,4.0
38213997,linguistic,3.5
38216562,linguistic,3.0
38218937,linguistic,4.5
38218959,linguistic,3.5
38221536,linguistic,3.0
38227799,linguistic,4.5
38228642,linguistic,3.0
38230566,linguistic,3.0
38233444,linguistic,3.0
38233793,linguistic,3.5
38233808,linguistic,3.0
38234122,linguistic,4.5
38236818,linguistic,3.5
38237024,linguistic,3.0
38238330,linguistic,3.0
38238407,linguistic,3.0
38238687,linguistic,3.5
38239810,linguistic,4.5
38241143,linguistic,4.0
38242593,linguistic,3.0
38242596,linguistic,3.5
38242684,linguistic,4.0
38243693,linguistic,3.0
38244111,linguistic,3.0
38244574,linguistic,3.5
38245654,linguistic,4.0
38246798,linguistic,4.0
38247521,linguistic,4.0
38250720,linguistic,4.5
38253529,linguistic,3.0
38254225,linguistic,3.5
38254411,linguistic,3.0
38256255,linguistic,3.0
38261648,linguistic,4.0
38262680,linguistic,4.0
38263521,linguistic,4.0
38265251,linguistic,3.5
38267314,linguistic,4.0
38267891,linguistic,4.0
38268451,linguistic,3.5
38271818,linguistic,3.0
38272936,linguistic,4.5
38273507,linguistic,3.5
38273657,linguistic,3.0
38274998,linguistic,3.5
38277370,linguistic,4.0
38277912,linguistic,3.0
38279110,linguistic,4.5
38279653,linguistic,4.0
38281377,linguistic,3.0
38282890,linguistic,4.0
38284225,linguistic,3.0
38284937,linguistic,3.5
38286947,linguistic,3.0
38291430,linguistic,3.0
38303023,linguistic,3.5
38305800,linguistic,3.0
38306039,linguistic,4.5
38307869,linguistic,3.0
38309384,linguistic,4.0
38310330,linguistic,4.0
38310531,linguistic,3.0
38310806,linguistic,3.0
38312334,linguistic,3.0
38312338,linguistic,3.5
38312948,linguistic,5.0
38319109,linguistic,4.0
38319296,linguistic,3.0
38323044,linguistic,3.0
38323623,linguistic,3.5
38327356,linguistic,4.0
38327368,linguistic,3.0
38330451,linguistic,3.0
38330823,linguistic,4.0
38331722,linguistic,4.5
38333059,linguistic,3.0
38335225,linguistic,3.5
38335248,linguistic,4.5
38335311,linguistic,3.5
38336614,linguistic,3.5
38337024,linguistic,5.0
38337062,linguistic,4.0
38341646,linguistic,4.0
38345567,linguistic,4.5
38346683,linguistic,4.0
38346982,linguistic,4.0
38347596,linguistic,3.0
38351208,linguistic,3.0
38352916,linguistic,4.0
38355413,linguistic,4.0
38360815,linguistic,3.0
38365724,linguistic,4.0
38366803,linguistic,3.5
38367445,linguistic,3.5
38367620,linguistic,3.0
38371639,linguistic,4.0
38371933,linguistic,3.0
38373745,linguistic,3.5
38376382,linguistic,3.5
38377393,linguistic,3.0
38383060,linguistic,3.5
38384789,linguistic,3.5
38385872,linguistic,3.0
38385879,linguistic,4.0
38388681,linguistic,4.0
38389029,linguistic,5.0
38390545,linguistic,3.0
38393149,linguistic,3.0
38395961,linguistic,3.5
38406264,linguistic,3.0
38411627,linguistic,4.5
38412834,linguistic,3.0
38416793,linguistic,3.0
38419327,linguistic,3.0
38422081,linguistic,3.0
38422108,linguistic,3.0
38422352,linguistic,3.5
38425493,linguistic,3.0
38426331,linguistic,5.0
38426351,linguistic,4.5
38428272,linguistic,3.0
38428997,linguistic,4.0
38430745,linguistic,4.0
38431179,linguistic,3.0
38434751,linguistic,3.0
38436570,linguistic,3.0
38437151,linguistic,3.5
38437173,linguistic,3.0
38440907,linguistic,5.0
38443468,linguistic,3.0
38443821,linguistic,4.0
38444537,linguistic,3.0
38448141,linguistic,3.0
38449024,linguistic,4.5
38452801,linguistic,3.0
38453963,linguistic,3.0
38458603,linguistic,3.5
38459036,linguistic,3.0
38459946,linguistic,4.0
38462130,linguistic,5.0
38468111,linguistic,3.5
38470439,linguistic,3.0
38470883,linguistic,5.0
38471316,linguistic,4.0
38472305,linguistic,3.0
38478395,linguistic,5.0
38481028,linguistic,4.5
38483315,linguistic,4.5
38483583,linguistic,3.0
38487848,linguistic,4.5
38488251,linguistic,3.5
38489299,linguistic,3.5
38489989,linguistic,4.0
38490248,linguistic,3.5
38490256,linguistic,3.5
38491157,linguistic,3.0
38491248,linguistic,3.5
38491365,linguistic,5.0
38491529,linguistic,5.0
38491990,linguistic,4.5
38492232,linguistic,4.0
38497637,linguistic,3.5
38498357,linguistic,3.5
38498764,linguistic,3.0
38498847,linguistic,4.0
38500042,linguistic,3.0
38500146,linguistic,4.0
38502608,linguistic,5.0
38502609,linguistic,5.0
38504112,linguistic,3.5
38506570,linguistic,4.0
38507015,linguistic,3.0
38507648,linguistic,3.5
38508935,linguistic,3.0
38512053,linguistic,3.0
38514661,linguistic,3.0
38514693,linguistic,3.0
38516019,linguistic,3.5
38518981,linguistic,4.5
38519883,linguistic,5.0
38520921,linguistic,3.5
38522645,linguistic,4.5
38522772,linguistic,3.0
38523647,linguistic,3.0
38524309,linguistic,3.0
38525301,linguistic,3.0
38530613,linguistic,5.0
38531069,linguistic,4.0
38531599,linguistic,4.5
38532024,linguistic,3.0
38532295,linguistic,3.5
38532297,linguistic,4.0
38532317,linguistic,5.0
38537198,linguistic,4.0
38537199,linguistic,4.0
38543656,linguistic,3.0
38547405,linguistic,5.0
38548745,linguistic,3.0
38548995,linguistic,3.0
38549946,linguistic,5.0
38552170,linguistic,3.5
38552307,linguistic,4.0
38552327,linguistic,5.0
38552697,linguistic,3.5
38555474,linguistic,3.0
38556628,linguistic,3.0
38557635,linguistic,4.5
38557673,linguistic,3.0
38559304,linguistic,3.5
38560451,linguistic,3.0
38561149,linguistic,3.0
38561180,linguistic,3.5
38564425,linguistic,4.5
38565273,linguistic,4.5
38569548,linguistic,3.0
38571312,linguistic,3.0
38575591,linguistic,3.0
38579261,linguistic,3.5
38580076,linguistic,5.0
38580907,linguistic,4.5
38581360,linguistic,3.0
38581420,linguistic,3.5
38581840,linguistic,4.5
38582080,linguistic,3.0
38584701,linguistic,3.5
38585015,linguistic,3.0
38587201,linguistic,3.5
38587202,linguistic,4.5
38587206,linguistic,4.5
38588573,linguistic,5.0
38593165,linguistic,4.5
38596315,linguistic,4.5
38597890,linguistic,3.5
38597895,linguistic,3.0
38598470,linguistic,3.0
38601265,linguistic,4.0
38602506,linguistic,4.0
38603611,linguistic,4.0
38605060,linguistic,3.0
38607411,linguistic,3.5
38609331,linguistic,3.0
38609714,linguistic,3.0
38613325,linguistic,3.5
38613393,linguistic,4.5
38613826,linguistic,4.0
38614094,linguistic,3.0
38614285,linguistic,3.5
38616961,linguistic,4.5
38617561,linguistic,3.0
38619046,linguistic,5.0
38622098,linguistic,5.0
38622746,linguistic,3.5
38623560,linguistic,3.0
38625809,linguistic,3.0
38628370,linguistic,4.5
38629131,linguistic,3.0
38629186,linguistic,4.5
38632050,linguistic,3.5
38632086,linguistic,4.0
38640488,linguistic,4.0
38641811,linguistic,4.0
38643090,linguistic,5.5
38643247,linguistic,3.5
38643272,linguistic,3.5
38643910,linguistic,3.0
38644519,linguistic,5.5
38646468,linguistic,3.5
38653491,linguistic,4.5
38656142,linguistic,3.0
38658835,linguistic,4.5
38659008,linguistic,4.0
38659057,linguistic,3.0
38660008,linguistic,3.0
38660300,linguistic,3.5
38660610,linguistic,4.0
38661218,linguistic,4.5
38662570,linguistic,5.5
38671360,linguistic,3.0
38678388,linguistic,3.0
38679729,linguistic,3.0
38680873,linguistic,4.5
38685101,linguistic,4.0
38686803,linguistic,4.0
38686808,linguistic,5.0
38688285,linguistic,3.0
38688470,linguistic,3.0
38688567,linguistic,3.5
38690527,linguistic,3.5
38695120,linguistic,3.0
38696757,linguistic,4.0
38698340,linguistic,4.0
38698803,linguistic,3.0
38700279,linguistic,3.0
38701592,linguistic,5.0
38703894,linguistic,3.5
38707542,linguistic,4.5
38709825,linguistic,4.0
38709873,linguistic,3.5
38709877,linguistic,4.0
38709879,linguistic,4.5
38709889,linguistic,4.5
38711369,linguistic,4.0
38711584,linguistic,3.0
38711760,linguistic,5.0
38713861,linguistic,5.0
38714913,linguistic,4.5
38715008,linguistic,4.5
38717988,linguistic,4.0
38718922,linguistic,4.0
38719747,linguistic,5.0
38720552,linguistic,3.0
38724027,linguistic,3.5
38724521,linguistic,3.0
38724911,linguistic,3.5
38725076,linguistic,3.5
38726678,linguistic,3.0
38728310,linguistic,3.5
38734825,linguistic,3.0
38736683,linguistic,4.5
38738618,linguistic,4.0
38738624,linguistic,5.0
38741151,linguistic,3.0
38742521,linguistic,3.5
38742639,linguistic,3.5
38745111,linguistic,3.0
38745271,linguistic,3.5
38747283,linguistic,3.5
38747369,linguistic,3.0
38747440,linguistic,4.0
38748636,linguistic,4.5
38752292,linguistic,4.0
38752486,linguistic,4.5
38753714,linguistic,3.0
38754097,linguistic,4.5
38754474,linguistic,3.0
38754711,linguistic,4.5
38755321,linguistic,3.5
38759114,linguistic,4.0
38761499,linguistic,3.5
38762876,linguistic,3.0
38765608,linguistic,4.0
38769057,linguistic,4.0
38775680,linguistic,4.0
38775729,linguistic,3.5
38776380,linguistic,3.5
38781078,linguistic,3.0
38781500,linguistic,4.0
38783035,linguistic,5.0
38783079,linguistic,3.0
38783102,linguistic,4.5
38783158,linguistic,3.5
38783339,linguistic,4.0
38788333,linguistic,3.0
38789577,linguistic,3.0
38795067,linguistic,4.0
38795552,linguistic,3.0
38797232,linguistic,3.0
38800073,linguistic,3.0
38801081,linguistic,4.5
38802746,linguistic,5.0
38803273,linguistic,4.0
38803518,linguistic,4.5
38805752,linguistic,4.5
38805753,linguistic,3.0
38806182,linguistic,4.0
38806483,linguistic,3.5
38808315,linguistic,3.5
38808472,linguistic,4.0
38809899,linguistic,3.5
38810104,linguistic,3.5
38814564,linguistic,3.0
38814806,linguistic,4.0
38816410,linguistic,5.5
38816550,linguistic,4.0
38818975,linguistic,4.5
38819571,linguistic,3.5
38820774,linguistic,4.0
38821404,linguistic,3.0
38822152,linguistic,4.0
38825257,linguistic,3.5
38829853,linguistic,4.0
38829878,linguistic,3.0
38830083,linguistic,3.5
38832465,linguistic,3.5
38832633,linguistic,3.0
38835776,linguistic,4.5
38837557,linguistic,5.5
38837788,linguistic,5.0
38838674,linguistic,3.0
38840833,linguistic,4.0
38840924,linguistic,3.5
38841284,linguistic,4.0
38842945,linguistic,5.0
38843230,linguistic,4.5
38843311,linguistic,4.0
38844475,linguistic,4.5
38844871,linguistic,3.0
38845051,linguistic,4.0
38846350,linguistic,3.0
38847800,linguistic,3.0
38855877,linguistic,3.5
38860571,linguistic,4.0
38860632,linguistic,3.5
38860884,linguistic,3.0
38862028,linguistic,3.5
38862425,linguistic,5.0
38862427,linguistic,4.5
38862433,linguistic,5.0
38862483,linguistic,3.5
38864430,linguistic,4.0
38865431,linguistic,4.0
38865432,linguistic,5.0
38867901,linguistic,4.0
38867910,linguistic,3.0
38867915,linguistic,3.0
38868205,linguistic,4.5
38868513,linguistic,5.0
38869158,linguistic,4.5
38870722,linguistic,3.5
38870743,linguistic,3.0
38871809,linguistic,3.0
38872097,linguistic,3.5
38872231,linguistic,4.5
38872612,linguistic,5.0
38875181,linguistic,4.0
38877144,linguistic,3.0
38878851,linguistic,3.0
38878855,linguistic,4.5
38882162,linguistic,4.0
38882374,linguistic,4.0
38885636,linguistic,5.0
38886186,linguistic,4.0
38886530,linguistic,4.5
38886537,linguistic,4.5
38888456,linguistic,3.5
38888585,linguistic,4.5
38889117,linguistic,3.5
38894604,linguistic,5.0
38898151,linguistic,3.0
38898737,linguistic,3.5
38902374,linguistic,3.0
38902953,linguistic,4.0
38904920,linguistic,3.0
38905214,linguistic,3.0
38905257,linguistic,3.5
38905502,linguistic,3.5
38907890,linguistic,3.0
38907897,linguistic,3.0
38907901,linguistic,4.0
38907989,linguistic,3.5
38909049,linguistic,3.0
38911529,linguistic,3.0
38912214,linguistic,3.5
38912260,linguistic,4.0
38912828,linguistic,3.5
38913844,linguistic,3.0
38913850,linguistic,4.0
38913867,linguistic,4.5
38914571,linguistic,3.5
38914788,linguistic,3.5
38917409,linguistic,4.0
38917415,linguistic,5.0
38923903,linguistic,3.0
38924517,linguistic,4.5
38926513,linguistic,4.5
38926852,linguistic,4.0
38933486,linguistic,5.0
38933532,linguistic,5.0
38936693,linguistic,3.5
38939556,linguistic,4.0
38940127,linguistic,4.0
38940141,linguistic,3.0
38940166,linguistic,3.0
38941113,linguistic,3.0
38944368,linguistic,4.5
38953375,linguistic,3.0
38954836,linguistic,4.0
38957398,linguistic,3.0
38958433,linguistic,4.5
38963888,linguistic,3.0
38965703,linguistic,4.5
38966006,linguistic,3.5
38967205,linguistic,4.5
38969708,linguistic,4.5
38970503,linguistic,4.0
38971557,linguistic,3.0
38971820,linguistic,4.5
38974887,linguistic,4.0
38975336,linguistic,3.0
38975839,linguistic,3.5
38978014,linguistic,3.5
38979651,linguistic,3.5
38979784,linguistic,3.0
38980370,linguistic,4.5
38982129,linguistic,3.0
38982288,linguistic,3.0
38983118,linguistic,3.0
38984796,linguistic,5.0
38990885,linguistic,4.0
38991851,linguistic,4.5
38994794,linguistic,4.5
38994795,linguistic,3.5
38994817,linguistic,3.0
38995144,linguistic,3.0
38995535,linguistic,4.5
38995543,linguistic,3.0
38995706,linguistic,3.0
38996043,linguistic,3.0
38997128,linguistic,3.5
38997300,linguistic,3.5
39003315,linguistic,3.0
39005953,linguistic,4.0
39009439,linguistic,3.0
39014503,linguistic,3.0
39018027,linguistic,3.5
39018187,linguistic,3.5
39018385,linguistic,3.0
39019041,linguistic,4.5
39028752,linguistic,3.5
39029917,linguistic,3.5
39030186,linguistic,3.0
39030592,linguistic,3.5
39031379,linguistic,3.0
39033257,linguistic,3.0
39033506,linguistic,3.0
39035910,linguistic,3.0
39036713,linguistic,3.0
39037262,linguistic,3.5
39037960,linguistic,4.0
39041910,linguistic,3.0
39041914,linguistic,3.5
39041983,linguistic,4.0
39043627,linguistic,4.0
39043716,linguistic,4.0
39047941,linguistic,3.5
39048957,linguistic,4.0
39050757,linguistic,3.5
39050785,linguistic,5.0
39050786,linguistic,3.5
39053174,linguistic,3.5
39058243,linguistic,3.5
39062661,linguistic,4.0
39065696,linguistic,3.0
39066515,linguistic,4.0
39067036,linguistic,3.5
39072997,linguistic,3.0
39073878,linguistic,4.0
39073886,linguistic,3.5
39074139,linguistic,4.5
39074503,linguistic,3.0
39075025,linguistic,3.0
39075547,linguistic,3.0
39075588,linguistic,3.5
39078222,linguistic,3.5
39080561,linguistic,5.5
39080795,linguistic,4.5
39082680,linguistic,3.0
39084442,linguistic,4.5
39085735,linguistic,4.5
39091515,linguistic,3.0
39093530,linguistic,3.0
39095083,linguistic,4.0
39095595,linguistic,3.0
39101500,linguistic,3.0
39101502,linguistic,4.0
39101783,linguistic,4.5
39105062,linguistic,3.0
39107817,linguistic,4.0
39107888,linguistic,4.0
39108678,linguistic,3.5
39110924,linguistic,3.5
39111721,linguistic,3.0
39112918,linguistic,4.0
39115390,linguistic,4.0
39116189,linguistic,3.0
39117342,linguistic,4.5
39119158,linguistic,3.0
39119895,linguistic,4.5
39120645,linguistic,3.5
39120880,linguistic,3.0
39126203,linguistic,4.0
39126204,linguistic,3.0
39126338,linguistic,3.0
39126359,linguistic,3.0
39126426,linguistic,3.0
39127052,linguistic,4.5
39128019,linguistic,4.5
39132249,linguistic,3.0
39133097,linguistic,3.5
39135888,linguistic,3.5
39137184,linguistic,3.0
39137906,linguistic,4.0
39139072,linguistic,3.0
39141443,linguistic,5.5
39141446,linguistic,3.0
39143381,linguistic,3.0
39149420,linguistic,4.5
39154027,linguistic,4.5
39155985,linguistic,4.0
39158353,linguistic,3.0
39162009,linguistic,4.5
39163546,linguistic,4.0
39167718,linguistic,3.0
39167719,linguistic,3.0
39169276,linguistic,3.5
39171403,linguistic,4.5
39171462,linguistic,3.0
39171722,linguistic,3.5
39171834,linguistic,4.0
39171840,linguistic,4.0
39175797,linguistic,3.0
39176867,linguistic,3.0
39178387,linguistic,3.5
39179660,linguistic,3.0
39180095,linguistic,3.5
39180399,linguistic,5.0
39189447,linguistic,4.5
39190503,linguistic,4.5
39192185,linguistic,3.0
39192204,linguistic,3.0
39192205,linguistic,3.5
39192607,linguistic,4.0
39197057,linguistic,3.0
39197058,linguistic,4.0
39197059,linguistic,4.0
39198030,linguistic,5.0
39198675,linguistic,3.0
39198917,linguistic,4.5
39202371,linguistic,3.0
39204272,linguistic,3.5
39205165,linguistic,4.0
39208229,linguistic,3.0
39209908,linguistic,3.5
39213302,linguistic,3.0
39213390,linguistic,3.0
39213391,linguistic,3.5
39214048,linguistic,3.0
39215544,linguistic,3.0
39215721,linguistic,5.0
39219476,linguistic,3.0
39219717,linguistic,4.5
39221997,linguistic,4.0
39222063,linguistic,4.0
39223377,linguistic,3.5
39224843,linguistic,4.0
39225044,linguistic,4.5
39225545,linguistic,3.0
39226898,linguistic,4.5
39227781,linguistic,5.0
39227914,linguistic,4.0
39230688,linguistic,5.0
39230701,linguistic,4.0
39231258,linguistic,4.0
39232070,linguistic,3.0
39234065,linguistic,3.0
39237105,linguistic,3.0
39237197,linguistic,4.0
39237198,linguistic,3.5
39237205,linguistic,5.0
39237206,linguistic,4.0
39237879,linguistic,5.0
39240227,linguistic,3.5
39240325,linguistic,4.0
39240327,linguistic,4.5
39240653,linguistic,5.5
39240871,linguistic,4.0
39240878,linguistic,4.5
39242603,linguistic,3.0
39242618,linguistic,3.5
39242712,linguistic,3.0
39243017,linguistic,3.0
39246384,linguistic,5.0
39247978,linguistic,5.0
39252774,linguistic,3.0
39253058,linguistic,4.5
39254597,linguistic,4.0
39257527,linguistic,3.5
39258239,linguistic,3.5
39259175,linguistic,5.0
39259689,linguistic,3.0
39264584,linguistic,3.0
39265822,linguistic,4.5
39267259,linguistic,3.5
39269993,linguistic,3.0
39271119,linguistic,3.0
39271980,linguistic,3.0
39276156,linguistic,3.5
39276157,linguistic,4.0
39279509,linguistic,3.5
39283314,linguistic,3.0
39283594,linguistic,4.0
39285319,linguistic,3.5
39288310,linguistic,5.0
39289562,linguistic,4.0
39292536,linguistic,3.5
39294369,linguistic,4.0
39297389,linguistic,3.5
39298479,linguistic,3.5
39298565,linguistic,4.5
39302686,linguistic,4.0
39310281,linguistic,4.0
39312678,linguistic,3.5
39312689,linguistic,4.0
39316480,linguistic,3.0
39316715,linguistic,3.5
39318152,linguistic,4.0
39319582,linguistic,4.0
39319601,linguistic,5.0
39325859,linguistic,4.5
39329260,linguistic,4.5
39329270,linguistic,4.5
39331016,linguistic,3.0
39331730,linguistic,3.0
39332377,linguistic,3.0
39333410,linguistic,3.0
39333850,linguistic,3.5
39340826,linguistic,3.5
39341494,linguistic,3.0
39341795,linguistic,5.0
39341994,linguistic,4.0
39342076,linguistic,4.0
39343895,linguistic,5.5
39344711,linguistic,3.0
39345285,linguistic,4.0
39346055,linguistic,4.5
39348154,linguistic,4.5
39351064,linguistic,4.5
39351134,linguistic,3.0
39351872,linguistic,4.5
39351883,linguistic,4.5
39351893,linguistic,4.5
39351894,linguistic,5.0
39352141,linguistic,4.0
39353863,linguistic,5.0
39356598,linguistic,3.0
39360609,linguistic,5.0
39360976,linguistic,3.5
39360982,linguistic,3.5
39361452,linguistic,3.5
39362876,linguistic,4.5
39363510,linguistic,3.5
39365797,linguistic,4.0
39373502,linguistic,4.0
39373530,linguistic,3.0
39373542,linguistic,4.5
39373617,linguistic,3.0
39374546,linguistic,3.5
39377391,linguistic,3.5
39377396,linguistic,4.5
39379379,linguistic,3.0
39379619,linguistic,3.5
39380204,linguistic,4.0
39380205,linguistic,4.5
39380491,linguistic,5.5
39382066,linguistic,3.0
39382461,linguistic,3.5
39385626,linguistic,4.0
39386138,linguistic,4.5
39388213,linguistic,4.5
39392404,linguistic,4.0
39395021,linguistic,3.0
39395186,linguistic,4.0
39395187,linguistic,4.0
39395188,linguistic,4.0
39396964,linguistic,3.0
39399372,linguistic,3.0
39401061,linguistic,4.5
39402214,linguistic,3.0
39402558,linguistic,3.5
39404857,linguistic,5.0
39404887,linguistic,4.0
39406187,linguistic,3.0
39407093,linguistic,3.0
39407342,linguistic,3.5
39412436,linguistic,4.0
39412443,linguistic,4.0
39412445,linguistic,3.0
39413165,linguistic,3.5
39413200,linguistic,4.5
39413204,linguistic,5.5
39413795,linguistic,3.0
39414258,linguistic,4.0
39414803,linguistic,3.0
39416656,linguistic,5.5
39417505,linguistic,4.5
39418180,linguistic,5.0
39418250,linguistic,3.0
39420631,linguistic,5.0
39420637,linguistic,3.0
39421415,linguistic,3.5
39423319,linguistic,4.0
39423320,linguistic,4.5
39424793,linguistic,4.0
39425047,linguistic,4.0
39425944,linguistic,4.5
39426072,linguistic,3.5
39426464,linguistic,3.0
39427574,linguistic,4.0
39428982,linguistic,3.0
39431411,linguistic,5.0
39432666,linguistic,4.0
39434095,linguistic,4.0
39434138,linguistic,3.0
39435638,linguistic,3.5
39435995,linguistic,4.0
39436012,linguistic,4.0
39436017,linguistic,3.5
39436020,linguistic,4.5
39436035,linguistic,4.0
39436241,linguistic,5.0
39436242,linguistic,3.5
39436255,linguistic,5.5
39436262,linguistic,3.0
39436899,linguistic,3.0
39438780,linguistic,3.5
39441065,linguistic,3.5
39441067,linguistic,4.5
39441070,linguistic,5.0
39441071,linguistic,3.5
39441072,linguistic,4.5
39441075,linguistic,4.5
39441692,linguistic,3.5
39441796,linguistic,4.5
39443630,linguistic,3.5
39448614,linguistic,3.0
39448623,linguistic,3.0
39455415,linguistic,3.5
39458265,linguistic,3.0
39460620,linguistic,5.0
39460625,linguistic,4.0
39460935,linguistic,3.5
39460951,linguistic,3.5
39465390,linguistic,3.5
39467874,linguistic,3.0
39468922,linguistic,3.0
39470701,linguistic,3.5
39470702,linguistic,4.0
39470706,linguistic,5.5
39470715,linguistic,4.5
39470718,linguistic,4.0
39470721,linguistic,4.5
39470723,linguistic,4.0
39470724,linguistic,4.0
39470730,linguistic,5.0
39470732,linguistic,4.5
39470737,linguistic,4.5
39470740,linguistic,4.0
39471150,linguistic,3.5
39471470,linguistic,5.0
39473492,linguistic,5.0
39475181,linguistic,5.0
39475723,linguistic,4.5
39476302,linguistic,3.5
39478454,linguistic,3.0
39478465,linguistic,3.5
39479298,linguistic,4.5
39482572,linguistic,4.0
39483086,linguistic,4.5
39483755,linguistic,3.0
39484850,linguistic,4.0
39487161,linguistic,3.5
39488701,linguistic,5.0
39489606,linguistic,3.5
39493756,linguistic,4.5
39493875,linguistic,3.0
39494388,linguistic,3.0
39494517,linguistic,4.5
39494524,linguistic,4.0
39494533,linguistic,4.5
39494542,linguistic,4.0
39497074,linguistic,4.5
39498484,linguistic,3.0
39498488,linguistic,5.5
39498494,linguistic,5.0
39498498,linguistic,3.5
39500192,linguistic,3.0
39504480,linguistic,3.5
39506806,linguistic,3.5
39507665,linguistic,4.5
39508840,linguistic,3.0
39514415,linguistic,4.0
39515655,linguistic,3.0
39517109,linguistic,3.5
39520405,linguistic,5.5
39520544,linguistic,3.5
39525087,linguistic,5.5
39526369,linguistic,5.0
39526372,linguistic,4.5
39526380,linguistic,4.0
39526384,linguistic,4.5
39526387,linguistic,4.5
39526401,linguistic,4.5
39526403,linguistic,4.5
39526405,linguistic,5.0
39528496,linguistic,3.5
39530217,linguistic,3.0
39530220,linguistic,3.5
39530233,linguistic,4.0
39530236,linguistic,3.5
39530240,linguistic,3.5
39530242,linguistic,4.0
39533201,linguistic,4.0
39534537,linguistic,3.0
39535036,linguistic,3.0
39535052,linguistic,3.0
39535874,linguistic,3.0
39536385,linguistic,4.5
39538127,linguistic,3.0
39539268,linguistic,3.5
39540421,linguistic,5.0
39540424,linguistic,3.0
39540425,linguistic,4.5
39540430,linguistic,4.5
39540438,linguistic,3.5
39540753,linguistic,4.5
39541343,linguistic,5.0
39543652,linguistic,3.5
39544627,linguistic,4.0
39545396,linguistic,4.0
39546046,linguistic,4.0
39546087,linguistic,4.5
39546375,linguistic,5.0
39546377,linguistic,4.0
39546630,linguistic,4.5
39546631,linguistic,4.0
39550226,linguistic,3.5
39552041,linguistic,3.0
39558158,linguistic,4.0
39558161,linguistic,4.5
39558172,linguistic,4.0
39558175,linguistic,4.0
39558176,linguistic,4.5
39558177,linguistic,4.5
39558178,linguistic,4.5
39558185,linguistic,3.5
39558187,linguistic,4.0
39558581,linguistic,3.5
39559743,linguistic,3.0
39562160,linguistic,4.0
39563275,linguistic,3.5
39565196,linguistic,3.0
39565199,linguistic,3.5
39565202,linguistic,4.5
39565203,linguistic,4.0
39565208,linguistic,3.5
39565209,linguistic,4.5
39565917,linguistic,4.0
39567340,linguistic,3.0
39569321,linguistic,6.0
39570626,linguistic,5.0
39573833,linguistic,3.0
39574394,linguistic,3.5
39576581,linguistic,5.0
39576584,linguistic,3.5
39576587,linguistic,3.5
39577347,linguistic,4.0
39577557,linguistic,4.0
39578692,linguistic,4.0
39578697,linguistic,4.0
39582892,linguistic,4.5
39585721,linguistic,4.5
39585730,linguistic,4.5
39586215,linguistic,6.0
39588754,linguistic,3.5
39588765,linguistic,4.5
39588765,linguistic,4.5
39588778,linguistic,5.0
39589438,linguistic,4.5
39589995,linguistic,3.0
39591252,linguistic,4.5
39592652,linguistic,4.0
39593035,linguistic,4.0
39602797,linguistic,4.0
39602824,linguistic,4.0
39607691,linguistic,3.0
39609715,linguistic,3.0
39609860,linguistic,3.5
39614138,linguistic,5.5
