pmid,title,has_url,is_false_positive,confidence,reason
24270047,ProfileDB: a resource for proteomics and cross-omics biomarker discovery.,True,N,high,Contains database/repository keyword indicating data resource
28592645,Inbred Strain Variant Database (ISVdb): A Repository for Probabilistically Informed Sequence Differences Among the Collaborative Cross Strains and Their Founders.,True,N,high,Contains database/repository keyword indicating data resource
30364956,HMDD v3.0: a database for experimentally supported human microRNA-disease associations.,True,N,high,Contains database/repository keyword indicating data resource
27681445,MPD3: a useful medicinal plants database for drug designing.,True,N,high,Contains database/repository keyword indicating data resource
33174603,Datanator: an integrated database of molecular data for quantitatively modeling cellular behavior.,True,N,high,Contains database/repository keyword indicating data resource
30289549,CellMarker: a manually curated resource of cell markers in human and mouse.,True,N,high,Contains database/repository keyword indicating data resource
24001185,inTB - a data integration platform for molecular and clinical epidemiological analysis of tuberculosis.,True,Y,medium,Methodology/tool paper despite having URL
25378336,The GOA database: gene Ontology annotation updates for 2015.,True,N,high,Contains database/repository keyword indicating data resource
28013278,ThaleMine: A Warehouse for Arabidopsis Data Integration and Discovery.,True,N,low,Has URL and biological data terms but title unclear
30371819,MoonDB 2.0: an updated database of extreme multifunctional and moonlighting proteins.,True,N,high,Contains database/repository keyword indicating data resource
33084874,OGEE v3: Online GEne Essentiality database with increased coverage of organisms and human cell lines.,True,N,high,Contains database/repository keyword indicating data resource
33938221,D3DistalMutation: a Database to Explore the Effect of Distal Mutations on Enzyme Activity.,True,N,high,Contains database/repository keyword indicating data resource
31978081,All of gene expression (AOE): An integrated index for public gene expression databases.,True,N,high,Contains database/repository keyword indicating data resource
27543076,RNALocate: a resource for RNA subcellular localizations.,True,N,high,Contains database/repository keyword indicating data resource
32976581,STAB: a spatio-temporal cell atlas of the human brain.,True,N,high,Contains database/repository keyword indicating data resource
33965348,GGVD: A goat genome variation database for tracking the dynamic evolutionary process of selective signatures and ancient introgressions.,True,N,high,Contains database/repository keyword indicating data resource
24705206,FixPred: a resource for correction of erroneous protein sequences.,True,N,high,Contains database/repository keyword indicating data resource
33221926,HumanMetagenomeDB: a public repository of curated and standardized metadata for human metagenomes.,True,N,high,Contains database/repository keyword indicating data resource
25260589,FOAM (Functional Ontology Assignments for Metagenomes): a Hidden Markov Model (HMM) database with environmental focus.,True,N,high,Contains database/repository keyword indicating data resource
30365026,Victors: a web-based knowledge base of virulence factors in human and animal pathogens.,True,Y,low,Unclear from title but likely not a primary data resource
30380087,SymMap: an integrative database of traditional Chinese medicine enhanced by symptom mapping.,True,N,high,Contains database/repository keyword indicating data resource
"25414345, 30445555",The SUPERFAMILY 1.75 database in 2014: a doubling of data.,True,N,high,Contains database/repository keyword indicating data resource
32183712,CuAS: a database of annotated transcripts generated by alternative splicing in cucumbers.,True,N,high,Contains database/repository keyword indicating data resource
31123286,AICD: an integrated anti-inflammatory compounds database for drug discovery.,True,N,high,Contains database/repository keyword indicating data resource
26110276,BGD: a database of bat genomes.,True,N,high,Contains database/repository keyword indicating data resource
30668638,CMEP: a database for circulating microRNA expression profiling.,True,N,high,Contains database/repository keyword indicating data resource
24441647,"An Overview of the Challenges in Designing, Integrating, and Delivering BARD: A Public Chemical-Biology Resource and Query Portal for Multiple Organizations, Locations, and Disciplines.",False,N,high,Contains database/repository keyword indicating data resource
23874618,NanoMiner - integrative human transcriptomics data resource for nanoparticle research.,True,N,high,Contains database/repository keyword indicating data resource
"24270788, 26590263",Lynx: a database and knowledge extraction engine for integrative medicine.,True,N,high,Contains database/repository keyword indicating data resource
23143109,HemaExplorer: a database of mRNA expression profiles in normal and malignant haematopoiesis.,True,N,high,Contains database/repository keyword indicating data resource
23815411,Analysis and consensus of currently available intrinsic protein disorder annotation sources in the MobiDB database.,False,N,high,Contains database/repository keyword indicating data resource
24678734,Research resource: EPSLiM: ensemble predictor for short linear motifs in nuclear hormone receptors.,True,N,high,Contains database/repository keyword indicating data resource
29126285,ReMap 2018: an updated atlas of regulatory regions from an integrative analysis of DNA-binding ChIP-seq experiments.,True,N,high,Contains database/repository keyword indicating data resource
25326239,DEOP: a database on osmoprotectants and associated pathways.,True,N,high,Contains database/repository keyword indicating data resource
32780568,How to Illuminate the Dark Proteome Using the Multi-omic OpenProt Resource.,True,N,high,Contains database/repository keyword indicating data resource
26519404,Gramene: A Resource for Comparative Analysis of Plants Genomes and Pathways.,False,N,high,Contains database/repository keyword indicating data resource
"22075997, 24293645, 26590256",STITCH 3: zooming in on protein-chemical interactions.,True,N,low,Has URL and biological data terms but title unclear
