pmid,title,has_url,is_false_positive,confidence,reason,database_name,long_database_name
33436621,isoCirc catalogs full-length circular RNA isoforms in human transcriptomes.,False,N,high,Catalogs of RNA isoforms indicate data resource,isoCirc,Circular RNA Isoform Catalog
"27174934, 29796670",HotSpot Wizard 2.0: automated design of site-specific mutations and smart libraries in protein engineering.,True,Y,high,Tool for automated design not a database,,,
28501650,PROBer Provides a General Toolkit for Analyzing Sequencing-Based Toeprinting Assays.,False,Y,high,Toolkit for analyzing assays not a database,,,
27792763,"PopSc: Computing Toolkit for Basic Statistics of Molecular Population Genetics Simultaneously Implemented in Web-Based Calculator, Python and R.",False,Y,high,Computing toolkit for statistics not a database,,,
33954706,EMNUSS: a deep learning framework for secondary structure annotation in cryo-EM maps.,True,Y,high,Deep learning framework for annotation not a database,,,
26315905,EPGA2: memory-efficient de novo assembler.,False,Y,high,De novo assembler tool not a database,,,
21515632,PicXAA-Web: a web-based platform for non-progressive maximum expected accuracy alignment of multiple biological sequences.,True,Y,high,Web-based platform for alignment is a tool,,,
25982732,PathRings: a web-based tool for exploration of ortholog and expression data in biological pathways.,True,Y,high,Web-based tool for exploration not a database,,,
23331614,Genecentric: a package to uncover graph-theoretic structure in high-throughput epistasis data.,True,Y,high,Package for uncovering structure not a database,,,
25059528,BactImAS: a platform for processing and analysis of bacterial time-lapse microscopy movies.,False,Y,high,Platform for processing and analysis not a database,,,
29040649,ClusterCAD: a computational platform for type I modular polyketide synthase design.,True,Y,high,Computational platform for design is a tool,,,
27369567,"OntoADR a semantic resource describing adverse drug reactions to support searching, coding, and information retrieval.",False,N,high,Semantic resource describing ADRs is a bioresource,OntoADR,Adverse Drug Reaction Ontology
25982853,ProtDCal: A program to compute general-purpose-numerical descriptors for sequences and 3D-structures of proteins.,True,Y,high,Program for computing descriptors not a database,,,
31081035,LOMETS2: improved meta-threading server for fold-recognition and structure-based function annotation for distant-homology proteins.,True,Y,high,Meta-threading server for fold-recognition is a tool,,,
32935014,A Pan-Canadian Data Resource for Monitoring Child Developmental Health: The Canadian Neighbourhoods and Early Child Development (CanNECD) Database.,False,N,high,Data resource and database keyword indicate bioresource,CanNECD,Canadian Neighbourhoods and Early Child Development Database
25414339,CFam: a chemical families database based on iterative selection of functional seeds and seed-directed compound clustering.,True,N,high,Chemical families database keyword indicates bioresource,CFam,Chemical Families Database
27756204,RNAdualPF: software to compute the dual partition function with sample applications in molecular evolution theory.,True,Y,high,Software for computing functions not a database,,,
27490165,CS-MINER: A Tool for Association Mining in Binding-Database.,True,Y,high,Tool for association mining not a database,,,
33988716,EDGAR3.0: comparative genomics and phylogenomics on a scalable infrastructure.,True,N,medium,Infrastructure for comparative genomics likely houses genome data,EDGAR,Efficient Database framework for comparative Genome Analyses using BLAST score Ratios
33346083,mrMLM v4.0.2: An R Platform for Multi-locus Genome-wide Association Studies.,True,Y,high,R platform for association studies is a tool,,,
34076241,Mantis: flexible and consensus-driven genome annotation.,False,Y,high,Tool for genome annotation not a database,,,
26697911,The Biobank Economic Modeling Tool (BEMT): Online Financial Planning to Facilitate Biobank Sustainability.,True,Y,high,Economic modeling tool not a database,,,
33381797,ChemGenerator: a web server for generating potential ligands for specific targets.,True,Y,high,Web server for generating ligands is a tool,,,
23826350,Prioritizing Potentially Druggable Mutations with dGene: An Annotation Tool for Cancer Genome Sequencing Data.,False,Y,high,Annotation tool for prioritizing mutations not a database,,,
31560645,"Data for Decision-Making: Exploring the Division of Nutrition, Physical Activity, and Obesity's Data, Trends, and Maps.",True,N,high,Data resource with trends and maps is a bioresource,DNPAO Data Trends and Maps,Division of Nutrition Physical Activity and Obesity Data Resource
34614039,virusMED: an atlas of hotspots of viral proteins.,True,N,high,Atlas of viral protein hotspots is a bioresource,virusMED,Viral Protein Hotspots Atlas
22480257,VESPA: software to facilitate genomic annotation of prokaryotic organisms through integration of proteomic and transcriptomic data.,True,Y,high,Software to facilitate annotation not a database,,,
28515314,"The mzIdentML Data Standard Version 1.2, Supporting Advances in Proteome Informatics.",True,N,high,Data standard serves as reference resource,mzIdentML,Mass Spectrometry Identification Markup Language
32324748,OdoBD: An online database for the dragonflies and damselflies of Bangladesh.,True,N,high,Online database keyword indicates bioresource,OdoBD,Odonata of Bangladesh Database
30649350,Xolik: finding cross-linked peptides with maximum paired scores in linear time.,True,Y,high,Tool for finding cross-linked peptides not a database,,,
34316704,Cancer LncRNA Census 2 (CLC2): an enhanced resource reveals clinical features of cancer lncRNAs.,False,N,high,Enhanced resource of cancer lncRNAs is a bioresource,CLC2,Cancer LncRNA Census
22693223,pKNOT v.2: the protein KNOT web server.,True,Y,high,Web server tool not a database,,,
33094747,Structural-based connectivity and omic phenotype evaluations (SCOPE): a cheminformatics toolbox for investigating lipidomic changes in complex systems.,False,Y,high,Cheminformatics toolbox not a database,,,
30525460,Tn-Core: A Toolbox for Integrating Tn-seq Gene Essentiality Data and Constraint-Based Metabolic Modeling.,False,Y,high,Toolbox for integrating data not a database,,,
28472340,"MiSTIC, an integrated platform for the analysis of heterogeneity in large tumour transcriptome datasets.",True,Y,high,Platform for analysis is a tool,,,
30929112,The longitudinal integrated database for health insurance and labour market studies (LISA) and its use in medical research.,False,N,high,Longitudinal integrated database keyword indicates bioresource,LISA,Longitudinal Integrated Database for Health Insurance and Labour Market Studies
30813377,IPCT: Integrated Pharmacogenomic Platform of Human Cancer Cell Lines and Tissues.,True,N,high,Integrated platform housing pharmacogenomic data is a bioresource,IPCT,Integrated Pharmacogenomic Platform of Cancer Tissues
33824393,hReg-CNCC reconstructs a regulatory network in human cranial neural crest cells and annotates variants in a developmental context.,False,Y,high,Tool that reconstructs networks and annotates variants not a database,,,
33959747,Updates to HCOP: the HGNC comparison of orthology predictions tool.,True,N,high,Tool name but provides orthology comparison data resource,HCOP,HGNC Comparison of Orthology Predictions
22517761,NGS catalog: A database of next generation sequencing studies in humans.,True,N,high,Catalog and database keywords indicate bioresource,NGS Catalog,Next Generation Sequencing Studies Catalog
31606387,icSHAPE-pipe: A comprehensive toolkit for icSHAPE data analysis and evaluation.,False,Y,high,Toolkit for data analysis not a database,,,
22508222,DIVERGENOME: a bioinformatics platform to assist population genetics and genetic epidemiology studies.,False,Y,high,Bioinformatics platform to assist studies is a tool,,,
32864883,DeepRescore: Leveraging Deep Learning to Improve Peptide Identification in Immunopeptidomics.,False,Y,high,Tool leveraging deep learning for identification not a database,,,
32582274,HARMONIES: A Hybrid Approach for Microbiome Networks Inference via Exploiting Sparsity.,False,Y,high,Approach for network inference not a database,,,
22285826,"The Transcriptome Analysis and Comparison Explorer--T-ACE: a platform-independent, graphical tool to process large RNAseq datasets of non-model organisms.",False,Y,high,Graphical tool to process datasets not a database,,,
31214154,"Geptop 2.0: An Updated, More Precise, and Faster Geptop Server for Identification of Prokaryotic Essential Genes.",True,Y,high,Server for identification of genes is a tool,,,
26210358,VCF-Miner: GUI-based application for mining variants and annotations stored in VCF files.,True,Y,high,Application for mining variants not a database,,,
34563271,GenUI: interactive and extensible open source software platform for de novo molecular generation and cheminformatics.,False,Y,high,Software platform for molecular generation is a tool,,,
34352075,MERIDA: a novel Boolean logic-based integer linear program for personalized cancer therapy.,False,Y,high,Integer linear program for therapy is a tool,,,
29733382,"An integrative model for alternative polyadenylation, IntMAP, delineates mTOR-modulated endoplasmic reticulum stress response.",True,Y,high,Integrative model for polyadenylation is a tool,,,
25338717,FlaiMapper: computational annotation of small ncRNA-derived fragments using RNA-seq high-throughput data.,False,Y,high,Tool for computational annotation not a database,,,
31830252,SSIPe: accurately estimating protein-protein binding affinity change upon mutations using evolutionary profiles in combination with an optimized physical energy function.,True,Y,high,Tool for estimating binding affinity not a database,,,
25547242,WEBnm@ v2.0: Web server and services for comparing protein flexibility.,True,Y,high,Web server for comparing flexibility is a tool,,,
24683129,jsPsych: a JavaScript library for creating behavioral experiments in a Web browser.,True,Y,high,JavaScript library for creating experiments not a database,,,
23715893,IS-Dom: a dataset of independent structural domains automatically delineated from protein structures.,True,N,high,Dataset of structural domains is a data resource,IS-Dom,Independent Structural Domains Dataset
32719846,OPTIK: a database for understanding catchment areas to guide mobilization of cancer center assets.,False,N,high,Database keyword indicates bioresource,OPTIK,Oncology Patient Information and Knowledge Database
27378292,ConsPred: a rule-based (re-)annotation framework for prokaryotic genomes.,False,Y,high,Rule-based annotation framework is a tool,,,
33827413,EzMAP: Easy Microbiome Analysis Platform.,False,Y,high,Analysis platform is a tool,,,
24926252,Automated collection of imaging and phenotypic data to centralized and distributed data repositories.,False,Y,high,Paper about data collection process not a database,,,
29409535,DMTO: a realistic ontology for standard diabetes mellitus treatment.,True,N,high,Ontology for diabetes treatment is a bioresource,DMTO,Diabetes Mellitus Treatment Ontology
24951797,UCbase 2.0: ultraconserved sequences database (2014 update).,True,N,high,Base suffix and database keyword indicate bioresource,UCbase,Ultraconserved Sequences Database
29520645,EudraVigilance Medicines Safety Database: Publicly Accessible Data for Research and Public Health Protection.,False,N,high,Medicines safety database keyword indicates bioresource,EudraVigilance,European Union Drug Regulating Authorities Pharmacovigilance Database
29715310,FusionHub: A unified web platform for annotation and visualization of gene fusion events in human cancer.,True,N,high,Hub suffix and platform for fusion events indicate bioresource,FusionHub,Gene Fusion Hub
26791506,"MG-RAST, a Metagenomics Service for Analysis of Microbial Community Structure and Function.",True,Y,high,Service for analysis is a tool not a database,,,
21410990,AnyExpress: integrated toolkit for analysis of cross-platform gene expression data using a fast interval matching algorithm.,False,Y,high,Integrated toolkit for analysis not a database,,,
29554289,GenomeDISCO: a concordance score for chromosome conformation capture experiments using random walks on contact map graphs.,False,Y,high,Concordance score method not a database,,,
30576492,Accelerating annotation of articles via automated approaches: evaluation of the neXtA5 curation-support tool by neXtProt.,False,Y,high,Paper evaluating curation-support tool not a database,,,
26664458,ChemDes: an integrated web-based platform for molecular descriptor and fingerprint computation.,True,Y,high,Platform for computation is a tool,,,
27226753,"Capturing biodiversity: linking a cyanobacteria culture collection to the ""scratchpads"" virtual research environment enhances biodiversity knowledge.",True,N,high,Culture collection linked to research environment is a bioresource,Cyanobacteria Scratchpad,Cyanobacteria Biodiversity Collection
31504165,COMBAT-TB-NeoDB: fostering tuberculosis research through integrative analysis using graph database technologies.,True,N,high,Graph database keyword indicates bioresource,COMBAT-TB-NeoDB,Computational Biology and Mycobacterial Tuberculosis Neo4j Database
23832245,PhosphoChain: a novel algorithm to predict kinase and phosphatase networks from high-throughput expression data.,True,Y,high,Algorithm to predict networks not a database,,,
32960944,MMAP: a cloud computing platform for mining the maximum accuracy of predicting phenotypes from genotypes.,True,Y,high,Cloud computing platform for mining/predicting is a tool,,,
23729471,BeEP Server: Using evolutionary information for quality assessment of protein structure models.,True,Y,high,Server for quality assessment is a tool,,,
22693219,GeneView: a comprehensive semantic search engine for PubMed.,True,Y,high,Search engine for PubMed not a database,,,
"28520987, 33963869",ProteoSign: an end-user online differential proteomics statistical analysis platform.,True,Y,high,Statistical analysis platform is a tool,,,
29410279,StructureFold2: Bringing chemical probing data into the computational fold of RNA structural analysis.,False,Y,high,Tool for RNA structural analysis not a database,,,
33964156,ptm: an R package for the study of methionine sulfoxidation and other posttranslational modifications.,True,Y,high,R package for study of modifications not a database,,,
23408875,Getting more out of biomedical documents with GATE's full lifecycle open source text analytics.,False,Y,high,Text analytics tool not a database,,,
26163692,C-It-Loci: a knowledge database for tissue-enriched loci.,True,N,high,Knowledge database keyword indicates bioresource,C-It-Loci,Context-specific Tissue-enriched Loci Database
31073595,INGA 2.0: improving protein function prediction for the dark proteome.,True,Y,high,Tool for improving protein function prediction not a database,,,
27608726,COME: a robust coding potential calculation tool for lncRNA identification and characterization based on multiple features.,False,Y,high,Calculation tool for lncRNA identification not a database,,,
34132422,ivTerm-An R package for interactive visualization of functional analysis results of meta-omics data.,False,Y,high,R package for visualization not a database,,,
27974882,PLAT: An Automated Fault and Behavioural Anomaly Detection Tool for PLC Controlled Manufacturing Systems.,False,Y,high,Fault detection tool not a database,,,
32589017,MS-CleanR: A Feature-Filtering Workflow for Untargeted LC-MS Based Metabolomics.,False,Y,high,Feature-filtering workflow tool not a database,,,
24618464,The Biological Reference Repository (BioR): a rapid and flexible system for genomics annotation.,True,N,high,Repository for genomics annotation is a bioresource,BioR,Biological Reference Repository
21622954,Swimming into peptidomimetic chemical space using pepMMsMIMIC.,True,Y,high,Tool for swimming into chemical space not a database,,,
23452721,MethylPCA: a toolkit to control for confounders in methylome-wide association studies.,False,Y,high,Toolkit to control confounders not a database,,,
26333403,FASTR: A novel data format for concomitant representation of RNA sequence and secondary structure information.,True,Y,high,Data format not a database,,,
24130305,ORMAN: optimal resolution of ambiguous RNA-Seq multimappings in the presence of novel isoforms.,True,Y,high,Tool for optimal resolution of mappings not a database,,,
32510568,CCLA: an accurate method and web server for cancer cell line authentication using gene expression profiles.,True,Y,high,Method and web server for authentication not a database,,,
27508329,Connection Map for Compounds (CMC): A Server for Combinatorial Drug Toxicity and Efficacy Analysis.,True,Y,high,Server for analysis not a database,,,
23898041,CrusView: a Java-based visualization platform for comparative genomics analyses in Brassicaceae species.,True,Y,high,Visualization platform for analyses not a database,,,
34625425,"The Mutational Signature Comprehensive Analysis Toolkit (musicatk) for the Discovery, Prediction, and Exploration of Mutational Signatures.",False,Y,high,Toolkit for discovery and prediction not a database,,,
25480687,AIM: a comprehensive Arabidopsis interactome module database and related interologs in plants.,True,N,high,Interactome module database keyword indicates bioresource,AIM,Arabidopsis Interactome Module Database
"23284085, 26412851",ChloroMitoSSRDB: open source repository of perfect and imperfect repeats in organelle genomes for evolutionary genomics.,True,N,high,DB suffix and repository keyword indicate bioresource,ChloroMitoSSRDB,Chloroplast and Mitochondrial Simple Sequence Repeat Database
30343671,PoSE: visualization of patterns of sequence evolution using PAML and MATLAB.,False,Y,high,Tool for visualization not a database,,,
30821318,SW-Tandem: a highly efficient tool for large-scale peptide identification with parallel spectrum dot product on Sunway TaihuLight.,False,Y,high,Tool for peptide identification not a database,,,
33256603,"Isabl Platform, a digital biobank for processing multimodal patient data.",False,Y,high,Platform for processing patient data is infrastructure not a public database,,,
30944313,Metascape provides a biologist-oriented resource for the analysis of systems-level datasets.,False,Y,high,Resource for analysis is a tool not a database,,,
31825307,"MouseBytes, an open-access high-throughput pipeline and database for rodent touchscreen-based cognitive assessment.",True,N,high,Pipeline and database keyword indicate bioresource,MouseBytes,Mouse Touchscreen Cognitive Assessment Database
34019657,ProteinTools: a toolkit to analyze protein structures.,True,Y,high,Toolkit to analyze structures not a database,,,
26795595,detectMITE: A novel approach to detect miniature inverted repeat transposable elements in genomes.,False,Y,high,Approach to detect elements not a database,,,
29492894,DNA Multiple Sequence Alignment Guided by Protein Domains: The MSA-PAD 2.0 Method.,True,Y,high,Method for sequence alignment not a database,,,
33378642,NeuroPAL: A Multicolor Atlas for Whole-Brain Neuronal Identification in C. elegans.,False,N,high,Atlas for neuronal identification is a bioresource,NeuroPAL,Neuronal Polychromatic Atlas of Landmarks
25757547,SIFTER-T: a scalable and optimized framework for the SIFTER phylogenomic method of probabilistic protein domain annotation.,True,Y,high,Framework for phylogenomic method not a database,,,
34592148,Anipose: A toolkit for robust markerless 3D pose estimation.,True,Y,high,Toolkit for pose estimation not a database,,,
21689434,PhyloMap: an algorithm for visualizing relationships of large sequence data sets and its application to the influenza A virus genome.,True,Y,high,Algorithm for visualizing relationships not a database,,,
24336806,NetCoffee: a fast and accurate global alignment approach to identify functionally conserved proteins in multiple networks.,False,Y,high,Alignment approach to identify proteins not a database,,,
26020645,UniqTag: Content-Derived Unique and Stable Identifiers for Gene Annotation.,False,Y,high,Tool for generating identifiers not a database,,,
34663069,TopProperty: Robust Metaprediction of Transmembrane and Globular Protein Features Using Deep Neural Networks.,True,Y,high,Metaprediction tool not a database,,,
24186831,Variobox: automatic detection and annotation of human genetic variants.,True,Y,high,Tool for detection and annotation not a database,,,
