pmid,title,has_url,is_false_positive,confidence,reason
32778891,MolAICal: a soft tool for 3D drug design of protein targets by artificial intelligence and classical algorithm.,True,Y,high,Title describes tool for drug design using AI/algorithms
29155231,RTFAdb: A database of computationally predicted associations between retrotransposons and transcription factors in the human and mouse genomes.,True,N,high,Title explicitly contains 'database' keyword
34164644,HFBD: a biomarker knowledge database for heart failure heterogeneity and personalized applications.,True,N,high,Title explicitly contains 'database' keyword
24227675,PhosphoNetworks: a database for human phosphorylation networks.,True,N,high,Title explicitly contains 'database' keyword
21210251,"BTECH: a platform to integrate genomic, transcriptomic and epigenomic alterations in brain tumors.",True,N,medium,Platform to integrate data suggests database resource
23766708,"TIPdb: a database of anticancer, antiplatelet, and antituberculosis phytochemicals from indigenous plants in Taiwan.",False,N,medium,Title explicitly contains 'database' but lacks URL
32454857,UNaProd: A Universal Natural Product Database for <i>Materia Medica</i> of Iranian Traditional Medicine.,True,N,high,Title explicitly contains 'Database' keyword
25392421,"MiCroKiTS 4.0: a database of midbody, centrosome, kinetochore, telomere and spindle.",True,N,high,Title explicitly contains 'database' keyword
30804701,"The PPEAO experimental fishing dataset: Fish from West African estuaries, lagoons and reservoirs.",True,N,medium,Dataset suggests data collection with URL
29696033,REDIdb 3.0: A Comprehensive Collection of RNA Editing Events in Plant Organellar Genomes.,True,N,high,Title contains 'Collection' indicating data resource
30858555,MorCVD: A Unified Database for Host-Pathogen Protein-Protein Interactions of Cardiovascular Diseases Related to Microbes.,True,N,high,Title explicitly contains 'Database' keyword
24203712,TISdb: a database for alternative translation initiation in mammalian cells.,True,N,high,Title explicitly contains 'database' keyword
"22674824, 27613420",Circular dichroism spectral data and metadata in the Protein Circular Dichroism Data Bank (PCDDB): a tutorial guide to accession and deposition.,True,N,high,Title contains 'Data Bank' indicating data resource
"22194913, 25382819",ProKinO: an ontology for integrative analysis of protein kinases in cancer.,True,N,medium,Ontology for analysis suggests knowledge resource
31701131,CancerTracer: a curated database for intrapatient tumor heterogeneity.,True,N,high,Title explicitly contains 'database' keyword
33981200,Gene4PD: A Comprehensive Genetic Database of Parkinson's Disease.,True,N,high,Title explicitly contains 'Database' keyword
30864352,GenCoNet - A Graph Database for the Analysis of Comorbidities by Gene Networks.,True,N,high,Title explicitly contains 'Database' keyword
29157087,THANATOS: an integrative data resource of proteins and post-translational modifications in the regulation of autophagy.,True,N,high,Title contains 'resource' indicating data collection
23547897,RegTransBase--a database of regulatory sequences and interactions based on literature: a resource for investigating transcriptional regulation in prokaryotes.,True,N,high,Title explicitly contains 'database' keyword
25288655,MetaProx: the database of metagenomic proximons.,True,N,high,Title explicitly contains 'database' keyword
28365734,MiDAS 2.0: an ecosystem-specific taxonomy and online database for the organisms of wastewater treatment systems expanded for anaerobic digester groups.,True,N,high,Title explicitly contains 'database' keyword
22428748,ZeBase: an open-source relational database for zebrafish laboratories.,True,N,high,Title explicitly contains 'database' keyword
27924023,MethSMRT: an integrative database for DNA N6-methyladenine and N4-methylcytosine generated by single-molecular real-time sequencing.,True,N,high,Title explicitly contains 'database' keyword
29892515,iMusta4SLC: Database for the structural property and variations of solute carrier transporters.,True,N,high,Title explicitly contains 'Database' keyword
28854643,MSDB: A Comprehensive Database of Simple Sequence Repeats.,True,N,high,Title explicitly contains 'Database' keyword
21821666,NeuroPedia: neuropeptide database and spectral library.,True,N,high,Title explicitly contains 'database' keyword
27153640,e23D: database and visualization of A-to-I RNA editing sites mapped to 3D protein structures.,True,N,high,Title explicitly contains 'database' keyword
34174938,"Advancing clinical genomics and precision medicine with GVViZ: FAIR bioinformatics platform for variable gene-disease annotation, visualization, and expression analysis.",False,Y,high,Title describes platform for annotation/visualization/analysis (tool) and lacks URL
36311809,CSCS: a chromatin state interface for Chinese Spring bread wheat.,True,N,medium,Interface suggests database resource with URL
"29040692, 30539550",RMBase v2.0: deciphering the map of RNA modifications from epitranscriptome sequencing data.,True,N,high,Database indicated by name pattern ending in 'Base' and has URL
32219413,FerrDb: a manually curated resource for regulators and markers of ferroptosis and ferroptosis-disease associations.,True,N,high,Title contains 'resource' indicating data collection
22411954,RNAimmuno: a database of the nonspecific immunological effects of RNA interference and microRNA reagents.,True,N,high,Title explicitly contains 'database' keyword
33174598,"LectomeXplore, an update of UniLectin for the discovery of carbohydrate-binding proteins based on a new lectin classification.",True,N,medium,Update of database for discovery suggests database resource
30794542,Repository of Enriched Structures of Proteins Involved in the Red Blood Cell Environment (RESPIRE).,True,N,high,Title explicitly contains 'Repository' keyword
23846594,DoSA: Database of Structural Alignments.,True,N,high,Title explicitly contains 'Database' keyword
29069447,The DifferentialNet database of differential protein-protein interactions in human tissues.,True,N,high,Title explicitly contains 'database' keyword
26980514,Effect of database drift on network topology and enrichment analyses: a case study for RegulonDB.,True,Y,high,Study analyzing database drift not the database itself
30805645,PKAD: a database of experimentally measured pKa values of ionizable groups in proteins.,True,N,high,Title explicitly contains 'database' keyword
