name_modification_flags,ID,best_name,best_name_prob,best_common,best_common_prob,best_full,best_full_prob,article_count,extracted_url,extracted_url_status,extracted_url_country,extracted_url_coordinates,wayback_url,publication_date,affiliation,authors,grant_ids,grant_agencies,num_citations,affiliation_countries,best_name_original,url_validation,review_remove,paper_titles,source_batch,qc_manual_review,qc_fix_applied,qc_confidence,qc_issue_category,was_merged,best_name_updated,full_name_updated,confidence,notes
SMART_CAPITALIZED,29985971,Kinomefeature,0.7502121,,0.7502121,kinomefeature,0.7502121,1,https://simtk.org/projects/kdb,200,United States,"(37.4241,-122.1661)",,2019-01-01,"Department of Bioengineering, Stanford, CA, USA.","Altman RB, Broccatelli F, Johnson AR, Joshi A, Kakiuchi-Kiyota S, Liu T, Lo YC, Morrissey KM, Zhong Y","GM102365, HL117798, LM05652, R01 GM102365, R01 LM005652","Genentech, NIGMS NIH HHS, NIH, NLM NIH HHS",21,United States,kinomefeature,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2010-2022,,,,,False,Kinomefeature,Kinomefeature,HIGH,No expansion in title
CAPITALIZED,24985530,OHDSI,0.9886599,ohdsi,0.9886599,,0.9886599,1,http://ohdsi.org,200,United States,"(37.7621,-122.3971)",,2014-08-01,"University of Pittsburgh, Pittsburgh, PA, USA, rdb20@pitt.edu.","Boyce RD, Duke J, Dumontier M, Harpaz R, Hartzema AG, Huser V, Khayter M, Lambert CG, Norén GN, Overhage JM, Reich C, Ryan PB, Schuemie MJ, Tatonetti NP, Trifirò G, Voss EA","1R01LM011838-01, K01 AG044433, K01AG044433, R01 GM107145, R01 LM011838","Intramural NIH HHS, NIA NIH HHS, NIGMS NIH HHS, NLM NIH HHS",36,United States,ohdsi,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2010-2022,,,,,False,OHDSI,OHDSI,HIGH,No expansion in title
SMART_CAPITALIZED,32979565,Triticeae-genetribe,0.97889215,,0.97889215,triticeae-genetribe,0.97889215,1,https://chenym1.github.io/genetribe/,200,United States,"(37.7621,-122.3971)",,2020-09-23,"Key Laboratory of Crop Heterosis and Utilization, State Key Laboratory for Agrobiotechnology, Beijing Key Laboratory of Crop Genetic Improvement, China Agricultural University, Beijing 100193, China.","Chen Y, Guan P, Guo W, Jiao Y, Ni Z, Peng H, Song W, Sun Q, Wang Z, Xie X",,National Natural Science Foundation of China,180,"Andorra, China",triticeae-genetribe,review,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2010-2022,,,,,False,Triticeae-genetribe,Triticeae-genetribe,HIGH,No expansion in title
SMART_CAPITALIZED,32695791,Covid Trial Monitor,0.97514385,,0.97514385,covid trial monitor,0.97514385,1,https://bioinfo.ieo.it/shiny/app/CovidCT,200,United States,"(37.7621,-122.3971)",,2020-06-29,"Department of Experimental Oncology, IEO European Institute of Oncology IRCSS, Milan, Italy.","Bellerba F, Corso F, Duso BA, Gandini S, Mazzarella L, Minucci S, Pelicci PG, Tini G",,,7,Italy,covid trial monitor,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2010-2022,,,,,False,Covid Trial Monitor,Covid Trial Monitor,HIGH,Full name explicitly in title
SMART_CAPITALIZED,24952961,Developing Mouse Brain Atlas,0.9734473,,0.9734473,developing mouse brain atlas,0.9734473,1,http://developingmouse.brain-map.org,200,United States,"(45.8399,-119.7006)",,2014-06-19,"Allen Institute for Brain Science, Seattle, WA 98103, USA.","Bernard A, Dang C, Dee N, Garcia-Lopez R, Glattfelder K, Hawrylycz MJ, Henry A, Hohmann J, Jeromin A, Jones AR, Kaykas A, Kidney J, Kuan L, Lau C, Lee CK, Martinez S, Martinez-Ferre A, Menon V, Miller J, Ng L, Nguyen TN, Orta G, Page D, Pombero A, Puelles L, Riley Z, Rubenstein JLR, Smith K, Smith S, Sodt AJ, Sunkin SM, Thompson CL, Wakeman WB, Wohnoutka P, Young R","R01 MH081880, R01 NS034661, R01 NS099099, R37 MH049428","NIMH NIH HHS, NINDS NIH HHS",234,United States,developing mouse brain atlas,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2010-2022,,,,,False,Developing Mouse Brain Atlas,Developing Mouse Brain Atlas,HIGH,Full name explicitly in title
CAPITALIZED,31432473,IMAGEJ,0.9687499,imagej,0.9687499,,0.9687499,1,http://biii.eu/,200,France,"(50.6942,3.1746)",,2019-01-01,"Faculty of Life Sciences (SV), BioImaging and Optics Platform (BIOP), Ecole Polytechnique Fédérale de Lausanne (EPFL), Lausanne, Switzerland.","Burri O, Guiet R, Seitz A",,,10,"Andorra, Switzerland",imagej,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2010-2022,,,,,False,IMAGEJ,IMAGEJ,HIGH,No expansion in title
SMART_CAPITALIZED,21649883,Mozatlas,0.9636754,,0.9636754,mozatlas,0.9636754,1,http://www.tissue-atlas.org,200,United States,"(37.7621,-122.3971)",,2011-06-07,"Department of Genetics, University of Cambridge, Downing Street, Cambridge CB1 3QA, UK. dab55@cam.ac.uk","Baker DA, Crisanti A, Fischer B, Nolan T, Pinder A, Russell S",,,156,United Kingdom,mozatlas,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2010-2022,,,,,False,Mozatlas,Mozatlas,HIGH,No expansion in title
CAPITALIZED,27199606,INBO,0.95792925,inbo,0.95792925,,0.95792925,1,http://waarnemingen.be,200,Netherlands,"(51.9225,4.4792)",,2016-04-26,"Research Institute for Nature and Forest (INBO), Kliniekstraat 25, B-1070 Brussels, Belgium.","Beck O, Brosens D, Desmet P, Gielen K, Herremans M, Maes D, Natuurpunt V, Van Dyck H, Vanreusel W, Vantieghem P",,,5,"Andorra, Belgium",inbo,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2010-2022,,,,,False,INBO,INBO,HIGH,No expansion in title
"SHORT_NAME_FLAGGED,CAPITALIZED,QC_FIX_MEDIUM",33555347,DNA G,0.92722374,br,0.92722374,,0.92722374,1,https://ericlarg4.github.io/G4_database.html,200,United States,"(37.7621,-122.3971)",,2021-02-01,"Univ. Bordeaux, CNRS, INSERM, ARNA, UMR 5320, U1212, IECB, F-33000 Bordeaux, France.","Gabelica V, Ghosh A, Largy E","616551, ERC-2013-CoG-616551-DNAFOLDIMS, H2020-MSCA-IF-2017-799695-CROWDASSAY","European Research Council, European Union, Inserm",30,France,br,review,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2010-2022,,,,,False,DNA G,DNA G,HIGH,No expansion in title
SMART_CAPITALIZED,29785409,Lepidodb,0.92427236,,0.92427236,lepidodb,0.92427236,1,http://bipaa.genouest.org/sp/ostrinia_scapulalis/,200,France,"(48.1111,-1.6743)",,2018-02-01,"CBGP, INRA, CIRAD, IRD, Montpellier SupAgro, Univ Montpellier, Montpellier, France.","Audiot P, Bretaudeau A, Dorkeld F, Gschloessl B, Kerdelhué C, Streiff R",,INRA,5,France,lepidodb,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2010-2022,,,,,False,Lepidodb,Lepidodb,HIGH,No expansion in title
SMART_CAPITALIZED,27549386,Transcriptome Variation Analysis,0.9239837,,0.9239837,transcriptome variation analysis,0.9239837,1,http://travadb.org/,200,United States,"(37.3541,-121.9552)",,2016-11-19,"Institute for Information Transmission Problems of the Russian Academy of Sciences, Moscow, 127051, Russia.","Gerasimov ES, Kasianov AS, Klepikova AV, Logacheva MD, Penin AA","12‐04‐33032, 14‐50‐00150","Russian Foundation for Basic Research, Russian Science Foundation",537,,transcriptome variation analysis,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2010-2022,,,,,False,Transcriptome Variation Analysis,Transcriptome Variation Analysis,HIGH,Full name explicitly in title
CAPITALIZED,28605770,IAT,0.9236438,iat,0.9236438,,0.9236438,1,http://odin.ccg.unam.mx/ODIN/bc2015-miRNA/,200,Mexico,"(19.4285,-99.1277)",,2017-01-01,"Facultad de Ciencias, Departamento Biología Celular, Universidad Nacional Autónoma de México, Ciudad Universitaria, Circuito Exterior s/n, Coyoacán, CP 04510, Ciudad de México, CDMX, México.","Balderas-Martínez YI, Collado-Vides J, Contreras G, Pardo A, Rinaldi F, Selman M, Solano-Lira H, Sánchez-Pérez M","105315130558/1, R01 GM110597","Dirección General de Asuntos del Personal Académico, F. Hoffmann-La Roche, NIGMS NIH HHS, Swiss National Science Foundation, Universidad Nacional Autónoma de México",4,,iat,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2010-2022,,,,,False,IAT,IAT,HIGH,No expansion in title
SMART_CAPITALIZED,21267068,Eurexpress Atlas,0.9143121,,0.9143121,eurexpress atlas,0.9143121,1,http://www.eurexpress.org,200,United States,"(40.8043,-74.0121)",,2011-01-18,"Telethon Institute of Genetics and Medicine, Naples, Italy.","Alunni V, Anand S, Antonarakis SE, Baldock RA, Ballabio A, Banfi S, Battaini MA, Bianchi SA, Bilio M, Brieske N, Brockmeyer M, Canidio E, Cantiello I, Cicchini J, Dagand E, Davidson DR, De Masi C, Dettmer S, Diez-Roux G, Dollé P, Echevarria D, Eichele G, Feng G, Fischer B, Garcia-Calero E, Garcia-Lopez R, Geffers L, Grabbe F, Gyenesei A, Helbig C, Henrichsen CN, Hernandez AM, Herzog S, Kauck C, Koch M, Kruse S, Kumar L, Lam M, Lehrach H, Lin-Marq N, Magen A, Martinez S, Mehmeti S, Metz K, Milyaev N, Mundlos S, Mura C, Nürnberger A, Ong CK, Pagani M, Peluso I, Perroud E, Puelles E, Radelof U, Reymond A, Rozado D, Sarmientos P, Schmidt K, Schrader K, Schrinner S, Semple CA, Sieverding C, Springer C, Sultan M, Uhr M, Verde R, Yaspo ML, Zwingmann C","MC_PC_U127527203, MC_U127527203, TGM11S03","Medical Research Council, Telethon",483,"Andorra, Italy",eurexpress atlas,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2010-2022,,,,,False,Eurexpress Atlas,Eurexpress Atlas,HIGH,Full name explicitly in title
,30051302,3d-pdf,0.89756525,3d-pdf,0.89756525,,0.89756525,1,http://diposit.ub.edu/dspace/handle/2445/112442,200,Spain,"(41.3597,2.1003)",,2018-07-26,"Laboratory of Surgical Neuroanatomy, Human Anatomy and Embryology Unit, Faculty of Medicine and Health Sciences, University of Barcelona, c/Casanova 143, 08036, Barcelona, Spain.","Catapano G, De Notaris M, Juanes-Méndez JA, Mavar-Haramija M, Melé MV, Prats-Galino A, Puigdellívol-Sánchez A, Román LS",411U/2011,Fundació la Marató de TV3,4,"Andorra, Spain",3d-pdf,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2010-2022,,,,,False,3d-pdf,3d-pdf,HIGH,No expansion in title
SMART_CAPITALIZED,21829640,Rodent Brain Workbench,0.89438474,,0.89438474,rodent brain workbench,0.89438474,1,http://www.rbwb.org,200,Norway,"(59.9127,10.7461)",,2011-08-01,"Centre for Molecular Biology and Neuroscience, Institute of Basic Medical Sciences, University of Oslo, Oslo, Norway.","Bjaalie JG, Leergaard TB, Zakiewicz IM, van Dongen YC",,,22,"Andorra, Norway",rodent brain workbench,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2010-2022,,,,,False,Rodent Brain Workbench,Rodent Brain Workbench,HIGH,Full name explicitly in title
SMART_CAPITALIZED,23993102,Cancer Therapeutics Response Portal,0.890286,,0.890286,cancer therapeutics response portal,0.890286,1,http://www.broadinstitute.org/ctrp,200,United States,"(37.7621,-122.3971)",,2013-08-01,"The Broad Institute of Harvard and MIT, Cambridge, MA 02142, USA.","Barretina J, Basu A, Bittker JA, Bodycombe NE, Bracha AL, Cheah JH, Clemons PA, Dancik V, Ebright RY, Garraway LA, Gilbert JC, Hon CS, Ito D, Khabele D, Kryukov GV, Liefeld T, Liu K, Munoz B, Price EV, Schaefer GI, Schreiber SL, Shamji AF, Stern AM, Stewart ML, Stockwell BR, Stransky N, Wang S, Wawer M, Wilson AJ","K08 CA148887, R01 CA097061, R01 CA161061, RC2 CA148399, RC2-CA148399",NCI NIH HHS,599,"Andorra, United States",cancer therapeutics response portal,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2010-2022,,,,,False,Cancer Therapeutics Response Portal,Cancer Therapeutics Response Portal,HIGH,Full name explicitly in title
"CAPITALIZED,DISAMBIGUATED,QC_FIX_MEDIUM",30846902,Hemiptera,0.88707507,zenodo,0.88707507,,0.88707507,1,http://trivellone.speciesfile.org/,200,United States,"(40.1106,-88.2073)",,2019-02-26,"Illinois Natural History Survey, University of Illinois, Champaign, Illinois, United States of America Illinois Natural History Survey, University of Illinois Champaign, Illinois United States of America.",Trivellone V,,National Science Foundation,17,United States,zenodo,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2010-2022,,,,,False,Hemiptera,Hemiptera,HIGH,No expansion in title
SMART_CAPITALIZED,24123256,Spot-seq,0.8852169,,0.8852169,spot-seq,0.8852169,1,http://sparks-lab.org,200,United States,"(37.7621,-122.3971)",,2013-11-22,"School of Informatics and Computing, Indiana University Purdue University, Indianapolis, Indiana, 46202; Center for Computational Biology and Bioinformatics, Indiana University School of Medicine, Indianapolis, Indiana, 46202.","Janga SC, Kao CC, Yang Y, Zhao H, Zhou Y","1R01AI090280, 1RO1AI090280, R01 AI090280, R01 GM085003","NIAID NIH HHS, NIGMS NIH HHS, National Institutes of Health, School of Informatics at IUPUI",21,Andorra,spot-seq,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2010-2022,,,,,False,Spot-seq,Spot-seq,HIGH,No expansion in title
SMART_CAPITALIZED,33339864,Fyco1,0.8215833,fyco1,0.8215833,,0.8215833,1,https://baillielab.net/maic/covid19,200,Germany,"(50.1155,8.6842)",,2020-12-18,"Roslin Institute, University of Edinburgh, Easter Bush, Edinburgh, EH25 9RG, UK.","Baillie JK, Clohisey S, Head Fourman M, Law A, Millar JE, Parkinson N, Rodgers N, Russell CD, Swets MC, Wang B, Zechner M","BBS/E/D/20002172, BBS/E/D/30002277, MC_PC_19025, MC_PC_19059","Biotechnology and Biological Sciences Research Council, Intensive Care Society, Medical Research Council, Wellcome Trust",34,United Kingdom,fyco1,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2010-2022,,,,,False,Fyco1,Fyco1,HIGH,No expansion in title
SMART_CAPITALIZED,26571530,Challenge,0.78883344,,0.78883344,challenge,0.78883344,1,http://live.ece.utexas.edu/research/ChallengeDB/index.html,200,United States,"(30.2672,-97.7431)",,2015-11-11,,"Bovik AC, Ghadiyaram D",IIS-1116656,National Science Foundation through the Division of Information and Intelligent Systems,74,,challenge,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2010-2022,,,,,False,Challenge,Challenge,HIGH,No expansion in title
CAPITALIZED,34229210,EBISC,0.7696,ebisc,0.7696,,0.7696,1,https://cells.ebisc.org/,200,Germany,"(49.0094,8.4044)",,2021-05-24,"Janssen Pharmaceutica NV, Turnhoutseweg 30, 2340 Beerse, Belgium.","Cabrera-Socorro A, Clausen C, Ebneth A, Fischer B, Holst B, Kreir M, Kumar D, Pestana F, Pita-Almenar J, Schmid B, Seibt F, Shih PY, Steeg R",,IMI,17,Belgium,ebisc,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2010-2022,,,,,False,EBISC,EBISC,HIGH,No expansion in title
"SHORT_NAME_FLAGGED,CAPITALIZED,QC_FIX_MEDIUM",32941026,Covalent Interactions Atlas Benchmark Data Sets,0.7502414,px,0.7502414,,0.7502414,1,http://www.nciatlas.org,200,Czechia,"(49.8347,18.2820)",,2020-09-17,"Institute of Organic Chemistry and Biochemistry, Czech Academy of Sciences, 166 10 Prague, Czech Republic.",Řezáč J,"19-13905S, CZ.02.1.01/0.0/0.0/16 019/0000729, LM2015070, RVO 61388963","Czech Academy of Sciences, European Commission, Grantov?? Agentura Cesk?? Republiky, Institute of Organic Chemistry and Biochemistry, Ministry of Education, Youth and Sports of the Czech Republic",50,Andorra,px,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2010-2022,,,,,False,Covalent Interactions Atlas Benchmark Data Sets,Covalent Interactions Atlas Benchmark Data Sets,HIGH,No expansion in title
CAPITALIZED,23790654,MOODLE,0.7387656,moodle,0.7387656,,0.7387656,1,http://www.unf3s.org/,200,France,"(48.8534,2.3488)",,2013-05-28,"Service d'anatomie et cytologie pathologiques, université de Lorraine, hôpital Central, CHU de Nancy, 29, avenue du Maréchal-De-Lattre-de-Tassigny, 54000 Nancy, France. g.gauchotte@chu-nancy.fr","Ameisen D, Battistella M, Bertheau P, Boutonnat J, Copie C, Galateau-Sallé F, Garcia S, Gauchotte G, Rigau V, Terris B, Vergier B, Wendum D",,"l’université Paris Diderot, l’université numérique francophone des sciences de la santé et du sport (UNF3S), pôle de recherche et d’enseignement supérieur Sorbonne Paris Cité",4,France,moodle,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2010-2022,,,,,False,MOODLE,MOODLE,HIGH,No expansion in title
CAPITALIZED,34673265,GREEKC,0.72298527,greekc,0.72298527,,0.72298527,1,https://www.ebi.ac.uk/QuickGO/targetset/dbTF,200,United Kingdom,"(51.8797,-0.4175)",,2021-10-18,"Functional Gene Annotation, Preclinical and Fundamental Science, UCL Institute of Cardiovascular Science, University College London, London WC1E 6BT, United Kingdom. Electronic address: r.lovering@ucl.ac.uk.","Acencio ML, Fornes O, Gaudet P, Ignatchenko A, Jolma A, Kuiper M, Kulakovskiy IV, Logie C, Lovering RC, Lægreid A, Martin MJ","075-15-2019-1660, 247727/O70, ARUK-NAS2017A-1, CA15205, HG002273, RG/13/5/30112","Alzheimer’s Research UK, British Heart Foundation, COST, Ministry of Education and Science of the Russian Federation, National Human Genome Research Institute, National Institutes of Health, Norges Forskningsråd, Royal Children&apos;s Hospital Foundation, UCLH Biomedical Research Centre",21,"Andorra, United Kingdom",greekc,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2010-2022,,,,,False,GREEKC,GREEKC,HIGH,No expansion in title
SMART_CAPITALIZED,33124659,Tumormap,0.6828248,,0.6828248,tumormap,0.6828248,1,https://tumormap.ucsc.edu/?p=RCG_lungNENomics/LNEN,200,United States,"(36.9741,-122.0308)",,2020-10-01,"Section of Genetics, International Agency for Research on Cancer (IARC-WHO), 150 cours Albert Thomas, 69372 Lyon CEDEX 08, France.","Alcala N, Cahais V, Fernandez-Cuesta L, Foll M, Gabriel AAG, Ghantous A, Mangiante L, Mathian E, McKay JD, Voegele C","001, R03 CA195253, R03CA195253","Institut National Du Cancer, NCI NIH HHS, National Institutes of Health, Neuroendocrine Tumor Research Foundation, World Health Organization",18,France,tumormap,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2010-2022,,,,,False,Tumormap,Tumormap,HIGH,No expansion in title
SMART_CAPITALIZED,30389920,Demeter2,0.68208176,demeter2,0.68208176,,0.68208176,1,https://depmap.org/R2-D2,200,United States,"(41.2619,-95.8608)",,2018-11-02,"Broad Institute of MIT and Harvard, Cambridge, 02142, MA, USA.","Boehm JS, Bryan JG, Dempster JM, Golub TR, Green TM, Hahn WC, Ho ZV, Krill-Burger JM, Kugener G, McFarland JM, Montgomery PG, Root DE, Tsherniak A, Vazquez F",U01 CA176058,"Carlos Slim Foundation, NCI NIH HHS",292,"Andorra, United States",demeter2,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2010-2022,,,,,False,Demeter2,Demeter2,HIGH,No expansion in title
SMART_CAPITALIZED,29381145,Spl-adr-200db,0.670555,,0.670555,spl-adr-200db,0.670555,1,https://bionlp.nlm.nih.gov/tac2017adversereactions/,200,United States,"(38.9807,-77.1003)",,2018-01-30,"U.S. National Library of Medicine, NIH, 8600 Rockville Pike, Bethesda, MD 20894, USA.","Aronson AR, Demner-Fushman D, Lang F, Roberts K, Rodriguez L, Rogers W, Shooshan SE, Tonning J",R00 LM012104,NLM NIH HHS,27,United States,spl-adr-200db,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2010-2022,,,,,False,Spl-adr-200db,Spl-adr-200db,HIGH,No expansion in title
CAPITALIZED,34121770,OFTCON,0.61276156,oftcon,0.61276156,,0.61276156,1,http://www.photochemistry.org,200,Germany,"(48.3715,10.8985)",,2020-09-01,"science-softCon, Auf der Burg 4, 63477 Maintal, Germany.","Fahr A, Hartmann GK, Lary D, Lee YP, Limão-Vieira P, Locht R, Martin-Torres J, McNeill K, Noelle A, Orlando JJ, Rajasekhar BN, Salama F, Vandaele AC, Wayne RP, Yuan C","EPA999999, ST/V00610X/1","Intramural EPA, UK Space Agency",9,Germany,oftcon,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2010-2022,,,,,False,OFTCON,OFTCON,HIGH,No expansion in title
SMART_CAPITALIZED,27328409,Australian Phytoplankton Database,0.5715874,,0.5715874,australian phytoplankton database,0.5715874,1,http://portal.aodn.org.au/,200,Australia,"(-33.8678,151.2073)",,2016-06-21,"CSIRO Oceans and Atmosphere, Castray Esplanade, Hobart, Tasmania 7000, Australia.","Ajani P, Armbrecht L, Atkins N, Bonham P, Brett S, Brinkman R, Burford M, Clementson L, Coad P, Coman F, Coughlan A, Davies CH, Davies D, Dela-Cruz J, Devlin M, Edgar S, Eriksen R, Furnas M, Hallegraeff G, Hassler C, Hill D, Holmes M, Ingleton T, Jameson I, Leterme SC, Lønborg C, McEnnulty F, McKinnon AD, McLaughlin J, Miller M, Murray S, Nayar S, Patten R, Pausina SA, Pritchard T, Proctor R, Purcell-Meyerink D, Raes E, Richardson AJ, Rissik D, Ruszczyk J, Slotwinski A, Swadling KM, Tattersall K, Thompson P, Thomson P, Tonks M, Trull TW, Uribe-Palomino J, Waite AM, Yauwenas R, Zammit A",,,12,"Andorra, Australia",australian phytoplankton database,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2010-2022,,,,,True,Australian Phytoplankton Database,Australian Phytoplankton Database,HIGH,No expansion in title
SMART_CAPITALIZED,29396322,A Large-scale,0,,0,a large-scale,0,1,http://www.sanderlab.org/pancanmet,200,United States,"(37.7621,-122.3971)",,2018-01-27,"Marie-Josée and Henry R. Kravis Center for Molecular Oncology, Memorial Sloan Kettering Cancer Center, 1275 York Avenue, New York, NY 10065, USA; Department of Epidemiology and Biostatistics, Memorial Sloan Kettering Cancer Center, 1275 York Avenue, New York, NY 10065, USA. Electronic address: reznike@mskcc.org.","Aksoy BA, Creighton CJ, Hakimi AA, La K, Liu EM, Luna A, Ostrovnaya I, Reznik E, Sander C","CA125123, F32 CA192901, P30 CA008748, P30 CA125123, P30-CA008748, P41 GM103504","NCI NIH HHS, NIGMS NIH HHS, NIH, National Cancer Institute, National Institute of General Medical Sciences, National Research Service",133,"Andorra, United States",a large-scale,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2010-2022,,,,,False,A Large-scale,A Large-scale,HIGH,Full name explicitly in title
"CAPITALIZED,DISAMBIGUATED,QC_FIX_MEDIUM",33068406,Project Score,0,cosmic,0,uniprot,0,1,https://score.depmap.sanger.ac.uk/,200,United Kingdom,"(51.8797,-0.4175)",,2021-01-01,"Wellcome Sanger Institute, Hinxton, Cambridge CB10 1SA, UK.","Behan FM, Dwane L, Garnett MJ, Gonçalves E, Iorio F, Lightfoot H, Pignatelli M, Shepherd R, Yang W, van der Meer D","206194, OTAR015, OTAR2-055","Open Targets, Wellcome Trust",74,United Kingdom,cosmic,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2010-2022,,,,,False,Project Score,Project Score,HIGH,No expansion in title
"PIPE_CLEANED,SMART_CAPITALIZED,QC_FIX_MEDIUM",25977788,uniprotkb | proteomexchange,0,,0,uniprotkb | proteomexchange,0,1,http://www.openswath.org,200,United States,"(37.7621,-122.3971)",,2014-09-16,"Department of Biology, Institute of Molecular Systems Biology , ETH Zurich, CH-8093 Zurich, Switzerland ; PhD Program in Systems Biology, University of Zurich and ETH Zurich , CH-8093 Zurich, Switzerland.","Aebersold R, Bader SL, Campbell DS, Caron E, Collins BC, Deutsch EW, Ebhardt HA, Faini M, Faridi P, Guo T, Heusel M, Koh CC, Kouvonen P, Lam H, Liu Y, Matondo M, Moritz RL, Rosenberger G, Röst HL, Schubert OT, Tate S, Vichalkovski A","107679, 143482, P50 GM076547, R01 GM087221, RC2 HG005805, S10 RR027584","NCRR NIH HHS, NHGRI NIH HHS, NIGMS NIH HHS, Swiss National Science Foundation",324,"Andorra, Ethiopia, Switzerland",uniprotkb | proteomexchange,ok,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2010-2022,,,,,False,uniprotkb | proteomexchange,uniprotkb | proteomexchange,HIGH,No expansion in title
"POPULATED_FROM_URL,QC_FIX_MEDIUM","22970177, 28776320, 32003691, 34969046",HIV,0,,0,,0,4,http://clinicaltrials.gov/ct2/show/NCT00931216,200,United States,"(39.0997,-94.5786)",,2012-09-06,"Department of Health Care Organization and Policy, University of Alabama at Birmingham, Birmingham, Alabama, United States of America. jmturan@uab.edu; Manchester Centre for Health Economics, Room 4.318, 4th floor, Jean Mcfarlane Building, Division of Population Health, Health Services Research and Primary Care, School of Health Sciences, Faculty of Biology, Medicine and Health, The University of Manchester, Oxford Road, Manchester, M13 9PL, UK. Rachel.a.elliott@manchester.ac.uk.; Department of Neuroscience, Imaging and Clinical Science, University of ""G. D'Annunzio"", Chieti, Italy.; Center for Outcomes Research and Evaluation, Research Institute of the McGill University Health Centre, Montreal, Quebec, Canada.","Achiche S, Ackers ML, Ahmed S, Avery AJ, Barber N, Boyd MJ, Bukusi EA, Chuter A, Cohen CR, Cox J, De Berardis D, Di Giannantonio M, Elliott RA, Engler K, Fornaro M, Fraticelli S, Gkountouras G, Hijal T, Kim YK, Klein M, Lacombe K, Latif A, Lebouché B, Ma Y, Marima R, Martinotti G, Mbori-Ngacha D, Mehta R, Onono M, Orsolini L, Pant Pai N, Penner J, Perna G, Pompili M, Serafini G, Shade SB, Steinfeld RL, Tanajewski L, Tomasetti C, Turan JM, Valchera A, Vellante F, Vicente S, Volpe U, Waring J, Washington S, Woods M, de Pokomandy A","5U2GPS001913-02, 65364, CTNPT039, DS-2018-0072, ICA-CL-2015-01-008, IISP-53538, K01 MH081777, K01MH081777, M006, MSD France, P30 AI027763, PR-IC-0711-10010, U2G PS001913","CIHR, Canadian HIV Trials Network, Canadian Institutes of Health Research, MSD Avenir, Merck Canada Inc., NCHHSTP CDC HHS, NIAID NIH HHS, NIMH NIH HHS, National Institute for Health Research (NIHR), PEPFAR, PHS HHS, Quebec Strategy for Patient-Oriented Research (SPOR) Support Unit (Methodological Developments), UK Department of Health Policy Research Programme",81,"Andorra, Canada, Italy, United Kingdom, United States",,review,,A naturalistic neuroimaging database for understanding the brain using ecological stimuli.,2010-2022,,,,,False,HIV,HIV,HIGH,No expansion in title
