name_modification_flags,ID,best_name,best_name_prob,best_common,best_common_prob,best_full,best_full_prob,article_count,extracted_url,review_remove,paper_titles,best_name_updated,full_name_updated,extracted_url_status,extracted_url_country,extracted_url_coordinates,wayback_url,publication_date,affiliation,authors,grant_ids,grant_agencies,num_citations,affiliation_countries,best_name_original,url_validation,source_batch,qc_manual_review,qc_fix_applied,qc_confidence,qc_issue_category,was_merged,confidence,notes,grep_remove
TITLE_CAPITALIZED,39253058,cPEPmatch Webserver,0.8323073,,0.8323073,cpepmatch webserver,0.8323073,1,https://t38webservices.nat.tum.de/cpepmatch/,,cPEPmatch Webserver: A comprehensive tool and database to aid rational design of cyclic peptides for drug discovery.,cPEPmatch Webserver,cPEPmatch Webserver,200,,,,2024-08-12,"Center for Functional Protein Assemblies, Technical University of Munich, Ernst-Otto-Fischer-Straße 8, Garching, Germany.","Halbwedl N, Knipp A, Santini BL, Wendel S, Zacharias M",,"Bundesministerium für Bildung und Forschung, German Research Foundation, Max Planck Society",2.0,Germany,cPEPmatch Webserver,ok,2022-2025,,,,,False,HIGH,No expansion in title,
CAPITALIZED,39470715,PANEL,0.8297691,panel,0.8297691,,0.8297691,1,https://www.evomicslab.org/db/ScRAPdb/,,ScRAPdb: an integrated pan-omics database for the Saccharomyces cerevisiae reference assembly panel.,PANEL,PANEL,200,,,,2025-01-01,"State Key Laboratory of Oncology in South China, Guangdong Key Laboratory of Nasopharyngeal Carcinoma Diagnosis and Therapy, Guangdong Provincial Clinical Research Center for Cancer, Sun Yat-sen University Cancer Center, 651 Dongfeng East Road, Guangzhou 510060, China.","Fischer G, Li H, Li J, Liti G, Miao Z, Ren Y, Tarabini A, Yang L, Ye C, Yue JX","2019QN01Y183, 2021QN02Y168, 2022A1515010717, 2022A1515011873, 24qnpy293, 32000395, 32070592, YTP-SYSUCC-0040, YTP-SYSUCC-0042","Fundamental Research Funds for the Central Universities, Guangdong Basic and Applied Basic Research Foundation, Guangdong Pearl River Talents Program, National Natural Science Foundation of China, Sun Yat-sen University Cancer Center",3.0,"Andorra, China, Senegal",PANEL,ok,2022-2025,,,,,False,HIGH,No expansion in title,
TITLE_CAPITALIZED,34999748,IMOSA2,0.8285729,imosa2,0.8285729,,0.8285729,1,http://elbo-spice.cs.tau.ac.il/shiny/MIMOSA2shiny/,,MIMOSA2: a metabolic network-based tool for inferring mechanism-supported relationships in microbiome-metabolome data.,MIMOSA2,MIMOSA2,200,,,,2022-03-01,"Department of Genome Sciences, University of Washington, Seattle, WA 98195, USA.","Borenstein E, Eng A, Muller E, Noecker C","1R01GM124312, 2435/19, R01 DK095869, R01 GM124312, R01DK095869, U19 AG057377, U19AG057377","Edmond J. Safra Center for Bioinformatics at Tel-Aviv University, Faculty Fellow of the Edmond J. Safra Center for Bioinformatics at Tel Aviv University, Israel Science Foundation, NIA NIH HHS, NIDDK NIH HHS, NIGMS NIH HHS, NIH HHS, National Institutes of Health",43.0,United States,IMOSA2,ok,2022-2025,,,,,False,HIGH,No expansion in title,
TITLE_CAPITALIZED,36688700,Cistrome Explorer,0.8229243,,0.8229243,cistrome explorer,0.8229243,1,http://cisvis.gehlenborglab.org/,,Cistrome Explorer: an interactive visual analysis tool for large-scale epigenomic data.,Cistrome Explorer,Cistrome Explorer,200,,,,2023-02-01,"Department of Biomedical Informatics, Harvard Medical School.","Brown M, Chen CH, Dandawate A, Gehlenborg N, Keller MS, L'Yi S, Meyer CA, Taing L","T32 HG002295, U24 CA237617, U24CA237617","NCI NIH HHS, NHGRI NIH HHS, National Institutes of Health",4.0,,Cistrome Explorer,ok,2022-2025,,,,,False,HIGH,No expansion in title,
"SHORT_NAME_REPLACED,SMART_CAPITALIZED",38109500,Desiccation,0.8223852,d,0.8223852,,0.8223852,1,http://desiccation.novogene.com,,Drying without dying: A genome database for desiccation-tolerant plants and evolution of desiccation tolerance.,Drying without dying,Drying without dying,200,,,,2024-03-01,"State Key Laboratory of Desert and Oasis Ecology, Key Laboratory of Ecological Safety and Sustainable Development in Arid Lands, Xinjiang Institute of Ecology and Geography, Chinese Academy of Sciences, Urumqi 830011, China.","Chen M, Gao B, Li X, Liang Y, Liu H, Liu Y, Oliver MJ, Wang J, Zhang D, Zhang J, Zhang Y","1638972, 2021xjkk0500, 2022000005, 2022000243, 2022xjkk1500, 32100256, KFJ-BRP-017-72","National High-Level Young Talent Programs, National Natural Science Foundation of China, Strategic Biological Resources Capacity Building Project, Third Xinjiang Scientific Expedition Program, U.S. National Science Foundation Dimensions of Biodiversity Program Award",8.0,"Andorra, China",Desiccation,ok,2022-2025,,,,,False,HIGH,No expansion in title,
TITLE_CAPITALIZED,35238331,ultiBaC,0.82195556,,0.82195556,ultibac,0.82195556,1,https://www.bioconductor.org/packages/release/bioc/html/MultiBaC.html,,MultiBaC: an R package to remove batch effects in multi-omic experiments.,MultiBaC,MultiBaC,200,,,,2022-04-01,"Gene Expression and RNA Metabolism Laboratory, Instituto de Biomedicina de Valencia, Consejo Superior de Investigaciones Científicas, Valencia 46010, Spain.","Conesa A, Ferrer A, Nueda MJ, Prats-Montalbán JM, Tarazona S, Ugidos M","2016/093, PID2020-119537RB-I00","Generalitat Valenciana through PROMETEO grants program for excellence research groups [PROMETEO, Spanish MICINN",10.0,"Andorra, Spain",ultiBaC,ok,2022-2025,,,,,False,HIGH,No expansion in title,True
TITLE_CAPITALIZED,34591960,Regeneration Roadmap,0.81821424,,0.81821424,regeneration roadmap,0.81821424,1,https://ngdc.cncb.ac.cn/regeneration/index,,Regeneration Roadmap: database resources for regenerative biology.,Regeneration Roadmap,Regeneration Roadmap,200,,,,2022-01-01,"State Key Laboratory of Membrane Biology, Institute of Zoology, Chinese Academy of Sciences, Beijing 100101, China.","Bao Y, Cai Y, Hu B, Ji Z, Jin T, Kang W, Liu GH, Liu Z, Ma S, Qu J, Ren J, Song M, Wang S, Yan H, Zhang T, Zhang W, Zhou Q",,,20.0,China,Regeneration Roadmap,ok,2022-2025,,,,,False,HIGH,No expansion in title,
"CAPITALIZED,DISAMBIGUATED",37889037,SLKB,0.81574017,base,0.81574017,,0.81574017,1,https://slkb.osubmi.org,,SLKB: synthetic lethality knowledge base.,SLKB,Synthetic Lethality Knowledge Base,200,,,,2024-01-01,"Department of Biomedical Informatics, College of Medicine, The Ohio State University, Columbus, OH 43210, USA.","Cheng L, Fan K, Gökbağ B, Li L, Tang S, Yu L, Zhao Y",P30 CA016058,"NCI NIH HHS, Ohio State University",7.0,United States,BASE (slkb),ok,2022-2025,NO,YES,HIGH,HAS_BRACKETS,False,HIGH,Expansion explicit - SLKB maps to words in title,
TITLE_CAPITALIZED,39827990,xerGeneDB,0.81484467,,0.81484467,xergenedb,0.81484467,1,https://exergenedb.com,,ExerGeneDB: A physical exercise-regulated differential gene expression database.,ExerGeneDB,ExerGeneDB,200,,,,2025-01-17,"Institute of Cardiovascular Sciences, Shanghai Engineering Research Center of Organ Repair, Joint International Research Laboratory of Biomaterials and Biotechnology in Organ Repair (Ministry of Education), School of Life Science, Shanghai University, Shanghai 200444, China; Cardiac Regeneration and Ageing Lab, Institute of Geriatrics (Shanghai University), Affiliated Nantong Hospital of Shanghai University (The Sixth People's Hospital of Nantong), School of Medicine, Shanghai University, Nantong 226011, China.","Ai S, Cretoiu D, Gao J, Li G, Pan L, Shi X, Spanos M, Tong X, Xiao J, Zhou Q","19SG34, 20DZ2255400, 21XD1421300, 23410750100, 81970335, 82020108002, 82200321, 82225005","National Natural Science Foundation of China, Science and Technology Commission of Shanghai Municipality, Shanghai Municipal Education Commission",4.0,"Andorra, China",xerGeneDB,ok,2022-2025,,,,,False,HIGH,No expansion in title,
TITLE_CAPITALIZED,39395186,atlas of E3,0.8077688,,0.8077688,atlas of e3,0.8077688,1,https://eliahdb.org,,ELiAH: the atlas of E3 ligases in human tissues for targeted protein degradation with reduced off-target effect.,atlas of E3,atlas of E3,200,,,,2024-10-01,"Center for Supercomputing Application, Korea Institute of Science and Technology Information (KISTI), 245 Daehak-ro, Daejeon 34141, South Korea.","Hussain S, Ko TL, Lee A, Oh C, Paik H, Park SW, Seo S","HI22C1318 N-23-NM-CA01-S01 N-23-NT-CA01-S01, K-23-L02-C04-S01, KHIDI HI22C1318, KSC-2023-CRE-0526, N-23-NM-CA01-S01, N-23-NT-CA01-S01, NRF-2021M3H9A2030520","Health Industry Development Institute, KHIDI, Korea Institute of Science and Technology Information, Korea Institute of Science and Technology Information (KISTI), Korea-Bio Data Station, National Supercomputing Center",2.0,Andorra,atlas of E3,ok,2022-2025,,,,,False,HIGH,No expansion in title,
"CAPITALIZED,TITLE_CAPITALIZED",40494643,TraDIS,0.8071871,tradis,0.8071871,,0.8071871,1,https://diana.cpg.org.au/,,Transposon-directed insertion-site sequencing (TraDIS) analysis of &lt;i&gt;Enterococcus faecium&lt;/i&gt; using nanopore sequencing and a WebAssembly analysis platform.,TraDIS,Transposon-directed insertion-site sequencing,200,,,,2025-06-10,"Department of Microbiology and Immunology, The University of Melbourne at The Peter Doherty Institute for Infection and Immunity, Melbourne, Victoria, Australia.","Buultjens AH, Carter GP, Howden BP, Judd L, Krause AL, Li L, Monk IR, Seemann T, Stinear TP, Turner AM, Wick R, Wirth W, van Schaik W","APP21400, GNT1185213, GNT1194325","Biotechnology and Biological Sciences Research Council, National Health and Medical Research Council",,"Andorra, Australia",TraDIS,ok,2022-2025,,,,,False,HIGH,Expansion explicit in parentheses,
TITLE_CAPITALIZED,39073878,tidyCoverage,0.8010018,,0.8010018,tidycoverage,0.8010018,1,https://www.bioconductor.org/packages/tidyCoverage,,Epigenomics coverage data extraction and aggregation in R with tidyCoverage.,tidyCoverage,tidyCoverage,200,,,,2024-08-01,"Institut Pasteur, CNRS UMR 3525, Université Paris Cité, Unité Régulation Spatiale des Génomes, Paris 75015, France.","Koszul R, Serizay J",771813,"European Research Council, European Research Council under the Horizon 2020 Program grant agreement",3.0,France,tidyCoverage,ok,2022-2025,,,,,False,HIGH,No expansion in title,True
TITLE_CAPITALIZED,39963994,Deconer,0.8004432,,0.8004432,deconer,0.8004432,1,https://ngdc.cncb.ac.cn/biocode/tool/7577,,Deconer: An Evaluation Toolkit for Reference-based Deconvolution Methods Using Gene Expression Data.,Deconer,Deconer,200,,,,2025-05-01,"Center of Intelligent Medicine, School of Control Science and Engineering, Shandong University, Jinan 250061, China.","Gao R, Liu Q, Liu Z, Qiao X, Wang X, Wei L, Zhang W, Zhang X",K99 HG013661,NHGRI NIH HHS,3.0,"Andorra, China",Deconer,ok,2022-2025,,,,,False,HIGH,No expansion in title,
"CAPITALIZED,TITLE_CAPITALIZED",36882183,haGAA,0.79944056,hagaa,0.79944056,,0.79944056,1,http://phage.xialab.info/,,PhaGAA: an integrated web server platform for phage genome annotation and analysis.,PhaGAA,PhaGAA,200,,,,2023-03-01,"Key Laboratory of Intelligent Computing and Signal Processing of Ministry of Education and Information Materials and Intelligent Sensing Laboratory of Anhui Province, and Institutes of Physical Science and Information Technology, Anhui University, Hefei, Anhui 230601, China.","Bin Y, Li M, Liu Q, Wang C, Wu J, Xia J, Xiao M, Xu J, Zhang J","11835014, 2020YFA0908700, 62072003, 62272004, KJ2020A0047, U19A2064","Education Department of Anhui Province, National Key Research and Development Program of China, National Natural Science Foundation of China",14.0,"Andorra, China",haGAA,ok,2022-2025,,,,,False,HIGH,No expansion in title,
"SHORT_NAME_REPLACED,SMART_CAPITALIZED",38738618,A4d,0.7982256,d,0.7982256,,0.7982256,1,https://biocomp.chem.uw.edu.pl/a4d/,,Aggrescan4D: structure-informed analysis of pH-dependent protein aggregation.,Aggrescan4D,Aggrescan4D,200,,,,2024-07-01,"Institut de Biotecnologia i de Biomedicina and Departament de Bioquímica i Biologia Molecular, Universitat Autònoma de Barcelona, 08193 Bellaterra, Barcelona, Spain.","Burdukiewicz M, Bárcenas O, Firlik G, Iglesias V, Kmiecik S, Kuriata A, Pintado-Grima C, Ventura S, Zalewski M","02/07/2021, 2023 FI_3 00018, FPU22/03656, PID2022-137963OB-I00, Sheng 2021/40/Q/NZ2/00078","European Social Fund, European Union-Next Generation EU, European Union-NextGenerationEU, ICREA, Secretariat of Universities and Research of the Catalan Government, Spanish Ministry of Science and Innovation, Spanish Ministry of Universities",16.0,"Andorra, Spain",A4d,ok,2022-2025,,,,,False,HIGH,No expansion in title,
CAPITALIZED,38709879,PGS,0.782748,pgs,0.782748,,0.782748,1,https://imputationserver.sph.umich.edu,,Imputation Server PGS: an automated approach to calculate polygenic risk scores on imputation servers.,Imputation Server PGS,Imputation Server PGS,200,,,,2024-07-01,"Institute of Genetic Epidemiology, Medical University of Innsbruck, Innsbruck, Austria.","Boughton AP, Coassin S, Forer L, Fuchsberger C, Kronenberg F, Lamina C, LeFaive J, Schönherr S, Smith AV, Taliun D",,Medical University of Innsbruck,9.0,Austria,PGS,ok,2022-2025,,,,,False,HIGH,No expansion in title,
TITLE_CAPITALIZED,37399102,NAenrich,0.7804042,,0.7804042,naenrich,0.7804042,1,https://idrblab.org/rnaenr/,,RNAenrich: a web server for non-coding RNA enrichment.,RNAenrich,RNAenrich,200,,,,2023-07-01,"Center for Clinical Pharmacy, Cancer Center, Department of Pharmacy, Zhejiang Provincial People's Hospital, Affiliated People's Hospital, Hangzhou Medical College, Hangzhou, Zhejiang 310014, China.","Amahong K, Dai H, Gao J, Hu X, Huang S, Li Z, Lu M, Qiu Y, Zeng Z, Zhang B, Zhang S, Zhang Y, Zhu F","22220102001, LR21H300001, U1909208","National Natural Science Foundation of China, Natural Science Foundation of Zhejiang Province",13.0,China,NAenrich,ok,2022-2025,,,,,False,HIGH,No expansion in title,
TITLE_CAPITALIZED,39345285,Eventer,0.7773472,,0.7773472,eventer,0.7773472,1,https://eventerneuro.netlify.app/,,Reproducible supervised learning-assisted classification of spontaneous synaptic waveforms with Eventer.,Eventer,Eventer,200,,,,2024-09-13,"School of Life Sciences, University of Sussex, Brighton, United Kingdom.","Aziz W, Liu S, Maia Chagas A, Penn AC, Steele OG, Winchester G",,,4.0,United Kingdom,Eventer,ok,2022-2025,,,,,False,HIGH,No expansion in title,
SMART_CAPITALIZED,39558187,Rice Genome Annotation Project,0.7746558,,0.7746558,rice genome annotation project,0.7746558,1,https://rice.uga.edu,,The rice genome annotation project: an updated database for mining the rice genome.,Rice Genome Annotation Project,Rice Genome Annotation Project,200,,,,2025-01-01,"Department of Crop & Soil Sciences, University of Georgia, Athens, GA 30602, USA.","Buell CR, Hamilton JP, Li C",,"Georgia Research Alliance, Georgia Seed Development, University of Georgia",12.0,"Georgia, United States",Rice Genome Annotation Project,ok,2022-2025,,,,,False,HIGH,Already descriptive name,
TITLE_CAPITALIZED,36083565,MarpolBase Expression,0.77373886,,0.77373886,marpolbase expression,0.77373886,1,https://marchantia.info/mbex/,,"MarpolBase Expression: A Web-Based, Comprehensive Platform for Visualization and Analysis of Transcriptomes in the Liverwort Marchantia polymorpha.",MarpolBase Expression,MarpolBase Expression,200,,,,2022-11-01,"Graduate School of Biostudies, Kyoto University, Kyoto, 606-8502 Japan.","Bowman JL, Kawamura S, Kohchi T, Mochizuki T, Nakamura Y, Nishihama R, Romani F, Sakamoto M, Tanizawa Y, Yagura M, Yamaoka S, Yamato KT","16H06279, 17H07424, 19H05675, 20K15783, 21J15550, 22H00417, BB/T007117/1, DP200100225","Australian Research Council, Biotechnology and Biological Sciences Research Council, Grant-in-Aid for JSPS Research Fellows, Grants-in-Aid for Scientific Research, Japan Society for the Promotion of Science",35.0,Japan,MarpolBase Expression,ok,2022-2025,,,,,False,HIGH,No expansion in title,
TITLE_CAPITALIZED,39657135,RodentGPOmics,0.7722482,,0.7722482,rodentgpomics,0.7722482,1,http://RodentGPOmics.njau.edu.cn:8888/Rodent/index/homePage,,The RodentGPOmics Atlas: a comprehensive database of rodent biology for genomes and pathogens.,RodentGPOmics Atlas,RodentGPOmics Atlas,200,,,,2025-01-01,"Sanya Institute of Nanjing Agricultural University, Sanya 572054, China.","Gangavarapu K, Hou Y, Ji X, Jiang Z, Li X, Lu M, Su S, Tang J, Yan Z, Zheng M","2024YFF1000100, SCKJ-JYRC-2022-08","Agricultural Science and Technology Innovation Program, Nanjing Agricultural University, National Key Research and Development Program of China, Sanya Yazhou Bay Science and Technology City",,China,RodentGPOmics,ok,2022-2025,,,,,False,HIGH,No expansion in title,
TITLE_CAPITALIZED,37952226,Lion Localizer,0.7705925,,0.7705925,lion localizer,0.7705925,1,https://lionlocalizer.org,,Lion Localizer: A software tool for inferring the provenance of lions (Panthera leo) using mitochondrial DNA.,Lion Localizer,Lion Localizer,200,,,,2024-03-01,"School of Information Sciences, University of Illinois at Urbana-Champaign, Champaign, IL, United States.","Au WC, Dures SG, Green CE, Ishida Y, Ogden R, Roca AL, Zhao K",G-017,United States Agency for International Development,1.0,United States,Lion Localizer,ok,2022-2025,,,,,False,HIGH,No expansion in title,
TITLE_CAPITALIZED,38843230,Bioinformatics,0.7696011,,0.7696011,bioinformatics,0.7696011,1,https://dentalbioinformatics.com/,,Bioinformatics for Dentistry: A secondary database for the genetics of tooth development.,Bioinformatics for Dentistry,Bioinformatics for Dentistry,200,,,,2024-06-06,"School of Dentistry, College of Health Sciences, Faculty of Medicine & Dentistry, University of Alberta, Edmonton, Canada.","Chow AK, Dhaliwal JK, Govia S, Low R, Sharmin N, Yee KK, Yuan J",SDERF 2022-02,"School of Dentistry Education Research Fund (SDERF), University of Alberta",2.0,Canada,Bioinformatics,ok,2022-2025,,,,,False,HIGH,No expansion in title,
TITLE_CAPITALIZED,39171722,AutoMCS Navigator,0.76853955,,0.76853955,automcs navigator,0.76853955,1,https://cellknowledge.com.cn/mcsdb/autophagy.html,,Mapping autophagy-related membrane contact site proteins and complexes with AutoMCS Navigator.,AutoMCS Navigator,AutoMCS Navigator,200,,,,2024-08-27,"Tsukuba Life Science Innovation Program, University of Tsukuba, Tsukuba, Japan.","Liu T, Pan X, Ren L, Ye X, Zhang Y, Zheng K","2023NSFSC0678, 62202069, 82372244","National Natural Science Foundation of China, Natural Science Foundation of Sichuan Province",,Japan,AutoMCS Navigator,ok,2022-2025,,,,,False,HIGH,No expansion in title,
"SHORT_NAME_FLAGGED,CAPITALIZED",38757367,huggingface,0.76621664,go,0.76621664,,0.76621664,1,https://huggingface.co/spaces/HUBioDataLab/Domain2GO,,Mutual annotation-based prediction of protein domain functions with Domain2GO.,huggingface,huggingface,200,,,,2024-06-01,"Biological Data Science Lab, Department of Computer Engineering, Hacettepe University, Ankara, Turkey.","Doğan T, Ulusoy E",,,5.0,,GO,ok,2022-2025,YES,YES,LOW,VERY_SHORT,False,HIGH,No expansion in title,True
TITLE_CAPITALIZED,35197510,Survival Genie,0.7647927,,0.7647927,survival genie,0.7647927,1,https://bbisr.shinyapps.winship.emory.edu/SurvivalGenie/,,"Survival Genie, a web platform for survival analysis across pediatric and adult cancers.",Survival Genie,Survival Genie,200,,,,2022-02-23,"Winship Cancer Institute, Emory University, Atlanta, GA, USA.","Bhasin M, Bhasin SS, Dwivedi B, Mumme H, Satpathy S",P30 CA138292,NCI NIH HHS,56.0,United States,Survival Genie,ok,2022-2025,,,,,False,HIGH,No expansion in title,
CAPITALIZED,35179562,CIG,0.7620288,cig,0.7620288,,0.7620288,1,https://pcig.vhio.net,,PCIG: a web-based application to explore immune-genomics interactions across cancer types.,PCIG,PCIG,200,,,,2022-04-01,"Oncology Data Science (ODysSey) Group, Vall d'Hebron Institute of Oncology, Barcelona 08035, Spain.","Bassaganyas L, Camps J, Dienstmann R, Esteban-Fabró R, Franch-Expósito S, Lahoz S, Pedrola A","2017 SGR 1035, BES-2017-081286, CA17118, CPII18/00026, FI18/00221, GCB13131592CAST, P30 CA008748, PI17/01304","Agència de Gestió d'Ajuts Universitaris i de Recerca, CIBEREHD and CIBERNED programs from Instituto de Salud Carlos III, COST, COST Action, European Regional Development Fund, Fundació Universitària Agustí Pedro i Pons, Fundación Científica de la Asociación Española Contra el Cáncer, Generalitat de Catalunya, Generalitat de Catalunya [2017 SGR 1035], Instituto de Salud Carlos III, Instituto de Salud Carlos III and co-funded by the European Regional Development Fund (ERDF), MICINN/MINECO, NCI NIH HHS, the Agència de Gestió d’Ajuts Universitaris i de Recerca",3.0,Spain,CIG,ok,2022-2025,,,,,False,HIGH,No expansion in title,
CAPITALIZED,38549946,ERITS,0.7613045,erits,0.7613045,,0.7613045,1,http://merits.unimelb-biotools.cloud.edu.au/,,MERITS: a web-based integrated <i>Mycobacterial</i> PE/PPE protein database.,MERITS,MERITS,200,,,,2024-03-02,"College of Information Engineering, Northwest A&F University, Yangling, Shaanxi 712100, China.","Bi Y, Coin LJM, Guo X, He Z, Li C, Li F, Pitt ME, Song J, Sun H, Wang C","2022YFF1000100, 62202388, Z1090222021","Monash University, National Key Research and Development Program of China, National Natural Science Foundation of China, Qin Chuangyuan Innovation and Entrepreneurship, Talent Research Funding at Northwest A&amp;F University",1.0,China,ERITS,ok,2022-2025,,,,,False,HIGH,No expansion in title,
"CAPITALIZED,TITLE_CAPITALIZED",37943830,SRplot,0.7591234,srplot,0.7591234,,0.7591234,1,http://www.bioinformatics.com.cn/SRplot,,SRplot: A free online platform for data visualization and graphing.,SRplot,SRplot,200,,,,2023-11-09,"Department of Respiratory and Critical Care Medicine, the Second Xiangya Hospital, Central South University, Changsha, Hunan, China.","Chen M, Huang X, Tang D, Wang Y, Wu S, Zeng L, Zhang G","2022JJ30850, 2023JJ40850, D202303047052","Health and Family Planning Commission of Hunan Province, Natural Science Foundation of Hunan Province",1134.0,"Andorra, China",SRplot,ok,2022-2025,,,,,False,HIGH,No expansion in title,
"SHORT_NAME_REPLACED,CAPITALIZED",38776380,TPCN,0.7532603,t,0.7532603,,0.7532603,1,http://www.tpcn.pro/,,A terpenoids database with the chemical content as a novel agronomic trait.,TPCN,TPCN,200,,,,2024-05-01,"Institute for Medicinal Plants, College of Plant Science and Technology, Huazhong Agricultural University, Wuhan 430070, China.","Chen Y, Dong S, Feng M, Hu S, Hu X, Hu Z, Kong DX, Li W, Li X, Liu R, Lubeiny A, Luo Y, Nie C, Pan J, Wang M, Wei S, Xie X, Xiong X, Yang R, Zhang J, Zhou Y","2018FY100704, 2020-620-000-002-04, 202205AF150004 ZY2023Z005, 2022EHB047, 21977033, SAF202102","China, Hubei, Hubei Technology Innovation Center for Agricultural Sciences, National Natural Science Foundation of China, National Science &amp; Technology Fundamental Resources Investigation Program of China, Program of Hubei Province for International Cooperation, Shennongjia Academy of Forestry, Yunnan Science and Technology Program",1.0,"Andorra, China",TPCN,ok,2022-2025,,,,,False,HIGH,No expansion in title,
"SHORT_NAME_FLAGGED,CAPITALIZED",36464767,CMM-,0.7509415,mm,0.7509415,,0.7509415,1,https://cmm.minorlab.org,,CMM-An enhanced platform for interactive validation of metal binding sites.,CMM-,CMM-,200,,,,2023-01-01,"Department of Molecular Physiology and Biological Physics, University of Virginia, Charlottesville, Virginia, USA.","Cooper DR, Cymborowski M, Gucwa M, Lenkiewicz J, Minor W, Murzyn K, Zheng H","GM117325, GM132595, R01 GM117325, R01 GM132595","NIGMS NIH HHS, National Institutes of Health",66.0,"Andorra, United States",MM,ok,2022-2025,NO,YES,HIGH,VERY_SHORT,False,HIGH,No expansion in title,
"SHORT_NAME_FLAGGED,CAPITALIZED",39999010,NPM,0.7505836,pm,0.7505836,,0.7505836,1,https://bigomics.ch/omics-playground,,NPM: latent batch effects correction of omics data by nearest-pair matching.,NPM,NPM,200,,,,2025-03-01,"BigOmics Analytics, Via Serafino Balestra 12, Lugano 6900, Switzerland.","Akhmedov M, Kwee I, Martinelli A, Masiero M, Zito A",,"BigOmics Analytics, SA",,Switzerland,PM,ok,2022-2025,NO,YES,HIGH,VERY_SHORT,False,HIGH,No expansion in title,
TITLE_CAPITALIZED,35639952,Metapone,0.7503315,,0.7503315,metapone,0.7503315,1,https://bioconductor.org/packages/devel/bioc/html/metapone.html,,Metapone: a Bioconductor package for joint pathway testing for untargeted metabolomics data.,Metapone,Metapone,200,,,,2022-07-01,"Shenzhen Research Institute of Big Data, Shenzhen 518712, China.","Kang J, Li Z, Liang D, Ma G, Tang Z, Tian L, Wang S, Yu T, Zhang X","1R01GM124061, P30 ES019776, P30ES019776, R01 GM124061, R21 ES032117, R21ES032117","NIEHS NIH HHS, NIGMS NIH HHS, National Institutes of Health, Shenzhen Research Institute of Big Data, University Development Fund of CUHK-Shenzhen",16.0,China,Metapone,ok,2022-2025,,,,,False,HIGH,No expansion in title,True
TITLE_CAPITALIZED,40080702,ipidFun,0.74614394,,0.74614394,ipidfun,0.74614394,1,https://lipidfun.bioinfomics.org/,,LipidFun: a database of lipid functions.,LipidFun,LipidFun,200,,,,2025-03-01,"School of Medicine, China Medical University, Taichung 404333, Taiwan.","Chang NW, Cheng WC, Huang MS, Hung MC, Lai YL, Lin WJ, Liu CH, Liu HC, Shen PC, Tsai MH, Wang YD",113-2311-B-039-001-MY3,"Cancer Biology and Precision Therapeutics Center, China Medical University, China Medical University Hospital, National Science and Technology Council, Taiwan",,China,ipidFun,ok,2022-2025,,,,,False,HIGH,No expansion in title,
"SHORT_NAME_FLAGGED,CAPITALIZED",39288310,spoke,0.74611765,ag,0.74611765,,0.74611765,1,https://spoke.rbvi.ucsf.edu/neighborhood.html,,Biomedical knowledge graph-optimized prompt generation for large language models.,spoke,spoke,200,,,,2024-09-01,"Department of Neurology, Weill Institute for Neurosciences, University of California, San Francisco, San Francisco, CA 94158, United States.","Akbas RE, Baranzini SE, Cerono G, Huang S, Israni S, Morris JH, Nelson CA, Peetoom B, Rizk-Jackson A, Rose PW, Shi Y, Smith B, Soman K, Villouta-Reyes C","NSF_2033569, OT2 TR003450","NCATS NIH HHS, National Science Foundation",25.0,United States,AG,ok,2022-2025,YES,YES,LOW,VERY_SHORT,False,HIGH,No expansion in title,
TITLE_CAPITALIZED,39101502,DiffPROTACs,0.74204236,,0.74204236,diffprotacs,0.74204236,1,https://bailab.siais.shanghaitech.edu.cn/service/DiffPROTACs-generated.tgz,,DiffPROTACs is a deep learning-based generator for proteolysis targeting chimeras.,DiffPROTACs,DiffPROTACs,200,,,,2024-07-01,"Shanghai Institute for Advanced Immunochemical Studies, ShanghaiTech University, 393 Middle Huaxia Road, Pudong New Area, Shanghai 201210, China.","Bai F, Hu Q, Li F, Yang H, Zhou Y","2022YFC3400500, 2022YFC3400501, 20QA1406400, 22ZR1441400, 82003654","National Key R&D Program of China, National Key R&amp;D Program of China, National Natural Science Foundation of China, Shanghai Science and Technology Development Funds",7.0,China,DiffPROTACs,ok,2022-2025,,,,,False,HIGH,No expansion in title,
SMART_CAPITALIZED,39820318,Phenotyping And Regional Analysis Of Histology,0.7402153,,0.7402153,phenotyping and regional analysis of histology,0.7402153,1,https://www.pathologyreports.ai/,,PHARAOH: A collaborative crowdsourcing platform for phenotyping and regional analysis of histology.,Phenotyping And Regional Analysis Of Histology,Phenotyping And Regional Analysis Of Histology,200,,,,2025-01-16,"Princess Margaret Cancer Centre, 101 College Street, Toronto, ON, Canada.","Ahangari N, Aljohani SS, Alrumeh AS, Alsafwani NS, Alwelaie Y, Alyousef MJ, Babaei Zadeh P, Castillo VF, Chen ML, Cotau R, Diamandis P, Done SJ, Duan X, Echelard P, Faust K, Jakate K, Kamski-Hennekam ER, Leon AJ, Liu M, Marins LV, Mikhail M, Murphy P, Nikzad N, Oreopoulos DG, Paliwal A, Richer M, Saeed Kamil Z, Saleeb RM, Sugden RJ, Yousef GM",,"Cancer Research Society, Gouvernement du Canada | Canadian Institutes of Health Research, Princess Margaret Cancer Foundation",1.0,Canada,Phenotyping And Regional Analysis Of Histology,ok,2022-2025,,,,,False,HIGH,No expansion in title,
